Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000188976,NOC2L,58,-0.2558,42,-0.8424,63,-0.1323,80,0.64055
ENSG00000078808,SDF4,162,1.16261,92,0.22332,81,0.00779,64,-0.7328
ENSG00000160087,UBE2J2,48,-0.4113,105,1.00126,60,-0.0728,51,-0.6205
ENSG00000131584,ACAP3,147,-0.0760,123,-0.3986,80,-1.0201,178,0.59166
ENSG00000127054,INTS11,73,0.44043,76,0.59173,101,0.99991,38,-1.0891
ENSG00000107404,DVL1,98,0.79645,19,-1.8698,16,-1.9613,75,0.97300
ENSG00000175756,AURKAIP1,167,0.82612,33,-1.8061,132,0.43542,108,0.23310
ENSG00000221978,CCNL2,63,-0.1898,146,1.46842,44,-0.7588,52,-0.9287
ENSG00000242485,MRPL20,153,0.53021,89,-0.3820,154,0.53949,104,-0.2269
ENSG00000235098,ANKRD65,59,0.24311,48,-0.0776,93,1.02192,43,-0.5378
ENSG00000179403,VWA1,275,2.14720,161,1.33963,102,0.33904,22,-2.9836
ENSG00000160075,SSU72,94,-0.7566,118,-0.4509,227,0.64719,162,0.21679
ENSG00000228594,FNDC10,21,-1.2317,21,-1.3402,43,-0.1465,61,1.18888
ENSG00000197530,MIB2,80,0.54503,41,-0.5752,50,-0.2283,60,0.18400
ENSG00000248333,CDK11B,30,-1.6935,101,0.17718,52,-0.8652,105,0.56211
ENSG00000008128,CDK11A,12,-2.3668,93,0.94916,27,-1.1393,57,0.03220
ENSG00000078369,GNB1,516,0.41303,135,-1.7806,243,-0.7803,496,0.94314
ENSG00000187730,GABRD,0,-8.6268,12,-3.8356,40,-1.9812,234,3.82721
ENSG00000067606,PRKCZ,157,-0.5222,227,0.06720,98,-1.2468,247,0.47546
ENSG00000162585,FAAP20,49,-0.0648,55,0.10733,53,0.04342,51,-0.0654
ENSG00000157933,SKI,135,0.75660,26,-1.9359,34,-1.4126,106,0.92821
ENSG00000157916,RER1,102,0.92602,61,0.08167,109,1.04924,41,-0.9943
ENSG00000157870,PRXL2B,4,-3.6667,9,-2.7869,67,0.29166,78,1.77167
ENSG00000177133,PRDM16-DT,9,-2.4989,1,-5.2895,226,3.04089,39,-0.6039
ENSG00000158109,TPRG1L,95,-0.6420,33,-2.3785,81,-0.8946,200,1.71560
ENSG00000130764,LRRC47,79,-0.1482,108,0.40828,65,-0.4635,85,-0.0885
ENSG00000116198,CEP104,50,-0.0747,68,0.47274,23,-1.2274,53,0.01016
ENSG00000196581,AJAP1,0,-7.2974,29,-1.1404,16,-1.9814,85,2.15847
ENSG00000069424,KCNAB2,124,-0.4076,70,-1.3827,85,-0.9834,209,1.25805
ENSG00000116254,CHD5,49,-3.3125,280,-0.7890,142,-1.7403,614,1.70631
ENSG00000116251,RPL22,666,1.11045,325,-0.1031,291,-0.2649,306,-0.3938
