Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to12,Feature log2 fold change topic 3to12
ENSG00000228794,LINC01128,16,-1.2978,41,1.29788
ENSG00000188976,NOC2L,26,-0.9648,52,0.96484
ENSG00000188290,HES4,23,-0.8134,40,0.81345
ENSG00000187608,ISG15,22,-0.9374,43,0.93745
ENSG00000188157,AGRN,15,-0.3569,19,0.35691
ENSG00000078808,SDF4,68,0.16990,60,-0.1699
ENSG00000176022,B3GALT6,25,0.02590,24,-0.0259
ENSG00000160087,UBE2J2,26,-0.3588,33,0.35882
ENSG00000131584,ACAP3,58,-0.3351,73,0.33511
ENSG00000127054,INTS11,45,0.16426,40,-0.1642
ENSG00000224051,CPTP,15,-0.3864,19,0.38643
ENSG00000107404,DVL1,57,0.10331,53,-0.1033
ENSG00000175756,AURKAIP1,127,-0.4450,174,0.44508
ENSG00000221978,CCNL2,70,0.08038,66,-0.0803
ENSG00000242485,MRPL20,134,-0.2924,164,0.29241
ENSG00000235098,ANKRD65,32,0.20588,28,-0.2058
ENSG00000179403,VWA1,96,3.32123,9,-3.3212
ENSG00000205090,TMEM240,10,-1.6384,31,1.63844
ENSG00000160075,SSU72,82,-0.9084,155,0.90844
ENSG00000228594,FNDC10,19,-0.6073,30,0.60737
ENSG00000272106,AL691432.2,17,0.03113,17,-0.0311
ENSG00000197530,MIB2,17,-1.0382,36,1.03821
ENSG00000248333,CDK11B,56,0.28819,46,-0.2881
ENSG00000189339,SLC35E2B,17,-0.2570,21,0.25703
ENSG00000008128,CDK11A,44,0.94513,22,-0.9451
ENSG00000215790,SLC35E2A,12,-0.6370,19,0.63709
ENSG00000008130,NADK,25,-0.0183,25,0.01838
ENSG00000078369,GNB1,385,-0.4704,533,0.47048
ENSG00000187730,GABRD,16,-3.7378,219,3.73789
ENSG00000067606,PRKCZ,104,-1.1113,226,1.11130
ENSG00000162585,FAAP20,59,1.03909,28,-1.0390
ENSG00000157933,SKI,50,0.89859,27,-0.8985
ENSG00000157916,RER1,62,0.00882,61,-0.0088
ENSG00000157911,PEX10,33,0.88042,18,-0.8804
ENSG00000149527,PLCH2,10,-0.5693,14,0.56930
ENSG00000157870,PRXL2B,16,-1.7714,54,1.77142
ENSG00000158109,TPRG1L,101,-1.2384,239,1.23848
ENSG00000130764,LRRC47,43,-0.9852,85,0.98524
ENSG00000116198,CEP104,113,1.15410,50,-1.1541
ENSG00000198912,C1orf174,18,-0.4630,25,0.46305
ENSG00000196581,AJAP1,22,-1.2220,52,1.22203
ENSG00000069424,KCNAB2,94,-1.2092,218,1.20923
