Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000228794,LINC01128,29,0.04949,8,-1.9365,29,0.08277,7,-2.1431,36,0.79754
ENSG00000188976,NOC2L,4,-2.9411,7,-2.0777,59,1.37399,36,0.28727,27,-0.3040
ENSG00000188290,HES4,259,2.47847,31,-1.1897,34,-1.1307,90,0.47561,45,-0.9902
ENSG00000187608,ISG15,46,0.60642,40,0.36185,11,-1.7301,37,0.27604,34,0.24121
ENSG00000078808,SDF4,12,-1.8309,37,-0.1819,44,0.09177,53,0.37377,45,0.25622
ENSG00000160087,UBE2J2,4,-2.6938,1,-4.3225,33,0.50875,28,0.17457,30,0.60777
ENSG00000131584,ACAP3,4,-3.7389,12,-2.1903,98,1.28527,41,-0.3450,53,0.05150
ENSG00000127054,INTS11,163,2.55303,16,-1.4005,35,-0.2966,24,-0.8100,27,-0.9814
ENSG00000107404,DVL1,4,-3.5602,25,-0.9397,28,-0.8435,33,-0.4887,68,1.51099
ENSG00000175756,AURKAIP1,37,-1.8213,61,-1.0661,122,0.01239,102,-0.2697,154,0.78867
ENSG00000221978,CCNL2,18,-0.9944,17,-1.0342,57,1.00503,57,0.86768,26,-0.6269
ENSG00000242485,MRPL20,204,0.79952,64,-1.0382,95,-0.4867,137,0.13174,133,0.15421
ENSG00000235098,ANKRD65,4,-2.7619,14,-0.9863,13,-1.1941,68,1.62619,30,0.44723
ENSG00000179403,VWA1,4,-3.3248,37,-0.0647,10,-2.1299,137,2.28101,38,-0.0674
ENSG00000160075,SSU72,171,0.40133,64,-1.1236,130,-0.0454,127,-0.0694,142,0.18931
ENSG00000228594,FNDC10,4,-2.0920,0,-7.5939,16,-0.0508,11,-0.6353,24,1.31177
ENSG00000197530,MIB2,4,-2.5420,13,-0.8488,30,0.55564,23,0.05818,25,0.29399
ENSG00000248333,CDK11B,9,-2.3934,96,1.34001,54,0.38155,5,-3.0150,44,0.00303
ENSG00000189339,SLC35E2B,4,-2.4352,18,-0.2694,23,0.14379,4,-2.3481,28,0.94209
ENSG00000008128,CDK11A,4,-2.6518,63,1.64688,37,0.76863,7,-1.7828,19,-0.6179
ENSG00000008130,NADK,47,1.11907,10,-1.3656,21,-0.2352,30,0.35501,22,-0.2044
ENSG00000078369,GNB1,223,-1.0995,162,-1.5806,410,-0.1783,344,-0.4342,596,0.94381
ENSG00000187730,GABRD,4,-4.5332,0,-6.9861,171,1.29034,11,-3.1544,108,0.60047
ENSG00000067606,PRKCZ,89,-0.7440,57,-1.4146,200,0.63336,62,-1.2871,165,0.43490
ENSG00000162585,FAAP20,38,0.21449,30,-0.1512,14,-1.4603,56,0.85372,37,0.25659
ENSG00000157933,SKI,4,-3.0058,30,-0.0778,37,0.33153,41,0.46603,32,0.10822
ENSG00000157916,RER1,71,0.78279,17,-1.4482,33,-0.5133,95,1.28161,39,-0.3556
ENSG00000157911,PEX10,4,-2.3095,34,0.95306,12,-0.8004,23,0.27103,21,0.33215
ENSG00000157870,PRXL2B,24,-0.4000,1,-4.2582,36,0.28725,17,-0.8590,38,0.73745
ENSG00000177133,PRDM16-DT,4,-2.7789,14,-0.9362,10,-1.6003,49,1.00222,36,1.02804
ENSG00000158109,TPRG1L,5,-4.4493,27,-1.9863,150,0.79863,97,-0.0316,112,0.38633
ENSG00000130764,LRRC47,75,0.75210,7,-2.8017,78,0.97662,39,-0.3151,39,-0.4956
ENSG00000116198,CEP104,4,-2.9009,50,0.88535,39,0.53405,27,-0.0822,26,-0.2645
ENSG00000196581,AJAP1,26,-0.3052,10,-1.7239,53,0.97433,4,-2.8260,34,0.23211
ENSG00000069424,KCNAB2,16,-3.1909,21,-2.7695,152,0.23959,113,-0.2701,176,0.95490
ENSG00000116254,CHD5,4,-5.8687,40,-2.6248,377,0.98606,65,-1.9035,283,0.70856
ENSG00000116251,RPL22,204,-1.6261,1226,1.24235,410,-0.6267,738,0.36690,580,-0.0436
ENSG00000116237,ICMT,22,-0.0365,3,-2.8270,20,-0.2286,24,0.06187,28,0.62762
ENSG00000097021,ACOT7,108,0.26593,1,-5.7836,207,1.70341,18,-2.4058,75,-0.5202
ENSG00000162413,KLHL21,83,1.92529,12,-1.2319,36,0.48680,19,-0.5371,18,-1.0380
ENSG00000007923,DNAJC11,4,-2.1579,3,-2.6497,31,1.12411,6,-1.5965,20,0.40753
ENSG00000171735,CAMTA1,451,0.29277,133,-1.5934,521,0.61413,111,-1.8660,406,0.22173
