Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to12,Feature log2 fold change topic 3to12
ENSG00000228794,LINC01128,108,1.54014,12,-1.9247,39,-0.5988
ENSG00000188976,NOC2L,108,1.31926,16,-1.6600,46,-0.4352
ENSG00000188290,HES4,108,1.74999,16,-1.2760,33,-0.8895
ENSG00000078808,SDF4,108,0.98697,59,0.00157,54,-0.6278
ENSG00000160087,UBE2J2,108,1.54895,22,-1.0256,38,-0.7588
ENSG00000131584,ACAP3,108,0.48467,47,-0.7981,80,0.04337
ENSG00000127054,INTS11,108,1.41349,27,-0.8258,42,-0.6883
ENSG00000107404,DVL1,108,1.00811,17,-1.8327,57,-0.1290
ENSG00000175756,AURKAIP1,108,-0.2553,103,-0.3269,132,0.31687
ENSG00000221978,CCNL2,108,0.88800,42,-0.5965,60,-0.3284
ENSG00000242485,MRPL20,108,-0.2884,76,-0.8326,138,0.58224
ENSG00000235098,ANKRD65,108,1.98682,43,0.39743,25,-1.5653
ENSG00000205090,TMEM240,108,1.79353,8,-2.2848,33,-0.7974
ENSG00000160075,SSU72,108,-0.2976,73,-0.8999,139,0.61752
ENSG00000197530,MIB2,108,1.85978,10,-1.9248,31,-0.8978
ENSG00000248333,CDK11B,108,0.84971,66,0.06707,59,-0.5600
ENSG00000215790,SLC35E2A,108,1.76332,18,-1.1190,33,-0.9306
ENSG00000078369,GNB1,1246,1.25198,230,-1.4194,552,-0.4178
ENSG00000187730,GABRD,108,-0.8398,1,-7.5379,213,1.96211
ENSG00000067606,PRKCZ,108,-0.8186,83,-1.2147,202,1.07493
ENSG00000162585,FAAP20,108,1.57831,30,-0.5157,36,-0.9109
ENSG00000157933,SKI,108,1.28893,25,-1.0361,46,-0.5310
ENSG00000157916,RER1,108,1.11872,68,0.35871,48,-0.8816
ENSG00000157870,PRXL2B,108,1.26258,3,-4.1120,49,-0.1758
ENSG00000158109,TPRG1L,108,-0.8463,45,-2.1275,209,1.44324
ENSG00000130764,LRRC47,108,0.48054,25,-1.7691,82,0.31451
ENSG00000116198,CEP104,108,1.26233,100,1.13271,39,-1.3985
ENSG00000196581,AJAP1,108,0.89904,19,-1.7287,61,-0.0511
ENSG00000069424,KCNAB2,108,-0.7519,15,-3.5978,199,1.68212
ENSG00000116254,CHD5,108,-1.3893,43,-2.7408,308,2.02120
ENSG00000116251,RPL22,108,-2.2304,892,1.02896,470,-0.0897
ENSG00000116237,ICMT,108,1.54040,20,-1.1573,38,-0.7238
ENSG00000097021,ACOT7,108,-0.9115,60,-1.7750,218,1.36664
ENSG00000162408,NOL9,108,1.58950,18,-1.2846,37,-0.7430
ENSG00000162413,KLHL21,108,1.96951,37,0.14696,26,-1.4541
ENSG00000007923,DNAJC11,108,1.65952,24,-0.7966,35,-0.9077
ENSG00000171735,CAMTA1,108,-2.3035,203,-1.3740,568,1.86737
ENSG00000049246,PER3,108,1.01192,83,0.57872,50,-0.9195
ENSG00000116288,PARK7,108,-1.2326,220,-0.1522,258,0.65266
ENSG00000142599,RERE,108,-0.3635,106,-0.3964,142,0.41289
ENSG00000074800,ENO1,108,-1.8734,384,0.04632,398,0.69393
ENSG00000171612,SLC25A33,108,1.80775,22,-0.7808,31,-1.0419
ENSG00000171603,CLSTN1,2604,1.84151,218,-2.1139,777,-0.8598
ENSG00000178585,CTNNBIP1,108,1.74140,47,0.31086,30,-1.3291
ENSG00000162441,LZIC,108,0.81311,106,0.78521,57,-0.9101
ENSG00000130939,UBE4B,108,1.09934,30,-0.9110,52,-0.4029
ENSG00000054523,KIF1B,108,-2.3232,725,0.57669,524,0.33036
ENSG00000142657,PGD,108,1.10777,32,-0.7953,52,-0.4415
ENSG00000241563,CORT,108,1.39767,8,-2.5025,44,-0.4019
ENSG00000160049,DFFA,108,0.93002,98,0.76146,52,-0.9677
ENSG00000120948,TARDBP,108,0.33261,97,0.15933,84,-0.2753
ENSG00000116649,SRM,108,1.19510,35,-0.5988,48,-0.5698
ENSG00000171824,EXOSC10,108,1.70991,40,0.03009,32,-1.1956
