Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000228794,LINC01128,10,-1.5661,32,0.13251,21,-0.5171,41,0.86688,23,-0.4640
ENSG00000188976,NOC2L,24,-0.7356,44,0.18117,25,-0.6605,48,0.53131,35,-0.2162
ENSG00000188290,HES4,4,-2.2221,10,-0.9481,37,1.07303,16,-0.4184,24,0.55523
ENSG00000187608,ISG15,10,-1.3461,0,-5.2107,32,0.42626,25,0.07325,31,0.60816
ENSG00000188157,AGRN,17,0.44547,2,-2.2191,22,0.92110,12,-0.0599,12,-0.1121
ENSG00000078808,SDF4,70,0.09376,99,0.66421,55,-0.2678,61,-0.1529,63,-0.0818
ENSG00000176022,B3GALT6,12,-0.9653,27,0.27073,17,-0.4303,29,0.61160,19,-0.3576
ENSG00000160087,UBE2J2,29,-0.3144,47,0.44827,30,-0.2265,33,-0.1444,37,0.13754
ENSG00000162572,SCNN1D,8,-0.5573,20,0.89779,4,-1.4215,10,-0.2249,13,0.31168
ENSG00000131584,ACAP3,51,-0.1935,83,0.58189,43,-0.4602,54,-0.1506,61,0.11211
ENSG00000127054,INTS11,42,0.02992,59,0.58135,30,-0.5003,40,-0.0414,40,-0.0593
ENSG00000224051,CPTP,21,0.28994,14,-0.4042,7,-1.3715,19,0.18542,19,0.16038
ENSG00000107404,DVL1,39,-0.3523,61,0.32153,67,0.48995,44,-0.2704,51,0.04990
ENSG00000175756,AURKAIP1,89,-0.6203,121,-0.1439,120,-0.1634,133,0.00362,150,0.28072
ENSG00000221978,CCNL2,70,0.20079,78,0.36702,48,-0.3920,63,0.04432,58,-0.1425
ENSG00000242485,MRPL20,115,-0.3746,137,-0.1029,142,-0.0423,140,-0.0947,163,0.25908
ENSG00000235098,ANKRD65,32,1.12893,16,0.02227,9,-0.9099,15,-0.0624,14,-0.2527
ENSG00000179403,VWA1,158,2.71079,119,2.08845,25,-0.5672,5,-3.2612,18,-1.3177
ENSG00000205090,TMEM240,5,-2.2901,24,-0.1324,28,0.13975,34,0.66613,23,-0.2696
ENSG00000160075,SSU72,88,-0.8386,168,0.15434,102,-0.6273,157,0.07844,171,0.28099
ENSG00000228594,FNDC10,4,-2.3686,3,-2.5887,24,0.27639,24,0.32756,25,0.45361
ENSG00000272106,AL691432.2,33,0.36193,33,0.32938,29,0.15092,31,0.38668,18,-0.8011
ENSG00000197530,MIB2,20,-0.4133,25,-0.0677,25,-0.1021,25,-0.0930,30,0.27626
ENSG00000248333,CDK11B,38,1.35379,9,-0.9260,20,0.27615,16,-0.1306,14,-0.4462
ENSG00000189339,SLC35E2B,38,-0.2379,71,0.75174,32,-0.5146,41,-0.1708,46,0.07405
ENSG00000008128,CDK11A,26,0.59754,22,0.33713,35,1.14154,15,-0.2887,12,-0.7244
ENSG00000215790,SLC35E2A,10,-1.0804,17,-0.3262,27,0.44695,18,-0.3166,25,0.49749
ENSG00000008130,NADK,21,-0.2693,24,-0.0696,15,-0.8211,30,0.37357,25,-0.0388
ENSG00000078369,GNB1,269,-0.9793,530,0.06895,409,-0.3407,485,-0.1030,610,0.43795
ENSG00000187730,GABRD,6,-4.5754,49,-1.6374,73,-1.0387,217,1.07292,148,0.05420
ENSG00000067606,PRKCZ,81,-0.8610,163,0.22986,70,-1.0793,147,0.09705,162,0.33177
ENSG00000162585,FAAP20,35,-0.2655,49,0.27242,50,0.29720,29,-0.7460,51,0.52885
ENSG00000157933,SKI,51,0.47808,38,0.01782,69,0.99594,34,-0.2258,30,-0.4753
ENSG00000157916,RER1,71,0.30464,88,0.65524,60,0.05136,58,-0.0005,48,-0.4387
ENSG00000157911,PEX10,28,0.33698,35,0.73913,35,0.72440,15,-0.7470,21,-0.0918
ENSG00000149527,PLCH2,30,1.71553,8,-0.3682,6,-0.7707,9,-0.3697,9,-0.2876
ENSG00000157881,PANK4,10,-0.7355,12,-0.5854,9,-0.8822,23,0.68827,16,-0.0855
ENSG00000197921,HES5,0,-4.7568,0,-7.5175,11,-0.2955,10,-0.7082,25,1.77267
ENSG00000157870,PRXL2B,16,-1.5263,27,-0.8068,17,-1.4983,60,0.70529,49,0.19753
ENSG00000177133,PRDM16-DT,9,-1.3703,8,-1.6502,20,-0.1920,11,-1.4279,44,1.86986
ENSG00000142611,PRDM16,15,0.35152,4,-1.4046,23,1.07296,6,-1.2603,16,0.71525
ENSG00000158109,TPRG1L,56,-1.8964,232,0.27058,97,-1.0772,228,0.36892,213,0.20038
ENSG00000116213,WRAP73,15,-0.1167,19,0.19963,7,-1.1681,16,0.00837,18,0.25218
ENSG00000130764,LRRC47,58,-0.3985,63,-0.2868,42,-0.8998,88,0.35935,79,0.10032
ENSG00000116198,CEP104,83,1.93517,23,-0.2476,20,-0.4940,22,-0.4706,21,-0.5025
ENSG00000198912,C1orf174,23,0.36142,10,-0.8717,13,-0.5305,21,0.28981,18,-0.0332
ENSG00000196581,AJAP1,25,-0.6470,43,0.15860,22,-0.8413,54,0.83908,30,-0.5466
ENSG00000069424,KCNAB2,26,-2.9833,162,-0.2881,153,-0.3791,230,0.38660,222,0.29903
ENSG00000116254,CHD5,26,-2.4789,164,0.28526,131,-0.0726,169,0.50137,128,-0.1512
ENSG00000116251,RPL22,654,0.27871,409,-0.4623,714,0.42266,407,-0.6314,659,0.43878
ENSG00000116237,ICMT,40,-0.1680,60,0.46246,27,-0.7945,48,0.12814,44,-0.0338
ENSG00000097021,ACOT7,68,-1.6234,159,-0.3342,86,-1.2697,292,1.03899,170,-0.3120
ENSG00000215788,TNFRSF25,0,-9.4342,12,-1.1074,29,0.23497,39,1.13968,20,-0.4643
ENSG00000171680,PLEKHG5,2,-3.3570,44,0.74494,23,-0.2754,37,0.73438,21,-0.5329
ENSG00000162408,NOL9,34,0.18398,28,-0.1177,23,-0.4063,30,-0.0191,32,0.11863
ENSG00000162413,KLHL21,50,0.37143,31,-0.4079,39,-0.0274,42,0.14385,37,-0.1559
ENSG00000116273,PHF13,16,0.11374,15,0.08914,5,-1.5476,18,0.46858,13,-0.2040
ENSG00000041988,THAP3,16,-0.3222,32,0.79400,15,-0.3868,25,0.58532,13,-0.8122
ENSG00000007923,DNAJC11,22,-0.4004,53,0.97468,36,0.34119,30,0.08323,22,-0.5854
ENSG00000171735,CAMTA1,125,-1.4118,321,0.02942,338,0.11052,345,0.20908,326,0.07617
ENSG00000049245,VAMP3,151,2.29356,73,0.91790,27,-0.6786,19,-1.4432,32,-0.5576
ENSG00000049246,PER3,55,0.62937,21,-0.8452,58,0.72633,34,-0.1863,34,-0.1685
ENSG00000116288,PARK7,237,-0.6843,298,-0.3320,344,-0.1078,374,0.03547,419,0.30347
ENSG00000116285,ERRFI1,15,-1.0248,35,0.22340,10,-1.6176,37,0.49056,31,0.05021
ENSG00000162426,SLC45A1,5,-1.8024,22,0.25558,6,-1.5993,26,0.89580,16,-0.2919
ENSG00000142599,RERE,122,-0.2983,65,-1.2497,180,0.31489,147,-0.0170,168,0.29961
ENSG00000074800,ENO1,370,-0.4267,569,0.25108,580,0.28283,468,-0.0859,489,0.01458
ENSG00000171612,SLC25A33,24,-0.9252,27,-0.7826,57,0.39922,30,-0.8342,66,1.01437
ENSG00000188807,TMEM201,16,0.76258,2,-2.1014,2,-2.3409,11,0.21320,11,0.30818
ENSG00000171603,CLSTN1,206,-1.7811,902,0.49677,349,-0.9937,872,0.68039,588,-0.2652
ENSG00000178585,CTNNBIP1,38,0.12714,30,-0.2601,18,-0.9829,26,-0.6230,49,0.84020
ENSG00000162441,LZIC,155,1.55448,58,-0.0819,99,0.76081,49,-0.4930,43,-0.7548
ENSG00000162444,RBP7,99,3.52431,72,2.67116,6,-1.4970,0,-4.9578,1,-4.5625
ENSG00000130939,UBE4B,49,0.12086,83,0.98452,21,-1.1742,50,0.22764,37,-0.4604
ENSG00000054523,KIF1B,623,0.79716,486,0.38745,338,-0.1940,334,-0.2975,356,-0.1591
ENSG00000284642,AL139424.2,15,0.26498,11,-0.2797,6,-1.1730,15,0.31478,13,-0.0309
ENSG00000142657,PGD,48,-0.4213,80,0.38468,33,-0.9956,75,0.40252,59,-0.1690
ENSG00000175279,CENPS,3,-1.9281,10,-0.1836,20,0.88663,10,-0.1836,13,0.23868
ENSG00000241563,CORT,2,-2.6949,12,-0.5237,17,0.02937,22,0.67260,16,-0.0826
ENSG00000160049,DFFA,83,0.82661,51,0.04181,68,0.48910,38,-0.5991,49,-0.0287
ENSG00000142655,PEX14,11,-1.1518,16,-0.6189,18,-0.4351,35,1.00707,19,-0.4677
ENSG00000120948,TARDBP,105,0.26643,86,-0.0513,88,-0.0183,100,0.28739,74,-0.3883
ENSG00000271895,AL109811.2,14,-0.3913,14,-0.3881,11,-0.7065,20,0.18514,20,0.26205
ENSG00000116649,SRM,38,-0.6339,81,0.55823,46,-0.3361,58,0.04656,58,0.01829
ENSG00000171824,EXOSC10,32,0.28133,35,0.38749,25,-0.1041,27,-0.0244,25,-0.2070
ENSG00000198793,MTOR,30,-0.6110,41,-0.1487,34,-0.4318,51,0.25833,47,0.10600
ENSG00000120942,UBIAD1,23,1.16159,10,-0.0866,11,0.00262,6,-1.1860,13,0.45550
ENSG00000116661,FBXO2,78,-1.0815,81,-1.0234,327,1.21986,148,-0.1373,163,0.08368
ENSG00000132879,FBXO44,40,-1.0953,84,0.01476,48,-0.8402,105,0.58134,80,-0.0875
ENSG00000116670,MAD2L2,31,0.85344,34,1.02711,16,-0.1630,12,-0.7621,17,-0.1260
ENSG00000177674,AGTRAP,29,1.53614,17,0.61483,16,0.59898,4,-1.8328,12,0.05563
ENSG00000177000,MTHFR,11,-0.4986,31,1.06517,15,-0.1084,19,0.36071,11,-0.7563
ENSG00000011021,CLCN6,38,-0.8105,56,-0.2337,40,-0.7326,69,0.15536,75,0.35364
ENSG00000116685,KIAA2013,68,1.18054,62,1.02839,21,-0.7171,28,-0.3425,25,-0.5709
ENSG00000083444,PLOD1,24,0.25960,32,0.73950,25,0.32260,19,-0.1441,17,-0.4287
ENSG00000116688,MFN2,85,-0.5520,112,-0.1288,58,-1.1337,143,0.39903,126,0.09531
ENSG00000116691,MIIP,13,0.36292,12,0.26205,20,1.03056,9,-0.3346,8,-0.4321
ENSG00000048707,VPS13D,61,-0.2268,152,1.29301,42,-0.7945,74,0.13726,55,-0.5265
ENSG00000162496,DHRS3,21,-0.4485,43,0.71070,67,1.46521,19,-0.7365,24,-0.2844
ENSG00000116731,PRDM2,117,-0.2979,233,0.81847,133,-0.0910,143,0.02369,125,-0.2695
ENSG00000189337,KAZN,118,1.25888,73,0.45572,50,-0.1654,53,-0.0997,39,-0.7269
ENSG00000142634,EFHD2,16,-2.5374,309,2.19537,17,-2.4419,66,-0.6378,94,0.11496
ENSG00000116138,DNAJC16,28,-0.3750,57,0.78921,22,-0.7284,39,0.23598,31,-0.2676
ENSG00000197312,DDI2,29,-0.1119,51,0.76707,26,-0.2868,31,-0.0430,29,-0.1665
ENSG00000116786,PLEKHM2,59,-0.8500,50,-1.0941,97,-0.0732,86,-0.3783,143,0.86814
ENSG00000065526,SPEN,230,1.29853,126,0.27713,167,0.74662,101,-0.1061,59,-1.1565
ENSG00000116809,ZBTB17,28,0.53469,13,-0.6401,16,-0.3283,22,0.26579,18,-0.2002
ENSG00000185519,FAM131C,43,1.84319,13,-0.1902,8,-0.8540,11,-0.6264,13,-0.1962
ENSG00000037637,FBXO42,17,-0.4272,29,0.40589,23,0.01692,22,0.00136,22,-0.0349
ENSG00000055070,SZRD1,58,1.12697,34,0.21727,45,0.68244,17,-1.1149,30,0.03676
ENSG00000157191,NECAP2,28,1.07220,23,0.77192,29,1.15380,7,-1.3671,12,-0.2995
ENSG00000219481,NBPF1,46,1.67442,33,1.04029,10,-0.7683,12,-0.7815,13,-0.5372
ENSG00000058453,CROCC,11,-0.0967,7,-0.7702,12,0.05695,14,0.45514,10,-0.2431
ENSG00000238142,BX284668.5,7,-0.7726,7,-0.8349,28,1.35083,10,-0.4476,13,0.18092
ENSG00000159363,ATP13A2,42,-1.0995,70,-0.3143,55,-0.6997,114,0.70166,81,-0.1412
ENSG00000117118,SDHB,66,-0.4669,58,-0.6575,71,-0.3527,104,0.37523,92,0.06804
ENSG00000117115,PADI2,444,3.14626,183,1.26958,96,0.18002,13,-3.1975,41,-1.4222
ENSG00000179051,RCC2,17,-0.3165,7,-1.7390,15,-0.5417,27,0.52726,23,0.10532
ENSG00000074964,ARHGEF10L,11,-0.6518,19,0.16144,10,-0.8847,16,-0.1621,22,0.51873
ENSG00000117154,IGSF21,22,-1.3354,120,1.37488,20,-1.4324,59,0.24832,46,-0.3074
ENSG00000159423,ALDH4A1,24,0.04941,18,-0.4123,29,0.30197,12,-1.3612,36,1.06557
ENSG00000127481,UBR4,31,1.05154,8,-1.0254,23,0.57414,14,-0.3084,15,-0.1743
ENSG00000127463,EMC1,34,-0.0268,51,0.63001,31,-0.1810,40,0.33014,26,-0.5732
ENSG00000053372,MRTO4,18,-0.6456,29,0.06710,11,-1.4407,30,0.18064,32,0.32086
ENSG00000053371,AKR7A2,57,0.73001,39,0.12884,31,-0.2536,28,-0.5111,40,0.19575
ENSG00000077549,CAPZB,112,-0.3674,150,0.08899,149,0.07688,160,0.27755,128,-0.2319
ENSG00000173436,MICOS10,140,-1.1387,268,-0.1509,206,-0.5592,270,-0.1922,386,0.67448
ENSG00000158747,NBL1,50,-1.3713,101,-0.3226,150,0.31090,125,0.02620,140,0.28547
ENSG00000169914,OTUD3,7,-1.4185,35,1.00259,3,-2.7603,23,0.53419,17,-0.2164
ENSG00000162545,CAMK2N1,1059,-0.3134,539,-1.3420,1895,0.62139,1310,0.03073,1371,0.13568
ENSG00000090432,MUL1,24,0.24234,29,0.52067,14,-0.6257,19,-0.1358,21,0.01322
ENSG00000158828,PINK1,210,-1.0521,351,-0.2668,267,-0.6885,454,0.20356,483,0.35330
ENSG00000244038,DDOST,23,-0.1369,25,-0.0254,29,0.20006,28,0.20606,23,-0.2349
ENSG00000117245,KIF17,3,-2.6299,35,0.76745,12,-0.8499,27,0.50418,20,-0.1597
ENSG00000189410,SH2D5,0,-6.1464,10,-1.9021,15,-1.2433,56,1.22473,35,-0.0215
ENSG00000127483,HP1BP3,392,0.67810,319,0.33952,309,0.29075,245,-0.1108,209,-0.4516
ENSG00000075151,EIF4G3,195,-0.1698,177,-0.3258,161,-0.4692,306,0.87316,159,-0.6591
ENSG00000117298,ECE1,23,0.71293,17,0.25958,27,0.95348,9,-0.8555,14,-0.0856
ENSG00000076864,RAP1GAP,32,-1.9204,237,1.18978,42,-1.5568,137,0.39660,104,-0.2382
ENSG00000090686,USP48,157,1.33846,52,-0.4808,67,-0.0880,76,0.18623,48,-0.7675
ENSG00000218510,LINC00339,12,0.01150,10,-0.2341,11,-0.1439,13,0.27550,11,-0.1610
ENSG00000070831,CDC42,269,0.51867,273,0.54368,157,-0.3400,207,0.14269,154,-0.5024
ENSG00000184677,ZBTB40,17,0.37090,14,0.05105,14,0.08842,12,-0.1029,13,-0.0970
ENSG00000173369,C1QB,5,-1.2710,11,-0.1122,26,1.32480,7,-1.0683,15,0.58222
ENSG00000133216,EPHB2,24,0.83398,25,0.94236,2,-2.4379,15,0.11800,11,-0.5081
ENSG00000004487,KDM1A,41,-0.7788,64,-0.1078,70,0.03512,85,0.53630,59,-0.3207
ENSG00000169641,LUZP1,20,-2.7119,65,-1.0198,110,-0.2097,178,0.88626,119,-0.1194
ENSG00000125944,HNRNPR,215,0.71474,168,0.30812,133,-0.0628,150,0.18158,102,-0.6404
ENSG00000125945,ZNF436,11,-0.4578,31,1.24094,4,-1.8087,11,-0.4943,17,0.36907
ENSG00000249087,ZNF436-AS1,6,-1.1373,14,-0.0252,14,0.04271,16,0.34657,14,-0.0678
ENSG00000117318,ID3,35,0.76219,37,0.81363,126,3.36698,4,-3.0504,8,-1.8951
ENSG00000142676,RPL11,654,0.38294,392,-0.4284,710,0.51714,344,-0.8350,635,0.50426
ENSG00000011007,ELOA,35,0.50944,22,-0.2144,48,1.01984,26,-0.0047,19,-0.6674
ENSG00000057757,PITHD1,120,-0.4858,145,-0.1983,73,-1.2425,201,0.49164,166,0.02170
ENSG00000011009,LYPLA2,10,-1.1037,33,0.73617,12,-0.8120,30,0.93206,14,-0.8773
ENSG00000117308,GALE,6,-1.2093,1,-3.1313,12,-0.2820,22,1.05111,13,-0.2200
ENSG00000117305,HMGCL,25,0.77770,21,0.49378,19,0.26445,14,-0.2634,13,-0.4118
ENSG00000179163,FUCA1,6,-0.9528,9,-0.3432,8,-0.5030,16,0.80857,10,-0.3355
ENSG00000189266,PNRC2,89,0.08802,54,-0.6819,96,0.20973,87,0.07305,84,0.01565
ENSG00000188529,SRSF10,102,0.56670,88,0.31390,57,-0.3612,72,-0.0073,64,-0.2421
ENSG00000001460,STPG1,10,-0.4746,26,1.04381,9,-0.6761,18,0.66432,8,-0.9537
ENSG00000001461,NIPAL3,336,1.96906,176,0.79126,66,-0.7727,91,-0.3659,62,-1.1160
ENSG00000133226,SRRM1,243,1.03188,98,-0.4316,224,0.89339,110,-0.3673,106,-0.4317
ENSG00000169504,CLIC4,356,3.06835,182,1.60559,87,0.34363,12,-3.0825,26,-1.8759
ENSG00000117614,SYF2,131,0.34870,85,-0.3397,175,0.82591,90,-0.3334,102,-0.0779
ENSG00000117616,RSRP1,122,0.82877,127,0.90460,40,-0.9424,72,-0.0213,56,-0.5423
ENSG00000183726,TMEM50A,117,0.44956,108,0.32986,76,-0.2252,92,0.10983,75,-0.3607
ENSG00000204178,MACO1,76,0.52785,53,-0.0561,39,-0.5017,60,0.23389,48,-0.2909
ENSG00000117643,MAN1C1,10,-1.9940,16,-1.3024,38,0.04207,57,1.10216,30,-0.4683
ENSG00000162430,SELENON,31,0.30326,57,1.34864,35,0.49167,16,-0.9014,23,-0.2165
ENSG00000117640,MTFR1L,43,-0.6885,70,0.09154,45,-0.5943,71,0.13534,73,0.20769
ENSG00000117632,STMN1,1330,-0.1227,1639,0.20961,544,-1.4897,1840,0.60686,1236,-0.3299
ENSG00000158008,EXTL1,5,-3.1262,93,1.40217,30,-0.4462,33,-0.4236,46,0.29718
ENSG00000175087,PDIK1L,12,-0.6028,20,0.16073,16,-0.1880,21,0.35075,17,-0.1789
ENSG00000142684,ZNF593,23,-0.3496,33,0.20179,29,-0.0165,30,0.08759,28,-0.0458
ENSG00000142669,SH3BGRL3,176,0.52993,156,0.32798,129,0.02390,103,-0.4389,130,0.06104
ENSG00000158062,UBXN11,4,-2.1024,29,0.84082,15,-0.1472,15,-0.2022,19,0.28621
ENSG00000117682,DHDDS,14,-0.1312,8,-0.9292,8,-1.0348,19,0.48284,16,0.07593
ENSG00000198830,HMGN2,425,1.13730,223,0.06117,330,0.70353,146,-0.7855,198,-0.1740
ENSG00000117713,ARID1A,93,0.56969,131,1.14705,50,-0.4131,59,-0.2167,52,-0.4845
ENSG00000060642,PIGV,14,0.16322,20,0.76201,5,-1.2054,10,-0.5392,15,0.40366
ENSG00000204160,ZDHHC18,9,-1.0800,15,-0.3207,9,-1.0268,23,0.50890,19,0.13439
ENSG00000142751,GPN2,26,0.34980,17,-0.3434,18,-0.2101,23,0.15239,20,-0.1116
ENSG00000090273,NUDC,146,-0.6155,116,-0.9648,214,-0.0227,245,0.28362,233,0.16292
ENSG00000253368,TRNP1,8,-2.8030,20,-1.4688,22,-1.3369,67,0.60029,65,0.51054
ENSG00000090020,SLC9A1,4,-2.1376,5,-1.8351,8,-1.1545,24,0.66512,22,0.41339
ENSG00000142784,WDTC1,37,0.21307,48,0.60651,35,0.11185,33,0.04442,26,-0.4448
ENSG00000186501,TMEM222,34,-0.1623,59,0.72678,25,-0.6120,39,0.09329,35,-0.1763
ENSG00000158195,WASF2,157,2.25191,81,0.99691,84,1.07023,14,-2.1000,26,-1.0199
ENSG00000126705,AHDC1,17,-1.1224,76,1.28144,30,-0.2586,38,0.19393,28,-0.4975
ENSG00000126709,IFI6,81,-0.9123,206,0.55821,151,0.05247,177,0.45570,115,-0.4993
ENSG00000009780,FAM76A,19,-0.0879,38,0.98694,15,-0.5002,20,-0.1143,19,-0.1685
ENSG00000117758,STX12,143,0.45673,155,0.59382,69,-0.6915,104,-0.0722,100,-0.1640
ENSG00000117751,PPP1R8,41,0.22195,67,1.03506,21,-0.8454,29,-0.4182,37,0.05946
ENSG00000117748,RPA2,31,-0.6412,57,0.32706,40,-0.2259,57,0.47703,39,-0.3705
ENSG00000158161,EYA3,15,0.30112,19,0.67977,6,-1.0688,13,0.02641,12,-0.1569
ENSG00000126698,DNAJC8,230,0.20739,146,-0.5048,244,0.30432,217,0.16754,183,-0.2154
ENSG00000130770,ATP5IF1,141,-1.7224,163,-1.5036,314,-0.5161,533,0.48394,513,0.38293
ENSG00000204138,PHACTR4,74,1.72097,42,0.74886,40,0.66791,18,-0.8375,17,-0.9455
ENSG00000242125,SNHG3,8,-0.5108,15,0.35443,12,-0.0526,15,0.52682,9,-0.5438
ENSG00000180098,TRNAU1AP,27,0.28655,36,0.73936,20,-0.2038,18,-0.5454,24,0.14366
ENSG00000120656,TAF12,22,0.47814,5,-1.7850,19,0.24207,20,0.44176,14,-0.3686
ENSG00000198492,YTHDF2,57,-0.4295,60,-0.3522,58,-0.3968,97,0.62622,66,-0.2867
ENSG00000159023,EPB41,8,-1.5854,8,-1.5242,19,-0.2217,24,0.18193,28,0.58697
ENSG00000116350,SRSF4,88,0.37496,95,0.50881,100,0.58653,60,-0.3040,60,-0.3222
ENSG00000116353,MECR,9,-1.4040,21,-0.1526,23,-0.0076,27,0.36900,23,0.01450
ENSG00000060656,PTPRU,8,-1.4398,68,2.11294,12,-0.8251,16,-0.4947,18,-0.2764
ENSG00000162511,LAPTM5,15,0.07705,22,0.62508,25,0.85710,7,-1.4610,18,0.49281
ENSG00000162512,SDC3,169,0.45256,126,-0.0194,147,0.22680,103,-0.4631,138,0.17421
ENSG00000134644,PUM1,104,-0.4920,208,0.61421,116,-0.3244,161,0.28007,124,-0.2981
ENSG00000060688,SNRNP40,41,0.93767,47,1.18181,9,-1.4235,23,-0.0340,16,-0.7000
ENSG00000121766,ZCCHC17,103,0.14507,94,-0.0069,87,-0.1261,107,0.31642,80,-0.3453
ENSG00000121769,FABP3,14,-2.5120,48,-0.6792,18,-2.1165,106,0.90592,78,0.12783
ENSG00000162517,PEF1,34,-0.7695,52,-0.0918,49,-0.1942,62,0.26305,57,0.04971
ENSG00000084636,COL16A1,38,0.83647,80,2.19394,24,0.09560,15,-0.8860,12,-1.1759
ENSG00000121753,ADGRB2,59,-1.3339,163,0.21582,86,-0.7851,180,0.57217,134,-0.1264
ENSG00000184007,PTP4A2,962,2.36336,288,0.18447,175,-0.5974,164,-0.9211,187,-0.6688
ENSG00000121774,KHDRBS1,169,0.15876,167,0.13812,177,0.23202,154,0.01350,139,-0.2174
ENSG00000025800,KPNA6,66,0.32058,101,1.02380,54,-0.0029,55,0.02758,39,-0.6926
ENSG00000084652,TXLNA,51,1.03264,39,0.56014,35,0.41348,27,-0.0347,17,-0.9682
ENSG00000160050,CCDC28B,11,-0.9188,11,-0.8880,31,0.70209,23,0.29201,19,-0.1051
ENSG00000084623,EIF3I,94,-0.3140,139,0.30558,79,-0.5901,123,0.16140,115,-0.0016
ENSG00000116478,HDAC1,32,1.11080,14,-0.1679,21,0.43820,12,-0.6082,15,-0.0941
ENSG00000175130,MARCKSL1,1351,2.78765,704,1.43566,256,-0.2482,89,-2.2314,159,-1.2613
ENSG00000160058,BSDC1,47,0.12536,48,0.15914,40,-0.1457,49,0.25717,38,-0.3301
ENSG00000160062,ZBTB8A,19,0.33910,11,-0.5115,25,0.80355,16,0.17051,12,-0.5398
ENSG00000176261,ZBTB8OS,27,-0.5813,9,-2.1110,28,-0.5170,49,0.50032,44,0.23691
ENSG00000162521,RBBP4,152,0.20651,158,0.27636,135,0.02744,143,0.16674,112,-0.3791
ENSG00000162520,SYNC,9,-0.1994,0,-5.4055,23,1.21214,12,0.17601,10,-0.1681
ENSG00000162522,KIAA1522,3,-2.6208,4,-2.3386,26,0.25039,28,0.52755,25,0.26222
ENSG00000134684,YARS,38,-1.4148,94,-0.0159,64,-0.6116,125,0.67575,88,-0.1804
ENSG00000116497,S100PBP,27,0.79057,22,0.48502,16,-0.0451,18,0.13051,12,-0.7274
ENSG00000160097,FNDC5,5,-2.4633,4,-2.6821,19,-0.4717,39,1.04436,26,-0.0314
ENSG00000121905,HPCA,9,-3.7906,84,-0.5379,69,-0.8412,166,0.84985,120,0.02814
ENSG00000121900,TMEM54,31,-0.1781,18,-1.0429,31,-0.1794,33,-0.1426,44,0.51954
ENSG00000116514,RNF19B,8,-1.3649,7,-1.5685,19,-0.2060,30,0.85896,20,-0.1412
ENSG00000004455,AK2,84,1.39176,42,0.20816,28,-0.4118,26,-0.6951,36,-0.0365
ENSG00000142920,AZIN2,30,0.48157,31,0.56096,17,-0.3607,23,0.05075,18,-0.3818
ENSG00000160094,ZNF362,23,0.15094,17,-0.3320,24,0.23041,23,0.20202,19,-0.2480
ENSG00000134686,PHC2,93,0.95389,81,0.71616,41,-0.3639,53,0.05921,36,-0.7673
ENSG00000163866,SMIM12,29,-0.9941,59,0.09403,38,-0.5608,68,0.51242,52,-0.1290
ENSG00000116544,DLGAP3,3,-3.5106,31,-0.3614,58,0.62619,37,-0.1322,48,0.47505
ENSG00000163867,ZMYM6,23,-0.0455,17,-0.5388,20,-0.2674,30,0.57040,20,-0.3366
ENSG00000116560,SFPQ,361,0.88841,294,0.54270,219,0.06755,189,-0.2336,170,-0.4512
ENSG00000146463,ZMYM4,54,-0.3364,28,-1.3379,94,0.55358,81,0.46962,58,-0.2878
ENSG00000142687,KIAA0319L,28,-0.8836,64,0.38485,43,-0.2530,55,0.20869,50,-0.0355
ENSG00000020129,NCDN,95,-2.6730,512,-0.1498,248,-1.2588,828,1.01050,505,-0.2364
ENSG00000126067,PSMB2,82,-0.2225,137,0.58593,71,-0.4463,108,0.29481,81,-0.3464
ENSG00000142686,C1orf216,15,-2.5993,146,0.81528,39,-1.2552,108,0.47953,85,-0.0826
ENSG00000134698,AGO4,21,0.39799,6,-1.5241,16,0.02370,22,0.77069,11,-0.6714
ENSG00000092847,AGO1,43,0.12339,54,0.47275,37,-0.1008,38,-0.0926,38,-0.1129
ENSG00000126070,AGO3,92,1.34252,60,0.62833,55,0.45901,32,-0.4968,29,-0.7413
ENSG00000116863,ADPRHL2,30,1.02872,33,1.20511,5,-1.7144,16,0.08397,10,-0.8841
