Feature ID,Feature Name,Feature count topic 1to7,Feature log2 fold change topic 1to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000228794,LINC01128,41,0.74144,29,-0.3207,23,-0.7667
ENSG00000188976,NOC2L,44,0.93281,22,-0.7820,23,-0.8178
ENSG00000188290,HES4,18,-0.7553,52,1.39940,23,0.06862
ENSG00000187608,ISG15,34,0.00845,61,0.96188,24,-0.5917
ENSG00000188157,AGRN,11,-0.9257,19,0.35429,23,0.87303
ENSG00000078808,SDF4,46,0.10293,34,-0.4268,45,0.03850
ENSG00000176022,B3GALT6,21,0.40817,17,-0.1535,15,-0.4234
ENSG00000160087,UBE2J2,34,0.61949,25,-0.2672,21,-0.6360
ENSG00000131584,ACAP3,50,-0.3237,67,0.34227,60,0.22319
ENSG00000127054,INTS11,38,0.78070,31,-0.0629,19,-0.9534
ENSG00000224051,CPTP,19,0.20662,18,-0.0225,16,-0.2356
ENSG00000107404,DVL1,40,-0.3137,36,-0.2753,54,0.45153
ENSG00000175756,AURKAIP1,134,0.36194,70,-0.8654,116,-0.1259
ENSG00000221978,CCNL2,38,0.16964,41,0.19432,31,-0.2940
ENSG00000242485,MRPL20,126,0.18865,96,-0.3613,116,-0.0810
ENSG00000235098,ANKRD65,25,0.05997,19,-0.4236,26,0.08587
ENSG00000179403,VWA1,10,-1.5314,35,1.18800,27,1.05161
ENSG00000205090,TMEM240,33,0.84542,17,-0.6999,18,-0.7405
ENSG00000160075,SSU72,126,0.12951,109,-0.1726,117,-0.0817
ENSG00000228594,FNDC10,27,0.12254,18,-0.5679,27,0.05976
ENSG00000272106,AL691432.2,18,0.00586,9,-1.0673,21,0.30862
ENSG00000197530,MIB2,19,-0.1906,20,0.00027,22,0.21868
ENSG00000248333,CDK11B,43,-0.3595,105,1.31612,39,-0.3803
ENSG00000008128,CDK11A,18,-0.7087,80,2.26541,13,-0.9962
ENSG00000215790,SLC35E2A,27,0.01488,13,-1.1062,32,0.30673
ENSG00000008130,NADK,24,0.38542,26,0.29057,15,-0.6273
ENSG00000078369,GNB1,435,-0.0486,315,-0.5208,494,0.23582
ENSG00000187730,GABRD,178,1.20251,59,-1.3415,83,-0.9671
ENSG00000067606,PRKCZ,155,0.42018,54,-1.4724,137,-0.0606
ENSG00000162585,FAAP20,23,-1.0843,58,0.90444,48,0.77083
