Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000228794,LINC01128,8,-2.2898,20,-0.9621,30,-0.3049,36,-0.0166,77,1.25370,41,0.25091
ENSG00000188976,NOC2L,31,-0.9675,25,-1.2845,76,0.48108,66,0.28590,94,0.84125,51,-0.2139
ENSG00000188290,HES4,8,-2.5380,54,0.21992,120,1.65916,45,-0.0785,40,-0.2417,36,-0.5071
ENSG00000187608,ISG15,22,-0.7630,64,1.01437,66,1.06960,32,-0.1691,3,-3.6287,33,-0.1587
ENSG00000188157,AGRN,20,-0.1086,25,0.22776,12,-0.8573,24,0.18422,14,-0.6828,25,0.33380
ENSG00000078808,SDF4,47,-0.6359,71,0.02397,92,0.46074,82,0.30861,71,0.01687,61,-0.2752
ENSG00000176022,B3GALT6,12,-1.1850,21,-0.2833,24,-0.0729,31,0.36940,25,-0.0304,28,0.23154
ENSG00000160087,UBE2J2,46,0.12309,63,0.65322,28,-0.6618,33,-0.4284,26,-0.7768,51,0.41230
ENSG00000131584,ACAP3,131,0.68391,72,-0.3034,31,-1.5787,99,0.24914,124,0.58418,75,-0.2965
ENSG00000127054,INTS11,48,-0.0111,35,-0.4918,50,0.07074,61,0.47653,56,0.24657,40,-0.3742
ENSG00000107404,DVL1,43,-0.1381,79,0.89798,34,-0.4949,50,0.12259,59,0.39197,35,-0.5893
ENSG00000175756,AURKAIP1,62,-1.3864,165,0.12541,198,0.42926,225,0.77509,114,-0.4620,127,-0.3716
ENSG00000221978,CCNL2,100,0.67677,47,-0.5322,28,-1.3080,75,0.23007,62,-0.0949,70,0.10736
ENSG00000242485,MRPL20,112,-0.4801,148,-0.0388,198,0.44123,208,0.62325,113,-0.4636,125,-0.3951
ENSG00000235098,ANKRD65,18,-0.7561,28,-0.0507,40,0.54447,42,0.72387,16,-0.8822,25,-0.3263
ENSG00000179403,VWA1,176,3.56283,46,0.56945,14,-1.2379,17,-1.0722,10,-1.7126,4,-3.5654
ENSG00000205090,TMEM240,32,0.23214,17,-0.7331,39,0.54110,32,0.25620,30,0.11646,23,-0.4030
ENSG00000160075,SSU72,100,-0.6008,133,-0.1411,181,0.35726,189,0.50122,144,-0.0234,125,-0.3159
ENSG00000228594,FNDC10,17,-1.1089,21,-0.8063,48,0.48606,40,0.19124,51,0.57410,35,-0.0436
ENSG00000197530,MIB2,39,0.24303,44,0.46810,31,-0.1196,34,0.04038,52,0.74548,22,-0.8245
ENSG00000248333,CDK11B,76,1.45223,28,-0.2549,21,-0.7193,22,-0.6887,24,-0.4782,34,0.08685
ENSG00000215790,SLC35E2A,10,-1.5334,44,0.83736,17,-0.6691,28,0.10034,37,0.55121,25,-0.1283
ENSG00000008130,NADK,17,-0.5420,31,0.40786,12,-1.0029,34,0.70809,29,0.30098,19,-0.4473
ENSG00000078369,GNB1,168,-1.6269,595,0.35347,535,0.17600,616,0.47928,440,-0.1401,451,-0.1346
ENSG00000187730,GABRD,42,-2.4474,84,-1.4305,316,0.67715,240,0.24203,239,0.20619,245,0.34317
ENSG00000067606,PRKCZ,178,-0.2622,157,-0.4642,158,-0.4570,300,0.70217,286,0.51090,170,-0.4308
ENSG00000162585,FAAP20,42,0.41074,52,0.79585,71,1.35588,39,0.35666,24,-0.5065,8,-2.3721
ENSG00000157933,SKI,32,-0.3688,69,0.89852,47,0.25157,30,-0.4945,59,0.63209,32,-0.4915
ENSG00000157916,RER1,50,-0.2733,60,0.03258,57,-0.0662,64,0.14560,43,-0.5099,65,0.20365
ENSG00000157870,PRXL2B,15,-1.6871,49,0.12506,49,0.11409,52,0.24707,59,0.44485,44,-0.0552
ENSG00000158109,TPRG1L,79,-1.6040,176,-0.3799,205,-0.1380,278,0.41262,227,0.02257,257,0.31006
ENSG00000130764,LRRC47,65,-0.5302,68,-0.4774,111,0.32475,115,0.44468,102,0.18577,82,-0.2353
ENSG00000116198,CEP104,110,2.05678,24,-0.6057,25,-0.5434,20,-0.9764,34,-0.0512,28,-0.4457
ENSG00000196581,AJAP1,38,-0.5747,21,-1.4372,54,-0.0101,51,-0.0985,57,0.06378,72,0.66285
ENSG00000069424,KCNAB2,41,-2.3289,214,0.18405,153,-0.3576,241,0.44848,174,-0.1467,218,0.29690
ENSG00000116254,CHD5,251,-0.1756,197,-0.5563,103,-1.5517,236,-0.3109,605,1.33489,298,0.13341
ENSG00000116251,RPL22,492,0.09623,844,1.01956,476,0.04093,487,0.09153,433,-0.1126,319,-0.7514
ENSG00000116237,ICMT,16,-1.4454,27,-0.6519,78,1.13480,34,-0.3254,25,-0.7149,50,0.47858
ENSG00000097021,ACOT7,81,-1.6434,92,-1.4422,313,0.48360,281,0.34872,145,-0.7585,304,0.61218
ENSG00000215788,TNFRSF25,16,-0.7828,17,-0.7110,19,-0.5338,35,0.53074,35,0.45968,27,0.06225
ENSG00000171680,PLEKHG5,2,-3.8192,23,-0.2403,29,0.15763,34,0.44207,13,-1.0953,35,0.64195
ENSG00000162408,NOL9,52,0.61606,32,-0.1807,42,0.26099,37,0.03652,22,-0.7913,34,-0.1165
ENSG00000162413,KLHL21,31,-0.0729,36,0.14054,51,0.73023,39,0.33497,35,0.09898,21,-0.8432
ENSG00000007923,DNAJC11,47,0.15832,19,-1.2088,42,-0.0373,43,0.01895,56,0.45448,44,0.08760
ENSG00000171735,CAMTA1,280,-0.7054,310,-0.5503,512,0.25883,386,-0.2302,647,0.65176,473,0.17017
ENSG00000049245,VAMP3,79,2.08609,50,1.17575,12,-1.0848,19,-0.4616,3,-3.1983,14,-1.0717
ENSG00000049246,PER3,70,0.79730,51,0.26492,70,0.78896,27,-0.8137,48,0.15290,33,-0.5734
ENSG00000116288,PARK7,106,-1.5424,317,0.15878,524,1.02220,407,0.68620,128,-1.2636,232,-0.4386
ENSG00000116285,ERRFI1,24,-0.3773,17,-0.8740,47,0.70359,30,-0.0454,32,0.05075,32,0.09277
ENSG00000162426,SLC45A1,7,-2.3108,17,-0.9684,31,-0.0274,48,0.84098,32,0.04008,33,0.13045
ENSG00000142599,RERE,177,0.50525,144,0.15975,103,-0.3697,85,-0.7496,151,0.24295,143,0.19783
ENSG00000074800,ENO1,176,-1.5981,812,0.83912,897,1.01710,515,0.07720,210,-1.3304,439,-0.2449
ENSG00000171612,SLC25A33,3,-3.3653,79,1.68246,51,0.88627,16,-1.0662,8,-1.9604,33,0.18751
ENSG00000171603,CLSTN1,305,-1.5210,363,-1.2589,788,-0.0524,914,0.21908,933,0.22354,1036,0.55869
ENSG00000178585,CTNNBIP1,13,-1.3618,39,0.30160,20,-0.7593,49,0.82049,65,1.19754,18,-1.0622
ENSG00000162441,LZIC,126,1.36029,83,0.62022,56,-0.0315,34,-0.9227,68,0.28666,38,-0.7956
ENSG00000130939,UBE4B,40,-0.1662,25,-0.8944,40,-0.1906,52,0.29100,44,-0.0432,50,0.23736
ENSG00000054523,KIF1B,620,0.49006,379,-0.3164,342,-0.4743,343,-0.5260,765,0.85271,453,-0.0402
ENSG00000142657,PGD,43,-0.5320,45,-0.4715,102,0.87143,61,0.02496,37,-0.7814,65,0.16113
ENSG00000241563,CORT,9,-3.0646,33,-1.2337,329,2.94138,46,-0.8282,159,1.31918,15,-2.7629
ENSG00000160049,DFFA,57,0.28940,73,0.69349,65,0.50626,28,-0.9250,67,0.55178,38,-0.4874
ENSG00000142655,PEX14,15,-0.5913,15,-0.5683,22,0.05265,25,0.27395,14,-0.6783,26,0.42506
ENSG00000120948,TARDBP,99,0.22920,70,-0.3468,69,-0.3478,113,0.51080,45,-1.0101,90,0.07844
ENSG00000116649,SRM,46,-0.3268,74,0.42658,92,0.79991,52,-0.1768,42,-0.4886,52,-0.2000
ENSG00000171824,EXOSC10,33,-0.0051,35,0.11933,41,0.35328,26,-0.4027,24,-0.4862,37,0.24678
ENSG00000198793,MTOR,18,-1.4034,39,-0.1877,57,0.40015,57,0.49242,21,-1.1610,50,0.26145
ENSG00000116661,FBXO2,39,-1.8626,239,1.02322,167,0.39976,168,0.47866,43,-1.7223,118,-0.2130
ENSG00000132879,FBXO44,57,-0.9283,47,-1.2180,74,-0.5306,140,0.57928,121,0.25581,118,0.28573
ENSG00000177000,MTHFR,33,0.61258,15,-0.6126,14,-0.7455,18,-0.3778,37,0.81291,23,0.00616
ENSG00000011021,CLCN6,48,-0.8185,73,-0.1557,61,-0.4378,82,0.03145,86,0.10214,98,0.43981
ENSG00000116685,KIAA2013,47,0.36589,40,0.10467,49,0.43302,32,-0.3119,40,0.11817,33,-0.2789
ENSG00000116688,MFN2,116,-0.3228,81,-0.8954,188,0.45584,147,0.05691,152,0.10719,150,0.11985
ENSG00000048707,VPS13D,78,-0.1185,55,-0.6546,63,-0.4408,76,-0.1714,117,0.55338,96,0.30287
ENSG00000162496,DHRS3,31,0.40858,56,1.42795,17,-0.5494,12,-1.2486,11,-1.1796,27,0.21786
