category,subcategory,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Digestive system,hsa04978,Mineral absorption,4/25,41/5745,2.5349322696609557e-5,0.004030542308760919,0.0036022721726760953,MT2A/MT1X/ATP2B4/MT1M,4
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,3/25,84/5745,0.005498732747621778,0.26569490766076886,0.2374631746719881,MAPK3/RASD1/ADCYAP1R1,3
Human Diseases,Cancer: specific types,hsa05216,Thyroid cancer,2/25,31/5745,0.007825755506752212,0.26569490766076886,0.2374631746719881,MAPK3/GADD45G,2
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,2/25,34/5745,0.00936644620182031,0.26569490766076886,0.2374631746719881,MAPK3/IRS2,2
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,3/25,106/5745,0.010454031977180488,0.26569490766076886,0.2374631746719881,MAPK3/GADD45G/IRS2,3
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,3/25,118/5745,0.013976223389149294,0.26569490766076886,0.2374631746719881,ZBTB16/GADD45G/BAIAP3,3
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,2/25,43/5745,0.014720727086346507,0.26569490766076886,0.2374631746719881,MAPK3/SERPING1,2
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,3/25,123/5745,0.015621176257223835,0.26569490766076886,0.2374631746719881,MAPK3/IRS2/ATP2B4,3
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,3/25,133/5745,0.019229444760594787,0.26569490766076886,0.2374631746719881,MAPK3/DDIT4/IRS2,3
Organismal Systems,Endocrine system,hsa04924,Renin secretion,2/25,50/5745,0.019603150658791896,0.26569490766076886,0.2374631746719881,AQP1/ADCYAP1R1,2
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,3/25,139/5745,0.021599970049759127,0.26569490766076886,0.2374631746719881,MAPK3/GSTM5/GADD45G,3
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,2/25,54/5745,0.022658652436812907,0.26569490766076886,0.2374631746719881,MAPK3/GADD45G,2
Human Diseases,Cancer: specific types,hsa05218,Melanoma,2/25,56/5745,0.024255992017695314,0.26569490766076886,0.2374631746719881,MAPK3/GADD45G,2
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,2/25,56/5745,0.024255992017695314,0.26569490766076886,0.2374631746719881,MAPK3/ZBTB16,2
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,2/25,57/5745,0.02507168564699235,0.26569490766076886,0.2374631746719881,GADD45G/SESN1,2
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,2/25,59/5745,0.026736594481586804,0.26569490766076886,0.2374631746719881,MAPK3/GSTM5,2
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,3/25,157/5745,0.029643132957176837,0.2763530835220502,0.24698885319746294,MAPK3/DDIT4/IRS2,3
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,3/25,161/5745,0.03162036939872073,0.2763530835220502,0.24698885319746294,MAPK3/ATP2B4/ADCYAP1R1,3
