Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000188976,NOC2L,47,-0.7108,63,-0.1323,80,0.64055
ENSG00000078808,SDF4,115,0.78694,81,0.00779,64,-0.7328
ENSG00000160087,UBE2J2,86,0.70106,60,-0.0728,51,-0.6205
ENSG00000131584,ACAP3,131,-0.3261,80,-1.0201,178,0.59166
ENSG00000127054,INTS11,75,0.66552,101,0.99991,38,-1.0891
ENSG00000107404,DVL1,45,-0.5553,16,-1.9613,75,0.97300
ENSG00000175756,AURKAIP1,78,-0.5103,132,0.43542,108,0.23310
ENSG00000221978,CCNL2,118,1.20899,44,-0.7588,52,-0.9287
ENSG00000242485,MRPL20,110,-0.0053,154,0.53949,104,-0.2269
ENSG00000235098,ANKRD65,52,0.05285,93,1.02192,43,-0.5378
ENSG00000179403,VWA1,199,2.56617,102,0.33904,22,-2.9836
ENSG00000160075,SSU72,110,-0.6347,227,0.64719,162,0.21679
ENSG00000228594,FNDC10,21,-1.4568,43,-0.1465,61,1.18888
ENSG00000197530,MIB2,54,-0.1174,50,-0.2283,60,0.18400
ENSG00000248333,CDK11B,77,-0.3351,52,-0.8652,105,0.56211
ENSG00000008128,CDK11A,66,0.30792,27,-1.1393,57,0.03220
ENSG00000078369,GNB1,262,-0.8075,243,-0.7803,496,0.94314
ENSG00000187730,GABRD,8,-4.5894,40,-1.9812,234,3.82721
ENSG00000067606,PRKCZ,204,-0.1447,98,-1.2468,247,0.47546
ENSG00000162585,FAAP20,53,0.05585,53,0.04342,51,-0.0654
ENSG00000157933,SKI,62,-0.6087,34,-1.4126,106,0.92821
ENSG00000157916,RER1,74,0.53767,109,1.04924,41,-0.9943
ENSG00000157870,PRXL2B,8,-3.2318,67,0.29166,78,1.77167
ENSG00000177133,PRDM16-DT,4,-4.0262,226,3.04089,39,-0.6039
ENSG00000158109,TPRG1L,54,-1.7597,81,-0.8946,200,1.71560
ENSG00000130764,LRRC47,98,0.26706,65,-0.4635,85,-0.0885
ENSG00000116198,CEP104,62,0.34834,23,-1.2274,53,0.01016
ENSG00000196581,AJAP1,20,-1.9069,16,-1.9814,85,2.15847
ENSG00000069424,KCNAB2,88,-1.1192,85,-0.9834,209,1.25805
ENSG00000116254,CHD5,203,-1.4272,142,-1.7403,614,1.70631
ENSG00000116251,RPL22,439,0.53013,291,-0.2649,306,-0.3938
ENSG00000116237,ICMT,27,-0.6206,37,-0.0060,43,0.51841
ENSG00000097021,ACOT7,50,-0.9330,0,-8.0787,111,1.56654
ENSG00000171680,PLEKHG5,22,-1.5312,39,-0.4521,69,1.37707
ENSG00000162408,NOL9,46,-0.1502,24,-1.1422,56,0.45948
ENSG00000007923,DNAJC11,38,-0.5853,64,0.35763,56,0.32844
ENSG00000171735,CAMTA1,193,-1.4322,221,-1.0092,571,1.51294
ENSG00000049245,VAMP3,141,2.13375,95,0.62326,21,-2.5760
ENSG00000049246,PER3,39,-0.4240,157,2.06918,36,-0.9334
ENSG00000116288,PARK7,76,-0.7684,134,0.26609,129,0.50993
ENSG00000142599,RERE,97,-1.0955,251,0.59159,201,0.56621
ENSG00000074800,ENO1,277,-0.6567,1202,2.00832,309,-0.7158
ENSG00000171612,SLC25A33,23,-1.3675,130,1.68631,49,-0.0349
ENSG00000171603,CLSTN1,224,-1.6981,538,-0.1136,761,1.32824
ENSG00000178585,CTNNBIP1,69,0.52755,47,-0.2316,48,-0.4018
ENSG00000162441,LZIC,84,0.38534,137,1.13518,52,-0.9040
ENSG00000130939,UBE4B,48,0.58827,0,-7.3906,37,0.04515
ENSG00000054523,KIF1B,574,0.05493,615,0.15258,543,-0.1073
ENSG00000142657,PGD,60,0.18797,65,0.28109,50,-0.2779
ENSG00000160049,DFFA,41,-0.7177,95,0.75769,64,0.21468
ENSG00000120948,TARDBP,61,-0.3334,38,-0.9738,83,0.58728
ENSG00000116649,SRM,40,-0.8673,75,0.26017,74,0.58506
ENSG00000171824,EXOSC10,34,-0.5201,44,-0.0340,50,0.44996
ENSG00000116661,FBXO2,68,-1.2136,129,-0.0281,163,0.96766
ENSG00000132879,FBXO44,59,-1.1681,55,-1.0928,147,1.32932
ENSG00000011021,CLCN6,49,-0.4095,14,-2.1423,73,0.86097
ENSG00000116685,KIAA2013,89,0.86304,41,-0.6242,50,-0.6154
ENSG00000116688,MFN2,94,-0.5666,142,0.19543,139,0.38942
ENSG00000048707,VPS13D,79,-0.4918,206,1.19975,95,-0.2189
ENSG00000162496,DHRS3,20,-1.3016,149,2.32973,34,-0.6224
ENSG00000116731,PRDM2,213,-0.7450,122,-1.4558,397,1.05785
ENSG00000189337,KAZN,130,1.27323,14,-2.5486,60,-0.7435
ENSG00000142634,EFHD2,68,-0.3299,30,-1.5020,94,0.69273
ENSG00000197312,DDI2,23,-1.4000,83,0.85145,57,0.59164
ENSG00000116786,PLEKHM2,69,-1.7179,101,-0.8942,248,1.68561
ENSG00000065526,SPEN,352,0.44207,210,-0.4944,267,-0.2434
ENSG00000055070,SZRD1,67,-0.0637,119,0.88307,62,-0.3586
ENSG00000159363,ATP13A2,61,-0.6701,53,-0.7684,105,0.82508
ENSG00000117115,PADI2,375,2.19286,89,-1.0025,80,-1.9094
ENSG00000117154,IGSF21,18,-1.7394,4,-3.7131,72,2.26031
ENSG00000159423,ALDH4A1,17,-1.4803,137,2.21368,35,-0.4304
ENSG00000127481,UBR4,107,0.70262,95,0.30573,61,-0.7678
ENSG00000127463,EMC1,18,-1.3016,24,-0.6753,48,1.29916
ENSG00000053372,MRTO4,30,-1.3111,32,-1.0011,81,1.41619
ENSG00000077549,CAPZB,72,-1.1058,95,-0.5147,167,1.09213
ENSG00000173436,MICOS10,122,-0.4330,170,0.17776,164,0.29163
ENSG00000158747,NBL1,74,-1.5309,173,0.00666,222,1.16178
ENSG00000162545,CAMK2N1,865,-0.9063,646,-1.1923,1784,1.13819
ENSG00000158828,PINK1,298,-0.1726,209,-0.6907,357,0.37268
ENSG00000127483,HP1BP3,327,-0.1255,341,-0.0341,360,0.12168
ENSG00000075151,EIF4G3,139,-0.7321,64,-1.7614,259,1.10322
ENSG00000117298,ECE1,37,-0.5066,182,2.40694,32,-1.1851
ENSG00000076864,RAP1GAP,56,-0.7287,50,-0.7660,100,0.87349
ENSG00000090686,USP48,185,1.36720,13,-3.0968,81,-0.8040
ENSG00000070831,CDC42,233,0.58301,149,-0.2867,156,-0.4374
ENSG00000004487,KDM1A,51,-0.6262,120,0.87025,72,0.08388
ENSG00000169641,LUZP1,72,-1.4325,120,-0.4311,207,1.29921
ENSG00000125944,HNRNPR,141,-0.0868,217,0.63147,139,-0.2040
ENSG00000142676,RPL11,417,0.87933,182,-0.7004,234,-0.6128
ENSG00000011007,ELOA,17,-1.2425,33,-0.0081,41,0.97823
ENSG00000057757,PITHD1,130,-0.0077,171,0.43622,124,-0.1757
ENSG00000189266,PNRC2,68,0.73589,72,0.65166,35,-0.9627
ENSG00000188529,SRSF10,221,0.85231,228,0.66659,104,-1.0871
ENSG00000001461,NIPAL3,336,1.45997,78,-1.3305,129,-1.0707
ENSG00000133226,SRRM1,511,0.96439,246,-0.4911,264,-0.7505
ENSG00000169504,CLIC4,426,3.42734,91,-0.8341,31,-3.4653
ENSG00000117614,SYF2,188,0.19136,89,-1.0170,178,0.11753
ENSG00000183726,TMEM50A,78,0.58681,16,-2.0002,57,-0.1112
ENSG00000204178,MACO1,71,-0.4908,29,-1.7566,112,0.88281
ENSG00000162430,SELENON,56,0.48798,40,-0.1768,40,-0.3821
ENSG00000117640,MTFR1L,50,-0.4463,34,-0.9403,74,0.67888
ENSG00000117632,STMN1,788,0.49971,370,-0.8237,588,-0.2158
ENSG00000142669,SH3BGRL3,190,0.52042,117,-0.3842,135,-0.3487
ENSG00000198830,HMGN2,224,1.08343,199,0.56342,90,-1.2727
ENSG00000117713,ARID1A,227,0.76962,347,1.30188,97,-1.3976
ENSG00000142751,GPN2,29,-0.5306,13,-1.6503,47,0.90181
ENSG00000090273,NUDC,78,-1.5134,280,0.72667,214,0.73610
ENSG00000253368,TRNP1,0,-6.0388,32,0.11375,45,2.37616
ENSG00000142784,WDTC1,21,-1.2770,19,-1.2450,57,1.46009
ENSG00000186501,TMEM222,123,0.76938,89,0.03159,69,-0.7242
ENSG00000158195,WASF2,229,0.80216,438,1.75303,80,-1.8084
ENSG00000126705,AHDC1,97,-0.2938,85,-0.4455,125,0.40765
ENSG00000126709,IFI6,120,0.20939,110,0.01758,103,-0.1926
ENSG00000117758,STX12,118,0.20491,146,0.50098,95,-0.3914
ENSG00000117751,PPP1R8,89,1.15370,77,0.57019,33,-1.3509
ENSG00000126698,DNAJC8,143,-0.7938,115,-0.9844,271,0.98945
ENSG00000130770,ATP5IF1,94,-0.6379,135,0.04186,149,0.51190
ENSG00000204138,PHACTR4,96,0.46543,95,0.32771,65,-0.5511
ENSG00000198492,YTHDF2,59,-0.8855,216,1.40044,92,-0.0901
ENSG00000116350,SRSF4,162,-0.1138,236,0.52213,165,-0.1270
ENSG00000162512,SDC3,176,-0.1186,309,0.83743,171,-0.2877
ENSG00000134644,PUM1,172,-0.2404,131,-0.6191,215,0.41287
ENSG00000121766,ZCCHC17,172,0.07700,77,-1.1815,177,0.25748
ENSG00000162517,PEF1,35,-0.8202,52,-0.0377,63,0.68594
ENSG00000084636,COL16A1,128,1.97174,39,-0.6840,31,-1.7507
ENSG00000121753,ADGRB2,130,-1.0209,93,-1.3500,293,1.27369
ENSG00000184007,PTP4A2,1228,2.03902,386,-0.6318,284,-1.8402
ENSG00000121774,KHDRBS1,115,-0.2672,216,0.81140,126,-0.1533
ENSG00000025800,KPNA6,126,-0.0571,181,0.54819,123,-0.1872
ENSG00000084652,TXLNA,54,0.29710,95,1.17712,36,-0.8496
ENSG00000084623,EIF3I,81,-0.2031,114,0.39425,89,0.00779
ENSG00000175130,MARCKSL1,1453,3.25004,327,-0.7940,123,-3.2434
ENSG00000160058,BSDC1,55,-0.7945,126,0.67677,90,0.31474
ENSG00000160062,ZBTB8A,49,0.15711,49,0.12735,43,-0.1876
ENSG00000162521,RBBP4,147,0.01922,230,0.75495,131,-0.3577
ENSG00000134684,YARS,95,0.37042,26,-1.6949,81,0.06224
ENSG00000121905,HPCA,49,-1.5136,73,-0.7013,153,1.46539
ENSG00000160094,ZNF362,12,-2.0115,51,0.42459,51,1.19221
ENSG00000134686,PHC2,278,0.93247,81,-1.2782,156,-0.5488
ENSG00000163866,SMIM12,24,-0.8382,59,0.75704,40,0.29894
ENSG00000116544,DLGAP3,5,-4.0007,7,-3.2396,103,4.08886
ENSG00000116560,SFPQ,304,-0.1016,331,0.05811,325,0.06580
