Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"FIZ1"	"7.333"	"ARCHS4 Coexpression,17;Enrichr Queries,3;GTEx Coexpression,2"	"HDAC10,ZMYND8,ELK1,SAMD14,STK11,CPNE1,BSN,ATXN7L3,AQR,UBALD1,MRTFA,SOX12,MAPK8IP2,KCTD6,RNF40,PRKD3,DDIT4,SPNS1,CHMP4B,LINC00641,FKBP5,MEPCE,ABHD8,FBXO41,NOP9,GOLGA7B,IGSF21,DEAF1,BTBD2,TBC1D13,RRS1,SYMPK,H1FX,GATD3A,RIMKLA,PATZ1,RAB11FIP3,RAB11FIP4,MARK2,JUN,CPSF7,IQSEC2,CPSF1,SMARCA4,CHERP,BCL6,GNB2,PLEKHM2,DUS1L,SERGEF,ZCCHC3,PRR36,SCN2B,UBE2M,OGFR,BTG2,GMEB2,SPOUT1,LMNB2,SMG5,JPH4,DUSP12,JPH3,ZC3H7B,ZNF768,NELFB,KIF1A,CIC,SH3D19,RING1,TFE3,COBL,AP3B2,KLF16,SNPH,POLR1B,SGK1,AHDC1,PLEC,CEBPB,TRAK1,CENPB,BEGAIN,NOL6,SCAF8,DNPEP,PES1,HSF1,ZSWIM9,TSPOAP1,FBRS,MBD3,TCF7L2,KCNJ9,DAB2IP,GRIN1,NEURL1,KLF9,ZYX,ZNF579,PNPLA6"
"gene_set_query"	"2"	"ZNF444"	"16.0"	"ARCHS4 Coexpression,15;Enrichr Queries,27;GTEx Coexpression,6"	"OGFR,INTS11,BTG2,TINAGL1,HDAC10,PWWP2B,PHF1,ABAT,BACH1,SPOUT1,HID1,ING5,STK11,MT2A,SLC22A18,ZNF768,NELFB,NPIPA1,CIC,BRD3OS,AQR,PCYT1A,RING1,MAP1S,UBALD1,MRTFA,SOX12,GAPVD1,CFAP410,GCAT,TMEM175,GAK,DMWD,POLR1B,DDIT4,S100A6,SHANK2,AHDC1,SHC2,CEBPB,CCDC149,MGRN1,MEPCE,ABHD8,CXXC4,FAAP20,FAM149A,BEGAIN,MROH1,SCAF8,DNPEP,DDRGK1,TAF1C,BTBD2,HSF1,TBC1D13,MICALL2,RHPN1,SYMPK,H1FX,EPS8L2,PATZ1,TSPOAP1,RAB11FIP3,FBRS,S100A10,MBD3,JUN,RANBP3,CPSF1,MTERF2,AADAT,B3GAT3,MBD2,CYHR1,KIAA2013,PEX14,CHERP,TBL3,BCL6,GNB2,NEURL1,ZNF579,DUS1L,PRR36,BCL2L1"
"gene_set_query"	"3"	"SGSM2"	"17.5"	"ARCHS4 Coexpression,2;GTEx Coexpression,33"	"OGFR,TMEM151B,HDAC10,ABAT,JPH4,JPH3,CAMKV,SIN3B,ZC3H7B,KIF5A,WDR6,NPIPA1,KIF1A,BSN,CIC,MCF2L2,ATXN7L3,BRD3OS,ARHGEF17,KSR2,MAPK8IP2,SHISA7,GAK,NISCH,SNPH,PITPNM3,CHST1,SHANK2,CAMK1G,SHANK1,MGRN1,ARHGEF25,ABHD8,NOL4,FBXO41,CENPB,MROH1,CTIF,BRINP2,DEAF1,TAF1C,BTBD2,RHPN1,SYMPK,NLRP1,TSPOAP1,RAB11FIP3,FBRS,RAB6B,WDR17,IQSEC2,CPSF1,KCNJ9,DAB2IP,DCLK2,PNMA3,BTBD9,PNMA8B,SYT17,GRIN1,FAM155A,PPP2R2C,PLEKHM2,PNPLA6,PRR36"
"gene_set_query"	"4"	"SCX"	"27.0"	"ARCHS4 Coexpression,27"	"MT-ND6,FAM89B,HDAC10,MAST2,KLHL17,CENPB,MROH1,STK11,GPR153,TAF1C,LCN12,HSF1,BTBD2,MICALL2,RHPN1,SYMPK,TNKS1BP1,NELFB,EPS8L2,NPIPA1,CIC,FBRS,MLXIP,RING1,CPSF1,CYHR1,UBALD1,RTN4RL2,GRIN2D,SMARCA4,MEX3A,CHMP4B,ZNF579,DUS1L,AHDC1,UBE2M,PLEC"
"gene_set_query"	"5"	"MYPOP"	"33.0"	"ARCHS4 Coexpression,38;GTEx Coexpression,28"	"OGFR,ELK1,JPH4,STK11,JPH3,NKIRAS1,ZC3H7B,KIF5A,ZNF768,NELFB,KIF1A,BSN,CIC,ATXN7L3,TSPYL1,TFE3,UBALD1,MAPK8IP2,KLF16,SNPH,HECW1,CHMP4B,AMPH,SHANK1,ABHD8,FBXO41,CENPB,DEAF1,BTBD2,HSF1,LINC02217,SYMPK,NT5M,RIMKLA,RAB6B,FBRS,MARK2,SLC12A5,IQSEC2,KCNJ9,BTBD9,PNMA8B,GRIN1,CHERP,PPP2R2C,GNB2,NEURL1,ZYX,PLEKHM2,TBKBP1,PNPLA6,DUS1L,SERGEF,SCN2B,UBE2M,CDK5R1"
"gene_set_query"	"6"	"MZF1"	"36.33"	"ARCHS4 Coexpression,42;Enrichr Queries,14;GTEx Coexpression,53"	"INTS11,OGFR,BTG2,CALCOCO1,TINAGL1,HDAC10,ZMYND8,AKAP8L,DCAF8,SPOUT1,ETS2,IGF1R,ING5,DUSP12,STK11,ZFYVE27,AP1G2,SIN3B,ZC3H7B,WDR6,NPIPA1,ZNF248,CIC,ATXN7L3,CFAP44,RING1,TSC22D3,THOC1,AMT,RFX3,MRTFA,UBALD1,CFAP410,TMEM175,RNF40,NISCH,GAK,GOLGA8B,DDIT4,TNFRSF25,CRELD1,SGK1,PLEC,CEBPB,EPAS1,MGRN1,SLC38A10,ABCB8,TRMT2A,FAAP20,SLC25A27,MROH1,RECQL5,DNPEP,TAF1C,LCN12,BTBD2,RHPN1,MICALL2,SYMPK,E4F1,EPS8L2,BRD9,GATD3A,PATZ1,RAB11FIP3,FBRS,MARK2,MLXIP,TCF7L2,TIA1,CPSF7,JUN,PHC1,CPSF1,USP21,ZBTB16,STAT3,ATP2B4,CYHR1,NR1D1,PBX1,PML,MAFB,BCL6,KLF9,NEURL1,PNPLA6,DUS1L,SUGP2"
"gene_set_query"	"7"	"ZNF324B"	"45.0"	"ARCHS4 Coexpression,75;GTEx Coexpression,15"	"OGFR,PYROXD1,AKAP8L,NAT10,GPATCH3,LMNB2,SMG5,ALKBH3,STK11,ZC3H7B,ZXDC,TMEM107,ZNF768,NELFB,UBAP2L,CIC,ATXN7L3,RBM14,ZGPAT,RNF40,KLF16,ZNF16,DDB1,PRPF4,KARS,POLR1B,ZSCAN21,PGAM5,SMCR8,L2HGDH,ANAPC1,GTF3C4,PARG,METTL2A,MEPCE,SLC7A1,NOP9,CENPB,NOL6,TIMM23B,EMG1,PSMB2,PDCD11,PES1,DPH2,HSF1,RRS1,RRP36,SYMPK,ABCF2,FBRS,MBD3,RRM1,CPSF7,RPA1,HPS6,INO80,CHERP,UCK2,IMPDH2,DUS1L"
"gene_set_query"	"8"	"KMT2B"	"63.0"	"ARCHS4 Coexpression,56;ReMap ChIP-seq,70"	"TNFRSF6B,TMEM167B,HDAC10,DCAF8,STK11,OGFOD2,ZNF569,KAT8,KAT7,CCNL1,SKP2,ATXN7L3,SAMD10,AQR,ZGPAT,IST1,UBALD1,DEXI,CCNB1IP1,RNF40,PISD,DDIT4,WDFY1,CLEC16A,ABCB8,RLF,ESS2,NOP9,PGS1,BLOC1S5,EMG1,DHX34,MICAL1,BTBD2,TBC1D13,SYMPK,E4F1,ST3GAL2,MARK2,EIF2B5,CPSF7,PRRT2,CPSF1,OGA,SNHG9,SUPT5H,PAICS,AP4B1,CHERP,TBL3,GNB2,PLEKHM2,DUS1L,DCP1A,WRAP53,OGFR,BTG2,CALCOCO1,MRPS16,DDX49,BTG1,SETD6,MED19,TCF20,SPOUT1,LMNB2,SMG5,ZC3H7B,XPO6,NELFB,CIC,CTNNBL1,MRPS27,DDX55,TFE3,GMIP,COQ10B,KLF16,DDB1,LATS1,GAK,MED22,RRM2B,CHI3L2,RAPGEF1,DNAJC9,SMCR8,NUP58,MGRN1,ZNF518A,MTIF2,STX10,PCNP,MROH1,ARFRP1,RECQL5,TAF1C,EMC1,HARS,FBRS,CENPT,LRRC29,USP21,GATC,ELP3,HIPK1,PEX14,PNPLA6,PLCD3"
"gene_set_query"	"9"	"DEAF1"	"64.25"	"ARCHS4 Coexpression,49;Enrichr Queries,66;ReMap ChIP-seq,9;GTEx Coexpression,133"	"MT-ND6,DGKE,TNFRSF6B,TMEM167B,CHPF,FAM89B,ZMYND8,JADE1,IGF1R,SAMD14,HMGN4,STK11,ZNF84,RPS6KA2,KIF5A,TOM1,NFATC2IP,TRIM26,KAT7,SKP2,AZI2,BSN,SLC25A44,PPFIA4,ZGPAT,DGAT1,UBALD1,MRTFA,ZBTB33,MAPK8IP2,SHISA7,RSBN1,MTURN,ZC2HC1C,GPANK1,CRYZL1,DDIT4,HHIPL1,ANKRD40,FKBP5,SHC1,ARHGEF25,ABHD8,CLEC16A,SLC41A1,NEDD4L,ABCB8,FBXO41,BRINP2,DEAF1,BTBD2,SYMPK,RAB6B,RAB11FIP3,ZNF267,ST3GAL2,MARK2,CPSF4,JUN,PRRT2,IQSEC2,ZBTB16,DCLK2,SNHG9,PNMA8B,GRIN2D,SMARCA4,MLLT10,BCL6,LHX2,GNB2,ANP32E,PLEKHM2,ZNF776,SERGEF,ZNF653,PRR36,UBE2M,WRAP53,SCN2B,LRSAM1,BTG2,MRPS16,TINAGL1,TMEM151B,FKBP14,AKAP8L,PTEN,LMNB2,JPH4,RBM4,DUSP12,LASP1,JPH3,EEF2K,TMEM107,NELFB,KIF1A,CIC,MCF2L2,ZNF483,TMED8,MRPS25,TSC22D3,TCF12,VSTM2L,TIMM21,GMIP,SSTR3,FAM189B,SNPH,POLR1B,NUMB,WAC,CHST1,SGK1,AHDC1,SHANK2,SHANK1,PLEC,PDXK,CEBPB,MGRN1,WDR45B,AKAP8,ZNF518A,FAAP20,APOLD1,STX10,ARFRP1,DNPEP,VPS52,MICALL2,EPS8L2,HARS,HNRNPA1,TSPOAP1,MAPK3,CENPT,MBD3,TCF7L2,SLC12A5,LRRC29,KCNJ9,B3GAT3,STAT3,TAF11,GATB,KIAA2013,MZF1-AS1,PEX14,GRIN1,FAM155A,PPP2R2C,KIF26B,NEURL1,ZYX,RANGRF,PNPLA6,PLCD3,CDK5R1"
"gene_set_query"	"10"	"GLI4"	"68.0"	"ARCHS4 Coexpression,58;GTEx Coexpression,78"	"OGFR,HDAC10,MISP3,AKAP8L,SPOUT1,SMG5,STK11,ZFYVE27,CAPN7,CHMP1A,NELFB,CIC,ATXN7L3,SLC35C2,TFE3,UBALD1,CFAP410,GMIP,TMEM175,RNF40,KLF16,GAK,MPND,STAU1,BRAT1,ZBTB48,SLC38A10,TRMT2A,FAAP20,CENPB,STX10,MROH1,ARFRP1,DHX34,TAF1C,BTBD2,HSF1,RHPN1,SYMPK,E4F1,RAB11FIP3,FBRS,MAP4K3,MARK2,MBD3,CPSF1,B3GAT3,MTX3,CYHR1,AP4B1,CHERP,GNB2,ZYX,TBKBP1,PNPLA6,DUS1L,RAD9A"
