Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"MYRF"	"4.5"	"ARCHS4 Coexpression,3;GTEx Coexpression,6"	"CNP,TTYH2,SLC44A1,HOXD1,HHIP,SLC5A11,CNDP1,KLK6,TMEM144,UGT8,CARNS1,LINC01608,ENPP2,PAQR8,GPR37,KCNJ10,PLLP,QDPR,ANLN,FA2H,MAG,TF,TMEM235,EVI2A,GJB1,INF2,PLP1"
"gene_set_query"	"2"	"NKX62"	"4.5"	"ARCHS4 Coexpression,6;GTEx Coexpression,3"	"CNP,TTYH2,SLC44A1,MYRF,HOXD1,HHIP,SLC5A11,CNDP1,KLK6,TMEM144,UGT8,CARNS1,LINC01608,ENPP2,DENND5A,LINC01549,PAQR8,GPR37,KCNJ10,PLLP,QDPR,ANLN,FA2H,MAG,TF,TMEM235,EVI2A,PLP1,SELENOW"
"gene_set_query"	"3"	"SOX10"	"12.5"	"ARCHS4 Coexpression,2;Enrichr Queries,20;ReMap ChIP-seq,8;GTEx Coexpression,20"	"CNP,TTYH2,SLC44A1,MYRF,PDE1C,CAB39L,CNDP1,CYB5R2,UGT8,ERBB3,LINC01608,CARNS1,SPP1,ENPP2,IGFBP6,LINC01549,CTSF,FBXO9,LINC00472,EGR1,GPR37,KCNJ10,SLC31A2,PLLP,PCDHGC3,ABCA8,QDPR,CLDN11,FA2H,TSPAN15,MAG,INF2,GJB1,TMEM235,VGF,SELENOP,ALDH1A1,PLP1,SELENOW,OSBPL1A,SOX2-OT,RAB7A"
"gene_set_query"	"4"	"TFEC"	"15.33"	"ARCHS4 Coexpression,17;Enrichr Queries,8;GTEx Coexpression,21"	"CD53,CSF1R,CD52,C1QA,CD74,EGR1,CD84,SELPLG,SYK,SLC31A2,ITGB2,LAPTM5,CYBB,CYBA,AIF1,C3,TYROBP,EVI2A,INPP5D,ALOX5AP,C3AR1,ITGAX,DENND5A"
"gene_set_query"	"5"	"SOX8"	"18.33"	"ARCHS4 Coexpression,10;Enrichr Queries,28;GTEx Coexpression,17"	"CNP,TTYH2,SLC44A1,MYRF,CNDP1,TMEM144,C3,UGT8,RNF112,CARNS1,LINC01608,ENPP2,DENND5A,NPTX2,PAQR8,DUSP4,EGR1,PPP1R14A,GPR37,KCNJ10,PLLP,PCDHGC3,QDPR,CLDN11,ANLN,FA2H,MAG,TMEM235,VGF,ALDH1A1,PLP1,ANGPTL2"
"gene_set_query"	"6"	"BHLHE41"	"18.5"	"ARCHS4 Coexpression,18;GTEx Coexpression,19"	"CX3CR1,CSF1R,C1QA,CD84,CNP,TTYH2,SLC5A11,PLD4,CNDP1,TMEM144,C3,UGT8,CARNS1,C3AR1,SPP1,CAPN3,A2M,PAQR8,P2RY12,GPR37,KCNJ10,AKTIP,QDPR,ANLN,MAG,TMEM235,PLP1,OSBPL1A"
"gene_set_query"	"7"	"SPI1"	"21.83"	"Literature ChIP-seq,1;ARCHS4 Coexpression,75;ENCODE ChIP-seq,2;Enrichr Queries,4;ReMap ChIP-seq,1;GTEx Coexpression,48"	"GLTP,DOCK5,CD84,DDX3X,CCNI,ITGB2,ARPC1A,CAPZB,C3AR1,ITGAX,CAPN3,ELOC,CD53,KLF10,CD52,SYK,HMGCS1,NME2,CYBB,CYBA,RNASE1,KANSL1-AS1,MAG,MYL6,TYROBP,C1D,ANGPTL2,SCG3,ARHGEF2,PFN1,RAB7A,CX3CR1,CSF1R,C1QA,NDUFB9,SELPLG,USP16,TTYH2,PLD4,AIF1,ARPP19,C3,INPP5D,CARNS1,SPP1,CCT4,P2RY12,CD74,EGR1,HSPA8,LAPTM5,CWC15,ATP5F1E,ANLN,SQLE,TSPAN15,EVI2A,TMEM235,ARPC2,ALOX5AP,SSBP1"
"gene_set_query"	"8"	"ZNF488"	"24.0"	"ARCHS4 Coexpression,11;Enrichr Queries,37"	"EGR1,GPR37,KCNJ10,CNP,TTYH2,MYRF,PLLP,HHIP,PCDHGC3,SLC5A11,KLK6,CLDN11,UGT8,ANLN,FA2H,MAG,TMEM235,ERBB3,CARNS1,PLP1,IGFBP6,SCG2"
"gene_set_query"	"9"	"OLIG1"	"25.33"	"ARCHS4 Coexpression,40;Enrichr Queries,7;GTEx Coexpression,29"	"CX3CR1,CSF1R,CNP,TTYH2,CNDP1,TMEM144,LINC01608,CARNS1,ENPP2,DENND5A,CTSF,NPTX2,TAC1,PAQR8,DUSP4,EGR1,PPP1R14A,GPR37,KCNJ10,PLLP,PCDHGC3,LAPTM5,QDPR,CLDN11,FA2H,ARC,TMEM235,TYROBP,VGF,SELENOP,ALDH1A1,PLP1,SCG2"
"gene_set_query"	"10"	"NKX22"	"30.5"	"ARCHS4 Coexpression,56;GTEx Coexpression,5"	"CNP,TTYH2,SLC44A1,MYRF,HOXD1,SLC5A11,CNDP1,KLK6,TMEM144,UGT8,CARNS1,LINC01608,ENPP2,DENND5A,LINC01549,NPTX2,PAQR8,EGR1,GPR37,KCNJ10,EGR4,PCDHGC3,QDPR,ANLN,FA2H,MAG,TF,TMEM235,EVI2A,PLP1,SCG3,SCG2"
