Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"TFEC"	"3.0"	"ARCHS4 Coexpression,2;Enrichr Queries,5;GTEx Coexpression,2"	"GMFG,ARPC1B,ITGB2,LST1,TREM2,GIMAP6,LIPA,GIMAP7,ARHGDIB,C3AR1,ITGAX,EPSTI1,TNFSF10,EMB,HLA-DPA1,FCER1G,GPR34,TALDO1,CYBA,FOS,SERPINB8,APBB1IP,TYROBP,ADORA2A,LCP1,KCTD12,TLR4,RIN2,C1QB,CSF1R,IGSF6,SELPLG,FGL2,PSEN1,RASGRP2,SAMSN1,AIF1,C3,INPP5D,NCKAP1L,CD74,P2RY13,EGR2,CMTM6,LAPTM5,NAGA,LILRB4,CD4,EVI2A,ALOX5AP,MNDA,CPVL,ADA,C1QC"
"gene_set_query"	"2"	"SP110"	"15.33"	"ARCHS4 Coexpression,17;Enrichr Queries,18;GTEx Coexpression,11"	"C1QB,IGSF6,SELPLG,GMFG,ARPC1B,ITGB2,LST1,FGL2,TMEM140,GIMAP6,RASGRP2,SAMSN1,C3,ADGRE5,INPP5D,ARHGDIB,ITGAX,EPSTI1,C3AR1,TNFSF10,NCKAP1L,JUNB,CD74,P2RY13,FCER1G,LAPTM5,CYBA,FOS,TSPOAP1-AS1,SERPINB8,APBB1IP,TYROBP,ALOX5AP,MNDA,LCP1"
"gene_set_query"	"3"	"FLI1"	"19.83"	"Literature ChIP-seq,2;ARCHS4 Coexpression,7;ENCODE ChIP-seq,69;Enrichr Queries,7;ReMap ChIP-seq,28;GTEx Coexpression,6"	"LTV1,ANKRD13D,GMFG,LST1,LTN1,GIMAP6,TMEM140,GIMAP7,TSEN54,CISD3,TMEM143,NARS,DOCK11,ARHGDIB,STK16,C3AR1,ARFIP1,LZTS2,JUNB,MYLIP,ENTPD1,CSNK2A1,TAP2,CYBA,TSPOAP1-AS1,TMEM251,PLPP7,IFT88,TYROBP,FDX2,FSCN1,FLYWCH2,KCTD12,CSF1R,PPP1R35,PLD4,RASGRP2,SAMSN1,ZFP36L2,C3,ERI1,INPP5D,DHX38,CDH24,NCKAP1L,TBC1D17,NDUFV1,COA4,UBE2F,EGR2,CBX4,YJU2,EIF2AK3,DRAP1,HNRNPF,SASS6,TRMT12,ARPC1B,ITGB2,RMND1,AP4M1,GLI4,LYL1,TMEM222,ADGRE5,MECOM,SPTLC2,ITGAX,EMB,GAL3ST4,VAV3,CERS4,FCER1G,DBNL,FOS,SERPINB8,DDX50,COMMD5,APBB1IP,KIF9,ELF1,PACS2,TNNT1,CKS2,LCP1,TLR4,ST6GALNAC4,VAMP3,ALDH9A1,C1QB,PPP1R15B,SELPLG,TSSC4,GPS1,VPS4B,FGL2,CSTF2T,ZNF3,LTC4S,AIF1,LRP8,PSMA7,RASIP1,PSMB7,ORMDL3,PDSS2,CFAP20,CCT4,CD74,P2RY13,CHURC1,CMTM6,LAPTM5,LILRB4,EPOR,TMEM60,PDCL3,IRGQ,CD4,EVI2A,ALOX5AP,NBR1,LPCAT2,RPL22L1,MNDA,TMEM39A,RBM45"
"gene_set_query"	"4"	"SPI1"	"20.17"	"Literature ChIP-seq,1;ARCHS4 Coexpression,65;ENCODE ChIP-seq,18;Enrichr Queries,1;ReMap ChIP-seq,27;GTEx Coexpression,9"	"GLTP,ANKRD13D,MAML1,GMFG,LST1,LTN1,FAM204A,NFU1,TIAL1,NARS,LAMP1,PSMD4,ARHGDIB,STK16,C3AR1,NEK2,PHLDA2,JUNB,TALDO1,CYBA,TSPOAP1-AS1,RNASE1,MOB3B,ENKUR,TYROBP,SCO2,KCTD12,NAIP,CSF1R,IGSF6,TTYH2,PPP1R35,PLD4,TAPBPL,PSEN1,RASGRP2,SAMSN1,ZFP36L2,C3,APH1A,SBNO1,ERI1,INPP5D,VPS8,DHX38,NCKAP1L,TBC1D17,NDUFV1,S100A11,UBE2F,EGR2,CBX4,GFPT1,EIF2AK3,CCZ1,UBAC1,MOB1B,RPS26,BAMBI,HNRNPF,TCF3,MRPS17,ARPC1B,ITGB2,RMND1,CCDC124,TREM2,LYL1,TMEM222,ADGRE5,SPTLC2,ITGAX,GAL3ST4,FCER1G,DBNL,FOS,APBB1IP,ELF1,ADORA2A,TNNT1,GORASP2,CKS2,LCP1,TLR4,CX3CR1,C1QB,RALA,SELPLG,TSSC4,VPS4B,FGL2,CSTF2T,LTC4S,ATP2C1,AIF1,ADAM28,CFAP20,ZNF222,P2RY12,P2RY13,CD74,MARCKSL1,CHURC1,LAPTM5,PEX10,LILRB4,TMEM60,LYRM1,PDCL3,CD4,EVI2A,ALOX5AP,TAOK2,MNDA,TMEM39A,ACKR1,C1QC"
"gene_set_query"	"5"	"HLX"	"24.33"	"ARCHS4 Coexpression,32;Enrichr Queries,19;GTEx Coexpression,22"	"C1QB,CSF1R,IGSF6,SELPLG,OLFML2B,GMFG,ARPC1B,ITGB2,LST1,FGL2,LAMC1,TMEM140,AIF1,ZFP36L2,C3,ADGRE5,ARHGDIB,C3AR1,ITGAX,JUNB,CD74,P2RY13,EGR2,FCER1G,LAPTM5,TALDO1,CYBA,FOS,SERPINB8,LILRB4,SULF2,APBB1IP,CD4,TYROBP,ADORA2A,ALOX5AP,FSCN1,MNDA,KCTD12,LCP1,TLR4,NAIP"
"gene_set_query"	"6"	"LYL1"	"39.6"	"Literature ChIP-seq,7;ARCHS4 Coexpression,46;Enrichr Queries,6;ReMap ChIP-seq,23;GTEx Coexpression,116"	"ANKRD13D,ALAS1,GMFG,ELN,ARPC1B,ITGB2,LST1,TREM2,TMEM140,GIMAP6,LYL1,ADGRE5,PSMD4,ARHGDIB,STK16,C3AR1,TNFSF10,ITGAX,NEK2,JUNB,VAV3,CERS4,FCER1G,TAP2,TALDO1,CYBA,FOS,TSPOAP1-AS1,APBB1IP,TYROBP,ADORA2A,TNNT1,FDX2,FSCN1,KCTD12,CX3CR1,C1QB,CSF1R,IGSF6,SELPLG,FGL2,PLD4,FBLN1,LTC4S,RASGRP2,SAMSN1,AIF1,ZFP36L2,PDLIM1,C3,ADAM28,BRINP1,INPP5D,ORMDL3,GCNT2,NCKAP1L,HBQ1,NDUFV1,S100A11,CD74,P2RY13,SLC37A1,TXNRD2,LAPTM5,MOB1B,LYRM1,PDCL3,IRGQ,EVI2A,ALOX5AP,ST7,TMEM119,MNDA,C1QC"
"gene_set_query"	"7"	"NFE4"	"44.0"	"GTEx Coexpression,44"	"P2RY13,IGSF6,FCER1G,SELPLG,GMFG,ITGB2,LST1,LAPTM5,TALDO1,APBB1IP,TYROBP,ARHGDIB,ALOX5AP,C3AR1,MNDA,NAIP"
"gene_set_query"	"8"	"ZEB2"	"49.0"	"ARCHS4 Coexpression,47;Enrichr Queries,25;ReMap ChIP-seq,106;GTEx Coexpression,18"	"HIP1,GMFG,LST1,ITGB2,LAMC1,CNDP1,FAM178B,DOCK11,ALCAM,EDNRB,ADGRE5,C1QBP,ENPP2,ITGAX,JUNB,SNAP29,GAL3ST4,CERS4,FCER1G,LANCL1,VPS13B,FOS,TSPOAP1-AS1,SERPINB8,ZFYVE16,TYROBP,PACS2,TNNT1,FEZ1,PTGES3L,KCTD12,RAPGEF5,ST6GALNAC4,RIN2,TLR4,NAIP,VAMP3,PPP1R15B,CSF1R,RALA,IGSF6,TTYH2,CNP,FGL2,AIF1,RASIP1,ZFP36L2,C3,CHADL,ERI1,ORMDL3,CDH24,NCKAP1L,NKX2-2,CCT4,P2RY12,UBE2F,CD74,MARCKSL1,EGR2,CBX4,B3GALT4,LAPTM5,LILRB4,UBAC1,SULF2,LYRM1,EVI2A,CDK6,HNRNPF,ST7,ZNF536"
"gene_set_query"	"9"	"PLSCR1"	"50.0"	"ARCHS4 Coexpression,21;GTEx Coexpression,79"	"IGSF6,GMFG,ARPC1B,PSEN1,SAMSN1,AIF1,ERI1,EPSTI1,C3AR1,TNFSF10,S100A11,HLA-DPA1,CD74,FCER1G,CMTM6,TAP2,LAPTM5,NAGA,TALDO1,CYBA,SERPINB8,LILRB4,COMMD5,APBB1IP,ELF1,TYROBP,ADORA2A,SCO2,TLR4,ADA"
"gene_set_query"	"10"	"BHLHE41"	"50.0"	"ARCHS4 Coexpression,14;GTEx Coexpression,86"	"CX3CR1,C1QB,CSF1R,TTYH2,CNP,PLD4,TREM2,LTC4S,CNDP1,C3,ADAM28,OTUD6B-AS1,CHADL,C3AR1,CAPN3,A2M,NKX2-2,P2RY12,MARCKSL1,EGR2,FCER1G,GPR34,LANCL1,LILRB4,PLPP7,ZFYVE16,PACS2,FEZ1,LPCAT2,TMEM119,ZNF536,KCTD12,RAPGEF5,C1QC"
"gene_set_query"	"11"	"MTF1"	"51.0"	"ARCHS4 Coexpression,48;GTEx Coexpression,54"	"IGSF6,FCER1G,SELPLG,ITGB2,CMTM6,LAPTM5,TALDO1,PSEN1,SAMSN1,SERPINB8,LILRB4,APBB1IP,TYROBP,ADORA2A,ERI1,ALOX5AP,ITGAX,EPSTI1,LCP1,TLR4,S100A11,NAIP,ADA"
"gene_set_query"	"12"	"IRF8"	"59.25"	"Literature ChIP-seq,21;ARCHS4 Coexpression,13;Enrichr Queries,2;GTEx Coexpression,201"	"SH3KBP1,ARPC1B,GMFG,ITGB2,LST1,TREM2,GIMAP6,LAMP1,ARHGDIB,EPSTI1,C3AR1,ITGAX,TNFSF10,JUNB,HLA-DPA1,ENTPD1,FCER1G,DBNL,TAP2,CYBA,FOS,APBB1IP,TYROBP,KCTD12,LCP1,TLR4,CX3CR1,C1QB,CSF1R,IGSF6,SELPLG,FGL2,PLD4,TAPBPL,RASGRP2,SAMSN1,AIF1,C3,INPP5D,NCKAP1L,CD74,EGR2,MARCKSL1,LAPTM5,NAGA,LILRB4,CD4,EVI2A,ALOX5AP,MNDA,TMEM39A,CPVL,C1QC"
"gene_set_query"	"13"	"IRF1"	"59.5"	"Literature ChIP-seq,66;ARCHS4 Coexpression,36;ENCODE ChIP-seq,50;Enrichr Queries,52;ReMap ChIP-seq,129;GTEx Coexpression,24"	"GMFG,LST1,LTN1,SAT2,RBM26-AS1,ENO1,TMEM140,LIPA,FAM204A,CISD3,TMEM143,NARS,ALCAM,PSMD4,LAMP1,PPP2R1B,ARHGDIB,STK16,TNFSF10,EPSTI1,C3AR1,ARFIP1,JUNB,PLS1,MYLIP,ENTPD1,TAP2,TALDO1,CYBA,MOB3B,ARMC1,TYROBP,SCO2,FDX2,FSCN1,FLYWCH2,PHLDB2,PTGES,IGSF6,PLD4,TAPBPL,PSEN1,RASGRP2,ZFP36L2,C3,SBNO1,SPAST,SNX2,ERI1,INPP5D,VPS8,CDH24,HBQ1,TBC1D17,NDUFV1,S100A11,COA4,EGR2,TMEM184B,CBX4,B3GALT4,CCZ1,ZNF32,DHCR24,UBE2A,ENTPD3-AS1,DRAP1,DHFR,MOB1B,RPS26,CDK6,SLC6A9,APPBP2,BAMBI,HNRNPF,COPE,MRPS17,MOCS2,ARPC1B,ITGB2,RMND1,CCDC124,ECE1,AP4M1,GLI4,TMEM222,ADGRE5,C1QBP,ITGAX,HMG20B,SNAP29,CERS4,FCER1G,LANCL1,FOS,COMMD4,APBB1IP,ELF1,MRPS9,PTGES3L,DNAJC8,LCP1,ST6GALNAC4,TLR4,ALDH9A1,PPP1R15B,RALA,SELPLG,GTF3C5,GPS1,VPS4B,FGL2,RBM4B,SEMA3E,ATP2C1,AIF1,RASIP1,PSMA7,PSMB7,ORMDL3,NRIP1,BNIP1,PDSS2,ZNF585B,E2F6,ZNF222,CCT4,P2RY12,CD74,P2RY13,MARCKSL1,SPRY4,LAPTM5,PEX10,EPOR,TMEM60,DOLPP1,ALOX5AP,ZNF74,LPCAT2,ST7,RPL22L1,MNDA,RBM45,SLC25A33"
"gene_set_query"	"14"	"ZNF467"	"61.67"	"ARCHS4 Coexpression,86;Enrichr Queries,71;GTEx Coexpression,28"	"IGSF6,SELPLG,ANKRD13D,GMFG,ITGB2,LST1,RASGRP2,ZFP36L2,C3,ALCAM,ADGRE5,ARHGDIB,ITGAX,TNFSF10,JUNB,VAV3,P2RY13,MYLIP,CD74,EGR2,FCER1G,LAPTM5,TALDO1,CYBA,FOS,SERPINB8,SULF2,APBB1IP,TYROBP,ALOX5AP,SELENOP,MNDA,LCP1,KCTD12,RIN2,TLR4,NAIP"
"gene_set_query"	"15"	"NFE2"	"66.4"	"ARCHS4 Coexpression,84;ENCODE ChIP-seq,25;Enrichr Queries,38;ReMap ChIP-seq,169;GTEx Coexpression,16"	"GMFG,ARPC1B,ITGB2,LST1,RMND1,ECE1,ENO1,TMEM140,AP4M1,LYL1,ADGRE5,LAMP1,ARHGDIB,STK16,C3AR1,ITGAX,TNFSF10,JUNB,SNAP29,FCER1G,SGMS1-AS1,TALDO1,CYBA,FOS,TSPOAP1-AS1,APBB1IP,TYROBP,RRAGC,SCO2,ALDH1A1,FDX2,FSCN1,LCP1,DNAJC8,ST6GALNAC4,NAIP,IGSF6,SELPLG,PPP1R35,FGL2,ZNF3,LTC4S,RASGRP2,SAMSN1,LRP8,ZFP36L2,C3,SBNO1,HBQ1,TBC1D17,P2RY13,CD74,EGR2,LAPTM5,PHKB,UBAC1,EPOR,DRAP1,GALNS,ALOX5AP,MNDA"
"gene_set_query"	"16"	"TAL1"	"67.67"	"Literature ChIP-seq,38;ARCHS4 Coexpression,182;ENCODE ChIP-seq,7;Enrichr Queries,17;ReMap ChIP-seq,96;GTEx Coexpression,66"	"ANKRD13D,OLFML2B,GMFG,LST1,CPOX,GIMAP6,TMEM140,GIMAP7,LIPA,NFU1,EDNRB,PSMD4,PPP2R1B,STK16,ARHGDIB,C3AR1,TNFSF10,NEK2,JUNB,PELO,MYLIP,TALDO1,TSPOAP1-AS1,ENKUR,TYROBP,RRAGC,SELENOP,FSCN1,FAM161B,PDE9A,CSF1R,TTYH2,PPP1R35,PLD4,TAPBPL,PSEN1,RASGRP2,SAMSN1,SMIM6,ZFP36L2,C3,APH1A,INPP5D,HBQ1,UBE2F,EGR2,SLC37A1,GFPT1,B3GALT4,PHKB,DHCR24,UBAC1,DRAP1,RPS26,MOB1B,CDK6,SLC6A9,BAMBI,HNRNPF,SASS6,ADA,SUGP1,SH3KBP1,ZC3H3,ARPC1B,ITGB2,ECE1,LYL1,FAM178B,ADGRE5,MECOM,ITGAX,HMG20B,CERS4,FCER1G,DBNL,FOS,APBB1IP,ARL4D,ELF1,ADORA2A,PACS2,TNNT1,GORASP2,CKS2,DNAJC8,TLR4,ST6GALNAC4,ALDH9A1,CX3CR1,C1QB,PPP1R15B,RALA,SELPLG,MRPS36,LTC4S,ATP2C1,AIF1,LRP8,RASIP1,PDLIM1,ORMDL3,BNIP1,PDSS2,CCT4,GALNT7,P2RY12,CD74,MARCKSL1,TXNRD2,CMTM6,SPRY4,LAPTM5,NAGA,LILRB4,EPOR,TMEM60,GALNS,LYRM1,SH3YL1,IRGQ,PDCL3,CD4,SNRNP40,ALOX5AP,LPCAT2,ACKR1,C1QC"
"gene_set_query"	"17"	"ELF4"	"71.0"	"ARCHS4 Coexpression,166;Enrichr Queries,20;GTEx Coexpression,27"	"CSF1R,SELPLG,SH3KBP1,GMFG,ARPC1B,ITGB2,LST1,RASGRP2,SAMSN1,ZFP36L2,PDLIM1,ADGRE5,INPP5D,ARHGDIB,ITGAX,EPSTI1,NCKAP1L,JUNB,S100A11,CD74,P2RY13,LAPTM5,TAP2,NAGA,CYBA,FOS,SERPINB8,RMC1,APBB1IP,TYROBP,CDK6,ALOX5AP,FSCN1,MNDA,LCP1,TLR4"
"gene_set_query"	"18"	"BATF2"	"73.0"	"ARCHS4 Coexpression,80;Enrichr Queries,131;GTEx Coexpression,8"	"C1QB,IGSF6,SELPLG,GMFG,ARPC1B,LST1,FGL2,ITGB2,TAPBPL,TMEM140,AIF1,C3,ADGRE5,STK16,ARHGDIB,EPSTI1,ITGAX,C3AR1,TNFSF10,S100A11,P2RY13,CD74,EGR2,TAP2,CYBA,FOS,LILRB4,TMEM60,TYROBP,SCO2,MNDA,TLR4,C1QC"
"gene_set_query"	"19"	"CEBPB"	"75.17"	"Literature ChIP-seq,19;ARCHS4 Coexpression,89;ENCODE ChIP-seq,34;Enrichr Queries,31;ReMap ChIP-seq,176;GTEx Coexpression,102"	"GLTP,LTV1,ENO1,TMEM140,TSEN54,NARS,ALCAM,PSMD4,LAMP1,PEBP4,ARHGDIB,C3AR1,EPSTI1,NEK2,ARFIP1,JUNB,PELO,FBXO9,TALDO1,CYBA,ARMC1,TYROBP,FAM161B,ZBED9,CSF1R,IGSF6,CNP,SAMSN1,GTF2E1,ZFP36L2,C3,SPAST,SNX2,ERI1,DHX38,NDUFV1,S100A11,EGR2,CBX4,YJU2,DHFR,RPS26,SLC6A9,HNRNPF,TRMT12,SASS6,ALAS1,ZC3H3,ARPC1B,ITGB2,RMND1,HSPB2,WDR41,TREM2,ETFA,GLI4,ADGRE5,ITGAX,FCER1G,DBNL,SGMS1-AS1,FOS,SERPINB8,DDX50,MRPL46,COMMD4,APBB1IP,ARL4D,ELF1,PACS2,PCCB,CKS2,DNAJC8,LCP1,TLR4,PPP1R15B,NAXE,MOSPD2,PSMA7,ADAM28,MARVELD1,ORMDL3,NHS,PDSS2,ZNF222,CD74,P2RY13,MARCKSL1,CHURC1,TXNRD2,SPRY4,LAPTM5,LILRB4,EPOR,RMC1,LYRM1,PDCL3,SH3D21,ALOX5AP,FAM98A,CPVL,C1QC"
"gene_set_query"	"20"	"CEBPE"	"75.67"	"ARCHS4 Coexpression,133;Enrichr Queries,21;GTEx Coexpression,73"	"CX3CR1,C1QB,CSF1R,IGSF6,SELPLG,ANKRD13D,GMFG,ITGB2,LST1,PLD4,ENO1,RASGRP2,AIF1,C3,LYL1,ADGRE5,ARHGDIB,C3AR1,ITGAX,JUNB,P2RY13,EGR2,FCER1G,DBNL,LAPTM5,CYBA,FOS,SERPINB8,APBB1IP,TYROBP,ALOX5AP,LPCAT2,MNDA,LCP1,C1QC"
"gene_set_query"	"21"	"POU2F2"	"77.0"	"ARCHS4 Coexpression,63;ENCODE ChIP-seq,15;Enrichr Queries,8;ReMap ChIP-seq,38;GTEx Coexpression,261"	"MRPS17,ANKRD13D,SH3KBP1,ARPC1B,ZC3H3,ITGB2,RMND1,LST1,LTN1,RBM26-AS1,ENO1,TSEN54,AP4M1,NARS,GLI4,ADGRE5,PSMD4,C1QBP,ARHGDIB,EPSTI1,C3AR1,ITGAX,JUNB,MYLIP,ENTPD1,FCER1G,DBNL,TALDO1,CYBA,FOS,TSPOAP1-AS1,SERPINB8,COMMD4,APBB1IP,KIF9,ELF1,DDX19B,TYROBP,SCO2,FDX2,FSCN1,PTGES3L,KCTD12,LCP1,ST6GALNAC4,RIN2,NAIP,CX3CR1,C1QB,CSF1R,SELPLG,CNP,GPS1,PPP1R35,PLD4,TAPBPL,ZNF3,RASGRP2,LTC4S,ATP2C1,SAMSN1,AIF1,C3,ERI1,INPP5D,VPS8,PDSS2,NCKAP1L,TBC1D17,ZNF585B,NDUFV1,CCT4,COA4,CD74,P2RY13,MARCKSL1,EGR2,YJU2,SPRY4,LAPTM5,CCZ1,UBE2A,UBAC1,DRAP1,PDCL3,SNAI3-AS1,PRPH2,ALOX5AP,SASS6,TRMT12,RPL22L1,TCF3,RBM45,SLC25A33"
