Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"SNAPC5"	"8.5"	"ARCHS4 Coexpression,2;GTEx Coexpression,15"	"ATP5MD,NDUFB9,NDUFB8,COX7B,UQCRB,NDUFA12,COX4I1,COX17,PDCD5,CISD1,NDUFB2,NDUFB1,UQCR11,COX7A2,NEDD8,COX6A1,COX5B,COX7C,COX5A,PSMA7,MRPL33,ATP5IF1,APOO,PSMB3,UQCRFS1,ELOC,ATP5PF,NDUFA4,MRPL27,ACYP2,CACYBP,COX6C,MRPL21,GTF2H5,PSMA4,UQCRQ,NDUFAB1,NDUFS3,ATP5PO,SLIRP,SSBP1,FKBP3"
"gene_set_query"	"2"	"GTF3A"	"17.67"	"ARCHS4 Coexpression,50;Enrichr Queries,1;GTEx Coexpression,2"	"COX7B,NDUFA12,COX4I1,CISD1,COX7C,PSMD7,RPL36AL,TMSB4X,UQCRFS1,COX8A,CCT2,NME2,MYL6,PSMA4,PKM,NDUFS3,RPL26,PFN1,FKBP3,SLC25A4,ATP5MD,NDUFB9,NDUFB7,UQCRB,COX17,NDUFB2,NDUFB1,UQCR11,COX7A2,COX5B,COX5A,UQCRH,PSMA7,LDHB,ATP5F1B,PSMB3,HSPA9,ATP5PF,HSPA8,EGR1,RANBP1,ATP5PD,NDUFA4,COX6C,MRPL21,RPS26,FABP3,EIF3K,ARPC2,UQCRQ,NDUFAB1,ATP5PO,CYCS,SLIRP,CALM2,TPT1"
"gene_set_query"	"3"	"CHCHD3"	"31.5"	"ARCHS4 Coexpression,5;GTEx Coexpression,58"	"ATP5MD,NDUFB9,COX7B,UQCRB,NDUFA12,COX4I1,CISD1,NDUFB1,COX7A2,NEDD8,COX5B,COX5A,COX7C,UQCRH,MRPL33,LDHB,PSMD7,UQCRFS1,COX8A,ATP5PF,CCT2,ATP5PD,NDUFA4,COX6C,RPS26,DHFR,PSMA4,EIF3K,NDUFAB1,ATP5PO,CYCS,SSBP1,SLC25A4,FKBP3"
"gene_set_query"	"4"	"ZNF511"	"37.33"	"ARCHS4 Coexpression,18;Enrichr Queries,21;GTEx Coexpression,73"	"NDUFB8,NDUFB7,NDUFA12,COX4I1,COX17,PDCD5,UQCR11,TXN,COX6A1,COX5A,PSMA7,ATP5F1B,PSMB3,UQCRFS1,COX8A,ATP5PF,HSPA8,EGR1,RANBP1,SURF1,NME2,MRPL21,PKM,PSMA4,UQCRQ,NDUFAB1,ATP5PO,SLIRP,PFN1"
"gene_set_query"	"5"	"MTERF3"	"37.5"	"ARCHS4 Coexpression,32;GTEx Coexpression,43"	"ATP5PF,CCT2,NDUFB9,PSMD12,NDUFA12,COX17,PDCD5,CISD1,CACYBP,COX5A,PSMA7,LDHB,PSMD7,PSMA4,NDUFAB1,ATP5PO,UQCRFS1,CYCS,SLIRP,SSBP1,SLC25A4,FKBP3,CALM2"
"gene_set_query"	"6"	"NKX62"	"49.0"	"ARCHS4 Coexpression,69;GTEx Coexpression,29"	"SLC44A1,UQCRB,CNDP1,RTN4,KLK6,UGT8,ANLN,TCEAL7,OLFM1,MAG,TF,PCP4,EVI2A,SPOCK3,ENPP2,PLP1,SELENOW"
"gene_set_query"	"7"	"BHLHE41"	"49.5"	"ARCHS4 Coexpression,54;GTEx Coexpression,45"	"CX3CR1,C1QB,P2RY12,GPR34,PLD4,ACYP2,LTC4S,CNDP1,C3,UGT8,ANLN,TCEAL7,MAG,SPOCK3,PLP1,TMEM119,OLR1,OSBPL1A,A2M,CD68"
"gene_set_query"	"8"	"TFEC"	"55.33"	"ARCHS4 Coexpression,113;Enrichr Queries,15;GTEx Coexpression,38"	"C1QB,CD74,EGR1,SELPLG,GPR34,DOCK8,LAPTM5,AIF1,C3,TYROBP,PTPRC,EVI2A,MRC1,ALOX5AP,OLR1,CD68,HLA-DPA1"
"gene_set_query"	"9"	"MLX"	"70.0"	"ARCHS4 Coexpression,73;Enrichr Queries,35;GTEx Coexpression,102"	"HSPA8,EGR1,DYNC1H1,COX4I1,CISD1,LAPTM5,PSMA7,CISD3,PRDX5,PKM,ATP5F1B,TYROBP,EIF3K,ARPC2,PSMB3,ALOX5AP,CFAP36,UQCRFS1,CD68,CALM2"
"gene_set_query"	"10"	"ZNF428"	"71.0"	"ARCHS4 Coexpression,68;Enrichr Queries,5;GTEx Coexpression,140"	"NDUFB7,CCNI,UQCRB,MGST3,COX4I1,NDUFB1,COX7A2,COX5A,COX7C,PSMA7,ATP5IF1,TCEAL7,LDHB,PRDX5,TXNL4A,COX8A,HSPA8,EGR1,RANBP1,COX6C,MYL6,PKM,EIF3K,UQCRQ,SELENOW,RPL26,PFN1,CALM2,BEX5"
