Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"NACC2"	"9.5"	"ARCHS4 Coexpression,11;GTEx Coexpression,8"	"ARHGEF26-AS1,CRTC1,CTNND2,PLEKHB1,MRFAP1,FAM107A,ATN1,RTL6,KNDC1,FGF1,NDST1,CAPNS1,MPRIP,KIF5B,KIF5A,HABP4,BAALC,PAQR6,MAPK8IP2,MTURN,DKK3,GAREM2,BCAN,TOM1L2,DYNC1LI2,ASPHD1,SELENOW,ERF,CDIP1,PKP4,ANKRD40,LINC00641,ADCYAP1R1,SDC3,NDRG2,ZBTB4,ABR,MOBP,CDH20,MBP,MAP4,AMZ1,SPTBN1,SPTBN2,DTNA,IQSEC2,MICAL2,MT3,GLUD1,VAC14-AS1,PLEKHM2,PLXNB2,SERINC1,BCL2L2,ITM2C,NCAN,PKD1,SCRN1,PEA15,PHACTR3,KIF1C,KIF1A,SPTAN1,TNPO2,BCAS1,APC2,ZCCHC24,METRN,ARHGEF17,H2AFV,COBL,SLC39A12,ITPKB,LRRC3B,PPP1R12C,RAPGEF4,ZBTB47,DCTN1,CENPB,ADD1,CACNG7,FAM168B,RXRA,FAM120C,TP53INP2,GPC1,GNA12,ZSWIM9,SAP18,FLNA,ANKRD52,MAPK4,WASF3,ATP9A,GDF11,NORAD,SMOX,KCNJ9,IGIP,PCDHGC3,PTPN11,KBTBD11,HIPK2,SKI,PINK1,NEURL4,KLHL5,TEF,TSR2,POLR3H,PNPLA6"
"gene_set_query"	"2"	"SCX"	"27.0"	"ARCHS4 Coexpression,27"	"MIDN,ACADVL,CD81,MAST2,ATN1,HSPB1,ARHGAP6,CAPN15,SNRNP70,KIF5C,ZMIZ2,MACROD1,PIEZO1,TNKS1BP1,SPEG,DLGAP4,APC2,SEMA6C,CLUH,PPP1R16A,ANO8,RTN4RL2,CPT1B,GIGYF1,PPP1R3F,TMEM259,AKT1S1,ERF,PPP1R12C,RPL28,ATF4,PLEC,RTN2,LAMA5,LTBP4,OPRL1,CCDC106,CENPB,FAM171A2,ARVCF,MTA1,TAF1C,GPC1,RHPN1,MICALL2,D2HGDH,ZNF787,PPP1R14B,CPSF1,PCGF2,SSH3,SMARCA4,CLCN7,SMTN,CASTOR3,PLXNB2,ZNF579,MAFK,SLC2A4RG"
"gene_set_query"	"3"	"ZNF853"	"40.5"	"ARCHS4 Coexpression,75;GTEx Coexpression,6"	"ARHGEF26-AS1,UBE2D4,CRTC1,CTNND2,PLEKHB1,MRFAP1,FAM107A,ATN1,RTL6,KNDC1,FGF1,NUDT3,PAIP2B,RIMS3,KIF5B,KIF5A,HABP4,BAALC,PPFIA3,FBXW4,SEMA6C,PAQR6,MAPK8IP2,MTURN,GAREM2,BCAN,PPP1R3F,TOM1L2,ASPHD1,SELENOW,CDIP1,ANKRD40,LINC00641,RTN2,ADCYAP1R1,SDC3,FOXO4,NDRG2,LIN7B,ABR,FAM171A2,CDH20,DEAF1,MAP4,ZNF423,AMZ1,RAB11FIP3,SPTBN2,DTNA,MT3,DCHS1,NF2,ITM2C,MAST2,NENF,PKD1,HINT3,SCRN1,PEA15,RNPEP,B3GALT1,PHACTR3,KIF1C,SPEG,KIF1A,SPTAN1,TNPO2,SNTA1,DLGAP4,ZCCHC24,APC2,METRN,COBL,H2AFV,RGMA,CHST1,CERS1,NDUFB8,ZBTB47,DCTN1,ADCY2,CCDC106,CENPB,ADD1,DLL3,CACNG7,FAM168B,TP53INP2,GPC1,ZSWIM9,SAP18,WASF3,ATP9A,GDF11,NORAD,KCNJ9,IGIP,PCDHGC3,PTPN11,HIPK2,LRRC20,PINK1,NEURL4,TEF,CASTOR3,TSR2,POLR3H"
"gene_set_query"	"4"	"ZHX3"	"42.67"	"ARCHS4 Coexpression,1;Enrichr Queries,59;GTEx Coexpression,68"	"HPSE2,TRAF3IP1,IRS1,CTNND2,PLEKHB1,ATN1,HDLBP,RTL6,IRS2,JADE2,FGF1,PPP1CB,NDST1,MT2A,EFEMP2,MPRIP,SESN1,KIF5A,HABP4,BAALC,ZNF568,TNS3,TNS2,TGM2,PAQR6,SCARA3,PAQR3,TMOD2,TAP2,TAP1,MRTFA,TEX2,MTURN,DKK3,CACNB2,TOM1L2,SELENOM,FRMD6,DMWD,WDFY3,MXRA7,MYL9,JCAD,FKBP5,OSER1,MINDY3,PFKFB3,SDC3,NDRG2,ZBTB4,LPP,ACACB,APH1A,ABR,MOBP,KCNMB1,PLXNA2,MBP,MAP4,SPTBN1,SPTBN2,BBS1,WWTR1,SMAD3,DTNA,FOXF2,FZD4,CAV1,ZBTB16,FN1,MICAL2,NBEAL2,PARVA,MT3,EHD2,SMTN,BCL6,WNK1,BCL2,FAT3,BCL2L2,FGFR1,ITM2C,BCAR3,SYNM,ADPGK,TGFB1I1,MAST2,PKD1,SGCD,SCRN1,RNPEP,TIMP3,KIF1C,TNKS1BP1,SPEG,KIF1A,SPTAN1,TNPO2,SNTA1,ZCCHC24,ARHGEF12,ANXA2,ARHGEF17,TSC22D3,ITGA1,VPS13D,CTDSPL,H2AFV,EMP1,COBL,NAV1,TAPBP,RGMA,ENAH,ITPKB,ZEB2,COL6A1,ITGA7,GAS6,PLEC,RAPGEF4,ZBTB47,SMIM29,AHNAK,DCTN1,NEDD9,TOB2,ADD1,CENPB,FAM168B,ABLIM1,RXRA,SH3BP1,TCEAL3,GPC1,GNA12,FYN,WASF3,MAPK4,ATP9A,MAP4K4,KCNJ9,PCDHGC3,PDE4DIP,PTPN11,SORBS1,KLF4,PSMB8,ENOX1,HIPK2,SKI,KLF6,PINK1,TEF,KLF9,VIM"
"gene_set_query"	"5"	"ATOH8"	"51.33"	"ARCHS4 Coexpression,6;Enrichr Queries,115;GTEx Coexpression,33"	"CHPF,IRS1,CD81,GALNT18,ZFAND5,FAM107A,ATN1,HDLBP,ADAMTS9-AS2,IRS2,AQP1,FADS3,NDST1,ARHGAP42,MT2A,EFEMP2,TBC1D31,MPRIP,GJA4,MAP3K6,TNS3,TNS2,TGM2,ACVR1,SCARA3,WNT5B,ARRDC2,MRTFA,PCOLCE,NPNT,PGF,TOM1L2,FRMD6,CRISPLD2,FKBP9,MXRA7,MYL9,JCAD,PPIC,FKBP5,OSER1,SDC2,LTBP4,ZBTB4,ACACB,PLXNA2,SERPINH1,GATD3A,MAP4,GGT5,AFAP1L2,CRTAP,SMAD3,GADD45B,CAV2,FZD4,TGFB3,ZBTB16,CAV1,FN1,ARHGAP29,PARVA,VASN,GADD45G,NFATC4,EHD2,BMP2,SMTN,BCL6,PRXL2B,COL5A2,CNTN1,PLXNB2,GPR19,FGFR1,ITM2C,BCAR3,SNED1,FKBP10,ACADVL,HSPB6,TGFB1I1,HSPB1,PEAR1,ARHGAP6,SHE,HEY1,TIMP3,KIF1C,TNKS1BP1,SPEG,EMILIN1,SNTA1,ZCCHC24,ITGA3,GPX3,ARHGEF17,TSC22D3,COPZ2,EMP1,KLF15,MLF2,ZEB2,MMP14,LATS2,COL6A1,ITGA7,ANGPTL4,PLIN1,GAS6,PAFAH1B3,LUC7L2,RBMS3,YAP1,CEBPD,SMIM29,AHNAK,ZBTB47,ADCY4,KATNB1,NEDD9,PRELP,TOB2,CENPB,CYTH3,ABLIM3,TMEM204,GPC1,FLNA,SLC25A22,REPS1,LAMB1,SORBS1,KLF4,HIPK3,DHRS3,SKI,SLC4A8,PER1,KLF9,MGP,VIM,PNPLA2"
"gene_set_query"	"6"	"SIX5"	"52.2"	"ARCHS4 Coexpression,4;ENCODE ChIP-seq,64;Enrichr Queries,64;ReMap ChIP-seq,35;GTEx Coexpression,94"	"RPL5,ZNF175,RPL30,GMFB,RPL3,RPL32,POP4,TMEM94,THYN1,DCAF8,GPATCH4,RPL8,PHB2,RPL9,GPATCH8,CAPN15,NAA80,NDST2,ALKBH3,SCAMP4,RABGEF1,NDST1,CAPNS1,PSMD4,RAVER1,SOX15,RPL36,LUC7L,RPL35,AP1S1,RPL37,HEMK1,RPL24,RPL27,RPL29,MYL9,RPL28,UBA52,ATF4,OSER1,TSTA3,NPRL2,ATXN7L3B,BLOC1S5,KCNMB1,SERPINH1,RDH14,GATD3A,LHPP,RPL41,PRRC2C,NR1D1,NFATC4,EHD2,TBL3,LAS1L,TRIP6,GPR19,FARSB,LRSAM1,TGFB1I1,RPLP0,GPT,WDR43,SMG6,FARS2,RARS,RACK1,RPLP2,TNKS1BP1,NELFA,UBL7,CLUH,METRN,IFT140,PAWR,SIRT7,CCSAP,TOMM40L,COPZ1,SUMF1,ITPKB,MRPL53,MBLAC1,PLCB3,MMP14,KAT2A,MED24,MTF2,PICK1,IER3-AS1,PIGL,PAFAH1B3,SZRD1,AHNAK,AP5Z1,RPL12,RPL11,WDR24,CENPB,RPS15A,UNK,RPS3,FLNA,MFN2,RPL13,RPS2,ANKRD52,RPL18,ZNF345,SRSF11,ZNF584,LRRC23,MDH2,PCGF2,SYNJ2BP,DHRS3,SKI,SPSB2,ZNF579,ZNF337,ZNF696,MSRB1,ZNF331,CHPF,TMEM167B,IRS1,ATN1,IRS2,RPL10A,TSEN2,EFEMP2,TUBB3,SCMH1,MAP3K6,RPS9,DGAT1,RPS8,RPS5,PPP1R16A,RPS6,RPSA,NEAT1,PGF,ATXN2L,ILF3,RAB34,DMWD,ERF,ANKRD40,SRSF4,AAGAB,SNRNP200,FTL,ZNF672,KMT2D,INO80B,LRRC59,CUL7,LIN7B,FHIT,PLXNA1,ZNF787,OGA,EEF2,MARCH5,FBXO31,BCL6,ZNF417,MAFF,ZNF658,PLXNB2,MAFK,MDM4,ACO2,BCL2L2,ITGB4,PPWD1,SART1,SART3,MDK,SNRNP70,EMILIN1,ZNF764,TNPO2,PELP1,RPL13A,BET1L,TNFRSF1A,HAX1,TRAF4,TRAF5,DNAJC4,RPL37A,SLC25A10,PPP1R12C,ST6GALNAC4,GTF3C1,PLEKHH3,SMIM29,CEBPD,MAK16,KATNB1,HSD17B14,PBXIP1,CACNG7,RAB26,TRIM46,ZNF503,SLC25A22,PTPN1,CIZ1,PPP1R14B,SMOX,MBOAT7,RPL23A,PTPN11,KLF4,KBTBD11,FBXL12,TBX2,CUL4A,SLC25A39,KLF9,EIF3D,NECTIN2,IFITM3,VEZT,TNFRSF6B,KDELR1,NUDT5,RPS15,PNN,RPS16,RPS19,RPS18,SNRPD1,FTH1,DPF1,MAGOH,CCDC97,PIEZO1,EIF2D,CCNL2,RPS11,ACAD11,TNS3,TNS2,SRRM2,CSNK1D,MOGS,MFSD11,JMJD6,SNHG12,MXRA7,KCTD15,DHX8,DCUN1D5,ZBTB4,SNHG18,SURF6,RAB11FIP3,RAB11FIP4,TRPM4,PPP1R26,WWTR1,SNHG1,GADD45B,TNFSF13,PYCR1,PARVA,SNHG7,HARS2,GADD45G,SMARCA4,TRIM52-AS1,SMU1,RPS25,SMTN,RPS27,RPS29,CWF19L1,PEMT,KYAT1,RPS20,NOL12,INKA2,SLC2A4RG,ITM2C,RPS23,INVS,FKBP10,AATF,KHK,NUDCD1,RAC3,KIF1C,RPARP-AS1,MRPS28,ACAD8,MRPS24,TSC22D3,ANO8,RHOF,APRT,MLF2,HNRNPH1,NME7,CLDN12,ZNF780B,YAP1,NPB,SLC43A2,CXCR4,CCDC106,TRAK2,MNT,RXRA,GPC1,SORBS1,APTX,ALDH4A1,PER1,ESYT2,PNPLA6,FAU,TARDBP,PNPLA2,MIDN,TAMM41,MPI,MRFAP1,HDLBP,ADAMTS9-AS2,JADE2,PHRF1,TOMM20,TOMM22,EEF1B2,RGS5,CSKMT,PPFIA3,TGM2,SLC30A6,ZGPAT,PUS1,TUFM,EEF1A1,SELENOM,TMEM259,MZF1,RAF1,PPIC,RTN2,TBC1D19,LTBP4,CLEC16A,LPP,IRAK1,TMEM248,UBC,DNAJC27-AS1,CRTAP,ACBD5,SMAD3,CPSF1,DNAJC12,COQ9,SUPT5H,SSH3,ERVK3-1,ARHGAP33,PAN2,ATG16L1,FGFR1,TTC25,GSK3B,USP36,ACADVL,RBM25,HSPB6,MAST2,HSPB1,DDX41,PKD1,TTC28,IRF2BPL,TCHP,RPS4X,GMPPA,FLOT1,SPEG,MAN2C1,RBM14,ARHGEF17,DCXR,TRPT1,RPS3A,TAPBP,EEF1G,NDUFS8,EEF1D,IRF1,AKT1S1,COL6A1,ATG4B,B4GALT7,PFDN5,LUC7L2,PLEC,TSEN34,LAMA5,ATF6B,DCTN1,WIZ,TOB2,RNF113A,MTA1,TAF1C,MKNK2,ERBB2,RBM39,TAF12,BAD,USP21,MZF1-AS1,NEURL4,RPS6KB2,RBMX"
"gene_set_query"	"7"	"CXXC1"	"57.67"	"ARCHS4 Coexpression,99;Enrichr Queries,33;GTEx Coexpression,41"	"UHRF1BP1L,CCNT2,RPL3,CD81,IRS2,JADE2,PHRF1,RPL8,PHB2,CAPN15,RPS15,PNN,CCND3,RPS19,RAVER1,ZMIZ2,FTH1,CPNE1,LUC7L,CCNL2,SRRM2,RPS9,RPS5,GTPBP6,MRTFA,TAP1,MOGS,MFSD10,MOB3A,SELENOO,EEF1A1,ATXN2L,ILF3,TMEM259,CDC37,ERF,RBCK1,MZF1,RPL29,RPL28,ATF4,CUL9,MAX,NPRL2,AKAP17A,RASGRP2,APH1A,DHX34,DPH3,UBC,GRK6,SAFB2,MAP3K21,RBM10,CPSF7,CPSF1,PBX2,NBEAL2,SNHG7,EEF2,SMARCA4,PAN2,NFKBIA,PAN3,CDAN1,PLXNB2,MDM4,ITM2C,AKAP8L,RPLP0,HSPB1,YBX1,KRI1,ARHGAP4,IKBKB,SART1,SNRNP70,ZNF525,FLOT2,SH3BGRL3,NELFA,RPARP-AS1,MAN2C1,TNPO2,METTL17,RBM14,CLUH,ANXA2,DDX55,PLA2G4B,RPL13A,SAFB,MLF2,GIGYF1,KAT2A,EEF1D,HNRNPH1,ATG4B,PPP1R12C,PLEC,SLC25A6,SMARCD1,SZRD1,ATF6B,SMIM29,AHNAK,AP5Z1,CENPB,UNK,MTA1,SH3BP1,TAF1C,MKNK2,RPS3,FLNA,RPS2,RPL18,ABCF1,RBM39,NPM1,USP21,PTPN11,CLCN7,KLF6,NEURL4,IMPDH1,RPS6KB2,VIM,PNPLA6,ENGASE"
"gene_set_query"	"8"	"ZNF580"	"68.0"	"ARCHS4 Coexpression,95;Enrichr Queries,20;GTEx Coexpression,89"	"IFITM3,GHDC,MIDN,KDELR1,ATN1,IRS2,TXNDC15,CAPN15,RPS15,MT2A,CAPNS1,RAVER1,ZNF606,ZMIZ2,FTH1,RPL36,FAM3A,LUC7L,ARL6IP4,CCDC97,CCNL2,VPS39,HEMK1,RPS9,GTPBP6,MRTFA,CSNK1D,PGF,MFSD10,ATXN2L,SELENOM,TMEM259,RAB34,FKBP8,S100A6,ERF,RBCK1,MZF1,RPL28,FTL,UNC119B,CUL7,PFKFB3,SDC2,LTBP4,ZBTB4,RHPN1,SAFB2,SERPINH1,GSE1,ZNF787,GATD3A,RAB11FIP3,RBM10,FAM120AOS,PLXNA3,BBS1,CPSF7,SMAD3,GADD45B,GADD45A,PBX2,TRAPPC8,EEF2,NFKBIA,H1F0,BCL6,FNDC10,PLXNB2,SLC2A4RG,ITM2C,TGFB1I1,AKAP8L,HSPB1,CELF6,NENF,IRF2BPL,SART1,SMPD4,SNRNP70,MDK,SH3BGRL3,RPARP-AS1,MAN2C1,TIMP1,EMD,DLGAP4,IFT140,METRN,ARHGEF17,TSC22D3,OTOS,MLF2,TNFRSF1A,MED22,PACS1,MPPED2,DNAJC4,AKT1S1,ZNF780B,SPACA6,PPP1R12C,SLC25A6,PLEC,SMIM29,CEBPD,IFI6,CXCR4,WIZ,PBXIP1,CCDC106,FAAP20,CENPB,MTA1,RXRA,TCEAL3,MKNK2,HSF4,ZNF503,RPS2,RPL18,CIZ1,PPP1R14B,BAD,MBOAT7,TAF10,KLF4,DHRS3,ASS1,CLCN7,KLF6,INAFM1,IMPDH1,KLF9,COQ8B,ZNF579,VIM,FAM50A,PNPLA2"
"gene_set_query"	"9"	"KLF9"	"70.0"	"ARCHS4 Coexpression,108;Enrichr Queries,41;ReMap ChIP-seq,27;GTEx Coexpression,104"	"IFITM3,EHMT1,NAA80,AQP1,DCAF6,RPS15,MT2A,ZNF608,CAPNS1,MPRIP,FTH1,GJA4,DPF1,NAMPT,RPL36,AP1S1,PIEZO1,ARL6IP4,TNS2,ENTPD2,ARRDC2,ARRDC3,MRTFA,MTURN,JMJD6,BCAN,CRISPLD2,CDC37,TYRO3,TAGLN2,MXRA7,RPL29,RPL28,ATF4,SET,NECAB3,ABCB9,ZBTB4,SERPINH1,GATD3A,MAP4,AMZ1,SPTBN1,TRPM4,WWTR1,RPL41,ICMT,GADD45B,GADD45A,FZD4,SIAH1,FN1,PYCR1,NR1D1,SNHG7,IFFO1,GADD45G,TBL3,SLC6A8,TRIP6,FNDC10,ITM2C,FKBP10,SYNM,GPT,PEAR1,ARHGAP6,ARHGAP4,KHK,RACK1,TIMP3,RAC3,RPLP2,KIF1C,EMD,APC2,ZCCHC24,ANXA2,METRN,TSC22D3,ANO8,COPZ2,EMP1,SIRT7,RHOF,APRT,MLF2,ZEB2,MBLAC1,PLCB3,MED24,SLCO4A1,ANGPTL4,PAFAH1B3,DNASE1L1,NPB,AHNAK,RPL10,NEDD9,CXCR4,CCDC106,WDR24,FAAP20,APOLD1,CENPB,MNT,RXRA,NFIL3,MICALL2,HSF4,FLNA,MFN2,RPS2,RPL18,GDF11,LRRC23,SORBS1,HIPK3,DHRS3,SKI,PER1,ESYT2,ZNF579,PNPLA6,ZNF696,PNPLA2,MSRB1,MIDN,CHPF,ZFAND5,ADAMTS9-AS2,HR,IRS2,FADS3,ARHGAP42,EFEMP2,CSKMT,TUBB3,SESN1,MACROD1,MAP3K6,PPFIA3,TGM2,TLE1,DGAT1,PPP1R16A,F2R,PCOLCE,NEAT1,TOM1L2,DMWD,RAB34,ERF,S100A6,NUPR1,JCAD,FKBP5,FTL,RTN2,PFKFB3,LTBP4,RASGRP2,KLC1,NDRG2,LIN7B,ACACB,ASIC4,DEAF1,UBC,PLXNA3,GGT5,CRTAP,CPSF1,CAV2,ZBTB16,CAV1,ARHGAP29,NFKBIA,H1F0,GON4L,BCL6,MAFF,CNTN1,PLXNB2,PLEKHM2,MAFK,BCL2L2,SNED1,ACADVL,HSPB6,HSPB1,ARHGEF10L,DDX41,CHD2,PKD1,RND3,TTC28,RPGR,IRF2BPL,GMPPA,SPEG,EMILIN1,TNPO2,SNTA1,ARHGEF12,GPX3,ITGA3,DCXR,ARHGEF17,ITGA1,VPS13D,ARNT,TRPT1,COBL,TENT5A,KLF15,GIGYF1,LATS2,TRAF4,IRF1,DNAJC4,AKT1S1,COL6A1,CRY2,ITGA7,SLC25A10,MVD,ST6GALNAC4,RBMS3,PLEC,LAMA5,PLEKHH3,CEBPD,SMIM29,ZBTB47,OPRL1,KATNB1,PBXIP1,TOB2,DEPP1,ADD1,DNAJB1,TGFBR3L,CACNG7,ABLIM1,PDLIM3,PDLIM2,CCDC85C,ABLIM3,RAB26,MKNK2,TRIM46,SLC25A22,SEC24B,PPP1R14B,KCNJ9,BAD,RNF26,PDE4DIP,RPL23A,ARID3A,KLF4,TBX2,TPCN1,KLF6,NEURL4,PINK1,TEF,INAFM1,RPS6KB2,FAM131A,KLF9,MGP,VIM,FAM50A"
"gene_set_query"	"10"	"ZNF692"	"77.33"	"ARCHS4 Coexpression,46;Enrichr Queries,56;GTEx Coexpression,130"	"IFITM3,IFT172,ATN1,TMEM94,DCAF8,IRS2,CAPN15,PNN,MT2A,RAVER1,ZMIZ2,LUC7L,PIEZO1,CCNL2,TNS3,FNBP4,SRRM2,HEMK1,PPP1R16A,MRTFA,CSNK1D,MOGS,NEAT1,PGF,MFSD10,ATXN2L,ILF3,DMTF1,TMEM259,ERF,RBCK1,MZF1,CUL9,KMT2D,CUL7,PFKFB3,NPRL2,LTBP4,DHX34,MICAL1,SAFB2,SERPINH1,RHPN1,GSE1,GATD3A,VARS2,RAB11FIP3,RBM10,TMEM120B,CPSF7,GADD45B,CPSF1,GADD45A,FN1,RABL2B,PBX2,UPF3A,NBEAL2,NR1D1,PAN2,ARHGAP33,NFKBIA,CDAN1,SLC6A8,LAS1L,BCL6,PLXNB2,MDM4,SUGP2,SLC2A4RG,ITM2C,ACADVL,MAST2,AKAP8L,HSPB1,CELF6,PKD1,ARHGAP4,SART1,SMPD4,SNRNP70,RPARP-AS1,MAN2C1,NINL,TNPO2,RBM14,CLUH,PLA2G4B,ANO8,EMP1,MLF2,GIGYF1,KAT2A,HNRNPH1,PICK1,ATG4B,ZNF780B,KPTN,PPP1R12C,PLEC,LAMA5,SMIM29,AHNAK,CXCR4,TAF1D,MTA1,UNK,TAF1C,MKNK2,HSF4,MICALL2,ANKRD54,D2HGDH,APBB3,SRSF11,USP25,CIZ1,USP21,KLF4,DHRS3,CLCN7,NEURL4,KLF6,KLF9,ENGASE"
