Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"ZNF853"	"24.0"	"ARCHS4 Coexpression,12;GTEx Coexpression,36"	"JPH4,ADCYAP1R1,NUDCD3,ZBTB47,CRTC1,H2AFV,KIF1A,SLC25A23,HPCAL4,GFAP"
"gene_set_query"	"2"	"KLF9"	"25.75"	"ARCHS4 Coexpression,2;Enrichr Queries,3;ReMap ChIP-seq,96;GTEx Coexpression,2"	"IFITM3,PHF2,AHNAK,ZBTB47,IRS2,HIF3A,FOXO3,PEAR1,LRRC32,APOLD1,AQP1,MT2A,SESN1,TIMP2,NELFB,JUN,UBE2I,ZBTB16,ARRDC3,EMP1,EMP3,SNHG3,BAIAP3,DDIT4,S100A6,SERPING1,TXNIP,CD44,FKBP5,PLEC"
"gene_set_query"	"3"	"TSHZ1"	"40.0"	"ARCHS4 Coexpression,15;Enrichr Queries,99;GTEx Coexpression,6"	"ZNF781,PHF2,JUN,UBE2I,AHNAK,CRTC1,ZBTB16,ARRDC3,EMP1,IRS2,FOXO3,SYTL4,MECP2,LATS1,JPH4,WDR82,DDIT4,TIMP2,TXNIP,NPIPA1,KIF1A,CD44,GSTM5,FKBP5"
"gene_set_query"	"4"	"SGSM2"	"43.0"	"ARCHS4 Coexpression,13;GTEx Coexpression,73"	"JPH4,TCEAL6,SLC25A29,ZBTB47,CRTC1,NPIPA1,KIF1A,SLC25A23,NOL4,BAIAP3"
"gene_set_query"	"5"	"ATOH8"	"48.67"	"ARCHS4 Coexpression,50;Enrichr Queries,20;GTEx Coexpression,76"	"JUN,AHNAK,ZBTB47,ZBTB16,EMP1,IRS2,FOXO3,SMAD6,PEAR1,LRRC32,TBX3,AQP1,MT2A,ADAMTS2,RASD1,DDIT4,TIMP2,SERPING1,TXNIP,CD44,FKBP5"
"gene_set_query"	"6"	"C11ORF95"	"50.0"	"GTEx Coexpression,50"	"ZNF781,PHF2,TIMP2,NBEAL2,SYTL4,GSTM5"
"gene_set_query"	"7"	"FLYWCH1"	"52.5"	"ARCHS4 Coexpression,57;GTEx Coexpression,48"	"MECP2,ZNF781,PHF2,ZBTB47,CRTC1,OGA,NPIPA1,KIF1A,SLC25A23"
"gene_set_query"	"8"	"TEF"	"55.67"	"ARCHS4 Coexpression,22;Enrichr Queries,2;GTEx Coexpression,143"	"IFITM3,JUN,PDXK,AHNAK,ZBTB47,CRTC1,ZBTB16,ARRDC3,IRS2,FOXO3,HPCAL4,JPH4,NUDCD3,MT2A,SESN1,DDIT4,S100A6,TIMP2,TXNIP,KIF1A,SLC25A23,LZTS3,FKBP5,PLEC"
"gene_set_query"	"9"	"SOX18"	"58.67"	"ARCHS4 Coexpression,9;Enrichr Queries,64;GTEx Coexpression,103"	"IFITM3,JUN,AHNAK,ZBTB47,EMP1,ADIRF,SMAD6,PEAR1,LRRC32,APOLD1,TBX3,AQP1,RASD1,DDIT4,TXNIP,SERPING1,CD44"
"gene_set_query"	"10"	"NR4A1"	"60.25"	"ARCHS4 Coexpression,126;Enrichr Queries,11;ReMap ChIP-seq,77;GTEx Coexpression,27"	"IFITM3,RIPOR2,AHNAK,IRS2,PEAR1,TSPAN33,APOLD1,IL27RA,SNHG25,MT2A,RASD1,TIMP2,NPHP3,TSPYL2,JUN,ZBTB16,ARRDC3,H2AFV,EMP1,SYTL4,SNHG3,DDIT4,S100A6,TXNIP,ZP3,CD44,FKBP5,PLEC"
"gene_set_query"	"11"	"THRA"	"60.75"	"Literature ChIP-seq,119;ARCHS4 Coexpression,7;Enrichr Queries,88;GTEx Coexpression,29"	"ADCYAP1R1,JUN,AHNAK,ZBTB47,CRTC1,ZBTB16,EMP1,IRS2,FOXO3,HPCAL4,GFAP,JPH4,NUDCD3,DDIT4,TIMP2,TXNIP,SLC26A11,KIF1A,SLC25A23,FKBP5,PLEC,MAPK3"
"gene_set_query"	"12"	"SCX"	"62.0"	"ARCHS4 Coexpression,62"	"KIAA0930,SLC25A29,NPIPA1,NELFB,PLEC"
"gene_set_query"	"13"	"FBXL19"	"64.5"	"ARCHS4 Coexpression,111;GTEx Coexpression,18"	"JPH4,PDXK,TCEAL6,ILF3,NELFB,KIF1A,IP6K1,SLC25A23,HPCAL4,NOL4"
"gene_set_query"	"14"	"JUN"	"65.83"	"Literature ChIP-seq,43;ARCHS4 Coexpression,108;ENCODE ChIP-seq,39;Enrichr Queries,93;ReMap ChIP-seq,26;GTEx Coexpression,86"	"IFITM3,SERPINA3,LINC01354,AHNAK,CRTC1,CPNE7,HMGB2,IRS2,HIF3A,PEAR1,LRRC32,FOXO3,APOLD1,MT2A,FAM53C,TIMP2,NPHP3,TSPYL2,JUN,ARRDC3,EMP1,NBEAL2,EMP3,RNF169,WDR82,DDIT4,S100A6,TXNIP,ZP3,CD44,TRIM56,GSTM5,PLEC"
