Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"ZNF853"	"3.5"	"ARCHS4 Coexpression,6;GTEx Coexpression,1"	"FBXW4,ADCYAP1R1,THRA,NORAD,FBXW11,ROM1,H2AFV,HPCAL4,PKD1,GFAP,RGMA,KAT2B,PDZD4,NUDCD3,DEAF1,SNPH,DPYSL3,CHST1,PIP4K2B,SYNPO,CIC,ZNF710-AS1,B4GALNT4"
"gene_set_query"	"2"	"SGSM2"	"9.0"	"ARCHS4 Coexpression,1;GTEx Coexpression,17"	"REXO1,PLPPR2,THRA,NUMA1,DACH2,PKD1,BAIAP3,PRRC2A,NISCH,PDZD4,SLC25A29,DEAF1,SNPH,TMEM259,ZMIZ2,PITPNM3,CHST1,NPIPA1,CIC,B4GALNT4"
"gene_set_query"	"3"	"NACC2"	"23.5"	"ARCHS4 Coexpression,13;GTEx Coexpression,34"	"ADCYAP1R1,THRA,NORAD,PLPPR2,FBXW11,ROM1,H2AFV,HPCAL4,PKD1,GFAP,PRRC2A,KIAA0930,PDZD4,SNPH,CIC"
"gene_set_query"	"4"	"ZHX3"	"27.33"	"ARCHS4 Coexpression,49;Enrichr Queries,5;GTEx Coexpression,28"	"THRA,SDC4,AHNAK,RHOBTB3,IRS2,HIF3A,TOB2,PKD1,MT2A,ZNRF3,DPYSL3,PMEPA1,SYNPO,SRGAP1,PRNP,JUN,IGFBP5,LGI4,IGFBP3,TSC22D3,STARD9,ATP2B4,H2AFV,RGMA,GFAP,PALLD,SNPH,DDIT4,TXNIP,VIM,FKBP5,PLEC"
"gene_set_query"	"5"	"TEF"	"43.33"	"ARCHS4 Coexpression,24;Enrichr Queries,1;GTEx Coexpression,105"	"IFITM3,PDXK,THRA,SDC4,AHNAK,IRS2,TOB2,PKD1,PDZD4,NUDCD3,MT2A,PDK4,PMEPA1,GATD3A,SYNPO,B4GALNT4,PRNP,JUN,IGFBP5,IGFBP3,TSC22D3,ARRDC3,HPCAL4,NISCH,SNPH,PITPNM3,DDIT4,TXNIP,CHST1,VIM,FKBP5,PLEC"
"gene_set_query"	"6"	"SOX9"	"46.6"	"Literature ChIP-seq,15;ARCHS4 Coexpression,96;Enrichr Queries,26;ReMap ChIP-seq,70;GTEx Coexpression,26"	"IFITM3,FKBP10,ALDH1L1,THRA,MTMR12,ITGB4,IRS2,STON2,PKD1,KIAA0930,MT2A,NUDCD3,DPYSL3,PMEPA1,HMG20A,CIC,IGFBP5,SP110,IGFBP3,ROM1,HPCAL1,H2AFV,RGMA,TMEM259,PALLD,DDIT4,CHST1,TXNIP,ALDH7A1,EMID1,FKBP5,ADCYAP1R1,PDXK,SDC4,AHNAK,MGST1,TOB2,MED12L,CNN3,ZNRF3,DEAF1,GATD3A,SRGAP1,PDLIM4,B4GALNT4,PRNP,JUN,NORAD,BAIAP3,GFAP,VIM"
"gene_set_query"	"7"	"SCX"	"50.0"	"ARCHS4 Coexpression,50"	"KIAA0930,SLC25A29,TMEM259,ZMIZ2,NPIPA1,CIC,B4GALNT4,PLEC"
"gene_set_query"	"8"	"KLF9"	"54.25"	"ARCHS4 Coexpression,5;Enrichr Queries,27;ReMap ChIP-seq,119;GTEx Coexpression,66"	"IFITM3,RYR1,FKBP10,AHNAK,THRA,SDC4,PBXIP1,IRS2,HIF3A,TOB2,PKD1,AQP1,MT2A,BAG5,DEAF1,PDK4,PMEPA1,GATD3A,CIC,SYNPO,PRNP,JUN,REXO1,IGFBP5,TSC22D3,IGFBP3,ROM1,ARRDC3,BAIAP3,KAT2B,DDIT4,SERPING1,TXNIP,VIM,FKBP5,PLEC"
"gene_set_query"	"9"	"THRA"	"55.25"	"Literature ChIP-seq,139;ARCHS4 Coexpression,37;Enrichr Queries,39;GTEx Coexpression,6"	"ADCYAP1R1,AHNAK,IRS2,DACH2,PKD1,PDZD4,NUDCD3,DEAF1,DPYSL3,MAPK1,PMEPA1,GATD3A,SYNPO,B4GALNT4,MAPK3,PRNP,JUN,NORAD,IGFBP5,TSC22D3,ATP2B4,HPCAL4,GFAP,SNPH,PITPNM3,DDIT4,TXNIP,CHST1,VIM,FKBP5,PLEC"
"gene_set_query"	"10"	"ZSCAN18"	"62.67"	"ARCHS4 Coexpression,7;Enrichr Queries,69;GTEx Coexpression,112"	"IFITM3,THRA,AHNAK,IRS2,PKD1,PDZD4,MT2A,DPYSL3,PDK4,PMEPA1,SYNPO,B4GALNT4,PRNP,JUN,NORAD,IGFBP5,IGFBP3,TSC22D3,HPCAL4,RGMA,BAIAP3,NISCH,PALLD,DDAH2,SNPH,DDIT4,CHST1,TXNIP,VIM,DZIP1"
"gene_set_query"	"11"	"SAFB2"	"64.0"	"ARCHS4 Coexpression,54;GTEx Coexpression,74"	"NISCH,FLCN,REXO1,TMEM259,ZMIZ2,AKAP8L,NPIPA1,CIC,PKD1,PRRC2A"
"gene_set_query"	"12"	"HSF4"	"65.33"	"ARCHS4 Coexpression,2;Enrichr Queries,157;GTEx Coexpression,37"	"IFITM3,NUMA1,AHNAK,THRA,ITGB4,AKAP8L,IRS2,PKD1,FLCN,SLC25A29,ZMIZ2,PDK4,NPIPA1,SYNPO,CIC,B4GALNT4,PRNP,JUN,REXO1,IGFBP5,LGI4,IGFBP3,TSC22D3,CBFA2T2,BAIAP3,PRRC2A,NISCH,TMEM259,DDIT4,TXNIP,PLEC"
"gene_set_query"	"13"	"MXD4"	"67.67"	"ARCHS4 Coexpression,25;Enrichr Queries,11;GTEx Coexpression,167"	"IFITM3,SDC4,AHNAK,PLPPR2,IRS2,PBXIP1,PKD1,NEUROD2,MT2A,ZMIZ2,PMEPA1,NPIPA1,GATD3A,CIC,PRNP,JUN,REXO1,IGFBP5,IGFBP3,TSC22D3,ARRDC3,HPCAL1,ATP2B4,PRRC2A,NISCH,TMEM259,DDIT4,TXNIP,VIM,FKBP5"
"gene_set_query"	"14"	"ZNF358"	"78.33"	"ARCHS4 Coexpression,27;Enrichr Queries,89;GTEx Coexpression,119"	"IFITM3,AHNAK,THRA,IRS2,MT1X,PKD1,PDZD4,NUDCD3,MT2A,ZMIZ2,DPYSL3,CIC,SYNPO,B4GALNT4,FBXW4,PRNP,JUN,IGFBP3,TSC22D3,H2AFV,SNPH,DDAH2,TMEM259,DDIT4,TXNIP,VIM,ZNF710-AS1,PLEC"
"gene_set_query"	"15"	"NFIC"	"80.8"	"ARCHS4 Coexpression,21;ENCODE ChIP-seq,1;Enrichr Queries,16;ReMap ChIP-seq,116;GTEx Coexpression,250"	"RYR1,SERPINA3,SDC4,AHNAK,THRA,IRS2,HIF3A,PKD1,MT2A,TMEM245,APOL6,ELMSAN1,ZMIZ2,MAP3K20,PMEPA1,FLOT2,GATD3A,SYNPO,CIC,PRNP,PRKAB2,JUN,REXO1,IGFBP5,LGI4,USP22,STARD9,ATP2B4,RGMA,PRRC2A,GFAP,DDAH2,PALLD,TMEM259,DDIT4,TXNIP,VIM,PLEC,FKBP5"
"gene_set_query"	"16"	"STAT3"	"83.67"	"Literature ChIP-seq,1;ARCHS4 Coexpression,334;ENCODE ChIP-seq,6;Enrichr Queries,128;ReMap ChIP-seq,1;GTEx Coexpression,32"	"IFITM3,RYR1,FKBP10,THRA,ITGB4,MT1M,HMGB2,IRS2,STON2,NUDCD3,MT2A,ZMIZ2,PDK4,PMEPA1,FLOT2,HMG20A,CIC,JAK2,REXO1,SP110,IGFBP3,TSC22D3,ROM1,ARRDC3,HPCAL4,TXLNA,SNPH,TMEM259,DDIT4,TXNIP,SERPING1,EMID1,FKBP5,MT1E,PLEC,PDXK,SDC4,AHNAK,MGST1,PBXIP1,TOB2,HACD2,PDZD4,APOL6,ZNRF3,DEAF1,ELMSAN1,MAPK1,SRGAP1,B4GALNT4,MAPK3,PRNP,JUN,ATP2B4,GFAP,PRRC2A,VIM,DZIP1"
"gene_set_query"	"17"	"MAFK"	"84.2"	"ARCHS4 Coexpression,89;ENCODE ChIP-seq,25;Enrichr Queries,64;ReMap ChIP-seq,78;GTEx Coexpression,165"	"RYR1,SERPINA3,ALDH1L1,IRS2,MT1X,MT2A,NUDCD3,ZMIZ2,DPYSL3,PDK4,PMEPA1,SYNPO,PGPEP1,CIC,EMX2,REXO1,IGFBP3,TSC22D3,ARRDC3,ROM1,PALLD,WDR82,TMEM259,DDIT4,TXNIP,ZNF316,ZNF710-AS1,FKBP5,PLEC,PDXK,SDC4,AHNAK,RHOBTB3,PBXIP1,TOB2,TMEM245,RASD1,ELMSAN1,MAP3K20,GATD3A,PDLIM4,PRNP,JUN,NORAD,USP22,ATP2B4,PRRC2A,PKIA,VIM"
"gene_set_query"	"18"	"FBXL19"	"95.0"	"ARCHS4 Coexpression,79;GTEx Coexpression,111"	"PDZD4,PDXK,REXO1,DEAF1,SNPH,TMEM259,ZMIZ2,CIC,HPCAL4,B4GALNT4,PRRC2A"
"gene_set_query"	"19"	"CAMTA2"	"98.33"	"ARCHS4 Coexpression,4;Enrichr Queries,117;GTEx Coexpression,174"	"THRA,AHNAK,PLPPR2,IRS2,PKD1,PDZD4,NEUROD2,ZMIZ2,CIC,SYNPO,NCOA1,PRNP,JUN,REXO1,TSC22D3,HPCAL1,HPCAL4,PRRC2A,NISCH,SNPH,TMEM259,PITPNM3,DDIT4,TXNIP,VIM,PLEC"
"gene_set_query"	"20"	"FOXO3"	"105.8"	"Literature ChIP-seq,69;ARCHS4 Coexpression,194;Enrichr Queries,151;GTEx Coexpression,9"	"RYR1,SDC4,AHNAK,THRA,IRS2,MT1X,TOB2,PWP2,FGD4,MT2A,RASD1,DPYSL3,PDK4,GATD3A,JAK2,NCOA1,PRNP,NCOA2,PRKAB2,JUN,TSC22D3,IGFBP3,ARRDC3,SLC2A12,ATP2B4,BAIAP3,KAT2B,DDIT4,TXNIP,VIM,FKBP5"
