Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"SGSM2"	"5.5"	"ARCHS4 Coexpression,1;GTEx Coexpression,10"	"DENND4B,NUMA1,CRTC1,TNK2,TMEM94,PRRC2B,BAIAP3,PDZD4,CTIF,CAMKV,DEAF1,SNPH,ZMIZ2,PITPNM3,BTBD2,CHST1,ULK1,NPIPA1,SLC25A23,RAB11FIP3,WDTC1"
"gene_set_query"	"2"	"ZNF853"	"11.5"	"ARCHS4 Coexpression,6;GTEx Coexpression,17"	"ADCYAP1R1,NORAD,CRTC1,TNK2,ROM1,HPCAL4,PRRC2B,GFAP,RGMA,PDZD4,CTIF,NUDCD3,TEF,DEAF1,SNPH,PEA15,BTBD2,CHST1,PIP4K2B,SLC25A23,RAB11FIP3"
"gene_set_query"	"3"	"MYPOP"	"13.0"	"ARCHS4 Coexpression,10;GTEx Coexpression,16"	"DENND4B,MAST3,CRTC1,TNK2,MBOAT7,HPCAL4,ELK1,PDZD4,NUDCD3,DEAF1,SNPH,ZMIZ2,BTBD2,TBKBP1,ULK1,NELFB,SLC25A23,WDTC1"
"gene_set_query"	"4"	"NACC2"	"19.0"	"ARCHS4 Coexpression,2;GTEx Coexpression,36"	"ADCYAP1R1,NORAD,CRTC1,TNK2,ROM1,HPCAL4,PRRC2B,GFAP,KIAA0930,ITPKB,PDZD4,CTIF,TEF,SNPH,PEA15,BTBD2,ULK1,NELFB,SLC25A23,WDTC1"
"gene_set_query"	"5"	"THRA"	"47.0"	"Literature ChIP-seq,134;ARCHS4 Coexpression,12;Enrichr Queries,39;GTEx Coexpression,3"	"ADCYAP1R1,AHNAK,CRTC1,IRS2,PDZD4,CTIF,NUDCD3,CAMKV,DEAF1,PEA15,BTBD2,MAPK1,GATD3A,SLC25A23,MAPK3,PRNP,NORAD,ZBTB16,TNK2,ATP2B4,EMP1,HPCAL4,GFAP,TEF,SNPH,PITPNM3,DDIT4,TXNIP,CHST1,VIM,FKBP5,PLEC"
"gene_set_query"	"6"	"KLF9"	"49.75"	"ARCHS4 Coexpression,25;Enrichr Queries,30;ReMap ChIP-seq,111;GTEx Coexpression,33"	"IFITM3,AHNAK,SDC4,PBXIP1,IRS2,HIF3A,TOB2,AQP1,CTIF,MT2A,DEAF1,BTBD2,PDK4,NELFB,GATD3A,PRNP,ENTPD2,ZBTB16,TNK2,FOXJ3,ROM1,ARRDC3,EMP1,PRRC2B,BAIAP3,H1F0,TEF,DDIT4,SERPING1,TXNIP,VIM,LPIN1,FKBP5,PLEC"
"gene_set_query"	"7"	"TEF"	"58.67"	"ARCHS4 Coexpression,48;Enrichr Queries,4;GTEx Coexpression,124"	"IFITM3,PDXK,SDC4,AHNAK,CRTC1,IRS2,TOB2,PDZD4,CTIF,NUDCD3,MT2A,PDK4,GATD3A,SLC25A23,PRNP,ZBTB16,TNK2,ARRDC3,HPCAL4,H1F0,SNPH,PITPNM3,DDIT4,TXNIP,CHST1,VIM,LPIN1,FKBP5,PLEC"
"gene_set_query"	"8"	"ZHX3"	"58.67"	"ARCHS4 Coexpression,88;Enrichr Queries,16;GTEx Coexpression,72"	"ARHGEF26,SDC4,AHNAK,RHOBTB3,IRS2,HIF3A,TOB2,CTIF,MT2A,ZNRF3,PDLIM5,SLC25A23,PRNP,LGI4,ZBTB16,ATP2B4,EMP1,RGMA,GFAP,ITPKB,TEF,SNPH,DDIT4,TXNIP,VIM,LPIN1,FKBP5,PLEC"
"gene_set_query"	"9"	"FIZ1"	"59.0"	"ARCHS4 Coexpression,42;Enrichr Queries,98;GTEx Coexpression,37"	"NUMA1,CRTC1,IRS2,ELK1,PDZD4,NUDCD3,DEAF1,ZMIZ2,BTBD2,NELFB,GATD3A,RAB11FIP3,WDTC1,PRNP,TNK2,MBOAT7,PRRC2B,ITPKB,H1F0,SNPH,DDIT4,TXNIP,ULK1,FKBP5,PLEC"
"gene_set_query"	"10"	"KCNIP3"	"59.5"	"ARCHS4 Coexpression,27;GTEx Coexpression,92"	"PDZD4,CTIF,TEF,DEAF1,SNPH,CRTC1,TNK2,PITPNM3,BTBD2,CHST1,SLC25A23,HPCAL4"
"gene_set_query"	"11"	"ZNF358"	"59.67"	"ARCHS4 Coexpression,15;Enrichr Queries,25;GTEx Coexpression,139"	"IFITM3,AHNAK,CRTC1,TMEM94,MT1X,IRS2,CTIF,PDZD4,NUDCD3,MT2A,ZMIZ2,BTBD2,NELFB,TIMP1,SLC25A23,RAB11FIP3,PRNP,TNK2,TEF,SNPH,DDAH2,DDIT4,TXNIP,ULK1,VIM,PLEC"
"gene_set_query"	"12"	"FLYWCH1"	"61.0"	"ARCHS4 Coexpression,7;GTEx Coexpression,115"	"DENND4B,CRTC1,TNK2,OGA,FOXK1,PRRC2B,ITPKB,CTIF,TEF,SNPH,ZMIZ2,BTBD2,NPIPA1,ULK1,SLC25A23,RAB11FIP3,WDTC1"
"gene_set_query"	"13"	"TSHZ1"	"62.0"	"ARCHS4 Coexpression,11;Enrichr Queries,126;GTEx Coexpression,49"	"AHNAK,CRTC1,IRS2,CTIF,ZMIZ2,BTBD2,NPIPA1,GATD3A,RAB11FIP3,WDTC1,PRNP,ZBTB16,TNK2,ARRDC3,ATP2B4,CRIM1,EMP1,SYTL4,PRRC2B,TEF,WDR82,SNPH,DDIT4,TXNIP,VIM,GSTM5,FKBP5"
"gene_set_query"	"14"	"SCX"	"66.0"	"ARCHS4 Coexpression,66"	"KIAA0930,ZMIZ2,TNK2,BTBD2,ULK1,NELFB,NPIPA1,PLEC"
"gene_set_query"	"15"	"SOX9"	"70.6"	"Literature ChIP-seq,58;ARCHS4 Coexpression,152;Enrichr Queries,82;ReMap ChIP-seq,36;GTEx Coexpression,25"	"IFITM3,ADCYAP1R1,PDXK,ALDH1L1,SDC4,AHNAK,ITGB4,MGST1,IRS2,STON2,TOB2,CNN3,KIAA0930,CTIF,MT2A,NUDCD3,ZNRF3,DEAF1,PEA15,ERBB2,NELFB,GATD3A,TIMP1,PDLIM5,PDLIM4,PRNP,ENTPD2,NORAD,DENND4B,ZBTB16,ROM1,HPCAL1,CRIM1,EMP1,PRRC2B,BAIAP3,GFAP,RGMA,ITPKB,ALDH6A1,H1F0,DDIT4,CHST1,TXNIP,VIM,FKBP5"
"gene_set_query"	"16"	"ZBTB7A"	"73.2"	"ARCHS4 Coexpression,13;ENCODE ChIP-seq,29;Enrichr Queries,153;ReMap ChIP-seq,117;GTEx Coexpression,54"	"IFITM3,SDC4,AHNAK,CRTC1,TMEM94,IRS2,FOXK1,N4BP2L1,HIF3A,TOB2,PWP2,CNN3,KIAA0930,PDZD4,NUDCD3,DEAF1,ZMIZ2,BTBD2,ERBB2,NELFB,GATD3A,SLC25A23,RAB11FIP3,PDLIM4,MAPK3,WDTC1,PRNP,ENTPD2,MBOAT7,TNK2,ROM1,MRTFB,PRRC2B,BAIAP3,TEF,WDR82,SNPH,DDAH2,PITPNM3,DDIT4,PPP1R1B,TXNIP,PLIN3,ULK1,VIM,PLEC"
"gene_set_query"	"17"	"FBXL19"	"74.0"	"ARCHS4 Coexpression,63;GTEx Coexpression,85"	"PDXK,TNK2,HPCAL4,PRRC2B,PDZD4,DEAF1,SNPH,ZMIZ2,BTBD2,ULK1,NELFB,IP6K1,SLC25A23"
"gene_set_query"	"18"	"ZFP41"	"79.0"	"ARCHS4 Coexpression,51;Enrichr Queries,59;GTEx Coexpression,127"	"PDXK,ADCYAP1R1,AHNAK,NUMA1,HMGB2,IRS2,NUDCD3,DEAF1,ZMIZ2,BTBD2,NELFB,IP6K1,PRNP,TNK2,ARRDC3,ATP2B4,PRRC2B,H1F0,TEF,SNPH,DDAH2,DDIT4,TXNIP,ULK1,VIM,FKBP5,PLEC"
"gene_set_query"	"19"	"DEAF1"	"81.75"	"ARCHS4 Coexpression,24;Enrichr Queries,118;ReMap ChIP-seq,135;GTEx Coexpression,50"	"PDXK,NUMA1,AHNAK,CRTC1,AKAP8L,HMGB2,PBXIP1,IRS2,PDZD4,DEAF1,BTBD2,NELFB,SLC25A23,RAB11FIP3,MAPK3,PRNP,DENND4B,TNK2,MBOAT7,ZBTB16,ROM1,HPCAL1,HPCAL4,SNPH,DDIT4,CHST1,TXNIP,ULK1,FKBP5,PLEC"
"gene_set_query"	"20"	"MYRF"	"93.5"	"ARCHS4 Coexpression,40;GTEx Coexpression,147"	"CRTC1,TNK2,ROM1,SVIP,HPCAL4,GFAP,PDZD4,TEF,SNPH,PITPNM3,PEA15,BTBD2,SLC25A23"
"gene_set_query"	"21"	"ZNF395"	"94.67"	"ARCHS4 Coexpression,35;Enrichr Queries,8;GTEx Coexpression,241"	"IFITM3,SDC4,AHNAK,ARHGEF26,NUMA1,MT1X,IRS2,FOXK1,MT2A,ZMIZ2,ERBB2,BTBD2,PDK4,GATD3A,WDTC1,PRNP,ARRDC3,ATP2B4,EMP1,GNG12,PRRC2B,H1F0,WDR82,DDIT4,TXNIP,VIM,LPIN1,FKBP5"
"gene_set_query"	"22"	"FOXO1"	"96.0"	"Literature ChIP-seq,13;ARCHS4 Coexpression,139;Enrichr Queries,43;ReMap ChIP-seq,204;GTEx Coexpression,81"	"RIPOR2,SDC4,AHNAK,NUMA1,AKAP8L,MT1X,PBXIP1,IRS2,N4BP2L1,FOXK1,MT2A,ZNRF3,PDK4,GATD3A,WDTC1,PRNP,DENND4B,ZBTB16,TNK2,FOXJ3,ARRDC3,OGA,CRIM1,ATP2B4,EMP1,PRRC2B,BAIAP3,ITPKB,DDIT4,TXNIP,ULK1,VIM,LPIN1,FKBP5,PLEC"
"gene_set_query"	"23"	"CAMTA2"	"97.0"	"ARCHS4 Coexpression,4;Enrichr Queries,165;GTEx Coexpression,122"	"AHNAK,CRTC1,MAST3,IRS2,PDZD4,CTIF,ZMIZ2,BTBD2,SLC25A23,RAB11FIP3,WDTC1,PRNP,DENND4B,TNK2,HPCAL1,HPCAL4,PRRC2B,TEF,SNPH,PITPNM3,DDIT4,TXNIP,ULK1,VIM,PLEC"
