Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000228794,LINC01128,8,-2.2687,25,-0.6618,41,0.14470,55,0.66089,38,0.00251
ENSG00000188976,NOC2L,28,-0.4570,17,-1.1689,19,-1.3060,47,0.42012,65,1.25679
ENSG00000188290,HES4,18,-0.9856,38,0.15993,38,0.23396,15,-1.3445,47,0.64127
ENSG00000187608,ISG15,46,0.38395,159,2.71928,15,-1.6068,15,-1.4060,33,-0.1532
ENSG00000078808,SDF4,30,-0.8376,30,-0.8327,50,-0.0903,36,-0.6279,80,0.94254
ENSG00000160087,UBE2J2,12,-1.4576,29,-0.1632,24,-0.6686,19,-0.9190,62,1.49185
ENSG00000131584,ACAP3,52,-0.6485,158,1.15244,57,-0.6858,64,-0.3450,100,0.50387
ENSG00000127054,INTS11,16,-1.4485,28,-0.5833,22,-1.1703,38,-0.1064,79,1.57976
ENSG00000107404,DVL1,40,-0.7964,105,0.73961,72,0.19443,28,-1.4134,80,0.39412
ENSG00000175756,AURKAIP1,43,-1.5376,128,0.11114,121,0.03467,57,-1.2262,181,0.90938
ENSG00000221978,CCNL2,57,0.43360,12,-1.8991,24,-1.1577,42,-0.0315,75,1.25567
ENSG00000242485,MRPL20,73,-0.7375,65,-0.9191,130,0.23959,90,-0.4608,151,0.53031
ENSG00000205090,TMEM240,8,-1.6410,3,-2.8905,20,-0.3239,27,0.22278,38,1.04532
ENSG00000160075,SSU72,21,-2.8195,190,0.52221,135,-0.0495,104,-0.4724,185,0.62662
ENSG00000228594,FNDC10,18,-0.5031,18,-0.5133,24,-0.0793,23,-0.1434,32,0.52280
ENSG00000197530,MIB2,6,-1.9327,4,-2.4417,22,-0.1572,15,-0.7291,44,1.41145
ENSG00000248333,CDK11B,103,1.48775,5,-3.1921,32,-0.6045,79,1.19167,25,-0.9740
ENSG00000008130,NADK,7,-1.5520,6,-1.8795,25,0.39986,17,-0.3497,29,0.59887
ENSG00000078369,GNB1,183,-1.6066,595,0.20303,589,0.27484,428,-0.3480,591,0.24439
ENSG00000187730,GABRD,9,-3.6000,101,-0.0988,77,-0.6843,78,-0.5406,201,1.48186
ENSG00000067606,PRKCZ,77,-1.1676,152,-0.1307,152,-0.1929,166,0.00588,218,0.57230
ENSG00000162585,FAAP20,48,0.19059,94,1.31230,39,-0.1732,16,-1.5431,46,0.13348
ENSG00000157933,SKI,55,0.23551,23,-1.1273,51,0.15973,42,-0.2336,53,0.20856
ENSG00000157916,RER1,30,-0.5691,39,-0.1637,44,0.06146,24,-0.9790,60,0.70900
ENSG00000157870,PRXL2B,12,-2.1130,72,0.54086,47,-0.1745,39,-0.4532,71,0.67579
ENSG00000158109,TPRG1L,23,-2.8289,158,0.00956,126,-0.4694,147,-0.1106,248,1.01925
ENSG00000130764,LRRC47,47,-0.3893,21,-1.6085,55,-0.1777,45,-0.5019,94,0.98515
ENSG00000116198,CEP104,116,1.95195,42,0.19050,20,-1.2417,44,0.28773,29,-0.4911
ENSG00000196581,AJAP1,17,-1.6478,15,-1.7942,36,-0.7061,84,0.95686,71,0.71052
ENSG00000069424,KCNAB2,36,-2.5127,345,0.96159,180,-0.1421,133,-0.6249,249,0.53887
ENSG00000116254,CHD5,358,0.26543,172,-0.8808,253,-0.3929,477,0.84796,280,-0.1526
ENSG00000116251,RPL22,733,0.54399,711,0.49398,662,0.57185,302,-0.9216,355,-0.7239
ENSG00000116237,ICMT,14,-1.3526,65,1.05933,29,-0.3499,27,-0.4196,42,0.44414
ENSG00000097021,ACOT7,31,-2.1486,144,0.15241,79,-1.0249,110,-0.3019,243,1.44932
ENSG00000215788,TNFRSF25,3,-3.0090,11,-1.1000,14,-0.9279,25,0.20783,42,1.46088
ENSG00000171680,PLEKHG5,0,-5.2512,3,-3.0029,16,-0.6536,16,-0.5212,49,1.90754
ENSG00000162408,NOL9,46,0.67842,3,-3.4009,31,0.05445,30,0.01916,33,0.16813
ENSG00000162413,KLHL21,21,-0.2015,3,-2.7706,20,-0.3721,26,0.13670,36,0.84766
ENSG00000007923,DNAJC11,21,-0.7124,16,-1.1058,32,-0.0504,38,0.22149,41,0.43689
ENSG00000171735,CAMTA1,129,-1.7623,440,0.11232,376,-0.1882,660,0.89956,370,-0.1951
ENSG00000049246,PER3,35,-0.5640,14,-1.9484,62,0.51137,51,0.01992,51,0.04258
ENSG00000116288,PARK7,74,-1.8159,509,1.22075,273,0.26146,124,-1.1278,255,0.08486
ENSG00000116285,ERRFI1,0,-4.9261,12,-1.0604,26,0.22183,22,-0.0737,33,0.68865
ENSG00000162426,SLC45A1,0,-5.2074,3,-2.9203,12,-1.1325,12,-0.9023,53,2.44491
ENSG00000142599,RERE,255,0.83897,105,-0.5849,115,-0.5950,173,0.22793,171,0.22531
ENSG00000074800,ENO1,186,-1.0528,91,-2.1233,483,0.67059,215,-0.9028,471,0.51582
ENSG00000171612,SLC25A33,3,-3.0596,3,-3.2491,47,1.64957,19,-0.5931,20,-0.5190
ENSG00000171603,CLSTN1,149,-2.0556,494,-0.2502,365,-0.9421,688,0.30756,965,1.14895
ENSG00000178585,CTNNBIP1,24,-0.6463,67,0.99360,38,0.09951,29,-0.4128,33,-0.1614
ENSG00000162441,LZIC,64,0.56946,6,-3.0265,55,0.51954,47,0.09331,35,-0.4386
