Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
ENSG00000228794,LINC01128,9,-2.1499,43,2.14996
ENSG00000188976,NOC2L,15,-2.0291,61,2.02915
ENSG00000188290,HES4,2,-3.6182,31,3.61821
ENSG00000187608,ISG15,21,-0.8850,39,0.88505
ENSG00000188157,AGRN,13,-1.2678,31,1.26785
ENSG00000078808,SDF4,45,-0.4531,62,0.45313
ENSG00000176022,B3GALT6,5,-2.0142,21,2.01424
ENSG00000160087,UBE2J2,17,-1.2386,41,1.23864
ENSG00000131584,ACAP3,45,-0.9112,86,0.91120
ENSG00000127054,INTS11,19,-1.4644,53,1.46445
ENSG00000224051,CPTP,5,-2.1041,22,2.10411
ENSG00000107404,DVL1,13,-2.1759,61,2.17590
ENSG00000175756,AURKAIP1,77,-1.2295,181,1.22950
ENSG00000221978,CCNL2,76,0.28861,62,-0.2886
ENSG00000242485,MRPL20,82,-0.9378,158,0.93781
ENSG00000235098,ANKRD65,44,0.44201,32,-0.4420
ENSG00000179403,VWA1,142,2.90535,19,-2.9053
ENSG00000205090,TMEM240,11,-1.4664,31,1.46642
ENSG00000160075,SSU72,51,-1.5312,148,1.53120
ENSG00000228594,FNDC10,1,-4.6652,31,4.66527
ENSG00000197530,MIB2,7,-2.2205,34,2.22056
ENSG00000248333,CDK11B,46,-0.4876,65,0.48763
ENSG00000189339,SLC35E2B,28,0.48631,20,-0.4863
ENSG00000008128,CDK11A,44,0.91774,23,-0.9177
ENSG00000215790,SLC35E2A,19,-0.0731,20,0.07311
ENSG00000008130,NADK,16,-0.5606,24,0.56069
ENSG00000078369,GNB1,194,-1.5673,576,1.56734
ENSG00000187730,GABRD,2,-6.5561,196,6.55618
ENSG00000067606,PRKCZ,66,-1.8094,233,1.80946
ENSG00000162585,FAAP20,27,-0.7220,45,0.72206
ENSG00000157933,SKI,51,0.51706,36,-0.5170
ENSG00000157916,RER1,47,-0.1526,52,0.15267
ENSG00000157911,PEX10,28,0.30277,23,-0.3027
ENSG00000157870,PRXL2B,12,-1.6723,40,1.67232
ENSG00000177133,PRDM16-DT,15,-1.0993,32,1.09934
ENSG00000158109,TPRG1L,25,-3.0843,220,3.08434
ENSG00000130764,LRRC47,54,-0.5150,78,0.51507
ENSG00000116198,CEP104,116,1.70853,35,-1.7085
ENSG00000196581,AJAP1,19,-1.6916,63,1.69169
ENSG00000069424,KCNAB2,17,-3.4183,182,3.41837
ENSG00000116254,CHD5,39,-2.9809,311,2.98093
ENSG00000116251,RPL22,789,0.97234,402,-0.9723
ENSG00000116237,ICMT,22,-1.1331,48,1.13312
ENSG00000097021,ACOT7,26,-2.7024,171,2.70244
ENSG00000215788,TNFRSF25,1,-4.4032,24,4.40329
ENSG00000171680,PLEKHG5,4,-2.5410,25,2.54109
ENSG00000162408,NOL9,35,0.30744,28,-0.3074
ENSG00000162413,KLHL21,31,0.02934,30,-0.0293
ENSG00000041988,THAP3,12,-0.7287,20,0.72873
ENSG00000007923,DNAJC11,30,-0.3788,39,0.37888
ENSG00000171735,CAMTA1,195,-1.4559,535,1.45591
