Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,11,-1.8194,20,-0.9205,41,1.41040
ENSG00000188976,NOC2L,28,-0.7822,23,-1.1174,52,1.02512
ENSG00000188290,HES4,10,-2.2652,58,0.42941,47,0.47164
ENSG00000187608,ISG15,21,-0.8069,44,0.31334,37,0.17753
ENSG00000188157,AGRN,17,-0.6803,27,0.06517,27,0.29804
ENSG00000078808,SDF4,55,-0.0832,84,0.59799,55,-0.3282
ENSG00000176022,B3GALT6,13,-1.0943,20,-0.4922,30,0.83834
ENSG00000160087,UBE2J2,22,-0.6769,22,-0.6900,37,0.74998
ENSG00000131584,ACAP3,57,-0.5832,64,-0.3881,88,0.53327
ENSG00000127054,INTS11,34,-0.4755,21,-1.2254,51,0.88322
ENSG00000224051,CPTP,7,-1.6276,25,0.31142,22,0.43698
ENSG00000107404,DVL1,34,-0.9139,122,1.14206,57,-0.4350
ENSG00000175756,AURKAIP1,73,-1.3906,127,-0.5464,200,0.99644
ENSG00000221978,CCNL2,63,0.12448,33,-0.8876,61,0.34256
ENSG00000242485,MRPL20,118,-0.3636,127,-0.2537,155,0.34207
ENSG00000235098,ANKRD65,55,1.16856,34,0.34678,23,-0.9367
ENSG00000179403,VWA1,228,3.86769,41,0.17459,12,-3.4352
ENSG00000205090,TMEM240,5,-2.5186,23,-0.4558,34,1.26947
ENSG00000160075,SSU72,55,-1.4309,96,-0.5822,155,1.03607
ENSG00000228594,FNDC10,6,-2.4216,45,0.68883,30,0.26500
ENSG00000272106,AL691432.2,15,-0.0760,20,0.36529,15,-0.1787
ENSG00000197530,MIB2,15,-1.2086,38,0.20302,35,0.40020
ENSG00000248333,CDK11B,74,0.67047,51,0.04864,46,-0.4406
ENSG00000189339,SLC35E2B,15,-0.6559,21,-0.1361,25,0.41717
ENSG00000008128,CDK11A,54,0.77554,37,0.14595,30,-0.5598
ENSG00000215790,SLC35E2A,14,-1.0768,37,0.36217,30,0.23694
ENSG00000008130,NADK,12,-1.1338,25,-0.1053,28,0.59730
ENSG00000078369,GNB1,209,-1.5903,740,0.37286,616,0.37767
ENSG00000187730,GABRD,1,-6.9815,57,-1.4796,179,2.61550
ENSG00000067606,PRKCZ,91,-1.2027,99,-1.0693,223,1.22969
ENSG00000162585,FAAP20,40,-0.1288,69,0.75867,40,-0.4187
ENSG00000157933,SKI,27,-0.2873,62,1.07661,30,-0.5891
ENSG00000157916,RER1,58,0.08730,62,0.20287,54,-0.1653
ENSG00000157911,PEX10,17,-0.4466,57,1.57315,19,-0.9379
ENSG00000149527,PLCH2,19,-0.0652,19,-0.0409,20,0.05959
ENSG00000157870,PRXL2B,8,-2.5953,46,0.01391,50,0.88920
ENSG00000158109,TPRG1L,33,-2.6086,88,-1.1713,218,1.84872
ENSG00000130764,LRRC47,71,-0.0345,46,-0.7118,76,0.37743
ENSG00000116198,CEP104,87,1.77522,53,0.87096,22,-1.6779
ENSG00000196581,AJAP1,30,-0.3673,27,-0.5265,40,0.49219
ENSG00000069424,KCNAB2,21,-3.3868,218,0.09425,227,0.92225
ENSG00000116254,CHD5,33,-2.9073,158,-0.5699,260,1.44257
ENSG00000116251,RPL22,853,0.47448,917,0.59508,576,-0.6191
ENSG00000116237,ICMT,22,-0.7107,27,-0.4238,38,0.61813
ENSG00000097021,ACOT7,53,-2.1117,53,-2.1232,254,2.25001
ENSG00000171680,PLEKHG5,0,-6.7451,20,-0.1896,26,1.34120
ENSG00000162408,NOL9,24,-0.2596,15,-0.9093,30,0.60953
