Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000228794,LINC01128,58,0.72761,14,-1.4361,18,-1.1889,40,0.14558,45,0.69237
ENSG00000188976,NOC2L,58,0.35297,21,-1.2130,28,-0.8995,33,-0.5280,60,0.87619
ENSG00000188290,HES4,58,0.18427,54,0.07726,78,0.87332,32,-0.7157,40,-0.6618
ENSG00000187608,ISG15,58,-0.3037,150,1.23894,111,0.97091,31,-1.2337,45,-1.0718
ENSG00000188157,AGRN,58,1.14068,34,0.25422,23,-0.3930,29,0.02911,26,-0.3019
ENSG00000078808,SDF4,58,-0.0374,54,-0.1387,58,-0.0428,55,-0.1200,62,0.11948
ENSG00000160087,UBE2J2,58,0.86497,14,-1.2833,38,0.21225,24,-0.5047,33,-0.0972
ENSG00000131584,ACAP3,66,-0.1410,85,0.27224,69,-0.0856,167,1.39321,56,-0.6264
ENSG00000127054,INTS11,58,0.71041,35,-0.0748,30,-0.3708,44,0.27753,36,-0.0758
ENSG00000107404,DVL1,58,0.29060,10,-2.2457,74,0.91549,41,-0.2595,41,-0.4389
ENSG00000175756,AURKAIP1,58,-1.4525,75,-1.0575,213,0.71141,66,-1.2473,161,0.20831
ENSG00000221978,CCNL2,58,-0.0765,77,0.36859,32,-1.1138,102,0.84421,66,0.24187
ENSG00000242485,MRPL20,85,-1.0523,59,-1.5822,205,0.39613,101,-0.7862,193,0.42758
ENSG00000235098,ANKRD65,58,1.07050,55,0.97481,30,-0.0105,6,-2.3310,25,-0.4554
ENSG00000205090,TMEM240,58,1.38706,4,-2.5547,19,-0.5086,21,-0.2229,26,0.17672
ENSG00000160075,SSU72,58,-1.4588,66,-1.2583,176,0.29820,111,-0.4831,175,0.46326
ENSG00000228594,FNDC10,58,0.87597,7,-2.3257,50,0.81436,13,-1.4381,29,-0.3643
ENSG00000197530,MIB2,58,0.93447,27,-0.2576,33,0.05499,22,-0.5607,30,-0.1962
ENSG00000248333,CDK11B,58,0.00989,134,1.40077,55,-0.0826,111,1.06973,37,-1.0682
ENSG00000008128,CDK11A,58,0.54245,95,1.38107,45,0.18863,71,0.88535,22,-1.4164
ENSG00000215790,SLC35E2A,58,1.04157,22,-0.5064,41,0.59571,20,-0.6061,24,-0.6400
ENSG00000008130,NADK,58,1.29040,16,-0.7290,28,0.13313,14,-0.9586,24,-0.2678
ENSG00000078369,GNB1,484,-0.1551,320,-0.7902,688,0.50968,359,-0.6150,531,-0.0189
ENSG00000187730,GABRD,58,-1.4405,13,-3.5488,114,-0.4996,139,-0.1151,207,1.16557
ENSG00000067606,PRKCZ,161,-0.3577,161,-0.3604,198,-0.0446,179,-0.1949,223,0.28835
ENSG00000162585,FAAP20,58,0.59733,43,0.13982,56,0.70094,25,-0.6731,30,-0.6898
ENSG00000157933,SKI,58,0.84931,52,0.68695,47,0.64097,60,0.91686,16,-1.6386
ENSG00000157916,RER1,58,0.31316,24,-1.0096,47,-0.0210,35,-0.4550,52,0.26531
ENSG00000157870,PRXL2B,58,0.07877,13,-2.0872,74,0.60994,36,-0.6446,55,-0.0039
ENSG00000177133,PRDM16-DT,58,1.50725,5,-2.0878,49,1.72769,8,-1.5134,10,-1.8417
ENSG00000158109,TPRG1L,58,-1.7850,69,-1.5164,156,-0.3477,131,-0.5565,256,1.07239
ENSG00000130764,LRRC47,58,-0.4039,34,-1.2063,56,-0.5316,65,-0.2322,96,0.82126
ENSG00000116198,CEP104,58,0.83341,64,1.00830,27,-0.4685,38,0.16268,29,-0.4686
ENSG00000196581,AJAP1,58,0.39541,23,-1.0198,42,-0.1445,64,0.55217,45,0.00566
ENSG00000069424,KCNAB2,58,-1.8571,41,-2.3486,294,0.82870,193,-0.0354,200,0.02678
ENSG00000116254,CHD5,58,-1.9811,41,-2.4915,260,0.37552,556,1.59190,191,-0.3210
