Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000237491,LINC01409,14,0.11587,6,-1.2312,15,0.25786
ENSG00000228794,LINC01128,32,0.89553,10,-1.4180,19,-0.5389
ENSG00000188976,NOC2L,46,0.60377,24,-0.7361,32,-0.3980
ENSG00000188290,HES4,68,0.24533,97,0.70888,44,-0.7165
ENSG00000187608,ISG15,34,-0.8422,63,0.48671,62,0.65298
ENSG00000188157,AGRN,25,0.01933,23,-0.1052,25,0.02394
ENSG00000131591,C1orf159,11,-0.0978,10,-0.1008,12,0.15022
ENSG00000078808,SDF4,66,-0.6010,69,-0.2651,112,0.73384
ENSG00000176022,B3GALT6,21,-0.0181,22,0.06289,21,-0.0082
ENSG00000160087,UBE2J2,43,-0.0949,48,0.13348,45,0.04411
ENSG00000162572,SCNN1D,8,0.33642,4,-1.0847,8,-0.0073
ENSG00000131584,ACAP3,70,0.26076,50,-0.4249,61,-0.1194
ENSG00000169972,PUSL1,13,-0.0427,11,-0.2219,14,0.13839
ENSG00000127054,INTS11,56,0.41111,35,-0.5239,44,-0.2523
ENSG00000224051,CPTP,15,-0.0061,17,0.17178,15,-0.0737
ENSG00000107404,DVL1,39,-0.0421,30,-0.4611,44,0.22242
ENSG00000162576,MXRA8,6,-1.8142,52,2.53470,13,-0.1027
ENSG00000175756,AURKAIP1,171,0.25828,156,-0.0246,139,-0.2822
ENSG00000221978,CCNL2,81,0.13106,56,-0.5226,80,0.05651
ENSG00000224870,MRPL20-AS1,10,-0.5815,15,0.33615,15,0.46638
ENSG00000242485,MRPL20,156,-0.4383,219,0.31689,209,0.32693
ENSG00000235098,ANKRD65,27,-0.6652,32,-0.1238,47,0.74719
ENSG00000179403,VWA1,29,-2.7229,86,-0.3103,234,2.57906
ENSG00000160072,ATAD3B,15,1.23343,8,-0.6056,6,-1.2076
ENSG00000197785,ATAD3A,12,0.03800,19,0.74532,10,-0.4739
ENSG00000205090,TMEM240,22,1.08057,6,-1.4291,11,-0.7424
ENSG00000160075,SSU72,127,0.31915,128,0.17041,92,-0.4541
ENSG00000228594,FNDC10,24,1.47799,18,0.03167,5,-2.0190
ENSG00000272106,AL691432.2,28,0.18107,30,0.23842,22,-0.3255
ENSG00000197530,MIB2,42,1.16372,13,-1.3071,20,-0.8679
ENSG00000248333,CDK11B,19,0.36501,11,-0.6970,16,-0.1437
ENSG00000189339,SLC35E2B,15,0.87467,3,-2.0673,10,-0.3999
ENSG00000008128,CDK11A,14,0.20195,10,-0.4468,12,-0.0465
ENSG00000215790,SLC35E2A,22,1.29436,7,-1.1712,9,-1.0605
ENSG00000008130,NADK,18,-0.0361,19,0.04975,19,0.01781
ENSG00000078369,GNB1,518,0.72571,386,-0.1620,289,-0.7797
ENSG00000187730,GABRD,169,3.11215,37,-1.5713,13,-3.4304
ENSG00000067606,PRKCZ,153,0.72796,64,-1.0447,101,-0.4454
ENSG00000162585,FAAP20,30,-0.4420,48,0.49061,39,0.24085
ENSG00000157933,SKI,25,-0.3499,56,1.17295,24,-0.3271
ENSG00000157916,RER1,70,-0.4815,92,0.17357,101,0.43942
ENSG00000157911,PEX10,22,-0.8428,42,0.53342,40,0.62916
ENSG00000149527,PLCH2,15,-0.1761,12,-0.4641,19,0.36486
ENSG00000157881,PANK4,9,1.19462,5,-0.4192,3,-1.2519
ENSG00000157870,PRXL2B,29,0.63006,29,0.27836,15,-0.9190
ENSG00000177133,PRDM16-DT,19,0.25045,24,0.55819,13,-0.6108
ENSG00000142611,PRDM16,8,-0.5766,19,1.08843,10,0.00455
ENSG00000158109,TPRG1L,196,1.33096,77,-0.9733,78,-1.1737
ENSG00000116213,WRAP73,9,-0.0253,9,0.07339,9,-0.0050
ENSG00000130764,LRRC47,85,0.44860,58,-0.4116,64,-0.3364
ENSG00000116198,CEP104,17,-1.2866,39,0.57755,42,1.02306
ENSG00000198912,C1orf174,13,0.45742,4,-1.4364,11,-0.0610
ENSG00000196581,AJAP1,47,0.50853,23,-0.9105,37,-0.2389
ENSG00000131697,NPHP4,11,0.27547,6,-0.8164,10,-0.0108
ENSG00000069424,KCNAB2,197,1.78935,70,-1.0247,52,-1.7417
ENSG00000116254,CHD5,141,1.58267,60,-0.7928,42,-1.5774
ENSG00000116251,RPL22,599,-0.2794,906,0.53513,668,0.03842
ENSG00000116237,ICMT,54,1.16957,34,-0.2747,20,-1.3009
ENSG00000158292,GPR153,13,1.26864,6,-0.5654,5,-1.2734
ENSG00000097021,ACOT7,235,1.03697,97,-0.9876,120,-0.8157
ENSG00000215788,TNFRSF25,16,2.02701,9,-0.2203,2,-2.7953
ENSG00000171680,PLEKHG5,29,1.34549,14,-0.6569,10,-1.3290
ENSG00000162408,NOL9,23,-0.0874,28,0.28484,23,-0.0393
ENSG00000162413,KLHL21,22,-0.9476,18,-0.8827,51,1.25036
ENSG00000116273,PHF13,41,0.56271,20,-0.8352,30,-0.3209
ENSG00000041988,THAP3,29,0.48873,14,-0.8299,22,-0.2402
ENSG00000007923,DNAJC11,26,0.42806,28,0.31337,16,-0.6753
ENSG00000171735,CAMTA1,313,1.37197,177,-0.4001,102,-1.5072
ENSG00000049245,VAMP3,34,-2.1481,100,0.24576,168,1.89905
ENSG00000049246,PER3,38,-0.6256,60,0.39648,58,0.48176
ENSG00000116288,PARK7,397,0.58596,336,-0.0066,240,-0.6866
ENSG00000116285,ERRFI1,50,0.32171,37,-0.3168,40,-0.2287
ENSG00000162426,SLC45A1,30,1.32202,7,-1.6145,13,-0.9713
ENSG00000142599,RERE,95,0.02544,84,-0.1748,96,0.04564
ENSG00000074800,ENO1,508,-0.4237,983,0.87595,581,-0.0149
ENSG00000142583,SLC2A5,11,-1.2441,41,1.43525,21,0.42676
ENSG00000171621,SPSB1,9,-0.4984,6,-0.8137,15,0.79285
ENSG00000171612,SLC25A33,49,-0.1900,120,1.45493,34,-0.8097
ENSG00000188807,TMEM201,13,-0.2045,11,-0.3567,17,0.35908
ENSG00000171603,CLSTN1,856,1.22249,382,-0.8124,362,-1.1026
ENSG00000178585,CTNNBIP1,47,-0.6346,54,-0.1180,79,0.71455
ENSG00000162441,LZIC,40,-1.3042,84,0.37127,106,1.14298
ENSG00000162444,RBP7,22,-2.8571,53,-0.7692,203,2.86442
ENSG00000130939,UBE4B,35,-0.2008,27,-0.5045,44,0.40337
ENSG00000054523,KIF1B,316,0.09283,234,-0.4367,317,0.06920
ENSG00000284642,AL139424.2,18,0.07941,19,0.18041,16,-0.1758
ENSG00000142657,PGD,67,-0.3038,59,-0.3539,90,0.46157
ENSG00000175279,CENPS,9,1.03713,7,-0.0357,3,-1.2691
ENSG00000241563,CORT,38,-1.8428,5,-4.1308,183,2.46810
ENSG00000160049,DFFA,24,-0.7207,32,0.03973,42,0.73851
ENSG00000142655,PEX14,22,1.15832,13,-0.3374,8,-1.2487
ENSG00000120948,TARDBP,55,-0.2114,44,-0.4524,70,0.39794
ENSG00000271895,AL109811.2,28,-0.0397,24,-0.2965,31,0.16296
ENSG00000116649,SRM,49,0.26783,55,0.32213,36,-0.4787
ENSG00000171824,EXOSC10,41,-0.0760,44,0.06489,43,0.05505
ENSG00000198793,MTOR,40,0.82689,13,-1.3606,25,-0.4762
ENSG00000120942,UBIAD1,10,-1.3133,17,0.00994,29,1.31017
ENSG00000204624,DISP3,11,-0.1063,22,1.00129,9,-0.4897
ENSG00000116661,FBXO2,130,-0.1894,337,1.57537,85,-0.9496
ENSG00000132879,FBXO44,78,0.94350,39,-0.7151,41,-0.8007
ENSG00000116670,MAD2L2,17,-0.3546,27,0.51630,21,0.13217
ENSG00000177674,AGTRAP,6,-2.2533,37,1.48624,25,1.19021
ENSG00000177000,MTHFR,15,0.49051,8,-0.7245,11,-0.2743
ENSG00000011021,CLCN6,52,0.39522,42,-0.1684,39,-0.3759
ENSG00000116685,KIAA2013,30,-1.0829,63,0.52480,66,0.86408
ENSG00000083444,PLOD1,14,-0.6741,9,-1.1107,28,1.03476
ENSG00000116688,MFN2,105,0.47607,71,-0.4061,76,-0.3701
ENSG00000116691,MIIP,9,-1.2224,39,1.64018,17,0.23701
ENSG00000048707,VPS13D,91,0.85385,52,-0.5412,50,-0.7617
ENSG00000162496,DHRS3,27,-0.9964,87,1.34876,45,0.25265
ENSG00000162493,PDPN,5,-2.0622,46,2.36800,14,0.27807
ENSG00000116731,PRDM2,162,0.68143,82,-0.7870,107,-0.4697
ENSG00000189337,KAZN,57,-0.8454,71,-0.1508,115,0.93387
ENSG00000142634,EFHD2,110,0.66560,46,-1.0732,77,-0.3684
ENSG00000132906,CASP9,6,-1.0880,5,-0.9293,16,1.39563
ENSG00000116138,DNAJC16,30,0.84612,13,-0.9840,18,-0.5962
ENSG00000197312,DDI2,27,0.45865,8,-1.6030,23,-0.0320
ENSG00000116786,PLEKHM2,75,0.38844,66,-0.0415,55,-0.4274
ENSG00000179743,AL450998.2,6,-1.3632,13,0.43312,17,1.16519
ENSG00000065526,SPEN,93,-0.4889,129,0.25907,131,0.40778
ENSG00000116809,ZBTB17,9,-1.1482,10,-0.6604,26,1.38371
ENSG00000185519,FAM131C,11,1.90487,3,-1.2844,2,-1.7783
ENSG00000037637,FBXO42,23,0.65777,11,-0.8694,15,-0.4172
ENSG00000055070,SZRD1,23,-1.2472,77,1.21356,49,0.59529
ENSG00000157191,NECAP2,10,-1.3776,34,1.15119,23,0.75643
ENSG00000219481,NBPF1,5,-1.3319,12,0.48333,15,1.11230
ENSG00000058453,CROCC,7,-0.2506,16,1.16709,6,-0.4460
ENSG00000159363,ATP13A2,78,1.08111,47,-0.3884,33,-1.1182
ENSG00000117118,SDHB,99,0.31959,81,-0.1865,79,-0.2801
ENSG00000117115,PADI2,47,-2.5481,186,0.34455,310,2.13372
ENSG00000179051,RCC2,19,0.19384,14,-0.3967,17,-0.0554
ENSG00000074964,ARHGEF10L,10,-0.4288,17,0.51114,13,0.21549
ENSG00000117154,IGSF21,66,0.67587,44,-0.3302,40,-0.6374
ENSG00000159423,ALDH4A1,18,-0.7025,50,1.32506,23,-0.0407
ENSG00000169991,IFFO2,10,0.26916,12,0.46441,7,-0.5705
ENSG00000127481,UBR4,19,0.50854,15,-0.1787,13,-0.5053
ENSG00000127463,EMC1,38,0.23245,33,-0.1226,32,-0.2079
ENSG00000053372,MRTO4,41,0.43679,21,-0.7964,33,-0.1927
ENSG00000053371,AKR7A2,28,-0.5841,79,1.45319,30,-0.2895
ENSG00000040487,SLC66A1,8,-0.0288,3,-1.2657,10,0.41490
ENSG00000077549,CAPZB,148,0.06384,134,-0.1296,144,-0.0151
ENSG00000173436,MICOS10,336,0.63610,226,-0.3579,213,-0.5775
ENSG00000158747,NBL1,141,0.53248,119,-0.0450,91,-0.5999
ENSG00000169914,OTUD3,27,0.79244,14,-0.7312,16,-0.6164
ENSG00000162545,CAMK2N1,1440,0.12291,1475,0.09938,1272,-0.1853
ENSG00000090432,MUL1,24,0.03443,16,-0.5587,25,0.17202
ENSG00000183114,FAM43B,12,0.66256,12,0.35430,6,-1.0185
ENSG00000158828,PINK1,382,0.88929,238,-0.3889,195,-0.8727
ENSG00000244038,DDOST,27,0.27134,27,0.15873,21,-0.3901
ENSG00000117245,KIF17,21,1.38699,10,-0.6861,7,-1.3693
ENSG00000189410,SH2D5,40,2.60666,15,-0.8052,3,-3.2681
ENSG00000127483,HP1BP3,236,-0.1163,185,-0.4466,280,0.29631
ENSG00000075151,EIF4G3,195,1.19404,50,-1.6506,96,-0.8193
ENSG00000117298,ECE1,25,-1.0273,72,1.15904,44,0.42487
ENSG00000076864,RAP1GAP,198,0.50136,78,-1.2273,161,-0.1516
ENSG00000090686,USP48,60,-0.3512,62,-0.1361,81,0.43278
ENSG00000070831,CDC42,225,-0.4219,215,-0.2948,330,0.56302
ENSG00000173372,C1QA,19,-1.0277,59,1.27319,33,0.34196
ENSG00000159189,C1QC,12,-2.1375,68,1.37265,49,1.19789
ENSG00000173369,C1QB,21,-1.7318,119,1.80658,55,0.54818
ENSG00000133216,EPHB2,9,0.56912,2,-1.8384,7,-0.1104
ENSG00000004487,KDM1A,51,0.59736,16,-1.5542,40,-0.1878
ENSG00000169641,LUZP1,105,1.36544,48,-0.7172,38,-1.3260
ENSG00000125944,HNRNPR,148,-0.4861,176,0.01741,217,0.51133
ENSG00000125945,ZNF436,24,-0.1952,16,-0.7492,32,0.46799
ENSG00000249087,ZNF436-AS1,17,0.59103,11,-0.4194,11,-0.4985
ENSG00000088280,ASAP3,9,-0.9534,24,0.98148,16,0.47351
ENSG00000117318,ID3,9,-3.5869,280,3.23374,63,0.20340
ENSG00000142676,RPL11,472,-0.5842,775,0.48774,686,0.39211
ENSG00000011007,ELOA,30,0.25455,11,-1.3453,30,0.13550
ENSG00000057757,PITHD1,181,0.43848,97,-0.7790,145,-0.1997
ENSG00000011009,LYPLA2,20,0.72787,5,-1.6607,14,-0.3080
ENSG00000117308,GALE,18,1.03564,8,-0.8714,9,-0.8534
ENSG00000117305,HMGCL,21,-0.6065,37,0.59038,30,0.35930
ENSG00000179163,FUCA1,18,0.52890,15,-0.0695,12,-0.5829
ENSG00000189266,PNRC2,55,-0.0387,59,0.09549,56,-0.0003
ENSG00000188529,SRSF10,79,-0.3839,108,0.30023,102,0.27756
ENSG00000001461,NIPAL3,86,-1.0670,99,-0.4162,209,1.23525
ENSG00000117602,RCAN3,6,-1.7948,3,-1.8246,26,2.22971
ENSG00000133226,SRRM1,164,-0.1304,152,-0.1890,189,0.22012
ENSG00000169504,CLIC4,46,-2.6080,221,0.62789,305,2.00842
ENSG00000117614,SYF2,113,-0.1828,154,0.41338,120,-0.0008
ENSG00000117616,RSRP1,31,0.11681,13,-1.1993,33,0.25026
ENSG00000183726,TMEM50A,83,-0.6124,126,0.33411,128,0.49906
ENSG00000204178,MACO1,53,0.57186,27,-0.7828,38,-0.3471
ENSG00000157978,LDLRAP1,9,-1.6683,8,-1.1062,36,1.97537
ENSG00000117643,MAN1C1,34,0.92743,29,0.12310,14,-1.2244
ENSG00000162430,SELENON,25,-0.5529,48,0.77337,33,0.19430
ENSG00000117640,MTFR1L,51,0.38368,38,-0.3122,40,-0.3013
ENSG00000117632,STMN1,1508,0.33081,509,-1.5378,1429,0.09107
ENSG00000158008,EXTL1,32,1.54620,14,-0.7765,10,-1.5365
ENSG00000175087,PDIK1L,20,1.08500,21,0.51301,5,-1.8410
ENSG00000142684,ZNF593,33,0.52169,24,-0.2861,23,-0.4727
ENSG00000130695,CEP85,5,-2.2157,7,-1.1185,34,2.46086
ENSG00000142669,SH3BGRL3,137,-0.6512,244,0.58276,206,0.40982
ENSG00000158062,UBXN11,16,1.57543,13,0.24161,2,-2.4682
ENSG00000117682,DHDDS,19,-0.0398,17,-0.2203,21,0.13454
ENSG00000198830,HMGN2,201,-0.9958,445,0.71376,387,0.67884
ENSG00000117676,RPS6KA1,4,-1.8868,4,-1.1429,21,2.18015
ENSG00000117713,ARID1A,50,-0.5450,74,0.35083,72,0.42163
ENSG00000204160,ZDHHC18,23,0.21206,17,-0.4055,21,-0.0723
ENSG00000142751,GPN2,19,0.29476,11,-0.7038,16,-0.0645
ENSG00000198746,GPATCH3,11,0.39350,15,0.67682,6,-0.8944
ENSG00000090273,NUDC,186,0.30497,162,-0.0775,146,-0.3119
ENSG00000253368,TRNP1,47,1.93836,15,-1.1185,11,-1.8985
ENSG00000090020,SLC9A1,15,0.96458,15,0.46895,5,-1.5802
ENSG00000142784,WDTC1,17,-0.1379,27,0.64693,16,-0.1918
ENSG00000186501,TMEM222,52,-0.6399,60,-0.1114,88,0.71736
ENSG00000181773,GPR3,9,0.34161,7,-0.1781,7,-0.3092
ENSG00000158195,WASF2,38,-2.3478,206,1.09725,193,1.53616
ENSG00000126705,AHDC1,35,0.06989,30,-0.2398,35,0.02239
