Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000228794,LINC01128,6,-2.3731,6,-2.4218,37,0.28257,24,-0.4181,35,0.15845,43,0.51857,35,0.18512,30,-0.0596,63,1.15187,32,0.05064,32,0.04759
ENSG00000188976,NOC2L,6,-2.8383,26,-0.7853,29,-0.6027,22,-1.0211,48,0.15401,68,0.74602,90,1.21136,54,0.36596,60,0.51613,36,-0.2916,36,-0.2808
ENSG00000188290,HES4,14,-0.7503,4,-2.4179,46,1.11218,29,0.35086,42,0.97017,16,-0.6005,16,-0.5484,42,0.98839,15,-0.6841,21,-0.1700,10,-1.2929
ENSG00000187608,ISG15,6,-2.2022,20,-0.5364,19,-0.6151,42,0.65664,71,1.58921,51,0.98216,9,-1.7037,21,-0.4116,24,-0.2514,20,-0.5257,24,-0.2337
ENSG00000188157,AGRN,6,-1.7064,27,0.49317,40,1.13809,13,-0.6503,21,0.12890,12,-0.7338,25,0.39810,24,0.29105,22,0.18065,8,-1.3327,19,-0.0901
ENSG00000078808,SDF4,6,-2.8772,49,0.17420,63,0.57512,36,-0.3360,56,0.36885,44,-0.0180,91,1.19821,47,0.11155,31,-0.5557,35,-0.3730,28,-0.6903
ENSG00000176022,B3GALT6,86,1.93386,8,-1.8597,11,-1.4492,22,-0.3907,18,-0.6679,25,-0.1486,20,-0.4925,61,1.28483,15,-0.9587,14,-1.0980,29,0.03174
ENSG00000160087,UBE2J2,271,3.06918,19,-1.5600,23,-1.2586,43,-0.3231,37,-0.5515,26,-1.0997,63,0.26048,51,-0.0771,16,-1.8103,14,-2.0316,25,-1.1491
ENSG00000131584,ACAP3,82,0.38396,42,-0.6614,97,0.67617,72,0.18495,41,-0.6833,31,-1.1235,138,1.27866,88,0.51430,66,0.03701,28,-1.2405,20,-1.7500
ENSG00000127054,INTS11,93,1.11683,43,-0.1341,43,-0.1371,21,-1.2357,42,-0.1847,51,0.12241,75,0.76189,60,0.38167,35,-0.4456,24,-1.0006,30,-0.6763
ENSG00000224051,CPTP,6,-1.2306,11,-0.3198,10,-0.5514,13,-0.1904,10,-0.4682,18,0.39860,27,1.04071,22,0.68754,14,0.00745,11,-0.3242,13,-0.1629
ENSG00000107404,DVL1,6,-2.7066,26,-0.6249,47,0.27496,87,1.32637,38,-0.0390,18,-1.1633,79,1.15344,52,0.43316,28,-0.5262,23,-0.8333,28,-0.5207
ENSG00000175756,AURKAIP1,95,-0.6233,79,-0.8968,87,-0.7651,136,-0.0719,255,0.96329,194,0.50125,170,0.28840,233,0.80636,84,-0.8153,146,0.04209,84,-0.8182
ENSG00000221978,CCNL2,6,-3.1015,60,0.23949,104,1.16191,27,-1.0001,32,-0.7529,50,-0.0433,85,0.81675,73,0.54653,60,0.24976,42,-0.3253,28,-0.9086
ENSG00000242485,MRPL20,39,-1.7267,89,-0.4926,60,-1.0816,116,-0.0745,272,1.34545,152,0.34999,178,0.61464,104,-0.2527,84,-0.5778,136,0.17872,110,-0.1605
ENSG00000235098,ANKRD65,6,-2.0504,50,1.13028,10,-1.3533,19,-0.3894,42,0.85678,12,-1.0675,33,0.43818,38,0.69050,23,-0.1528,22,-0.1653,18,-0.4846
ENSG00000179403,VWA1,6,-2.2545,181,3.69209,22,-0.3898,24,-0.2983,17,-0.7805,14,-1.0676,21,-0.4469,3,-3.0741,9,-1.7386,11,-1.4027,7,-2.0611
ENSG00000205090,TMEM240,6,-1.8894,3,-2.7323,4,-2.4780,18,-0.3108,27,0.27488,37,0.81657,32,0.56375,56,1.55114,14,-0.7192,17,-0.4465,32,0.55301
ENSG00000160075,SSU72,307,1.27244,62,-1.2763,73,-1.0408,123,-0.2414,186,0.41601,191,0.46090,171,0.28446,145,0.02136,100,-0.5542,109,-0.4248,109,-0.4335
ENSG00000228594,FNDC10,20,-0.1205,4,-2.2802,5,-2.0170,36,0.81062,29,0.45514,52,1.47312,18,-0.2777,37,0.84913,20,-0.0916,11,-1.0560,5,-2.0316
ENSG00000272106,AL691432.2,6,-1.4163,20,0.32334,14,-0.2273,10,-0.7685,17,0.07082,8,-0.9908,45,1.71287,16,-0.0120,8,-1.0101,12,-0.4966,22,0.51437
ENSG00000197530,MIB2,6,-1.9944,13,-0.9511,32,0.47479,26,0.09491,33,0.52009,11,-1.2034,46,1.04840,36,0.63698,22,-0.1537,22,-0.1536,18,-0.4126
ENSG00000248333,CDK11B,6,-3.0854,64,0.34981,59,0.22656,64,0.35162,26,-1.0415,62,0.31382,33,-0.6593,19,-1.4545,79,0.70853,77,0.67238,72,0.55185
ENSG00000189339,SLC35E2B,6,-1.3170,10,-0.6756,18,0.25561,29,1.06788,10,-0.6568,13,-0.1683,31,1.18520,12,-0.3143,22,0.57069,10,-0.6503,5,-1.5846
ENSG00000008128,CDK11A,6,-1.4599,28,0.85391,37,1.32626,10,-0.8023,14,-0.2919,2,-2.9202,4,-2.0974,6,-1.4342,43,1.58701,7,-1.3555,26,0.72025
ENSG00000008130,NADK,218,3.20955,20,-1.0723,12,-1.8491,29,-0.5298,34,-0.3011,15,-1.5076,38,-0.1123,33,-0.3318,21,-0.9889,13,-1.7535,17,-1.3322
ENSG00000078369,GNB1,302,-0.6695,227,-1.1047,376,-0.3337,648,0.53524,652,0.54503,496,0.10400,428,-0.1304,660,0.56719,341,-0.4848,560,0.29863,424,-0.1441
ENSG00000187730,GABRD,6,-4.2211,1,-6.3744,52,-1.1882,63,-0.8818,141,0.36303,279,1.54717,107,-0.0770,152,0.49188,157,0.54903,125,0.17261,149,0.46150
ENSG00000067606,PRKCZ,7,-4.6122,86,-0.9702,88,-0.9410,233,0.59111,186,0.22077,191,0.26064,198,0.32273,347,1.27103,205,0.37715,126,-0.3894,114,-0.5454
ENSG00000162585,FAAP20,6,-2.1014,40,0.71143,15,-0.8458,53,1.19432,58,1.34504,32,0.31907,26,0.02902,15,-0.7999,15,-0.8533,20,-0.3610,3,-2.9795
ENSG00000157933,SKI,6,-2.0482,35,0.54631,55,1.30002,47,1.02251,12,-1.1287,11,-1.2226,12,-1.1116,32,0.40828,21,-0.2908,16,-0.7174,28,0.20618
ENSG00000157916,RER1,6,-2.7718,69,0.83837,41,-0.0103,26,-0.7223,43,0.06927,84,1.17920,59,0.58688,30,-0.4829,26,-0.6836,33,-0.3313,35,-0.2568
ENSG00000157911,PEX10,6,-1.5697,27,0.65455,23,0.38015,15,-0.2409,41,1.34625,15,-0.2223,27,0.64690,14,-0.3573,8,-1.1709,9,-1.0088,11,-0.6757
ENSG00000157870,PRXL2B,6,-2.5190,6,-2.4572,31,-0.1670,37,0.11906,39,0.17808,51,0.61977,53,0.68898,42,0.32091,29,-0.2446,43,0.33305,42,0.31743
ENSG00000158109,TPRG1L,90,-0.9383,34,-2.3509,73,-1.2418,179,0.12958,179,0.13452,269,0.79936,231,0.54715,287,0.91295,154,-0.1064,149,-0.1533,166,0.00880
ENSG00000130764,LRRC47,6,-3.4523,52,-0.3533,54,-0.3182,46,-0.5684,67,0.03517,95,0.58389,89,0.47699,95,0.58631,66,0.00738,95,0.58600,60,-0.1426
ENSG00000116198,CEP104,6,-2.5096,91,1.64683,67,1.10617,27,-0.3597,26,-0.4447,16,-1.1381,27,-0.3572,5,-2.8948,42,0.33365,27,-0.3717,43,0.35793
ENSG00000196581,AJAP1,93,0.99211,15,-1.8428,44,-0.2199,23,-1.1752,15,-1.7772,24,-1.1068,64,0.36622,60,0.26219,44,-0.2029,70,0.52633,104,1.18915
ENSG00000069424,KCNAB2,6,-4.3599,6,-4.3608,106,-0.2410,165,0.47196,118,-0.0743,228,1.01005,218,0.93072,161,0.42984,113,-0.1404,106,-0.2313,130,0.08040
