Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000228794,LINC01128,120,1.55393,61,0.40757,43,-0.3236,8,-2.6828,21,-1.3214
ENSG00000188976,NOC2L,120,1.40133,39,-0.5731,62,0.39916,27,-1.0682,10,-2.5402
ENSG00000188290,HES4,120,1.84725,23,-1.0257,39,-0.2409,19,-1.2302,43,0.01934
ENSG00000187608,ISG15,120,1.64555,12,-2.1695,47,-0.0381,30,-0.7333,65,0.51212
ENSG00000188157,AGRN,120,2.15570,39,0.09049,25,-0.8914,23,-0.7604,13,-1.6234
ENSG00000078808,SDF4,120,0.94633,64,-0.1272,61,-0.2800,79,0.22814,45,-0.6528
ENSG00000176022,B3GALT6,120,2.50329,17,-1.0744,26,-0.5163,8,-2.0526,22,-0.5665
ENSG00000160087,UBE2J2,120,1.59563,36,-0.5205,44,-0.2669,48,-0.0009,21,-1.2690
ENSG00000131584,ACAP3,120,0.11483,159,0.69029,89,-0.5560,139,0.34888,76,-0.6138
ENSG00000127054,INTS11,120,1.52006,33,-0.7242,39,-0.5788,63,0.37151,46,-0.1592
ENSG00000224051,CPTP,120,2.34043,24,-0.6058,27,-0.5494,15,-1.2369,15,-1.2333
ENSG00000107404,DVL1,120,1.05360,39,-0.8909,58,-0.2836,48,-0.4749,106,0.82601
ENSG00000175756,AURKAIP1,120,-0.1896,64,-1.2801,177,0.79294,103,-0.4294,159,0.25908
ENSG00000221978,CCNL2,120,0.94088,90,0.51928,47,-0.8623,73,0.09210,57,-0.2893
ENSG00000242485,MRPL20,120,-0.0801,72,-0.9739,149,0.45755,129,0.03220,149,0.26320
ENSG00000235098,ANKRD65,120,2.27225,2,-3.9526,28,-0.5298,50,0.58355,29,-0.3189
ENSG00000179403,VWA1,120,1.67066,4,-3.8245,9,-2.9678,239,3.37402,16,-1.6484
ENSG00000205090,TMEM240,120,1.89186,41,-0.0566,38,-0.2275,11,-2.0012,11,-1.9466
