Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to12,Feature log2 fold change topic 6to12
ENSG00000228794,LINC01128,16,-1.2055,21,-0.8782,18,-1.0147,46,1.22149
ENSG00000188976,NOC2L,12,-2.1280,29,-0.9560,50,-0.0216,65,1.10570
ENSG00000188290,HES4,9,-2.0792,26,-0.6643,191,3.00587,24,-1.1725
ENSG00000187608,ISG15,30,-0.4063,46,0.30946,123,1.94609,26,-1.1668
ENSG00000188157,AGRN,15,-0.9372,30,0.20464,63,1.38670,22,-0.5714
ENSG00000078808,SDF4,34,-0.8952,59,-0.0791,105,0.85349,61,-0.0642
ENSG00000176022,B3GALT6,6,-1.9948,21,-0.3139,19,-0.4273,30,0.75714
ENSG00000160087,UBE2J2,8,-2.0598,33,0.06487,19,-0.7889,36,0.53725
ENSG00000131584,ACAP3,80,-0.1386,82,-0.1211,135,0.69203,84,-0.1312
ENSG00000127054,INTS11,34,-0.5725,25,-1.2255,132,1.61936,51,0.09533
ENSG00000107404,DVL1,21,-1.5024,68,0.34494,89,0.71142,53,-0.2430
ENSG00000175756,AURKAIP1,83,-0.8939,144,-0.0609,167,0.17800,158,0.20824
ENSG00000221978,CCNL2,64,0.01184,33,-1.1701,123,1.07373,68,0.26018
ENSG00000242485,MRPL20,67,-1.0363,137,0.06089,141,0.08855,139,0.16851
ENSG00000235098,ANKRD65,26,-0.2797,28,-0.1906,14,-1.1999,36,0.51170
ENSG00000179403,VWA1,68,1.66858,40,1.02075,59,1.42418,7,-2.7103
ENSG00000205090,TMEM240,6,-2.1853,22,-0.4147,11,-1.3947,36,1.07621
ENSG00000160075,SSU72,64,-1.2162,121,-0.2959,175,0.33959,157,0.38012
ENSG00000228594,FNDC10,5,-2.6930,35,0.08657,41,0.29738,36,0.24676
ENSG00000197530,MIB2,10,-1.9941,32,-0.3327,54,0.53669,43,0.41968
ENSG00000248333,CDK11B,122,1.27428,49,-0.2376,55,-0.0334,50,-0.3828
ENSG00000189339,SLC35E2B,9,-1.3742,20,-0.3080,29,0.30407,27,0.42724
ENSG00000008128,CDK11A,70,1.34288,17,-1.0612,96,1.93095,22,-0.9661
