Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to12,Feature log2 fold change topic 2to12
ENSG00000228794,LINC01128,5,-3.1851,45,3.18513
ENSG00000188976,NOC2L,30,-1.0680,63,1.06802
ENSG00000188290,HES4,10,-1.7147,33,1.71473
ENSG00000187608,ISG15,17,-0.9381,34,0.93810
ENSG00000188157,AGRN,13,-1.1677,30,1.16778
ENSG00000078808,SDF4,26,-1.1431,58,1.14317
ENSG00000176022,B3GALT6,17,-0.4368,23,0.43689
ENSG00000160087,UBE2J2,12,-1.5407,37,1.54074
ENSG00000131584,ACAP3,74,-0.1342,81,0.13428
ENSG00000127054,INTS11,52,0.28044,43,-0.2804
ENSG00000224051,CPTP,19,0.05092,18,-0.0509
ENSG00000107404,DVL1,75,0.68249,47,-0.6824
ENSG00000175756,AURKAIP1,87,-0.9399,168,0.93994
ENSG00000221978,CCNL2,51,-0.3542,65,0.35425
ENSG00000242485,MRPL20,96,-0.5813,144,0.58135
ENSG00000235098,ANKRD65,25,0.13716,22,-0.1371
ENSG00000179403,VWA1,106,2.85828,14,-2.8582
ENSG00000205090,TMEM240,16,-0.8796,30,0.87965
ENSG00000160075,SSU72,83,-0.9215,158,0.92152
ENSG00000228594,FNDC10,8,-2.0470,33,2.04705
ENSG00000272106,AL691432.2,18,-0.1901,21,0.19010
ENSG00000197530,MIB2,25,-0.2496,30,0.24967
ENSG00000248333,CDK11B,92,1.31390,37,-1.3139
ENSG00000189339,SLC35E2B,7,-1.4360,20,1.43609
ENSG00000008128,CDK11A,53,0.97653,26,-0.9765
ENSG00000215790,SLC35E2A,29,0.52676,20,-0.5267
ENSG00000008130,NADK,24,-0.0685,25,0.06858
ENSG00000078369,GNB1,287,-0.9134,541,0.91344
ENSG00000187730,GABRD,6,-5.1381,211,5.13814
ENSG00000067606,PRKCZ,139,-0.7409,233,0.74096
ENSG00000162585,FAAP20,29,0.15598,26,-0.1559
ENSG00000157933,SKI,80,1.12749,36,-1.1274
ENSG00000157916,RER1,48,-0.2001,55,0.20011
ENSG00000157870,PRXL2B,19,-1.3101,48,1.31014
ENSG00000158109,TPRG1L,75,-1.5132,216,1.51322
ENSG00000130764,LRRC47,50,-0.8379,90,0.83798
ENSG00000116198,CEP104,101,1.58614,33,-1.5861
ENSG00000196581,AJAP1,26,-1.0445,54,1.04459
ENSG00000069424,KCNAB2,46,-2.1194,200,2.11949
ENSG00000116254,CHD5,105,-1.4510,289,1.45107
ENSG00000116251,RPL22,723,0.73053,436,-0.7305
ENSG00000116237,ICMT,25,-0.7792,44,0.77925
ENSG00000097021,ACOT7,46,-2.3654,241,2.36542
ENSG00000171680,PLEKHG5,3,-2.9713,28,2.97133
ENSG00000162408,NOL9,36,-0.0105,36,0.01052
ENSG00000162413,KLHL21,45,0.69602,28,-0.6960
ENSG00000007923,DNAJC11,28,-0.7085,45,0.70858
ENSG00000171735,CAMTA1,282,-0.8479,508,0.84799
ENSG00000049245,VAMP3,99,2.53567,17,-2.5356
ENSG00000049246,PER3,79,1.15332,35,-1.1533
ENSG00000116288,PARK7,145,-0.8576,263,0.85760
ENSG00000116285,ERRFI1,19,-0.6951,32,0.69519
ENSG00000162426,SLC45A1,1,-4.9571,35,4.95711
ENSG00000142599,RERE,176,0.49610,125,-0.4961
ENSG00000074800,ENO1,200,-1.1927,459,1.19271
ENSG00000171612,SLC25A33,23,-0.5793,34,0.57931
ENSG00000171603,CLSTN1,239,-1.7996,833,1.79964
ENSG00000178585,CTNNBIP1,35,0.24486,29,-0.2448
ENSG00000162441,LZIC,104,0.94120,54,-0.9412
ENSG00000130939,UBE4B,44,-0.0852,46,0.08523
ENSG00000054523,KIF1B,700,0.62742,453,-0.6274
ENSG00000142657,PGD,48,-0.3884,63,0.38849
ENSG00000241563,CORT,6,-3.5707,74,3.57075
ENSG00000160049,DFFA,114,1.15249,51,-1.1524
ENSG00000142655,PEX14,12,-0.9117,23,0.91179
ENSG00000120948,TARDBP,82,-0.2250,96,0.22507
ENSG00000116649,SRM,29,-1.0549,61,1.05497
ENSG00000171824,EXOSC10,33,-0.1618,37,0.16182
ENSG00000198793,MTOR,21,-1.0804,46,1.08044
ENSG00000116661,FBXO2,65,-1.3251,164,1.32512
ENSG00000132879,FBXO44,28,-1.6747,89,1.67471
ENSG00000177000,MTHFR,29,0.18026,26,-0.1802
ENSG00000011021,CLCN6,52,-0.7102,86,0.71023
ENSG00000116685,KIAA2013,48,0.52820,33,-0.5282
ENSG00000116688,MFN2,84,-0.7854,146,0.78545
ENSG00000048707,VPS13D,46,-1.0161,94,1.01614
ENSG00000116731,PRDM2,238,-0.0264,243,0.02645
ENSG00000189337,KAZN,159,1.12021,73,-1.1202
ENSG00000142634,EFHD2,41,-1.3510,106,1.35109
ENSG00000116138,DNAJC16,54,0.07248,52,-0.0724
ENSG00000197312,DDI2,44,0.07554,42,-0.0755
ENSG00000116786,PLEKHM2,75,-0.5220,109,0.52204
ENSG00000065526,SPEN,343,1.26221,143,-1.2622
ENSG00000116809,ZBTB17,24,0.31432,19,-0.3143
ENSG00000037637,FBXO42,22,-0.0898,24,0.08984
ENSG00000055070,SZRD1,60,1.43931,22,-1.4393
ENSG00000159363,ATP13A2,38,-1.7429,128,1.74295
ENSG00000117118,SDHB,26,-1.2700,62,1.27003
ENSG00000117115,PADI2,288,3.00721,35,-3.0072
ENSG00000179051,RCC2,27,-0.0056,27,0.00568
ENSG00000117154,IGSF21,34,-0.9006,65,0.90060
ENSG00000159423,ALDH4A1,21,0.05946,20,-0.0594
ENSG00000127481,UBR4,67,0.36770,52,-0.3677
ENSG00000127463,EMC1,22,-0.8793,41,0.87932
ENSG00000053372,MRTO4,27,-0.7026,45,0.70266
ENSG00000053371,AKR7A2,46,0.89778,25,-0.8977
ENSG00000077549,CAPZB,105,-0.6017,160,0.60172
ENSG00000173436,MICOS10,184,-0.5759,275,0.57598
ENSG00000158747,NBL1,97,-0.7689,165,0.76894
ENSG00000169914,OTUD3,3,-2.6422,24,2.64224
ENSG00000162545,CAMK2N1,675,-1.2354,1589,1.23542
ENSG00000158828,PINK1,135,-1.7795,465,1.77955
ENSG00000244038,DDOST,30,-0.0166,30,0.01666
ENSG00000117245,KIF17,2,-3.3064,27,3.30642
ENSG00000189410,SH2D5,5,-3.0906,45,3.09069
ENSG00000127483,HP1BP3,476,0.75822,281,-0.7582
ENSG00000075151,EIF4G3,159,-0.8325,283,0.83259
ENSG00000117298,ECE1,66,1.64061,21,-1.6406
ENSG00000076864,RAP1GAP,38,-2.0179,156,2.01795
ENSG00000090686,USP48,148,0.75794,87,-0.7579
ENSG00000070831,CDC42,186,-0.2020,214,0.20201
ENSG00000133216,EPHB2,20,-0.0352,20,0.03521
ENSG00000004487,KDM1A,13,-2.4585,72,2.45858
ENSG00000169641,LUZP1,58,-1.7131,190,1.71312
ENSG00000125944,HNRNPR,204,0.61868,132,-0.6186
ENSG00000142676,RPL11,501,0.47944,359,-0.4794
ENSG00000011007,ELOA,41,0.40325,31,-0.4032
ENSG00000057757,PITHD1,80,-1.0092,162,1.00924
ENSG00000011009,LYPLA2,4,-2.6998,30,2.69984
ENSG00000189266,PNRC2,61,0.08693,58,-0.0869
ENSG00000188529,SRSF10,98,0.20234,85,-0.2023
ENSG00000001461,NIPAL3,478,1.88212,129,-1.8821
ENSG00000133226,SRRM1,521,1.72018,158,-1.7201
ENSG00000169504,CLIC4,265,3.97582,16,-3.9758
ENSG00000117614,SYF2,156,0.55143,107,-0.5514
ENSG00000117616,RSRP1,96,0.19702,84,-0.1970
ENSG00000183726,TMEM50A,82,0.13614,74,-0.1361
ENSG00000204178,MACO1,59,-0.1971,68,0.19715
ENSG00000117643,MAN1C1,14,-1.6267,45,1.62670
ENSG00000162430,SELENON,41,0.77071,24,-0.7707
ENSG00000117640,MTFR1L,50,-0.5151,72,0.51516
ENSG00000117632,STMN1,694,-0.9259,1318,0.92596
ENSG00000158008,EXTL1,14,-1.6860,48,1.68602
ENSG00000175087,PDIK1L,11,-0.9846,23,0.98465
ENSG00000142684,ZNF593,28,-0.5521,41,0.55216
ENSG00000142669,SH3BGRL3,78,-0.9513,151,0.95134
ENSG00000117682,DHDDS,9,-1.5320,27,1.53205
ENSG00000198830,HMGN2,318,1.34846,124,-1.3484
ENSG00000117713,ARID1A,162,0.88581,88,-0.8858
ENSG00000142751,GPN2,20,-0.0443,20,0.04430
ENSG00000090273,NUDC,153,-0.5717,228,0.57175
ENSG00000253368,TRNP1,1,-5.2988,53,5.29889
ENSG00000090020,SLC9A1,4,-2.4841,27,2.48414
ENSG00000142784,WDTC1,39,0.29314,32,-0.2931
ENSG00000186501,TMEM222,41,-0.0966,44,0.09661
ENSG00000158195,WASF2,217,2.85871,29,-2.8587
ENSG00000126705,AHDC1,39,-0.5933,60,0.59334
ENSG00000126709,IFI6,79,-0.0719,83,0.07191
ENSG00000009780,FAM76A,26,0.02454,26,-0.0245
ENSG00000117758,STX12,107,-0.1836,122,0.18362
ENSG00000117751,PPP1R8,41,0.41085,30,-0.4108
ENSG00000117748,RPA2,43,-0.0864,46,0.08646
ENSG00000126698,DNAJC8,264,0.33046,210,-0.3304
ENSG00000130770,ATP5IF1,120,-1.6228,370,1.62289
ENSG00000204138,PHACTR4,85,1.67795,26,-1.6779
ENSG00000180098,TRNAU1AP,17,-0.1225,19,0.12250
ENSG00000198492,YTHDF2,72,-0.6731,115,0.67312
ENSG00000159023,EPB41,8,-1.8329,28,1.83299
ENSG00000116350,SRSF4,129,0.35339,101,-0.3533
ENSG00000116353,MECR,2,-3.6841,27,3.68415
ENSG00000162511,LAPTM5,57,1.76758,17,-1.7675
ENSG00000162512,SDC3,178,0.78595,103,-0.7859
ENSG00000134644,PUM1,192,0.08593,181,-0.0859
ENSG00000121766,ZCCHC17,179,0.57477,120,-0.5747
ENSG00000121769,FABP3,12,-2.4448,70,2.44485
ENSG00000162517,PEF1,53,-0.5791,80,0.57917
ENSG00000084636,COL16A1,43,0.13319,39,-0.1331
ENSG00000121753,ADGRB2,64,-2.0205,261,2.02050
ENSG00000184007,PTP4A2,843,2.26250,175,-2.2625
ENSG00000121774,KHDRBS1,178,0.31181,144,-0.3118
ENSG00000025800,KPNA6,143,0.44718,105,-0.4471
ENSG00000084652,TXLNA,62,0.95284,32,-0.9528
ENSG00000084623,EIF3I,51,-1.0299,104,1.02993
ENSG00000175130,MARCKSL1,727,3.07843,86,-3.0784
ENSG00000160058,BSDC1,80,0.51874,56,-0.5187
ENSG00000160062,ZBTB8A,31,0.33471,24,-0.3347
ENSG00000176261,ZBTB8OS,24,-0.5040,35,0.50403
ENSG00000162521,RBBP4,127,0.04870,123,-0.0487
ENSG00000162522,KIAA1522,13,-0.5865,20,0.58655
ENSG00000134684,YARS,55,-1.2564,133,1.25648
ENSG00000160097,FNDC5,0,-8.7177,49,8.71771
ENSG00000121905,HPCA,3,-5.5460,150,5.54600
ENSG00000121900,TMEM54,14,-1.0512,29,1.05120
ENSG00000004455,AK2,56,0.88059,30,-0.8805
ENSG00000160094,ZNF362,34,0.42109,25,-0.4210
ENSG00000134686,PHC2,99,0.97085,50,-0.9708
ENSG00000163866,SMIM12,18,-1.5846,56,1.58467
ENSG00000116544,DLGAP3,25,-1.0287,52,1.02875
ENSG00000163867,ZMYM6,11,-1.2166,26,1.21668
ENSG00000116560,SFPQ,495,0.88495,268,-0.8849
ENSG00000146463,ZMYM4,79,0.18179,69,-0.1817
ENSG00000142687,KIAA0319L,53,-0.4200,71,0.42007
ENSG00000020129,NCDN,40,-3.6504,505,3.65043
ENSG00000126067,PSMB2,68,-0.5732,101,0.57328
ENSG00000142686,C1orf216,23,-2.2077,110,2.20773
ENSG00000092847,AGO1,54,0.10739,50,-0.1073
ENSG00000126070,AGO3,166,1.58589,55,-1.5858
ENSG00000054116,TRAPPC3,9,-2.1928,42,2.19281
ENSG00000116871,MAP7D1,335,0.73102,202,-0.7310
ENSG00000054118,THRAP3,217,0.30731,175,-0.3073
ENSG00000196182,STK40,19,-0.0560,20,0.05608
ENSG00000181817,LSM10,15,-1.1883,36,1.18834
ENSG00000116898,MRPS15,9,-2.1517,44,2.15178
ENSG00000163873,GRIK3,32,0.17392,29,-0.1739
ENSG00000163875,MEAF6,74,-0.8070,129,0.80703
ENSG00000163877,SNIP1,20,-0.1720,23,0.17200
ENSG00000134697,GNL2,41,0.84714,23,-0.8471
ENSG00000185090,MANEAL,4,-2.7695,27,2.76959
ENSG00000197982,C1orf122,191,0.59815,126,-0.5981
ENSG00000183431,SF3A3,26,-0.9599,52,0.95991
ENSG00000183520,UTP11,7,-1.7854,25,1.78549
ENSG00000116954,RRAGC,65,0.34610,51,-0.3461
ENSG00000174574,AKIRIN1,69,-0.3540,88,0.35408
ENSG00000168653,NDUFS5,237,-1.2441,561,1.24410
ENSG00000127603,MACF1,1029,1.29625,419,-1.2962
ENSG00000090621,PABPC4,94,0.64274,60,-0.6427
ENSG00000116983,HPCAL4,147,-0.9411,283,0.94115
ENSG00000084072,PPIE,42,0.22099,36,-0.2209
ENSG00000131236,CAP1,190,0.32543,152,-0.3254
ENSG00000131238,PPT1,59,-1.2808,145,1.28083
ENSG00000117000,RLF,26,-0.4406,35,0.44060
ENSG00000084073,ZMPSTE24,35,-0.1957,40,0.19570
ENSG00000084070,SMAP2,87,-1.1070,188,1.10700
ENSG00000117016,RIMS3,16,-3.8108,231,3.81089
ENSG00000066136,NFYC,16,-1.3121,41,1.31211
ENSG00000127124,HIVEP3,19,-0.7121,32,0.71213
ENSG00000198815,FOXJ3,38,-0.7849,65,0.78494
ENSG00000177181,RIMKLA,17,-1.9505,68,1.95054
ENSG00000127125,PPCS,33,-0.6056,51,0.60567
ENSG00000186409,CCDC30,56,0.29227,46,-0.2922
ENSG00000065978,YBX1,239,1.50619,84,-1.5061
ENSG00000177868,SVBP,24,-0.5878,36,0.58786
ENSG00000117394,SLC2A1,39,0.30433,31,-0.3043
ENSG00000117395,EBNA1BP2,43,-0.7698,73,0.76980
ENSG00000066322,ELOVL1,182,3.72156,13,-3.7215
ENSG00000159479,MED8,13,-1.0797,28,1.07975
ENSG00000142949,PTPRF,86,-0.5110,123,0.51106
ENSG00000066135,KDM4A,8,-1.2937,19,1.29373
ENSG00000126091,ST3GAL3,21,-0.7703,37,0.77034
ENSG00000117408,IPO13,115,1.41344,43,-1.4134
ENSG00000117410,ATP6V0B,161,-1.5085,459,1.50854
ENSG00000117411,B4GALT2,58,-0.3308,72,0.33080
ENSG00000178028,DMAP1,58,-0.5987,88,0.59871
ENSG00000117419,ERI3,63,-0.9449,121,0.94495
ENSG00000187147,RNF220,149,0.26402,124,-0.2640
ENSG00000142937,RPS8,1135,0.84982,630,-0.8498
