ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,core_enrichment_symbol
GO:0042773,ATP synthesis coupled electron transport,89,-0.7913553535211476,-3.1192478606158915,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1468,"tags=73%, list=12%, signal=64%",ENSG00000184983/ENSG00000117118/ENSG00000160194/ENSG00000139180/ENSG00000165678/ENSG00000267855/ENSG00000110717/ENSG00000136003/ENSG00000023228/ENSG00000140740/ENSG00000170906/ENSG00000091140/ENSG00000167792/ENSG00000145494/ENSG00000143252/ENSG00000134057/ENSG00000010256/ENSG00000168653/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000161281/ENSG00000109390/ENSG00000116288/ENSG00000184076/ENSG00000065518/ENSG00000128609/ENSG00000166136/ENSG00000119013/ENSG00000015475/ENSG00000136521/ENSG00000099795/ENSG00000165264/ENSG00000135940/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000176340/ENSG00000173660/ENSG00000156467/ENSG00000213619/ENSG00000126267/ENSG00000119421/ENSG00000106153/ENSG00000131143/ENSG00000131174/ENSG00000127184/ENSG00000164405/ENSG00000184752/ENSG00000111775/ENSG00000183648/ENSG00000158828/ENSG00000179091/ENSG00000127540/ENSG00000112695/ENSG00000004779/ENSG00000168275/ENSG00000189043/ENSG00000164919/ENSG00000147684/ENSG00000178741/ENSG00000172115/ENSG00000090266/ENSG00000120675/ENSG00000169021,NDUFA6/SDHB/NDUFV3/NDUFA9/GHITM/NDUFA7/NDUFS8/ISCU/NDUFS1/UQCRC2/NDUFA3/DLD/NDUFV1/NDUFS6/SDHC/CCNB1/UQCRC1/NDUFS5/NDUFC2/NDUFV2/NDUFA2/COX7A1/NDUFC1/PARK7/UQCR10/NDUFB4/NDUFA5/NDUFB8/NDUFB3/BID/NDUFB5/NDUFB7/NDUFB6/COX5B/NDUFB10/NDUFA1/NDUFS4/COX8A/UQCRH/UQCRB/NDUFS3/COX6B1/NDUFA8/CHCHD2/COX4I1/COX7B/COX7C/UQCRQ/NDUFA12/COX6A1/NDUFB1/PINK1/CYC1/UQCR11/COX7A2/NDUFAB1/COA6/NDUFA4/COX6C/NDUFB9/COX5A/CYCS/NDUFB2/DNAJC15/UQCRFS1
GO:0042775,mitochondrial ATP synthesis coupled electron transport,89,-0.7913553535211476,-3.1192478606158915,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1468,"tags=73%, list=12%, signal=64%",ENSG00000184983/ENSG00000117118/ENSG00000160194/ENSG00000139180/ENSG00000165678/ENSG00000267855/ENSG00000110717/ENSG00000136003/ENSG00000023228/ENSG00000140740/ENSG00000170906/ENSG00000091140/ENSG00000167792/ENSG00000145494/ENSG00000143252/ENSG00000134057/ENSG00000010256/ENSG00000168653/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000161281/ENSG00000109390/ENSG00000116288/ENSG00000184076/ENSG00000065518/ENSG00000128609/ENSG00000166136/ENSG00000119013/ENSG00000015475/ENSG00000136521/ENSG00000099795/ENSG00000165264/ENSG00000135940/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000176340/ENSG00000173660/ENSG00000156467/ENSG00000213619/ENSG00000126267/ENSG00000119421/ENSG00000106153/ENSG00000131143/ENSG00000131174/ENSG00000127184/ENSG00000164405/ENSG00000184752/ENSG00000111775/ENSG00000183648/ENSG00000158828/ENSG00000179091/ENSG00000127540/ENSG00000112695/ENSG00000004779/ENSG00000168275/ENSG00000189043/ENSG00000164919/ENSG00000147684/ENSG00000178741/ENSG00000172115/ENSG00000090266/ENSG00000120675/ENSG00000169021,NDUFA6/SDHB/NDUFV3/NDUFA9/GHITM/NDUFA7/NDUFS8/ISCU/NDUFS1/UQCRC2/NDUFA3/DLD/NDUFV1/NDUFS6/SDHC/CCNB1/UQCRC1/NDUFS5/NDUFC2/NDUFV2/NDUFA2/COX7A1/NDUFC1/PARK7/UQCR10/NDUFB4/NDUFA5/NDUFB8/NDUFB3/BID/NDUFB5/NDUFB7/NDUFB6/COX5B/NDUFB10/NDUFA1/NDUFS4/COX8A/UQCRH/UQCRB/NDUFS3/COX6B1/NDUFA8/CHCHD2/COX4I1/COX7B/COX7C/UQCRQ/NDUFA12/COX6A1/NDUFB1/PINK1/CYC1/UQCR11/COX7A2/NDUFAB1/COA6/NDUFA4/COX6C/NDUFB9/COX5A/CYCS/NDUFB2/DNAJC15/UQCRFS1
GO:0019646,aerobic electron transport chain,81,-0.7932670509719418,-3.09344457395754,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1468,"tags=73%, list=12%, signal=64%",ENSG00000184983/ENSG00000117118/ENSG00000160194/ENSG00000139180/ENSG00000267855/ENSG00000110717/ENSG00000136003/ENSG00000023228/ENSG00000140740/ENSG00000170906/ENSG00000091140/ENSG00000167792/ENSG00000145494/ENSG00000143252/ENSG00000010256/ENSG00000168653/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000161281/ENSG00000109390/ENSG00000116288/ENSG00000184076/ENSG00000065518/ENSG00000128609/ENSG00000166136/ENSG00000119013/ENSG00000136521/ENSG00000099795/ENSG00000165264/ENSG00000135940/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000176340/ENSG00000173660/ENSG00000156467/ENSG00000213619/ENSG00000126267/ENSG00000119421/ENSG00000131143/ENSG00000131174/ENSG00000127184/ENSG00000164405/ENSG00000111775/ENSG00000183648/ENSG00000158828/ENSG00000179091/ENSG00000127540/ENSG00000112695/ENSG00000004779/ENSG00000189043/ENSG00000164919/ENSG00000147684/ENSG00000178741/ENSG00000172115/ENSG00000090266/ENSG00000120675/ENSG00000169021,NDUFA6/SDHB/NDUFV3/NDUFA9/NDUFA7/NDUFS8/ISCU/NDUFS1/UQCRC2/NDUFA3/DLD/NDUFV1/NDUFS6/SDHC/UQCRC1/NDUFS5/NDUFC2/NDUFV2/NDUFA2/COX7A1/NDUFC1/PARK7/UQCR10/NDUFB4/NDUFA5/NDUFB8/NDUFB3/NDUFB5/NDUFB7/NDUFB6/COX5B/NDUFB10/NDUFA1/NDUFS4/COX8A/UQCRH/UQCRB/NDUFS3/COX6B1/NDUFA8/COX4I1/COX7B/COX7C/UQCRQ/COX6A1/NDUFB1/PINK1/CYC1/UQCR11/COX7A2/NDUFAB1/NDUFA4/COX6C/NDUFB9/COX5A/CYCS/NDUFB2/DNAJC15/UQCRFS1
GO:0006119,oxidative phosphorylation,128,-0.7456664513738984,-3.0717155982792916,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1585,"tags=68%, list=13%, signal=60%",ENSG00000250479/ENSG00000171612/ENSG00000165060/ENSG00000184983/ENSG00000117118/ENSG00000099624/ENSG00000160194/ENSG00000139180/ENSG00000165678/ENSG00000169020/ENSG00000267855/ENSG00000110717/ENSG00000136003/ENSG00000023228/ENSG00000140740/ENSG00000170906/ENSG00000091140/ENSG00000167792/ENSG00000137288/ENSG00000145494/ENSG00000143252/ENSG00000134057/ENSG00000010256/ENSG00000168653/ENSG00000241468/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000161281/ENSG00000109390/ENSG00000116288/ENSG00000165283/ENSG00000184076/ENSG00000065518/ENSG00000147123/ENSG00000128609/ENSG00000186010/ENSG00000166136/ENSG00000119013/ENSG00000103254/ENSG00000015475/ENSG00000136521/ENSG00000154723/ENSG00000099795/ENSG00000165264/ENSG00000135940/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000176340/ENSG00000173660/ENSG00000165629/ENSG00000167283/ENSG00000156467/ENSG00000213619/ENSG00000126267/ENSG00000241837/ENSG00000119421/ENSG00000116459/ENSG00000106153/ENSG00000131143/ENSG00000131174/ENSG00000127184/ENSG00000164405/ENSG00000110955/ENSG00000184752/ENSG00000111775/ENSG00000152234/ENSG00000183648/ENSG00000158828/ENSG00000179091/ENSG00000127540/ENSG00000167863/ENSG00000174886/ENSG00000112695/ENSG00000130770/ENSG00000004779/ENSG00000168275/ENSG00000189043/ENSG00000164919/ENSG00000124172/ENSG00000147684/ENSG00000178741/ENSG00000172115/ENSG00000090266/ENSG00000120675/ENSG00000169021,CHCHD10/SLC25A33/FXN/NDUFA6/SDHB/ATP5F1D/NDUFV3/NDUFA9/GHITM/ATP5ME/NDUFA7/NDUFS8/ISCU/NDUFS1/UQCRC2/NDUFA3/DLD/NDUFV1/UQCC2/NDUFS6/SDHC/CCNB1/UQCRC1/NDUFS5/ATP5MF/NDUFC2/NDUFV2/NDUFA2/COX7A1/NDUFC1/PARK7/STOML2/UQCR10/NDUFB4/NDUFB11/NDUFA5/NDUFA13/NDUFB8/NDUFB3/ANTKMT/BID/NDUFB5/ATP5PF/NDUFB7/NDUFB6/COX5B/NDUFB10/NDUFA1/NDUFS4/COX8A/UQCRH/ATP5F1C/ATP5MG/UQCRB/NDUFS3/COX6B1/ATP5PO/NDUFA8/ATP5PB/CHCHD2/COX4I1/COX7B/COX7C/UQCRQ/ATP5F1B/NDUFA12/COX6A1/ATP5F1A/NDUFB1/PINK1/CYC1/UQCR11/ATP5PD/NDUFA11/COX7A2/ATP5IF1/NDUFAB1/COA6/NDUFA4/COX6C/ATP5F1E/NDUFB9/COX5A/CYCS/NDUFB2/DNAJC15/UQCRFS1
GO:0015986,proton motive force-driven ATP synthesis,75,-0.7952820739282807,-3.054581738176299,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1468,"tags=75%, list=12%, signal=66%",ENSG00000184983/ENSG00000117118/ENSG00000099624/ENSG00000160194/ENSG00000139180/ENSG00000169020/ENSG00000267855/ENSG00000110717/ENSG00000114573/ENSG00000023228/ENSG00000170906/ENSG00000167792/ENSG00000145494/ENSG00000143252/ENSG00000168653/ENSG00000241468/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000109390/ENSG00000165283/ENSG00000065518/ENSG00000147123/ENSG00000128609/ENSG00000186010/ENSG00000166136/ENSG00000119013/ENSG00000103254/ENSG00000136521/ENSG00000154723/ENSG00000099795/ENSG00000165264/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000165629/ENSG00000167283/ENSG00000213619/ENSG00000241837/ENSG00000119421/ENSG00000156411/ENSG00000116459/ENSG00000110955/ENSG00000184752/ENSG00000152234/ENSG00000183648/ENSG00000154518/ENSG00000159199/ENSG00000167863/ENSG00000174886/ENSG00000130770/ENSG00000004779/ENSG00000173915/ENSG00000124172/ENSG00000147684/ENSG00000090266,NDUFA6/SDHB/ATP5F1D/NDUFV3/NDUFA9/ATP5ME/NDUFA7/NDUFS8/ATP6V1A/NDUFS1/NDUFA3/NDUFV1/NDUFS6/SDHC/NDUFS5/ATP5MF/NDUFC2/NDUFV2/NDUFA2/NDUFC1/STOML2/NDUFB4/NDUFB11/NDUFA5/NDUFA13/NDUFB8/NDUFB3/ANTKMT/NDUFB5/ATP5PF/NDUFB7/NDUFB6/NDUFB10/NDUFA1/NDUFS4/ATP5F1C/ATP5MG/NDUFS3/ATP5PO/NDUFA8/ATP5MJ/ATP5PB/ATP5F1B/NDUFA12/ATP5F1A/NDUFB1/ATP5MC3/ATP5MC1/ATP5PD/NDUFA11/ATP5IF1/NDUFAB1/ATP5MK/ATP5F1E/NDUFB9/NDUFB2
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,67,-0.7993882163611171,-3.0291464358165365,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1468,"tags=76%, list=12%, signal=67%",ENSG00000184983/ENSG00000117118/ENSG00000099624/ENSG00000160194/ENSG00000139180/ENSG00000169020/ENSG00000267855/ENSG00000110717/ENSG00000023228/ENSG00000170906/ENSG00000167792/ENSG00000145494/ENSG00000143252/ENSG00000168653/ENSG00000241468/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000109390/ENSG00000165283/ENSG00000065518/ENSG00000147123/ENSG00000128609/ENSG00000186010/ENSG00000166136/ENSG00000119013/ENSG00000103254/ENSG00000136521/ENSG00000154723/ENSG00000099795/ENSG00000165264/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000165629/ENSG00000167283/ENSG00000213619/ENSG00000241837/ENSG00000119421/ENSG00000116459/ENSG00000110955/ENSG00000184752/ENSG00000152234/ENSG00000183648/ENSG00000167863/ENSG00000174886/ENSG00000130770/ENSG00000004779/ENSG00000124172/ENSG00000147684/ENSG00000090266,NDUFA6/SDHB/ATP5F1D/NDUFV3/NDUFA9/ATP5ME/NDUFA7/NDUFS8/NDUFS1/NDUFA3/NDUFV1/NDUFS6/SDHC/NDUFS5/ATP5MF/NDUFC2/NDUFV2/NDUFA2/NDUFC1/STOML2/NDUFB4/NDUFB11/NDUFA5/NDUFA13/NDUFB8/NDUFB3/ANTKMT/NDUFB5/ATP5PF/NDUFB7/NDUFB6/NDUFB10/NDUFA1/NDUFS4/ATP5F1C/ATP5MG/NDUFS3/ATP5PO/NDUFA8/ATP5PB/ATP5F1B/NDUFA12/ATP5F1A/NDUFB1/ATP5PD/NDUFA11/ATP5IF1/NDUFAB1/ATP5F1E/NDUFB9/NDUFB2
GO:0022904,respiratory electron transport chain,109,-0.7429241857041351,-2.999007026561942,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1468,"tags=66%, list=12%, signal=58%",ENSG00000184983/ENSG00000117118/ENSG00000140374/ENSG00000160194/ENSG00000139180/ENSG00000165678/ENSG00000267855/ENSG00000284194/ENSG00000177628/ENSG00000110717/ENSG00000136003/ENSG00000023228/ENSG00000140740/ENSG00000205707/ENSG00000004961/ENSG00000170906/ENSG00000091140/ENSG00000167792/ENSG00000145494/ENSG00000143252/ENSG00000134057/ENSG00000010256/ENSG00000168653/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000161281/ENSG00000109390/ENSG00000146701/ENSG00000116288/ENSG00000184076/ENSG00000065518/ENSG00000014641/ENSG00000128609/ENSG00000166136/ENSG00000119013/ENSG00000015475/ENSG00000136521/ENSG00000099795/ENSG00000165264/ENSG00000135940/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000176340/ENSG00000173660/ENSG00000156467/ENSG00000213619/ENSG00000126267/ENSG00000119421/ENSG00000106153/ENSG00000131143/ENSG00000131174/ENSG00000127184/ENSG00000164405/ENSG00000184752/ENSG00000111775/ENSG00000183648/ENSG00000158828/ENSG00000179091/ENSG00000127540/ENSG00000112695/ENSG00000004779/ENSG00000168275/ENSG00000189043/ENSG00000164919/ENSG00000147684/ENSG00000178741/ENSG00000172115/ENSG00000090266/ENSG00000120675/ENSG00000169021,NDUFA6/SDHB/ETFA/NDUFV3/NDUFA9/GHITM/NDUFA7/SCO2/GBA1/NDUFS8/ISCU/NDUFS1/UQCRC2/ETFRF1/HCCS/NDUFA3/DLD/NDUFV1/NDUFS6/SDHC/CCNB1/UQCRC1/NDUFS5/NDUFC2/NDUFV2/NDUFA2/COX7A1/NDUFC1/MDH2/PARK7/UQCR10/NDUFB4/MDH1/NDUFA5/NDUFB8/NDUFB3/BID/NDUFB5/NDUFB7/NDUFB6/COX5B/NDUFB10/NDUFA1/NDUFS4/COX8A/UQCRH/UQCRB/NDUFS3/COX6B1/NDUFA8/CHCHD2/COX4I1/COX7B/COX7C/UQCRQ/NDUFA12/COX6A1/NDUFB1/PINK1/CYC1/UQCR11/COX7A2/NDUFAB1/COA6/NDUFA4/COX6C/NDUFB9/COX5A/CYCS/NDUFB2/DNAJC15/UQCRFS1
GO:0022900,electron transport chain,115,-0.7317535623726209,-2.968202544805573,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1511,"tags=64%, list=13%, signal=57%",ENSG00000168286/ENSG00000184983/ENSG00000117118/ENSG00000140374/ENSG00000160194/ENSG00000139180/ENSG00000165678/ENSG00000267855/ENSG00000284194/ENSG00000177628/ENSG00000110717/ENSG00000136003/ENSG00000023228/ENSG00000140740/ENSG00000205707/ENSG00000004961/ENSG00000170906/ENSG00000091140/ENSG00000167792/ENSG00000145494/ENSG00000143252/ENSG00000134057/ENSG00000010256/ENSG00000168653/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000161281/ENSG00000109390/ENSG00000146701/ENSG00000116288/ENSG00000267673/ENSG00000184076/ENSG00000065518/ENSG00000014641/ENSG00000128609/ENSG00000166136/ENSG00000119013/ENSG00000015475/ENSG00000136521/ENSG00000099795/ENSG00000165264/ENSG00000135940/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000176340/ENSG00000173660/ENSG00000156467/ENSG00000213619/ENSG00000126267/ENSG00000119421/ENSG00000106153/ENSG00000131143/ENSG00000131174/ENSG00000127184/ENSG00000164405/ENSG00000184752/ENSG00000111775/ENSG00000183648/ENSG00000158828/ENSG00000179091/ENSG00000127540/ENSG00000112695/ENSG00000004779/ENSG00000168275/ENSG00000189043/ENSG00000164919/ENSG00000147684/ENSG00000178741/ENSG00000172115/ENSG00000090266/ENSG00000120675/ENSG00000169021,THAP11/NDUFA6/SDHB/ETFA/NDUFV3/NDUFA9/GHITM/NDUFA7/SCO2/GBA1/NDUFS8/ISCU/NDUFS1/UQCRC2/ETFRF1/HCCS/NDUFA3/DLD/NDUFV1/NDUFS6/SDHC/CCNB1/UQCRC1/NDUFS5/NDUFC2/NDUFV2/NDUFA2/COX7A1/NDUFC1/MDH2/PARK7/FDX2/UQCR10/NDUFB4/MDH1/NDUFA5/NDUFB8/NDUFB3/BID/NDUFB5/NDUFB7/NDUFB6/COX5B/NDUFB10/NDUFA1/NDUFS4/COX8A/UQCRH/UQCRB/NDUFS3/COX6B1/NDUFA8/CHCHD2/COX4I1/COX7B/COX7C/UQCRQ/NDUFA12/COX6A1/NDUFB1/PINK1/CYC1/UQCR11/COX7A2/NDUFAB1/COA6/NDUFA4/COX6C/NDUFB9/COX5A/CYCS/NDUFB2/DNAJC15/UQCRFS1
GO:0009060,aerobic respiration,175,-0.6927177388895752,-2.9560926345492295,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1585,"tags=57%, list=13%, signal=50%",ENSG00000250479/ENSG00000171612/ENSG00000165060/ENSG00000184983/ENSG00000117118/ENSG00000099624/ENSG00000160194/ENSG00000150768/ENSG00000139180/ENSG00000165678/ENSG00000169020/ENSG00000267855/ENSG00000110717/ENSG00000239900/ENSG00000136003/ENSG00000023228/ENSG00000140740/ENSG00000170906/ENSG00000091140/ENSG00000167792/ENSG00000137288/ENSG00000145494/ENSG00000143252/ENSG00000134056/ENSG00000134057/ENSG00000010256/ENSG00000168653/ENSG00000241468/ENSG00000151366/ENSG00000151376/ENSG00000178127/ENSG00000131495/ENSG00000161281/ENSG00000109390/ENSG00000101365/ENSG00000146701/ENSG00000116288/ENSG00000165283/ENSG00000184076/ENSG00000176171/ENSG00000065518/ENSG00000163541/ENSG00000147123/ENSG00000131828/ENSG00000136143/ENSG00000014641/ENSG00000128609/ENSG00000186010/ENSG00000166136/ENSG00000119013/ENSG00000103254/ENSG00000015475/ENSG00000136521/ENSG00000154723/ENSG00000099795/ENSG00000165264/ENSG00000135940/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000135441/ENSG00000176340/ENSG00000173660/ENSG00000165629/ENSG00000167283/ENSG00000156467/ENSG00000213619/ENSG00000126267/ENSG00000241837/ENSG00000148290/ENSG00000119421/ENSG00000116459/ENSG00000106153/ENSG00000131143/ENSG00000131174/ENSG00000127184/ENSG00000164405/ENSG00000110955/ENSG00000184752/ENSG00000111775/ENSG00000152234/ENSG00000183648/ENSG00000158828/ENSG00000179091/ENSG00000127540/ENSG00000167863/ENSG00000174886/ENSG00000112695/ENSG00000130770/ENSG00000004779/ENSG00000168275/ENSG00000189043/ENSG00000164919/ENSG00000124172/ENSG00000147684/ENSG00000178741/ENSG00000172115/ENSG00000090266/ENSG00000120675/ENSG00000169021,CHCHD10/SLC25A33/FXN/NDUFA6/SDHB/ATP5F1D/NDUFV3/DLAT/NDUFA9/GHITM/ATP5ME/NDUFA7/NDUFS8/ADSL/ISCU/NDUFS1/UQCRC2/NDUFA3/DLD/NDUFV1/UQCC2/NDUFS6/SDHC/KGD4/CCNB1/UQCRC1/NDUFS5/ATP5MF/NDUFC2/ME3/NDUFV2/NDUFA2/COX7A1/NDUFC1/IDH3B/MDH2/PARK7/STOML2/UQCR10/BNIP3/NDUFB4/SUCLG1/NDUFB11/PDHA1/SUCLA2/MDH1/NDUFA5/NDUFA13/NDUFB8/NDUFB3/ANTKMT/BID/NDUFB5/ATP5PF/NDUFB7/NDUFB6/COX5B/NDUFB10/NDUFA1/NDUFS4/BLOC1S1/COX8A/UQCRH/ATP5F1C/ATP5MG/UQCRB/NDUFS3/COX6B1/ATP5PO/SURF1/NDUFA8/ATP5PB/CHCHD2/COX4I1/COX7B/COX7C/UQCRQ/ATP5F1B/NDUFA12/COX6A1/ATP5F1A/NDUFB1/PINK1/CYC1/UQCR11/ATP5PD/NDUFA11/COX7A2/ATP5IF1/NDUFAB1/COA6/NDUFA4/COX6C/ATP5F1E/NDUFB9/COX5A/CYCS/NDUFB2/DNAJC15/UQCRFS1
GO:0006754,ATP biosynthetic process,93,-0.7369992033106961,-2.9055739751948297,1e-10,1.0344897959183674e-8,8.74328678839957e-9,1468,"tags=65%, list=12%, signal=57%",ENSG00000184983/ENSG00000117118/ENSG00000099624/ENSG00000160194/ENSG00000139180/ENSG00000169020/ENSG00000267855/ENSG00000110717/ENSG00000114573/ENSG00000166260/ENSG00000023228/ENSG00000170906/ENSG00000164978/ENSG00000167792/ENSG00000145494/ENSG00000143252/ENSG00000168653/ENSG00000241468/ENSG00000151366/ENSG00000178127/ENSG00000131495/ENSG00000109390/ENSG00000165283/ENSG00000065518/ENSG00000147123/ENSG00000128609/ENSG00000186010/ENSG00000166136/ENSG00000119013/ENSG00000103254/ENSG00000136521/ENSG00000154723/ENSG00000099795/ENSG00000165264/ENSG00000140990/ENSG00000125356/ENSG00000164258/ENSG00000165629/ENSG00000167283/ENSG00000213619/ENSG00000241837/ENSG00000119421/ENSG00000156411/ENSG00000116459/ENSG00000110955/ENSG00000184752/ENSG00000152234/ENSG00000183648/ENSG00000205542/ENSG00000154518/ENSG00000158828/ENSG00000159199/ENSG00000167863/ENSG00000174886/ENSG00000130770/ENSG00000004779/ENSG00000173915/ENSG00000124172/ENSG00000147684/ENSG00000090266,NDUFA6/SDHB/ATP5F1D/NDUFV3/NDUFA9/ATP5ME/NDUFA7/NDUFS8/ATP6V1A/COX11/NDUFS1/NDUFA3/NUDT2/NDUFV1/NDUFS6/SDHC/NDUFS5/ATP5MF/NDUFC2/NDUFV2/NDUFA2/NDUFC1/STOML2/NDUFB4/NDUFB11/NDUFA5/NDUFA13/NDUFB8/NDUFB3/ANTKMT/NDUFB5/ATP5PF/NDUFB7/NDUFB6/NDUFB10/NDUFA1/NDUFS4/ATP5F1C/ATP5MG/NDUFS3/ATP5PO/NDUFA8/ATP5MJ/ATP5PB/ATP5F1B/NDUFA12/ATP5F1A/NDUFB1/TMSB4X/ATP5MC3/PINK1/ATP5MC1/ATP5PD/NDUFA11/ATP5IF1/NDUFAB1/ATP5MK/ATP5F1E/NDUFB9/NDUFB2
