Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000237491,LINC01409,14,0.34901,17,0.65422,13,0.18802,20,0.87619,0,-5.4068,8,-0.5119,10,-0.1651,8,-0.5078,13,0.21210,11,-0.1012
ENSG00000228794,LINC01128,35,0.08577,40,0.31263,57,0.91298,54,0.82894,8,-2.1074,24,-0.4729,29,-0.1810,42,0.41155,21,-0.6857,17,-0.9748
ENSG00000188976,NOC2L,81,0.77077,69,0.49811,60,0.25936,60,0.26286,28,-0.8985,42,-0.3160,50,-0.0425,45,-0.2105,30,-0.8099,44,-0.2181
ENSG00000188290,HES4,19,-0.3665,25,0.08348,20,-0.2611,34,0.57335,6,-2.0752,47,1.13117,39,0.78814,24,0.04140,14,-0.7665,10,-1.3318
ENSG00000187608,ISG15,1,-4.5552,43,0.48494,47,0.63501,40,0.39247,2,-4.0385,40,0.38476,50,0.75779,37,0.24987,34,0.12540,22,-0.5640
ENSG00000188157,AGRN,19,-0.5656,40,0.55486,28,-0.0283,18,-0.7120,19,-0.5756,45,0.77106,29,0.06699,19,-0.5985,34,0.30149,30,0.09746
ENSG00000078808,SDF4,46,-0.4091,79,0.44289,57,-0.0829,47,-0.3759,35,-0.8348,75,0.36030,64,0.11276,53,-0.1981,78,0.42928,65,0.13256
ENSG00000176022,B3GALT6,33,0.59731,26,0.22003,22,-0.0093,22,-0.0438,9,-1.3568,25,0.19062,25,0.18157,22,-0.0425,25,0.19203,15,-0.5897
ENSG00000160087,UBE2J2,32,-0.1655,35,-0.0394,42,0.22998,44,0.32242,39,0.10818,71,1.13073,17,-1.1340,29,-0.3286,24,-0.6423,27,-0.4246
ENSG00000131584,ACAP3,105,0.53140,94,0.35123,54,-0.5339,67,-0.1888,65,-0.2245,87,0.23525,49,-0.6717,54,-0.5224,94,0.35148,86,0.20770
ENSG00000127054,INTS11,25,-0.4627,44,0.41222,41,0.32044,36,0.12003,19,-0.9041,43,0.39594,36,0.08208,22,-0.6386,31,-0.1489,41,0.30177
ENSG00000224051,CPTP,16,0.08696,9,-0.8489,17,0.17512,27,0.92335,11,-0.4240,10,-0.5735,24,0.75943,9,-0.8490,17,0.19011,11,-0.4349
ENSG00000107404,DVL1,39,-0.2252,51,0.20485,24,-0.9365,41,-0.1253,21,-1.1770,66,0.63105,50,0.18155,31,-0.5526,84,1.04628,40,-0.1724
ENSG00000175756,AURKAIP1,115,-0.4641,187,0.29932,237,0.69699,192,0.34828,89,-0.8663,138,-0.1886,193,0.35423,178,0.22706,137,-0.1986,84,-0.9435
ENSG00000221978,CCNL2,75,0.41367,65,0.17417,78,0.46921,49,-0.2717,25,-1.2769,52,-0.1629,40,-0.5689,37,-0.7094,73,0.37202,87,0.65525
ENSG00000242485,MRPL20,85,-0.6922,163,0.33337,132,-0.0066,129,-0.0395,117,-0.1947,134,0.02017,191,0.60464,169,0.39346,92,-0.5699,112,-0.2690
ENSG00000235098,ANKRD65,14,-1.1204,38,0.38775,20,-0.6376,26,-0.2384,29,-0.0435,21,-0.5521,46,0.70290,54,0.97572,17,-0.8812,34,0.22004
ENSG00000179403,VWA1,12,-1.5318,9,-2.0212,16,-1.1904,5,-2.8792,43,0.35276,36,0.07013,28,-0.3278,8,-2.1969,47,0.48984,142,2.62320
ENSG00000197785,ATAD3A,24,0.90556,22,0.78517,16,0.21601,9,-0.6337,7,-1.0477,7,-0.9438,11,-0.3312,13,-0.0899,16,0.19336,13,-0.1353
ENSG00000205090,TMEM240,45,0.94624,48,1.05913,16,-0.6669,30,0.27697,40,0.74635,22,-0.2538,16,-0.7567,20,-0.4100,8,-1.6585,9,-1.5569
ENSG00000160075,SSU72,104,-0.3377,148,0.22287,168,0.43470,129,-0.0040,98,-0.4291,129,0.00124,220,0.88472,129,-0.0037,87,-0.6202,78,-0.7905
ENSG00000228594,FNDC10,27,-0.0663,34,0.30769,49,0.89190,26,-0.1166,7,-2.1268,46,0.77309,37,0.40529,25,-0.2129,30,0.06562,4,-2.8712
ENSG00000272106,AL691432.2,17,-0.1321,32,0.93650,7,-1.3491,17,-0.0964,17,-0.0932,9,-0.9894,23,0.37196,25,0.53298,11,-0.7836,23,0.35563
ENSG00000197530,MIB2,27,-0.4068,35,0.01796,19,-0.8814,29,-0.2852,58,0.85915,50,0.58801,35,0.02047,50,0.59835,17,-1.0900,26,-0.4471
ENSG00000248333,CDK11B,72,0.42401,26,-1.1691,60,0.12761,56,0.01341,75,0.50609,38,-0.5881,17,-1.7361,39,-0.5345,64,0.24363,105,1.07053
ENSG00000189339,SLC35E2B,36,0.86140,29,0.46442,16,-0.4051,24,0.15186,12,-0.8743,25,0.23046,21,-0.0197,31,0.59609,1,-3.7727,19,-0.1908
ENSG00000008128,CDK11A,32,0.84842,13,-0.5427,8,-1.3499,14,-0.5249,9,-1.1726,15,-0.3320,6,-1.7206,14,-0.4610,27,0.57504,53,1.74645
ENSG00000008130,NADK,22,-0.0936,16,-0.6297,23,-0.0796,13,-0.9018,24,-0.0040,31,0.41149,50,1.23674,26,0.16306,10,-1.3498,24,-0.0162
ENSG00000078369,GNB1,348,-0.3885,417,-0.1042,434,-0.0389,502,0.19404,405,-0.1498,496,0.17403,656,0.63790,578,0.42425,418,-0.1002,196,-1.2643
ENSG00000187730,GABRD,177,0.14004,417,1.63815,204,0.37621,241,0.65182,49,-1.8311,113,-0.5686,165,0.02561,165,0.03222,72,-1.2480,17,-3.3240
ENSG00000067606,PRKCZ,285,0.29427,332,0.54764,223,-0.1027,261,0.15450,237,-0.0031,274,0.23451,268,0.19845,206,-0.2245,152,-0.7021,136,-0.8707
ENSG00000162585,FAAP20,19,-1.0301,24,-0.7027,33,-0.2172,22,-0.8779,52,0.50722,42,0.15810,75,1.12125,35,-0.1160,37,-0.0547,42,0.14293
