Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to12,Feature log2 fold change topic 6to12
ENSG00000228794,LINC01128,10,-1.6935,36,0.24250,15,-1.1409,14,-1.1812,40,1.12939
ENSG00000188976,NOC2L,25,-0.8815,40,-0.1688,25,-0.9498,53,0.27399,53,0.63730
ENSG00000188290,HES4,14,-1.1316,14,-1.2203,40,0.45891,45,0.62104,31,0.00585
ENSG00000187608,ISG15,23,0.10239,3,-2.7147,14,-0.7233,8,-1.5360,29,1.16948
ENSG00000188157,AGRN,27,0.36975,6,-1.8881,25,0.28135,15,-0.4733,22,0.18369
ENSG00000078808,SDF4,27,-1.1727,62,0.06875,64,0.11914,80,0.47947,59,-0.0005
ENSG00000160087,UBE2J2,19,-0.7911,20,-0.7213,28,-0.2226,37,0.22119,36,0.44391
ENSG00000131584,ACAP3,77,0.21792,93,0.52529,64,-0.0610,71,0.10847,61,-0.2625
ENSG00000127054,INTS11,30,-0.3901,20,-1.0219,32,-0.3366,61,0.73173,41,0.24779
ENSG00000107404,DVL1,31,-0.7554,22,-1.2482,68,0.53981,66,0.43650,50,-0.0361
ENSG00000175756,AURKAIP1,52,-1.7270,96,-0.8135,147,-0.1681,247,0.67360,180,0.38458
ENSG00000221978,CCNL2,55,-0.2071,43,-0.5654,58,-0.1325,76,0.30768,66,0.18229
ENSG00000242485,MRPL20,47,-1.8934,98,-0.7976,172,0.07295,205,0.34393,184,0.40232
ENSG00000235098,ANKRD65,14,-1.2404,10,-1.6226,40,0.41010,40,0.38231,33,0.21090
ENSG00000179403,VWA1,60,1.84283,18,-0.1113,27,0.54182,47,1.39172,9,-2.0067
ENSG00000205090,TMEM240,4,-2.5010,22,-0.1040,18,-0.4494,21,-0.1348,28,0.75066
ENSG00000160075,SSU72,38,-1.9195,117,-0.2554,126,-0.1469,136,-0.0108,158,0.53629
ENSG00000228594,FNDC10,5,-2.5382,14,-1.0748,32,0.20871,36,0.39142,32,0.40095
ENSG00000197530,MIB2,11,-1.5648,30,-0.0348,43,0.58233,12,-1.3580,33,0.24528
ENSG00000248333,CDK11B,158,2.13791,93,1.15951,22,-1.1616,14,-1.7458,34,-0.8510
ENSG00000008128,CDK11A,148,2.75281,51,0.74764,23,-0.5381,2,-3.8021,20,-1.3148
ENSG00000215790,SLC35E2A,13,-1.2054,4,-2.6651,42,0.68045,39,0.50383,29,0.04581
ENSG00000008130,NADK,8,-1.5646,9,-1.4557,20,-0.3068,20,-0.2801,30,0.94421
ENSG00000078369,GNB1,125,-2.1485,312,-0.7859,611,0.28402,484,-0.1104,585,0.44796
ENSG00000187730,GABRD,14,-3.5526,64,-1.3214,75,-1.1683,126,-0.3067,212,1.57887
ENSG00000067606,PRKCZ,62,-1.7714,192,-0.0708,199,-0.0204,109,-0.9376,236,0.63118
ENSG00000162585,FAAP20,32,-0.1927,15,-1.3359,49,0.56298,57,0.72681,33,-0.2964
ENSG00000157933,SKI,45,0.83044,35,0.40984,42,0.81035,34,0.36029,18,-1.1373
