Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000228794,LINC01128,108,1.54014,12,-1.9247,29,-0.5667,31,-0.5953,45,0.16718
ENSG00000188976,NOC2L,108,1.31926,16,-1.6600,47,-0.0298,33,-0.6896,52,0.19704
ENSG00000188290,HES4,108,1.74999,16,-1.2760,44,0.23185,35,-0.1410,30,-0.5785
ENSG00000078808,SDF4,108,0.98697,59,0.00157,67,0.20822,67,0.25284,45,-0.6782
ENSG00000160087,UBE2J2,108,1.54895,22,-1.0256,42,-0.0354,32,-0.4954,40,-0.1476
ENSG00000131584,ACAP3,108,0.48467,47,-0.7981,134,0.83686,92,0.27959,65,-0.5268
ENSG00000127054,INTS11,108,1.41349,27,-0.8258,73,0.73704,36,-0.4235,39,-0.4324
ENSG00000107404,DVL1,108,1.00811,17,-1.8327,35,-0.7799,105,1.31091,37,-1.1034
ENSG00000175756,AURKAIP1,108,-0.2553,103,-0.3269,51,-1.3858,164,0.51708,128,0.02927
ENSG00000221978,CCNL2,108,0.88800,42,-0.5965,157,1.53551,47,-0.5283,50,-0.5670
ENSG00000242485,MRPL20,108,-0.2884,76,-0.8326,101,-0.3951,173,0.57976,126,-0.0867
ENSG00000235098,ANKRD65,108,1.98682,43,0.39743,31,-0.1308,34,0.04679,20,-1.2542
ENSG00000205090,TMEM240,108,1.79353,8,-2.2848,19,-0.9873,40,0.11841,32,-0.3918
ENSG00000160075,SSU72,108,-0.2976,73,-0.8999,68,-0.9915,164,0.45751,138,0.15570
ENSG00000197530,MIB2,108,1.85978,10,-1.9248,48,0.44035,49,0.64808,20,-1.3943
ENSG00000248333,CDK11B,108,0.84971,66,0.06707,85,0.46262,41,-0.7736,63,-0.0128
ENSG00000215790,SLC35E2A,108,1.76332,18,-1.1190,23,-0.7788,35,-0.1278,33,-0.3483
ENSG00000078369,GNB1,1246,1.25198,230,-1.4194,306,-0.9885,678,0.29621,531,-0.2609
ENSG00000187730,GABRD,108,-0.8398,1,-7.5379,116,-0.7303,182,-0.0461,244,0.92605
ENSG00000067606,PRKCZ,108,-0.8186,83,-1.2147,50,-1.9568,221,0.36295,217,0.52721
ENSG00000162585,FAAP20,108,1.57831,30,-0.5157,18,-1.2672,41,-0.0359,37,-0.3189
ENSG00000157933,SKI,108,1.28893,25,-1.0361,93,1.02290,58,0.30869,32,-1.0370
ENSG00000157916,RER1,108,1.11872,68,0.35871,19,-1.5399,48,-0.2253,52,-0.1238
ENSG00000157870,PRXL2B,108,1.26258,3,-4.1120,85,0.85232,50,-0.0087,42,-0.4310
ENSG00000158109,TPRG1L,108,-0.8463,45,-2.1275,130,-0.5669,211,0.23556,222,0.53600
ENSG00000130764,LRRC47,108,0.48054,25,-1.7691,65,-0.3073,68,-0.2987,93,0.46454
ENSG00000116198,CEP104,108,1.26233,100,1.13271,71,0.56622,32,-0.8055,37,-0.7310
ENSG00000196581,AJAP1,108,0.89904,19,-1.7287,114,0.99352,52,-0.3373,58,-0.1945
ENSG00000069424,KCNAB2,108,-0.7519,15,-3.5978,91,-1.0016,256,0.77676,188,0.19883
ENSG00000116254,CHD5,108,-1.3893,43,-2.7408,305,0.19693,287,0.12332,319,0.53884
ENSG00000116251,RPL22,108,-2.2304,892,1.02896,275,-0.8427,643,0.61545,416,-0.3583
ENSG00000116237,ICMT,108,1.54040,20,-1.1573,23,-0.9344,35,-0.3571,43,-0.0011
ENSG00000097021,ACOT7,108,-0.9115,60,-1.7750,179,-0.1359,132,-0.7070,267,1.10106
ENSG00000162408,NOL9,108,1.58950,18,-1.2846,60,0.58679,32,-0.4960,36,-0.3601
ENSG00000162413,KLHL21,108,1.96951,37,0.14696,20,-0.7758,25,-0.5452,28,-0.5273
ENSG00000007923,DNAJC11,108,1.65952,24,-0.7966,61,0.68260,35,-0.2629,30,-0.6914
ENSG00000171735,CAMTA1,108,-2.3035,203,-1.3740,526,0.08263,334,-0.7283,692,1.17275
ENSG00000049246,PER3,108,1.01192,83,0.57872,89,0.69386,51,-0.2357,43,-0.7265
ENSG00000116288,PARK7,108,-1.2326,220,-0.1522,175,-0.5071,314,0.52409,244,0.01727
ENSG00000142599,RERE,108,-0.3635,106,-0.3964,184,0.48027,125,-0.1603,144,0.15659
ENSG00000074800,ENO1,108,-1.8734,384,0.04632,270,-0.5018,500,0.59651,369,-0.0315
ENSG00000171612,SLC25A33,108,1.80775,22,-0.7808,12,-1.6868,52,0.70555,24,-1.0302
ENSG00000171603,CLSTN1,2604,1.84151,218,-2.1139,513,-0.8363,531,-0.9139,944,0.20189
ENSG00000178585,CTNNBIP1,108,1.74140,47,0.31086,17,-1.2231,36,-0.0922,30,-0.6461
ENSG00000162441,LZIC,108,0.81311,106,0.78521,44,-0.6111,47,-0.5892,64,-0.0619
ENSG00000130939,UBE4B,108,1.09934,30,-0.9110,104,1.03983,29,-1.0950,55,-0.0092
ENSG00000054523,KIF1B,108,-2.3232,725,0.57669,538,0.09703,374,-0.5580,597,0.52232
ENSG00000142657,PGD,108,1.10777,32,-0.7953,60,0.13800,41,-0.5187,55,0.03880
ENSG00000241563,CORT,108,1.39767,8,-2.5025,37,-0.3422,26,-0.9925,54,0.46904
ENSG00000160049,DFFA,108,0.93002,98,0.76146,42,-0.5765,52,-0.2868,54,-0.3083
ENSG00000120948,TARDBP,108,0.33261,97,0.15933,84,-0.0568,80,-0.1737,87,-0.0194
ENSG00000116649,SRM,108,1.19510,35,-0.5988,58,0.16811,61,0.31291,40,-0.6721
ENSG00000171824,EXOSC10,108,1.70991,40,0.03009,104,1.63380,32,-0.3658,20,-1.5069
ENSG00000198793,MTOR,108,1.36742,41,-0.2268,62,0.42708,49,0.07456,35,-0.7728
ENSG00000116661,FBXO2,108,-0.5367,73,-1.1249,57,-1.4939,269,1.23350,131,-0.4045
ENSG00000132879,FBXO44,108,0.57985,20,-1.9874,77,0.03560,85,0.25257,73,-0.0664
ENSG00000011021,CLCN6,108,0.42446,24,-1.8795,75,-0.1407,51,-0.8612,105,0.80464
ENSG00000116685,KIAA2013,108,1.78022,61,0.79146,36,-0.0523,35,-0.1224,23,-1.1472
ENSG00000116688,MFN2,108,-0.3764,80,-0.8351,124,-0.1664,111,-0.3913,168,0.63618
ENSG00000048707,VPS13D,108,0.24670,82,-0.1893,144,0.71065,59,-0.8136,100,0.23060
ENSG00000116731,PRDM2,108,-1.3420,175,-0.6185,296,0.20053,174,-0.7307,338,0.87803
ENSG00000189337,KAZN,108,0.42856,134,0.78117,99,0.28593,51,-0.8720,83,0.01169
ENSG00000142634,EFHD2,108,0.09249,54,-0.9697,35,-1.6222,54,-1.1146,144,1.25824
ENSG00000116138,DNAJC16,108,1.28454,50,0.00857,34,-0.5572,26,-1.1422,54,0.26337
