Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
ENSG00000237491,LINC01409,8,0.01922,8,-0.0192
ENSG00000228794,LINC01128,16,-1.0396,33,1.03963
ENSG00000188976,NOC2L,22,-0.8406,40,0.84061
ENSG00000188290,HES4,109,1.46633,39,-1.4663
ENSG00000187608,ISG15,93,1.00839,46,-1.0083
ENSG00000188157,AGRN,18,-0.3143,22,0.31430
ENSG00000131591,C1orf159,3,-1.3769,9,1.37691
ENSG00000078808,SDF4,69,0.03294,68,-0.0329
ENSG00000176022,B3GALT6,17,-0.4273,23,0.42735
ENSG00000160087,UBE2J2,28,-0.4795,39,0.47954
ENSG00000162572,SCNN1D,5,-0.9665,11,0.96656
ENSG00000131584,ACAP3,36,-0.7483,60,0.74838
ENSG00000169972,PUSL1,10,0.19755,9,-0.1975
ENSG00000127054,INTS11,36,-0.3459,46,0.34597
ENSG00000224051,CPTP,15,-0.5262,22,0.52620
ENSG00000107404,DVL1,54,0.27698,45,-0.2769
ENSG00000175756,AURKAIP1,180,0.03435,175,-0.0343
ENSG00000221978,CCNL2,63,-0.1665,71,0.16655
ENSG00000242485,MRPL20,190,0.04421,184,-0.0442
ENSG00000235098,ANKRD65,29,0.22324,25,-0.2232
ENSG00000179403,VWA1,21,0.42981,15,-0.4298
ENSG00000160072,ATAD3B,12,0.11924,11,-0.1192
ENSG00000197785,ATAD3A,3,-2.0261,13,2.02611
ENSG00000205090,TMEM240,7,-1.7183,26,1.71838
ENSG00000160075,SSU72,119,-0.1755,134,0.17550
ENSG00000228594,FNDC10,14,-0.6922,23,0.69227
ENSG00000272106,AL691432.2,26,0.57229,17,-0.5722
ENSG00000197530,MIB2,20,-0.3219,25,0.32192
ENSG00000248333,CDK11B,16,-0.2664,20,0.26644
ENSG00000189339,SLC35E2B,12,-0.7427,21,0.74274
ENSG00000008128,CDK11A,10,0.41898,8,-0.4189
ENSG00000215790,SLC35E2A,38,0.22686,32,-0.2268
ENSG00000008130,NADK,33,0.42919,25,-0.4291
ENSG00000078369,GNB1,526,0.02003,519,-0.0200
ENSG00000187730,GABRD,64,-1.2309,152,1.23095
ENSG00000067606,PRKCZ,97,-0.6562,153,0.65621
ENSG00000162585,FAAP20,58,1.08181,27,-1.0818
ENSG00000157933,SKI,29,0.89095,15,-0.8909
ENSG00000157916,RER1,61,-0.0898,64,0.08982
ENSG00000157911,PEX10,32,0.88692,17,-0.8869
ENSG00000149527,PLCH2,14,-0.1407,16,0.14073
ENSG00000157881,PANK4,7,-1.1064,16,1.10641
ENSG00000157873,TNFRSF14,20,1.20131,8,-1.2013
ENSG00000157870,PRXL2B,22,-0.7493,38,0.74937
ENSG00000177133,PRDM16-DT,46,1.63854,15,-1.6385
ENSG00000158109,TPRG1L,107,-0.9337,204,0.93374
ENSG00000116213,WRAP73,10,-0.8191,18,0.81918
ENSG00000130764,LRRC47,50,-0.6322,78,0.63222
ENSG00000116198,CEP104,24,0.24925,20,-0.2492
ENSG00000198912,C1orf174,8,-0.9513,15,0.95134
ENSG00000196581,AJAP1,22,-0.7204,36,0.72047
ENSG00000131697,NPHP4,10,0.24208,8,-0.2420
ENSG00000069424,KCNAB2,104,-0.8239,184,0.82393
ENSG00000116254,CHD5,78,-0.6837,126,0.68371
