Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to11,Feature log2 fold change topic 5to11
ENSG00000228794,LINC01128,18,-0.9592,19,-0.8665,44,0.45981,36,0.18182
ENSG00000188976,NOC2L,31,-0.9983,26,-1.2827,54,-0.2092,71,0.79014
ENSG00000188290,HES4,22,-1.1563,72,0.71428,48,0.08234,45,-0.0663
ENSG00000187608,ISG15,20,-1.1034,52,0.39164,28,-0.6349,46,0.51514
ENSG00000188157,AGRN,16,-1.1919,30,-0.2764,31,-0.2126,40,0.56155
ENSG00000078808,SDF4,50,-0.3019,81,0.46804,49,-0.3840,63,0.13641
ENSG00000176022,B3GALT6,14,-0.5427,15,-0.4565,8,-1.4422,25,1.12370
ENSG00000160087,UBE2J2,22,-0.9819,28,-0.5809,28,-0.6300,50,0.88412
ENSG00000131584,ACAP3,99,0.09441,76,-0.3279,57,-0.8334,106,0.54711
ENSG00000127054,INTS11,45,-0.1157,56,0.21322,42,-0.2512,50,0.11302
ENSG00000224051,CPTP,9,-1.1993,24,0.35635,11,-0.9102,23,0.69448
ENSG00000107404,DVL1,38,-1.0646,112,0.60156,45,-0.9085,87,0.53222
ENSG00000175756,AURKAIP1,58,-1.5681,187,0.21944,119,-0.5271,187,0.62383
ENSG00000221978,CCNL2,58,0.28783,57,0.24950,53,0.16176,44,-0.3069
ENSG00000242485,MRPL20,48,-1.3787,157,0.45794,82,-0.6128,133,0.52193
ENSG00000235098,ANKRD65,20,-0.6699,31,0.01996,21,-0.6340,34,0.58073
ENSG00000179403,VWA1,109,2.08777,58,0.93361,14,-1.3997,24,-1.0174
ENSG00000205090,TMEM240,11,-1.5184,13,-1.2502,20,-0.6771,38,1.22815
ENSG00000160075,SSU72,50,-1.5576,155,0.15991,105,-0.4966,161,0.63182
ENSG00000228594,FNDC10,7,-2.4564,29,-0.3369,26,-0.5598,45,0.99973
ENSG00000197530,MIB2,24,-0.7167,39,0.00925,28,-0.5202,44,0.53411
ENSG00000248333,CDK11B,120,0.78049,30,-1.3651,122,0.93488,60,-0.7041
ENSG00000008128,CDK11A,70,1.07227,23,-0.6816,43,0.28721,32,-0.4930
ENSG00000215790,SLC35E2A,19,-0.3879,28,0.19191,20,-0.3387,26,0.26047
ENSG00000008130,NADK,4,-2.4787,25,0.11293,20,-0.2682,27,0.62032
ENSG00000078369,GNB1,201,-1.3152,571,0.29695,396,-0.3118,522,0.41579
ENSG00000187730,GABRD,17,-2.9573,54,-1.2893,98,-0.4089,158,1.23456
ENSG00000067606,PRKCZ,80,-1.3765,103,-1.0018,154,-0.4268,240,0.96448
ENSG00000162585,FAAP20,26,-0.7330,56,0.44102,45,0.08177,42,-0.0189
ENSG00000157933,SKI,47,0.65826,52,0.83473,34,0.16820,25,-0.7350
ENSG00000157916,RER1,19,-1.3416,70,0.67502,32,-0.5982,51,0.39011
ENSG00000157911,PEX10,20,-0.4453,30,0.20667,20,-0.5007,29,0.36308
ENSG00000149527,PLCH2,5,-1.9466,41,1.25817,8,-1.3513,21,0.42587
ENSG00000157870,PRXL2B,14,-1.7266,44,-0.0018,28,-0.7399,53,0.87491
ENSG00000177133,PRDM16-DT,9,-1.8553,103,2.07003,25,-0.3818,26,-0.6242
ENSG00000142611,PRDM16,13,-0.2016,59,2.44860,14,-0.0528,9,-1.4500
ENSG00000158109,TPRG1L,33,-2.2691,122,-0.3211,134,-0.1902,174,0.72082
ENSG00000130764,LRRC47,34,-0.8856,48,-0.3974,38,-0.8134,74,0.90218
ENSG00000116198,CEP104,69,1.04581,11,-1.7241,52,0.62880,31,-0.5542
ENSG00000196581,AJAP1,37,-0.3549,29,-0.7383,52,0.19467,49,0.20241
ENSG00000069424,KCNAB2,27,-2.9512,169,-0.2428,117,-0.8843,249,1.20954
ENSG00000116254,CHD5,156,-1.1080,116,-1.5552,524,0.93002,315,-0.0685
ENSG00000116251,RPL22,472,0.28143,537,0.49075,263,-0.6905,403,0.06925
ENSG00000116237,ICMT,17,-1.0015,27,-0.2671,24,-0.5090,38,0.70650
ENSG00000097021,ACOT7,26,-2.3629,68,-0.9558,76,-0.8416,162,1.39579
ENSG00000215788,TNFRSF25,8,-1.6820,13,-1.0259,37,0.70710,26,0.12880
ENSG00000171680,PLEKHG5,13,-1.6008,21,-0.8937,23,-0.7778,47,1.21323
ENSG00000162408,NOL9,23,-0.1808,21,-0.3219,19,-0.4865,29,0.47018
ENSG00000162413,KLHL21,21,-0.2779,32,0.35341,17,-0.6721,28,0.33439
ENSG00000041988,THAP3,0,-5.5451,15,-0.4029,11,-0.8496,25,1.35856
ENSG00000007923,DNAJC11,22,-0.8853,20,-1.0156,44,0.18315,44,0.41535
ENSG00000171735,CAMTA1,247,-1.0387,264,-0.9368,823,1.00698,453,-0.2511
ENSG00000049245,VAMP3,63,1.54109,43,0.87790,19,-0.4977,19,-0.9034
ENSG00000049246,PER3,55,0.46565,57,0.51874,45,0.14560,36,-0.4826
ENSG00000116288,PARK7,67,-1.8418,341,0.67583,113,-1.1426,263,0.72927
ENSG00000116285,ERRFI1,13,-0.6860,8,-1.4161,14,-0.6623,26,1.03752
ENSG00000162426,SLC45A1,3,-2.8413,23,0.17454,20,-0.0801,23,0.49230
ENSG00000142599,RERE,198,0.29764,146,-0.1874,225,0.56937,145,-0.4486
ENSG00000074800,ENO1,245,-1.1132,1118,1.33646,409,-0.3592,480,-0.1829
ENSG00000171612,SLC25A33,5,-2.4760,69,1.67265,18,-0.6059,25,-0.1425
ENSG00000171603,CLSTN1,238,-1.4750,346,-0.9151,583,-0.1195,731,0.74020
ENSG00000178585,CTNNBIP1,22,-0.5636,42,0.42654,29,-0.1596,33,0.09983
ENSG00000162441,LZIC,75,0.74773,54,0.21919,52,0.18697,41,-0.5175
ENSG00000130939,UBE4B,61,0.44707,26,-0.8440,45,-0.0346,47,0.07930
ENSG00000054523,KIF1B,573,0.62396,247,-0.7101,505,0.47081,351,-0.3806
ENSG00000142657,PGD,37,-0.5272,53,0.02463,35,-0.6684,59,0.55605
ENSG00000241563,CORT,8,-1.3356,30,0.62406,13,-0.6692,22,0.45471
ENSG00000160049,DFFA,92,0.70805,68,0.19829,87,0.68327,46,-0.8439
ENSG00000142655,PEX14,11,-1.2563,29,0.23959,12,-1.1389,30,0.87593
ENSG00000120948,TARDBP,104,0.39615,70,-0.2280,75,-0.1386,81,0.00450
ENSG00000116649,SRM,14,-2.3614,83,0.27397,63,-0.1963,78,0.48862
ENSG00000171824,EXOSC10,64,1.01960,42,0.32353,50,0.69140,24,-1.0611
ENSG00000198793,MTOR,12,-1.7056,43,0.14861,37,-0.0879,43,0.39815
ENSG00000116661,FBXO2,66,-1.8204,439,1.14946,128,-0.9016,236,0.31076
ENSG00000132879,FBXO44,40,-1.3318,67,-0.5508,69,-0.5614,116,0.91167
ENSG00000116670,MAD2L2,14,0.00738,30,1.17217,9,-0.8435,14,-0.1342
ENSG00000177000,MTHFR,30,0.19564,25,-0.0882,31,0.27808,25,-0.2284
ENSG00000011021,CLCN6,39,-1.4112,72,-0.4852,81,-0.3352,115,0.75713
ENSG00000116685,KIAA2013,41,0.32696,38,0.22815,30,-0.1887,32,-0.0978
ENSG00000083444,PLOD1,41,0.88137,38,0.73848,16,-0.6753,22,-0.3458
ENSG00000116688,MFN2,74,-0.5794,85,-0.3677,97,-0.1804,119,0.42471
ENSG00000116691,MIIP,14,-0.1835,29,0.95596,12,-0.4791,16,-0.1066
ENSG00000048707,VPS13D,54,-0.4857,57,-0.3755,68,-0.1347,80,0.37033
ENSG00000162496,DHRS3,32,0.45966,92,2.36082,13,-0.9594,17,-1.1717
ENSG00000116731,PRDM2,308,0.20207,100,-1.5247,441,0.91145,243,-0.4097
ENSG00000189337,KAZN,107,1.43384,43,-0.0772,35,-0.4475,40,-0.4559
ENSG00000142634,EFHD2,54,-0.8984,22,-2.2292,118,0.36702,107,0.45264
ENSG00000116138,DNAJC16,29,-0.0912,20,-0.6303,21,-0.6619,35,0.63012
ENSG00000197312,DDI2,54,0.61278,23,-0.7097,55,0.73446,31,-0.5771
ENSG00000116786,PLEKHM2,94,-0.8732,115,-0.5649,199,0.32749,174,0.19395
ENSG00000065526,SPEN,375,1.52286,105,-0.5885,229,0.75697,106,-1.1469
ENSG00000116809,ZBTB17,23,-0.2423,31,0.25680,12,-1.2695,31,0.63434
ENSG00000037637,FBXO42,13,-0.9770,23,-0.1226,34,0.59095,24,-0.1209
ENSG00000055070,SZRD1,53,0.78607,46,0.55379,28,-0.2344,29,-0.4240
ENSG00000159363,ATP13A2,35,-1.6874,61,-0.8673,96,-0.1827,126,0.81009
ENSG00000117118,SDHB,25,-1.0790,66,0.42215,36,-0.5851,56,0.46782
ENSG00000117115,PADI2,122,1.61792,135,1.80561,22,-1.2577,31,-1.2665
ENSG00000179051,RCC2,3,-3.2258,20,-0.6459,26,-0.3094,38,0.99605
ENSG00000074964,ARHGEF10L,1,-3.5674,31,1.06702,9,-0.8793,18,0.48885
ENSG00000117154,IGSF21,45,-0.6521,30,-1.2633,38,-0.9979,87,1.19318
ENSG00000159423,ALDH4A1,20,-1.1318,95,1.34288,22,-1.1138,44,0.15541
ENSG00000127481,UBR4,108,1.53855,25,-0.8437,67,0.81267,30,-1.1472
ENSG00000127463,EMC1,18,-0.6145,28,0.06555,20,-0.4578,30,0.44742
ENSG00000053372,MRTO4,25,-0.8097,38,-0.1780,45,0.07403,46,0.24867
ENSG00000053371,AKR7A2,15,-0.9340,78,1.69907,14,-1.1281,27,-0.1445
ENSG00000077549,CAPZB,138,-0.4244,179,-0.0139,165,-0.1607,192,0.24519
ENSG00000173436,MICOS10,136,-1.0961,323,0.24176,160,-0.9269,326,0.73879
ENSG00000158747,NBL1,61,-1.4047,125,-0.3199,115,-0.4947,181,0.80240
ENSG00000169914,OTUD3,22,0.01658,6,-1.8334,22,0.04959,23,0.37306
ENSG00000162545,CAMK2N1,747,-1.0376,1962,0.47347,1208,-0.3300,1566,0.28947
ENSG00000090432,MUL1,13,-0.4182,20,0.21398,17,-0.0587,18,0.08954
ENSG00000183114,FAM43B,15,-0.2787,27,0.59031,15,-0.3553,19,0.05410
ENSG00000158828,PINK1,120,-1.6558,337,-0.0912,250,-0.6030,424,0.82257
ENSG00000244038,DDOST,10,-1.4166,29,0.16011,19,-0.4783,29,0.59712
ENSG00000117245,KIF17,10,-1.4770,19,-0.5625,21,-0.4502,32,0.87152
ENSG00000189410,SH2D5,2,-3.6888,17,-0.8746,20,-0.6916,39,1.37671
ENSG00000127483,HP1BP3,482,1.09699,170,-0.5901,356,0.66150,196,-0.7991
ENSG00000075151,EIF4G3,277,0.11505,118,-1.1961,409,0.86906,231,-0.3903
ENSG00000117298,ECE1,24,0.01327,37,0.72524,21,-0.2129,23,-0.1887
ENSG00000076864,RAP1GAP,60,-1.1639,41,-1.7047,140,0.16749,146,0.61139
ENSG00000090686,USP48,159,1.17756,44,-0.8940,116,0.72897,61,-0.8345
ENSG00000070831,CDC42,130,-0.1360,142,0.00435,99,-0.6025,155,0.39969
ENSG00000004487,KDM1A,53,-0.3374,72,0.14794,52,-0.4038,70,0.30073
ENSG00000169641,LUZP1,83,-1.2873,68,-1.5790,273,0.63604,204,0.22452
ENSG00000125944,HNRNPR,154,0.55574,116,0.10235,112,0.04485,101,-0.2917
ENSG00000142676,RPL11,499,0.44733,515,0.49863,291,-0.4515,366,-0.1229
ENSG00000011007,ELOA,35,0.20373,24,-0.3761,40,0.44431,29,-0.2642
ENSG00000057757,PITHD1,50,-1.3128,85,-0.4979,97,-0.3257,137,0.73614
ENSG00000011009,LYPLA2,8,-2.0319,20,-0.6228,26,-0.2737,37,0.85467
ENSG00000117308,GALE,4,-2.3150,15,-0.5419,20,-0.1106,26,0.74200
ENSG00000117305,HMGCL,23,0.32763,36,1.04149,12,-0.7613,18,-0.2110
ENSG00000189266,PNRC2,47,-0.0110,61,0.38195,44,-0.1381,47,-0.0615
ENSG00000188529,SRSF10,96,0.57079,52,-0.4040,99,0.70604,57,-0.6088
ENSG00000001460,STPG1,11,-0.7874,20,0.02372,17,-0.1890,21,0.34582
ENSG00000001461,NIPAL3,367,1.65046,49,-1.5744,134,-0.0725,121,-0.4937
ENSG00000133226,SRRM1,800,2.12854,180,-0.4401,350,0.70682,135,-1.6315
ENSG00000169504,CLIC4,121,2.09156,93,1.57266,20,-0.9959,21,-1.5650
ENSG00000117614,SYF2,192,0.31020,164,0.06293,221,0.61979,134,-0.5728
ENSG00000117616,RSRP1,123,1.07348,60,-0.0981,85,0.51682,50,-0.8105
ENSG00000183726,TMEM50A,32,-0.9065,78,0.47101,43,-0.5228,63,0.37184
ENSG00000204178,MACO1,106,0.59398,33,-1.2375,122,0.94910,61,-0.6459
ENSG00000117643,MAN1C1,50,0.21272,26,-0.7563,15,-1.6899,53,0.98371
ENSG00000162430,SELENON,17,-0.7779,79,1.71685,18,-0.8024,26,-0.3150
ENSG00000117640,MTFR1L,24,-1.2836,63,0.17782,46,-0.3644,63,0.49643
ENSG00000117632,STMN1,576,-0.4494,448,-0.8346,690,-0.1837,862,0.51990
ENSG00000158008,EXTL1,22,-1.1155,24,-0.9577,37,-0.3503,54,0.84365
ENSG00000142684,ZNF593,7,-2.2107,23,-0.4624,22,-0.5593,38,1.01986
ENSG00000142669,SH3BGRL3,100,-0.6204,176,0.25999,77,-1.1036,173,0.68869
ENSG00000158062,UBXN11,2,-3.8050,32,0.27748,14,-1.0188,34,1.06923
ENSG00000117682,DHDDS,16,-0.4464,28,0.46365,29,0.55973,19,-0.4377
ENSG00000198830,HMGN2,201,0.63665,227,0.83872,89,-0.7044,127,-0.2599
ENSG00000117713,ARID1A,139,1.03920,92,0.34317,80,0.13091,61,-0.6846
ENSG00000204160,ZDHHC18,16,-0.6517,23,-0.0773,23,-0.0951,26,0.28919
ENSG00000142751,GPN2,13,-0.5422,20,0.11632,19,0.00985,19,0.11823
ENSG00000090273,NUDC,147,-0.7065,198,-0.2496,192,-0.3242,260,0.51215
ENSG00000253368,TRNP1,7,-2.9240,42,-0.3613,38,-0.5573,66,1.04885
ENSG00000090020,SLC9A1,0,-6.5335,13,-0.9351,16,-0.6595,31,1.43859
ENSG00000142784,WDTC1,34,-0.0370,32,-0.1267,26,-0.5177,38,0.36676
ENSG00000186501,TMEM222,37,-0.1189,38,-0.0764,34,-0.2554,42,0.22814
ENSG00000158195,WASF2,192,2.11868,113,1.11783,63,0.17995,28,-1.9096
ENSG00000126705,AHDC1,68,0.16751,46,-0.4258,52,-0.2804,65,0.24762
ENSG00000126709,IFI6,74,-0.0031,105,0.54761,28,-1.5707,83,0.49948
