Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to11,Feature log2 fold change topic 4to11
ENSG00000228794,LINC01128,6,-2.3731,6,-2.4218,37,0.28257,37,1.13668
ENSG00000188976,NOC2L,6,-2.8383,26,-0.7853,29,-0.6027,52,1.32223
ENSG00000188290,HES4,14,-0.7503,4,-2.4179,46,1.11218,24,0.15282
ENSG00000187608,ISG15,6,-2.2022,20,-0.5364,19,-0.6151,33,1.12109
ENSG00000188157,AGRN,6,-1.7064,27,0.49317,40,1.13809,18,-0.4161
ENSG00000078808,SDF4,6,-2.8772,49,0.17420,63,0.57512,46,0.21267
ENSG00000176022,B3GALT6,86,1.93386,8,-1.8597,11,-1.4492,25,-0.4490
ENSG00000160087,UBE2J2,271,3.06918,19,-1.5600,23,-1.2586,34,-1.5839
ENSG00000131584,ACAP3,82,0.38396,42,-0.6614,97,0.67617,61,-0.2786
ENSG00000127054,INTS11,93,1.11683,43,-0.1341,43,-0.1371,42,-0.4906
ENSG00000224051,CPTP,6,-1.2306,11,-0.3198,10,-0.5514,16,0.78319
ENSG00000107404,DVL1,6,-2.7066,26,-0.6249,47,0.27496,44,0.73458
ENSG00000175756,AURKAIP1,95,-0.6233,79,-0.8968,87,-0.7651,163,0.89827
ENSG00000221978,CCNL2,6,-3.1015,60,0.23949,104,1.16191,50,-0.1923
ENSG00000242485,MRPL20,39,-1.7267,89,-0.4926,60,-1.0816,144,1.19435
ENSG00000235098,ANKRD65,6,-2.0504,50,1.13028,10,-1.3533,26,0.24141
ENSG00000179403,VWA1,6,-2.2545,181,3.69209,22,-0.3898,13,-2.3414
ENSG00000205090,TMEM240,6,-1.8894,3,-2.7323,4,-2.4780,29,2.58719
ENSG00000160075,SSU72,307,1.27244,62,-1.2763,73,-1.0408,142,-0.0565
ENSG00000228594,FNDC10,20,-0.1205,4,-2.2802,5,-2.0170,26,1.34648
ENSG00000272106,AL691432.2,6,-1.4163,20,0.32334,14,-0.2273,17,0.36080
ENSG00000197530,MIB2,6,-1.9944,13,-0.9511,32,0.47479,27,0.62426
ENSG00000248333,CDK11B,6,-3.0854,64,0.34981,59,0.22656,54,0.33285
ENSG00000189339,SLC35E2B,6,-1.3170,10,-0.6756,18,0.25561,17,0.54777
ENSG00000008128,CDK11A,6,-1.4599,28,0.85391,37,1.32626,14,-0.7613
ENSG00000008130,NADK,218,3.20955,20,-1.0723,12,-1.8491,25,-1.7216
ENSG00000078369,GNB1,302,-0.6695,227,-1.1047,376,-0.3337,526,0.80110
ENSG00000187730,GABRD,6,-4.2211,1,-6.3744,52,-1.1882,147,2.87673
ENSG00000067606,PRKCZ,7,-4.6122,86,-0.9702,88,-0.9410,200,1.72085
ENSG00000162585,FAAP20,6,-2.1014,40,0.71143,15,-0.8458,28,0.44324
ENSG00000157933,SKI,6,-2.0482,35,0.54631,55,1.30002,22,-0.5131
ENSG00000157916,RER1,6,-2.7718,69,0.83837,41,-0.0103,42,0.12087
ENSG00000157911,PEX10,6,-1.5697,27,0.65455,23,0.38015,18,-0.0792
ENSG00000157870,PRXL2B,6,-2.5190,6,-2.4572,31,-0.1670,42,1.50348
ENSG00000158109,TPRG1L,90,-0.9383,34,-2.3509,73,-1.2418,202,1.61030
ENSG00000130764,LRRC47,6,-3.4523,52,-0.3533,54,-0.3182,76,1.02177
ENSG00000116198,CEP104,6,-2.5096,91,1.64683,67,1.10617,27,-1.0252
ENSG00000196581,AJAP1,93,0.99211,15,-1.8428,44,-0.2199,51,0.00455
ENSG00000069424,KCNAB2,6,-4.3599,6,-4.3608,106,-0.2410,155,1.96375
ENSG00000116254,CHD5,500,1.00801,12,-4.5492,227,-0.2797,281,0.18691
ENSG00000116251,RPL22,488,-0.0437,862,0.88709,264,-0.9927,488,-0.1397
ENSG00000116237,ICMT,6,-2.4357,16,-1.0521,18,-0.8730,40,1.51591
ENSG00000097021,ACOT7,484,1.41525,37,-2.5927,61,-1.8752,214,0.14393
ENSG00000215788,TNFRSF25,6,-1.2406,0,-8.6146,22,0.68475,16,0.77905
ENSG00000171680,PLEKHG5,6,-1.4858,0,-8.8506,18,0.12833,20,1.28677
ENSG00000162408,NOL9,6,-2.1059,23,-0.2096,41,0.72013,27,0.21860
ENSG00000162413,KLHL21,6,-2.1135,26,0.00963,35,0.46771,27,0.28343
ENSG00000116273,PHF13,6,-1.4426,14,-0.2587,19,0.19964,18,0.44795
ENSG00000041988,THAP3,6,-1.3116,17,0.22716,0,-5.1567,18,1.12966
ENSG00000007923,DNAJC11,6,-2.3768,24,-0.4112,14,-1.1706,37,1.31021
ENSG00000171735,CAMTA1,705,0.64437,140,-1.8518,458,-0.0534,489,0.16971
ENSG00000049245,VAMP3,6,-2.3011,166,3.33763,21,-0.5518,17,-1.9190
ENSG00000049246,PER3,134,1.63820,60,0.24470,129,1.56353,30,-1.8302
ENSG00000116288,PARK7,106,-1.3538,165,-0.6807,169,-0.6466,296,1.01614
ENSG00000116285,ERRFI1,6,-1.8870,17,-0.4583,34,0.69265,24,0.30138
ENSG00000162426,SLC45A1,187,2.80067,7,-2.5683,19,-1.1926,30,-1.2367
ENSG00000142599,RERE,128,0.10336,127,0.08534,123,0.02808,118,-0.0912
ENSG00000074800,ENO1,141,-1.5233,285,-0.4557,389,0.03027,423,0.63750
ENSG00000171612,SLC25A33,6,-2.0720,10,-1.3779,41,0.78048,28,0.52378
ENSG00000171603,CLSTN1,995,0.50406,122,-2.6926,362,-1.0770,816,0.72718
ENSG00000178585,CTNNBIP1,6,-1.8959,25,0.15382,4,-2.5031,27,1.16103
ENSG00000162441,LZIC,99,0.76760,138,1.33742,33,-0.9501,51,-0.8084
ENSG00000130939,UBE4B,6,-2.7382,46,0.22983,49,0.31310,43,0.32627
ENSG00000054523,KIF1B,862,0.81697,804,0.69905,554,0.09158,442,-0.7438
ENSG00000142657,PGD,113,1.10707,55,-0.0817,45,-0.3912,53,-0.4220
ENSG00000241563,CORT,15028,9.67925,4,-8.2891,8,-7.4522,21,-7.8843
ENSG00000160049,DFFA,6,-3.0577,98,1.11105,96,1.06386,44,-0.6000
ENSG00000142655,PEX14,6,-1.3422,10,-0.6823,5,-1.7296,19,1.38081
ENSG00000120948,TARDBP,206,1.07631,115,0.11413,101,-0.0902,95,-0.5703
ENSG00000116649,SRM,85,0.71742,17,-1.7160,40,-0.4729,57,0.26415
ENSG00000171824,EXOSC10,6,-2.2986,28,-0.0972,64,1.26917,29,-0.1900
ENSG00000198793,MTOR,6,-2.7931,26,-0.6976,47,0.19813,47,0.81986
ENSG00000116661,FBXO2,6,-4.2677,58,-1.0543,96,-0.2931,139,1.37192
ENSG00000132879,FBXO44,231,1.87059,15,-2.4884,48,-0.7458,71,-0.4680
ENSG00000177000,MTHFR,6,-1.6862,17,-0.1979,39,1.11566,19,-0.1122
ENSG00000011021,CLCN6,96,0.68492,44,-0.5391,66,0.07740,60,-0.1811
ENSG00000116685,KIAA2013,6,-2.4286,51,0.72673,56,0.87469,30,-0.2954
ENSG00000083444,PLOD1,6,-1.4691,19,0.23117,30,0.93935,16,-0.1982
ENSG00000116688,MFN2,87,-0.3077,56,-0.9727,72,-0.6046,119,0.72482
ENSG00000048707,VPS13D,6,-3.5490,55,-0.3890,78,0.16509,79,0.77029
ENSG00000116731,PRDM2,262,0.02053,144,-0.9014,254,-0.0270,273,0.30967
ENSG00000189337,KAZN,6,-3.2459,125,1.31333,49,-0.2408,56,-0.1057
ENSG00000142634,EFHD2,6,-3.8362,19,-2.2748,23,-1.9830,112,2.77707
