Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000228794,LINC01128,11,-1.4473,14,-1.1745,43,1.39101,19,-0.6597,18,-0.8170
ENSG00000188976,NOC2L,33,-0.8429,109,1.09684,65,0.41131,32,-0.8954,34,-0.8407
ENSG00000188290,HES4,3,-3.4748,8,-2.0071,32,0.04930,43,0.50232,50,0.90376
ENSG00000187608,ISG15,19,-0.3996,7,-1.8711,26,0.18851,17,-0.5942,36,0.71989
ENSG00000188157,AGRN,20,-0.1112,24,0.13664,19,-0.3567,21,-0.0660,29,0.51665
ENSG00000078808,SDF4,79,0.52292,69,0.30244,53,-0.2420,56,-0.0340,53,-0.1319
ENSG00000176022,B3GALT6,11,-1.0873,14,-0.6951,24,0.22189,30,0.47099,24,0.12526
ENSG00000160087,UBE2J2,21,-0.7758,52,0.60981,38,0.23943,35,-0.0149,27,-0.4619
ENSG00000131584,ACAP3,90,0.45705,79,0.24754,60,-0.3427,70,0.04377,70,0.06651
ENSG00000127054,INTS11,59,0.63297,12,-1.8511,47,0.46250,17,-1.3008,40,0.00471
ENSG00000224051,CPTP,17,-0.3208,33,0.74869,20,-0.1374,20,-0.0929,20,-0.0878
ENSG00000107404,DVL1,51,0.16347,18,-1.4369,40,-0.3725,81,0.91764,56,0.34207
ENSG00000175756,AURKAIP1,99,-0.5912,120,-0.2922,159,0.28758,139,-0.0641,146,0.02138
ENSG00000221978,CCNL2,60,-0.0316,116,1.06690,51,-0.4613,36,-0.8209,71,0.28292
ENSG00000242485,MRPL20,88,-0.7424,191,0.47961,158,0.32507,146,0.04006,103,-0.5603
ENSG00000235098,ANKRD65,45,0.80048,30,0.12583,30,0.23517,19,-0.5966,16,-0.8660
ENSG00000179403,VWA1,200,2.85549,129,1.87117,10,-2.8839,20,-1.2111,22,-1.1673
ENSG00000205090,TMEM240,1,-3.8624,30,0.46332,28,0.66058,17,-0.4133,19,-0.2869
ENSG00000160075,SSU72,69,-0.9497,82,-0.6826,151,0.56193,145,0.22606,107,-0.2907
ENSG00000228594,FNDC10,9,-1.2025,0,-6.7727,26,0.62328,34,0.76900,20,-0.1166
ENSG00000197530,MIB2,23,-0.2203,42,0.71862,23,-0.3585,19,-0.5539,34,0.41353
ENSG00000248333,CDK11B,64,0.45504,11,-2.1983,57,0.51298,35,-0.4906,44,-0.1591
ENSG00000189339,SLC35E2B,12,-0.3757,0,-6.2258,16,0.18276,29,1.03493,15,0.02297
ENSG00000008128,CDK11A,51,0.97847,5,-2.5870,27,-0.0919,16,-0.8326,36,0.48674
ENSG00000215790,SLC35E2A,7,-1.8468,18,-0.3757,23,-0.0166,37,0.72108,28,0.33107
ENSG00000008130,NADK,13,-0.9560,42,0.90704,23,-0.1444,14,-0.8524,29,0.34053
ENSG00000078369,GNB1,235,-1.1109,307,-0.7060,510,0.17379,700,0.61661,509,0.10295
ENSG00000187730,GABRD,6,-4.5650,47,-1.6995,217,1.65146,81,-0.8847,105,-0.5373
ENSG00000067606,PRKCZ,105,-1.1095,276,0.40757,242,0.36827,252,0.26017,152,-0.5991
ENSG00000162585,FAAP20,44,0.52728,56,0.92115,15,-1.6427,34,0.08259,55,1.04504
ENSG00000157933,SKI,31,-0.3647,79,1.18818,31,-0.5663,42,0.10762,41,0.07559
ENSG00000157916,RER1,54,-0.0096,93,0.89239,56,0.10982,45,-0.2838,34,-0.7816
ENSG00000157911,PEX10,34,0.68473,20,-0.1523,19,-0.3698,25,0.19158,23,0.07735
ENSG00000157870,PRXL2B,23,-0.8328,42,0.09031,48,0.58772,46,0.24806,23,-0.8954
ENSG00000177133,PRDM16-DT,5,-2.2073,51,1.52960,9,-1.7991,36,0.90544,36,1.03117
ENSG00000158109,TPRG1L,58,-1.7656,197,0.10746,229,0.70224,156,-0.2672,145,-0.4183
ENSG00000130764,LRRC47,63,-0.2933,54,-0.5186,89,0.52291,67,-0.1877,63,-0.3249
ENSG00000116198,CEP104,96,1.42454,28,-0.6365,31,-0.7101,30,-0.5154,52,0.43091
ENSG00000196581,AJAP1,15,-1.7100,27,-0.7886,52,0.38331,36,-0.3885,60,0.50928
ENSG00000069424,KCNAB2,25,-2.6667,182,0.33170,169,0.40794,169,0.20945,130,-0.2265
ENSG00000116254,CHD5,37,-3.1507,264,-0.2000,353,0.52437,251,-0.2779,337,0.22088
