Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000188976,NOC2L,155,1.75280,13,-2.2927,24,-1.4552,71,0.45919,47,-0.3244,45,-0.4057
ENSG00000187608,ISG15,155,1.86449,28,-1.0110,37,-0.6638,48,-0.2542,36,-0.6710,53,-0.0484
ENSG00000078808,SDF4,155,1.63195,30,-1.1102,46,-0.5132,52,-0.3423,45,-0.4944,74,0.31917
ENSG00000160087,UBE2J2,155,2.09670,3,-4.0327,23,-1.2690,65,0.65742,21,-1.3363,22,-1.2491
ENSG00000131584,ACAP3,155,0.76927,59,-0.7912,74,-0.4852,105,0.16233,147,0.67591,54,-0.9132
ENSG00000127054,INTS11,155,2.03236,13,-2.0888,41,-0.3873,41,-0.4205,33,-0.6880,50,-0.0182
ENSG00000107404,DVL1,155,1.56243,11,-2.6462,46,-0.5787,52,-0.4194,79,0.35497,80,0.38403
ENSG00000175756,AURKAIP1,155,0.48403,63,-0.9496,79,-0.6614,142,0.47422,63,-0.9539,174,0.68045
ENSG00000221978,CCNL2,155,1.18440,58,-0.4523,82,0.11367,77,-0.0171,64,-0.2995,25,-1.7421
ENSG00000242485,MRPL20,155,0.64241,67,-0.7057,85,-0.3869,108,0.06593,70,-0.6418,160,0.69703
ENSG00000179403,VWA1,155,1.66082,30,-1.0647,127,1.60935,12,-2.7219,37,-0.7767,30,-1.0714
ENSG00000160075,SSU72,155,0.49598,43,-1.4966,74,-0.7627,149,0.61861,82,-0.5374,155,0.49756
ENSG00000248333,CDK11B,155,1.36651,129,1.03312,59,-0.3170,41,-1.0339,65,-0.1160,42,-0.8153
ENSG00000008128,CDK11A,155,1.99204,134,1.68748,34,-0.7045,19,-1.8230,33,-0.6796,16,-1.7652
ENSG00000078369,GNB1,155,-1.3266,109,-1.8441,189,-1.1258,537,0.96299,311,-0.2469,700,1.12506
ENSG00000187730,GABRD,155,0.42663,0,-8.2126,2,-5.8955,260,2.39672,64,-0.9791,71,-0.8092
ENSG00000067606,PRKCZ,155,-0.3215,48,-2.0832,105,-1.0208,291,1.07619,221,0.25230,194,0.04449
ENSG00000162585,FAAP20,155,2.09484,28,-0.8784,31,-0.7716,31,-0.8945,45,-0.1467,58,0.27609
ENSG00000157933,SKI,155,1.74694,29,-1.0710,42,-0.5696,34,-1.0169,94,0.81330,57,-0.0365
ENSG00000157916,RER1,155,1.65987,8,-3.0677,64,0.11374,47,-0.4950,15,-2.1243,96,0.77570
ENSG00000157870,PRXL2B,155,2.17327,11,-2.2267,7,-2.9674,55,0.32111,38,-0.3381,44,-0.1108
ENSG00000158109,TPRG1L,155,0.09892,31,-2.3643,39,-2.1727,262,1.58471,82,-0.9040,178,0.33339
ENSG00000130764,LRRC47,155,1.26809,25,-1.6712,47,-0.8008,106,0.86154,16,-2.2857,59,-0.3568
ENSG00000116198,CEP104,155,1.18203,137,0.96485,104,0.57700,37,-1.4083,49,-0.7058,38,-1.1200
ENSG00000196581,AJAP1,155,1.73691,14,-2.1876,27,-1.3251,72,0.50063,47,-0.3246,37,-0.6934
ENSG00000069424,KCNAB2,155,0.62974,6,-4.1196,10,-3.7103,162,1.04707,95,-0.1812,193,1.01777
ENSG00000116254,CHD5,155,-0.9047,12,-4.5997,8,-5.4465,461,1.33689,712,1.69038,198,-0.5196
ENSG00000116251,RPL22,155,-1.8807,719,0.52148,847,0.96914,342,-0.8507,270,-1.0435,860,0.83273
ENSG00000097021,ACOT7,155,0.41633,10,-3.6788,41,-1.7840,215,1.55781,77,-0.7106,113,-0.1018
ENSG00000162408,NOL9,155,2.12021,14,-1.9253,32,-0.7273,32,-0.8276,79,0.80959,30,-0.7463
ENSG00000162413,KLHL21,155,2.44574,7,-2.6788,40,-0.0916,33,-0.4777,4,-3.2437,33,-0.3899
ENSG00000007923,DNAJC11,155,2.16810,11,-2.1806,31,-0.7487,36,-0.5540,61,0.42058,30,-0.7149
ENSG00000171735,CAMTA1,155,-1.2560,177,-1.0524,180,-1.1262,564,1.24815,395,0.21652,336,-0.0464
ENSG00000049245,VAMP3,155,1.55958,62,-0.0422,136,1.65301,9,-3.2393,10,-2.8127,46,-0.4952
ENSG00000049246,PER3,155,1.74606,40,-0.5781,67,0.28089,28,-1.3699,59,0.02925,49,-0.2619
ENSG00000116288,PARK7,155,-0.0250,80,-1.0518,153,-0.0434,174,0.23149,69,-1.2876,280,0.98251
ENSG00000142599,RERE,155,-0.2092,287,0.82082,128,-0.5723,147,-0.3799,292,0.85319,156,-0.1928
ENSG00000074800,ENO1,155,-1.0001,231,-0.3800,236,-0.3852,291,-0.0090,175,-0.8083,726,1.60496
ENSG00000171603,CLSTN1,155,-1.4562,96,-2.1703,120,-1.9754,794,2.01788,332,-0.2816,352,-0.1857
ENSG00000178585,CTNNBIP1,155,2.24008,15,-1.6754,26,-0.9824,38,-0.3829,37,-0.3525,41,-0.1959
ENSG00000162441,LZIC,155,0.80014,160,0.85854,129,0.57742,54,-1.0981,67,-0.5737,61,-0.7149
ENSG00000130939,UBE4B,155,1.67508,60,0.00344,64,0.11423,50,-0.3790,21,-1.5737,26,-1.2741
ENSG00000054523,KIF1B,155,-1.9859,746,0.46443,680,0.36036,586,0.08830,530,-0.0971,518,-0.1342
ENSG00000142657,PGD,155,1.83259,19,-1.6380,42,-0.4960,53,-0.0813,30,-0.9439,51,-0.1234
ENSG00000160049,DFFA,155,0.94619,120,0.50210,98,0.18695,48,-1.1761,112,0.39288,70,-0.3752
ENSG00000120948,TARDBP,155,0.50166,97,-0.2543,147,0.48633,108,-0.1134,75,-0.6547,81,-0.5375
ENSG00000116649,SRM,155,1.95558,3,-3.9634,28,-1.0557,49,-0.1520,31,-0.8136,79,0.69150
ENSG00000171824,EXOSC10,155,1.89435,61,0.21332,39,-0.5677,35,-0.8254,61,0.20158,23,-1.2845
ENSG00000198793,MTOR,155,2.13739,35,-0.5149,24,-1.1618,51,0.12702,16,-1.6667,26,-0.9582
ENSG00000116661,FBXO2,155,0.55745,41,-1.5418,50,-1.3308,101,-0.1917,85,-0.4174,311,1.85515
ENSG00000132879,FBXO44,155,1.34320,7,-3.4963,21,-1.9690,103,0.90473,64,-0.1778,62,-0.2146
ENSG00000011021,CLCN6,155,1.12407,17,-2.3068,49,-0.8423,101,0.54678,56,-0.5545,89,0.16948
ENSG00000116685,KIAA2013,155,2.03677,33,-0.6731,55,0.17837,37,-0.6333,9,-2.6012,36,-0.5232
ENSG00000116688,MFN2,155,0.51081,69,-0.7773,111,-0.0431,130,0.30370,61,-0.9773,125,0.15829
ENSG00000048707,VPS13D,155,1.04972,65,-0.3982,53,-0.8046,98,0.36593,69,-0.2907,62,-0.4723
ENSG00000116731,PRDM2,155,-0.5133,231,0.12384,113,-1.1026,282,0.65086,305,0.58953,162,-0.4455
ENSG00000189337,KAZN,155,0.71908,80,-0.3609,128,0.45842,88,-0.2816,107,0.10241,44,-1.2794
ENSG00000142634,EFHD2,155,0.91539,23,-2.0538,20,-2.4474,155,1.42067,100,0.16724,28,-1.7959
ENSG00000116138,DNAJC16,155,1.87440,17,-1.7333,47,-0.2632,54,-0.0268,48,-0.1844,14,-2.0704
ENSG00000197312,DDI2,155,1.72228,51,-0.2061,36,-0.8384,59,0.02774,52,-0.2028,19,-1.7069
ENSG00000116786,PLEKHM2,155,0.24702,60,-1.2331,42,-1.8997,170,0.56744,172,0.42233,216,0.81363
ENSG00000065526,SPEN,155,-0.8561,682,1.66550,255,-0.0838,178,-0.8000,342,0.41148,176,-0.6564
ENSG00000055070,SZRD1,155,2.07806,38,-0.4310,50,0.02263,23,-1.4556,36,-0.5127,49,-0.0162
ENSG00000159363,ATP13A2,155,1.41070,7,-3.4411,28,-1.5266,100,0.91249,45,-0.6527,56,-0.3296
ENSG00000117118,SDHB,155,2.15347,6,-3.1175,48,-0.0037,41,-0.3167,14,-1.8868,37,-0.3823
ENSG00000117115,PADI2,155,0.02657,191,0.37120,400,2.29032,25,-3.0985,37,-2.1359,112,-0.4818
ENSG00000117154,IGSF21,155,2.06993,14,-1.9296,11,-2.4722,64,0.59768,16,-1.6841,48,-0.0625
ENSG00000127481,UBR4,155,1.24679,87,0.25190,48,-0.7892,58,-0.5253,124,0.84815,39,-1.0141
ENSG00000127463,EMC1,155,1.99467,22,-1.3008,30,-0.9042,53,0.06027,17,-1.7143,50,-0.0553
ENSG00000053372,MRTO4,155,1.89074,15,-1.9748,26,-1.2212,59,0.20124,40,-0.4717,46,-0.2419
ENSG00000077549,CAPZB,155,0.28217,65,-1.0834,152,0.28764,139,0.14040,92,-0.5460,140,0.12026
ENSG00000173436,MICOS10,155,-0.4714,118,-0.8935,224,0.13595,225,0.17124,114,-0.9442,364,0.94634
ENSG00000158747,NBL1,155,0.47293,45,-1.4779,24,-2.5229,161,0.77772,160,0.53539,154,0.46230
ENSG00000162545,CAMK2N1,155,-3.3664,617,-1.3205,1022,-0.6087,1737,0.42911,1326,-0.1327,3600,1.62218
ENSG00000158828,PINK1,155,-0.9144,132,-1.1508,175,-0.8031,405,0.92677,152,-0.9387,487,0.95700
ENSG00000189410,SH2D5,155,2.28151,0,-9.0617,3,-4.1915,58,0.59570,24,-0.9551,47,0.06161
ENSG00000127483,HP1BP3,155,-1.3800,691,1.03761,448,0.33496,311,-0.3923,481,0.40830,226,-0.8017
ENSG00000075151,EIF4G3,155,-0.7293,368,0.67470,243,-0.0181,305,0.49670,145,-0.8277,141,-0.8693
ENSG00000076864,RAP1GAP,155,0.85533,20,-2.3235,34,-1.6873,158,1.37028,62,-0.6472,60,-0.6884
ENSG00000090686,USP48,155,0.26858,210,0.79007,171,0.51070,88,-0.7925,143,0.14137,67,-1.0500
ENSG00000070831,CDC42,155,-0.0834,88,-0.9734,208,0.47199,205,0.53495,90,-0.9265,101,-0.7541
ENSG00000173372,C1QA,155,2.08520,24,-1.1419,69,0.66243,6,-3.4595,29,-0.8240,80,0.80248
ENSG00000173369,C1QB,155,2.01418,56,0.14025,78,0.83809,9,-2.9934,23,-1.2385,44,-0.2364
ENSG00000004487,KDM1A,155,1.52023,48,-0.4897,28,-1.3947,83,0.58408,17,-1.9971,57,-0.2096
ENSG00000169641,LUZP1,155,0.20883,72,-1.0063,32,-2.3479,238,1.47653,129,-0.0870,92,-0.6259
ENSG00000125944,HNRNPR,155,-0.1175,232,0.54929,226,0.59787,139,-0.3738,109,-0.6739,133,-0.3541
ENSG00000142676,RPL11,155,-1.7341,557,0.25997,914,1.38321,282,-1.0170,183,-1.4859,710,0.66837
ENSG00000011007,ELOA,155,2.22296,57,0.34800,22,-1.2279,27,-1.0502,56,0.31028,23,-1.0528
ENSG00000057757,PITHD1,155,0.27177,37,-1.9518,110,-0.3077,208,1.17166,35,-1.9957,106,-0.3390
ENSG00000189266,PNRC2,155,1.53071,28,-1.2931,82,0.47086,44,-0.7381,35,-0.9659,65,0.00867
ENSG00000188529,SRSF10,155,0.77580,81,-0.2906,107,0.17955,83,-0.3409,97,-0.0079,81,-0.2871
ENSG00000001461,NIPAL3,155,-0.3945,290,0.63199,361,1.24996,136,-0.7538,136,-0.5983,73,-1.5359
ENSG00000133226,SRRM1,155,-1.4097,1506,2.63066,362,-0.1053,184,-1.3857,427,0.17842,84,-2.3258
ENSG00000169504,CLIC4,155,0.86501,83,-0.1671,259,2.51763,9,-3.8784,20,-2.3090,30,-1.7331
ENSG00000117614,SYF2,155,-0.0332,258,0.82836,171,0.14867,110,-0.7190,168,0.09612,168,0.09961
ENSG00000117616,RSRP1,155,0.48237,116,0.00790,157,0.59237,101,-0.2778,83,-0.5210,69,-0.8115
ENSG00000183726,TMEM50A,155,1.19400,26,-1.6843,104,0.58974,67,-0.2813,37,-1.1298,65,-0.2694
ENSG00000204178,MACO1,155,1.02429,123,0.62868,58,-0.6691,68,-0.4372,121,0.59885,41,-1.1265
ENSG00000117640,MTFR1L,155,1.31169,28,-1.4559,44,-0.8733,82,0.28133,61,-0.2629,73,0.01831
ENSG00000117632,STMN1,155,-2.6543,467,-1.0050,981,0.19394,1488,1.34857,342,-1.4780,578,-0.6768
ENSG00000158008,EXTL1,155,2.33076,1,-5.1002,2,-4.5340,55,0.51219,24,-0.9655,48,0.14857
ENSG00000142669,SH3BGRL3,155,0.47058,75,-0.6967,135,0.28158,115,-0.0301,68,-0.8497,136,0.25024
ENSG00000198830,HMGN2,155,-0.4685,216,0.06087,366,1.17139,127,-0.9685,117,-0.8987,269,0.42744
ENSG00000117713,ARID1A,155,0.44049,102,-0.2328,133,0.21399,96,-0.4211,157,0.46750,97,-0.3262
ENSG00000090273,NUDC,155,-0.1862,97,-0.9180,146,-0.3091,218,0.52662,91,-1.0064,273,0.75596
ENSG00000142784,WDTC1,155,2.22544,7,-2.8465,30,-0.7740,32,-0.7473,56,0.31683,44,-0.0668
ENSG00000186501,TMEM222,155,1.89919,27,-1.0811,42,-0.4477,51,-0.1076,18,-1.6831,48,-0.1926
ENSG00000158195,WASF2,155,0.38970,231,1.08401,222,1.24570,30,-2.4819,108,-0.1979,72,-0.8346
ENSG00000126705,AHDC1,155,1.31358,23,-1.7427,8,-3.4932,105,0.90549,124,0.91507,18,-2.1266
ENSG00000126709,IFI6,155,0.69792,55,-0.9715,113,0.19082,82,-0.4374,97,-0.0739,137,0.49478
ENSG00000117758,STX12,155,0.85958,30,-1.7432,99,0.12331,103,0.23921,56,-0.8047,87,-0.1090
ENSG00000117751,PPP1R8,155,2.14213,21,-1.2855,49,0.05069,36,-0.5798,17,-1.5500,33,-0.6101
ENSG00000117748,RPA2,155,2.14625,12,-2.0878,31,-0.7557,45,-0.1141,18,-1.4567,48,-0.0025
ENSG00000126698,DNAJC8,155,-0.6261,397,0.92579,238,0.07036,242,0.11869,102,-1.2617,209,-0.1537
ENSG00000130770,ATP5IF1,155,-0.4271,89,-1.2712,149,-0.5409,307,1.02962,65,-1.7372,292,0.61083
ENSG00000204138,PHACTR4,155,1.21439,139,1.02127,99,0.49526,23,-2.1048,77,0.02112,47,-0.7545
ENSG00000198492,YTHDF2,155,0.86054,63,-0.6039,83,-0.2091,116,0.51913,57,-0.7745,46,-1.0939
ENSG00000116350,SRSF4,155,0.58742,157,0.61546,99,-0.1716,89,-0.4106,132,0.31464,69,-0.7111
ENSG00000162511,LAPTM5,155,1.09411,93,0.21576,145,1.19085,14,-2.9645,37,-1.2283,115,0.57502
ENSG00000162512,SDC3,155,0.14959,111,-0.3774,109,-0.4552,123,-0.2858,180,0.40008,236,0.86602
ENSG00000134644,PUM1,155,-0.3394,137,-0.5261,147,-0.4725,259,0.71380,220,0.22916,139,-0.5019
ENSG00000121766,ZCCHC17,155,0.22008,147,0.13416,126,-0.1287,149,0.21884,77,-0.8749,138,0.03357
ENSG00000162517,PEF1,155,1.68442,13,-2.3077,41,-0.6429,77,0.57464,12,-2.4163,45,-0.4396
ENSG00000084636,COL16A1,155,1.74104,38,-0.6718,53,-0.1704,37,-0.8964,84,0.62277,29,-1.0503
ENSG00000121753,ADGRB2,155,0.09321,15,-3.3998,46,-1.9295,246,1.34716,140,-0.0736,177,0.31812
ENSG00000184007,PTP4A2,155,-2.1515,1568,1.61251,1508,1.99293,208,-2.0115,135,-2.3492,168,-2.0287
ENSG00000121774,KHDRBS1,155,-0.1066,112,-0.6174,194,0.30411,171,0.07766,142,-0.2464,177,0.11377
ENSG00000025800,KPNA6,155,0.64452,76,-0.5047,90,-0.2692,120,0.29432,109,0.05544,65,-0.7569
ENSG00000084652,TXLNA,155,2.10978,39,-0.3357,41,-0.3192,25,-1.2675,46,-0.0978,42,-0.2261
ENSG00000084623,EIF3I,155,1.25163,31,-1.3696,77,0.05693,80,0.16103,10,-2.9284,81,0.13418
ENSG00000175130,MARCKSL1,155,-1.0106,330,0.18374,832,2.55639,66,-2.6329,101,-1.6604,206,-0.5700
ENSG00000160058,BSDC1,155,1.20357,52,-0.6093,71,-0.1429,72,-0.1406,76,-0.0165,50,-0.6634
ENSG00000176261,ZBTB8OS,155,2.35882,39,-0.1801,27,-0.8088,30,-0.7259,8,-2.5885,46,0.08743
ENSG00000162521,RBBP4,155,0.23709,123,-0.1378,140,0.09112,124,-0.1644,126,-0.1014,149,0.17131
