Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000228794,LINC01128,126,1.83797,14,-1.9441,38,-0.2936,44,-0.0671
ENSG00000188976,NOC2L,126,1.41654,23,-1.4624,59,0.09760,53,-0.1335
ENSG00000188290,HES4,126,2.26239,14,-1.5648,27,-0.5335,31,-0.4323
ENSG00000187608,ISG15,126,2.11327,18,-1.3475,19,-1.2226,39,-0.0319
ENSG00000078808,SDF4,126,1.25352,36,-0.9021,47,-0.4470,64,0.11684
ENSG00000160087,UBE2J2,126,1.78577,15,-1.8665,50,0.16120,40,-0.3597
ENSG00000131584,ACAP3,126,0.54795,66,-0.5509,131,0.72788,74,-0.5013
ENSG00000127054,INTS11,126,1.52639,36,-0.6465,32,-0.8465,53,-0.0037
ENSG00000107404,DVL1,126,1.42615,33,-0.9057,41,-0.5200,56,0.03293
ENSG00000175756,AURKAIP1,126,0.31902,49,-1.2641,45,-1.3982,155,1.28528
ENSG00000221978,CCNL2,126,0.93275,81,0.21669,63,-0.2522,59,-0.4793
ENSG00000242485,MRPL20,126,0.28746,73,-0.6540,53,-1.1873,144,0.92184
ENSG00000179403,VWA1,126,1.83966,83,1.27521,20,-1.3725,18,-1.8395
ENSG00000205090,TMEM240,126,2.32650,11,-1.8946,25,-0.6197,31,-0.3447
ENSG00000160075,SSU72,126,0.05312,75,-0.8553,84,-0.6699,164,0.88634
ENSG00000228594,FNDC10,126,2.16565,7,-2.7344,24,-0.8543,40,0.10830
ENSG00000272106,AL691432.2,126,2.70982,18,-0.9086,8,-2.2191,25,-0.5068
ENSG00000197530,MIB2,126,2.32621,13,-1.6394,29,-0.3901,28,-0.5605
ENSG00000248333,CDK11B,126,0.87007,143,1.34246,65,-0.2606,34,-1.6661
ENSG00000189339,SLC35E2B,126,2.69884,14,-1.3707,22,-0.5595,20,-0.9689
ENSG00000008128,CDK11A,126,1.69426,92,1.35759,37,-0.4852,13,-2.5553
ENSG00000215790,SLC35E2A,126,2.64688,8,-2.2609,27,-0.3116,22,-0.7821
ENSG00000008130,NADK,126,2.47965,12,-1.6599,23,-0.6697,27,-0.5456
ENSG00000078369,GNB1,126,-1.5958,148,-1.4740,285,-0.3903,548,1.46322
ENSG00000187730,GABRD,126,0.53321,8,-3.6930,41,-1.3747,150,1.72744
ENSG00000067606,PRKCZ,126,-0.1774,70,-1.2012,120,-0.2962,191,0.91401
ENSG00000162585,FAAP20,126,1.77576,34,-0.5629,33,-0.6196,40,-0.3757
ENSG00000157933,SKI,126,1.41068,49,-0.2316,67,0.35175,36,-0.9861
ENSG00000157916,RER1,126,1.43735,35,-0.8002,26,-1.2682,62,0.32253
ENSG00000157911,PEX10,126,2.59596,15,-1.3241,16,-1.1974,26,-0.5310
ENSG00000157870,PRXL2B,126,1.40533,13,-2.3142,59,0.09717,58,0.10714
ENSG00000177133,PRDM16-DT,126,2.22271,5,-2.9995,31,-0.3473,35,-0.1815
ENSG00000158109,TPRG1L,126,0.12464,25,-2.5045,83,-0.6094,178,1.37239
ENSG00000130764,LRRC47,126,1.18774,38,-0.8980,35,-0.9927,74,0.43670
ENSG00000116198,CEP104,126,1.25216,100,1.00024,56,-0.1398,27,-1.6693
ENSG00000196581,AJAP1,126,1.33620,25,-1.4135,73,0.43772,50,-0.3585
ENSG00000069424,KCNAB2,126,0.08989,18,-2.9968,89,-0.5204,183,1.42217
ENSG00000116254,CHD5,126,-1.3153,80,-2.1448,654,1.77174,263,-0.2771
ENSG00000116251,RPL22,126,-1.7328,522,0.57536,267,-0.6599,447,0.39129
ENSG00000116237,ICMT,126,2.27896,9,-2.3190,28,-0.4881,33,-0.2688
ENSG00000097021,ACOT7,126,0.54414,24,-2.1882,49,-1.0639,136,1.32156
ENSG00000171680,PLEKHG5,126,2.54786,3,-3.5511,23,-0.6538,30,-0.2616
ENSG00000162408,NOL9,126,1.77214,20,-1.3861,55,0.32349,35,-0.6421
ENSG00000162413,KLHL21,126,2.35068,14,-1.5591,26,-0.5658,29,-0.5051
ENSG00000007923,DNAJC11,126,1.86435,15,-1.7626,50,0.20675,36,-0.4982
ENSG00000171735,CAMTA1,126,-1.6296,197,-1.0502,452,0.42585,459,0.68493
ENSG00000049245,VAMP3,126,1.89759,62,0.69018,28,-0.7978,22,-1.4576
ENSG00000049246,PER3,126,1.02831,82,0.32302,38,-1.0338,64,-0.1967
ENSG00000116288,PARK7,126,-0.5007,78,-1.3446,92,-1.0798,272,1.53493
ENSG00000142599,RERE,126,-0.4526,227,0.59074,180,0.12735,142,-0.3989
ENSG00000074800,ENO1,126,-1.5545,165,-1.2557,223,-0.7631,549,1.60129
ENSG00000171612,SLC25A33,126,1.97454,15,-1.7293,25,-0.9225,44,0.09210
ENSG00000171603,CLSTN1,126,-1.9143,167,-1.6269,433,-0.0241,655,1.30392
ENSG00000178585,CTNNBIP1,126,1.97895,19,-1.3292,38,-0.2025,35,-0.4527
ENSG00000162441,LZIC,126,0.99513,106,0.82259,62,-0.2277,42,-1.1224
ENSG00000130939,UBE4B,126,1.55639,36,-0.6555,30,-0.9244,52,0.01380
ENSG00000054523,KIF1B,126,-2.0375,685,0.71785,520,0.16629,437,-0.2152
ENSG00000142657,PGD,126,1.70191,20,-1.4449,33,-0.6640,50,0.10890
ENSG00000241563,CORT,126,2.45699,3,-3.8309,5,-2.9253,41,0.53625
ENSG00000160049,DFFA,126,0.77570,106,0.56273,93,0.30836,47,-1.1453
ENSG00000120948,TARDBP,126,0.75135,74,-0.1653,49,-0.8500,88,0.24285
ENSG00000116649,SRM,126,1.30551,35,-0.8947,30,-1.1496,69,0.41820
ENSG00000171824,EXOSC10,126,1.50503,61,0.24495,53,-0.0124,31,-1.1539
ENSG00000198793,MTOR,126,1.92602,26,-0.8996,19,-1.3733,43,0.00805
ENSG00000116661,FBXO2,126,-0.1801,88,-0.8254,99,-0.6292,193,0.94230
ENSG00000132879,FBXO44,126,0.78928,34,-1.4110,74,-0.1253,92,0.42452
ENSG00000177000,MTHFR,126,2.18027,21,-1.0011,44,0.23547,22,-1.1741
ENSG00000011021,CLCN6,126,0.71846,34,-1.4968,77,-0.1153,98,0.48812
ENSG00000116685,KIAA2013,126,2.07591,32,-0.4061,27,-0.7064,30,-0.7095
ENSG00000116688,MFN2,126,0.20732,92,-0.3463,93,-0.3208,126,0.34634
ENSG00000048707,VPS13D,126,0.89327,67,-0.1929,80,0.14149,62,-0.4336
ENSG00000162496,DHRS3,126,2.39772,23,-0.7267,11,-1.8413,30,-0.3732
ENSG00000116731,PRDM2,126,-0.9159,241,0.11974,356,0.91456,178,-0.5653
ENSG00000189337,KAZN,126,1.01901,85,0.38136,49,-0.5966,57,-0.4598
ENSG00000142634,EFHD2,126,0.78237,22,-2.0770,92,0.27960,89,0.33417
ENSG00000116138,DNAJC16,126,1.80473,22,-1.2235,34,-0.5261,43,-0.1350
ENSG00000197312,DDI2,126,1.38031,54,-0.0948,59,0.05518,40,-0.8020
ENSG00000116786,PLEKHM2,126,0.04135,100,-0.3772,116,-0.1131,138,0.30321
ENSG00000065526,SPEN,126,-0.9400,467,1.52613,261,0.24457,121,-1.3847
ENSG00000116809,ZBTB17,126,2.50559,26,-0.4456,12,-1.6227,24,-0.7224
ENSG00000037637,FBXO42,126,2.55122,13,-1.5470,23,-0.6431,24,-0.6774
ENSG00000055070,SZRD1,126,1.99091,43,0.03745,30,-0.5938,26,-1.0253
ENSG00000159363,ATP13A2,126,0.95244,13,-2.7525,40,-1.0210,104,1.15912
ENSG00000117118,SDHB,126,1.41253,23,-1.5165,20,-1.7148,73,0.78437
ENSG00000117115,PADI2,126,0.87603,200,2.32937,29,-1.5602,23,-2.3506
ENSG00000117154,IGSF21,126,1.27054,14,-2.3627,55,-0.1550,69,0.38815
ENSG00000159423,ALDH4A1,126,2.63964,14,-1.4028,19,-0.8393,23,-0.7199
ENSG00000127481,UBR4,126,1.11697,96,0.74803,79,0.36529,28,-1.7381
ENSG00000127463,EMC1,126,2.00102,24,-0.9302,18,-1.4455,41,-0.0190
ENSG00000053372,MRTO4,126,1.86711,23,-1.1464,36,-0.3676,39,-0.3161
