Feature ID,Feature Name,Feature count topic 1to7,Feature log2 fold change topic 1to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000228794,LINC01128,47,1.91301,12,-1.8331,13,-1.7172
ENSG00000188976,NOC2L,53,1.68923,18,-1.3755,14,-1.7670
ENSG00000078808,SDF4,46,-0.2750,60,0.35598,52,0.11156
ENSG00000131584,ACAP3,88,0.30539,57,-0.6120,85,0.01564
ENSG00000127054,INTS11,37,0.48405,30,-0.2625,23,-0.6191
ENSG00000107404,DVL1,48,-0.5503,58,0.12795,84,0.76108
ENSG00000175756,AURKAIP1,144,0.68433,66,-1.0763,112,-0.2519
ENSG00000221978,CCNL2,55,-0.2593,78,0.52175,53,-0.1274
ENSG00000242485,MRPL20,134,0.31056,90,-0.5609,126,-0.0291
ENSG00000160075,SSU72,125,0.49231,64,-0.9521,114,-0.0440
ENSG00000248333,CDK11B,62,-0.3436,121,1.04049,36,-0.9303
ENSG00000078369,GNB1,519,0.54003,194,-1.4151,520,0.11810
ENSG00000187730,GABRD,200,3.81497,7,-4.5835,21,-3.0656
ENSG00000067606,PRKCZ,229,1.38476,89,-1.2442,86,-1.2940
ENSG00000157933,SKI,51,-0.2997,27,-1.0585,98,1.03200
ENSG00000157916,RER1,51,0.11849,48,-0.0559,46,-0.1538
ENSG00000157870,PRXL2B,52,0.50682,26,-0.9463,47,-0.0686
ENSG00000158109,TPRG1L,226,1.64575,53,-1.9833,91,-1.1585
ENSG00000130764,LRRC47,84,0.98844,32,-1.3195,52,-0.5595
ENSG00000116198,CEP104,41,-0.6811,96,1.23248,37,-0.3886
ENSG00000196581,AJAP1,79,1.79025,30,-1.2527,16,-2.2011
ENSG00000069424,KCNAB2,174,1.45454,29,-2.4686,97,-0.6811
ENSG00000116254,CHD5,410,2.40427,24,-3.9217,130,-1.4751
ENSG00000116251,RPL22,471,-0.9752,1108,1.13136,746,0.43677
ENSG00000097021,ACOT7,223,3.04951,24,-3.0535,30,-2.7273
ENSG00000162408,NOL9,44,0.59731,33,-0.3395,25,-0.7552
ENSG00000007923,DNAJC11,43,0.60014,14,-1.5813,43,0.10486
ENSG00000171735,CAMTA1,551,1.58049,181,-1.4762,187,-1.4343
ENSG00000049246,PER3,38,-0.4527,51,0.33592,54,0.43824
ENSG00000116288,PARK7,229,-0.0577,178,-0.4203,300,0.42602
ENSG00000142599,RERE,139,-0.2912,174,0.28621,167,0.21601
ENSG00000074800,ENO1,327,-0.7602,236,-0.7442,874,1.46597
ENSG00000171603,CLSTN1,786,1.99825,128,-2.4854,264,-1.4106
ENSG00000162441,LZIC,52,-1.2070,165,1.58262,75,0.19313
ENSG00000130939,UBE4B,39,-0.0386,54,0.50773,27,-0.6041
ENSG00000054523,KIF1B,556,-0.3117,876,0.67285,504,-0.2414
ENSG00000142657,PGD,51,0.77248,34,-0.4835,25,-0.9385
ENSG00000241563,CORT,47,0.47499,23,-1.0314,45,0.02571
ENSG00000160049,DFFA,53,-1.0836,120,1.00781,105,0.77572
ENSG00000120948,TARDBP,79,-0.2258,112,0.51975,73,-0.1946
ENSG00000116649,SRM,41,0.12478,31,-0.4112,45,0.14879
ENSG00000198793,MTOR,46,0.57667,18,-1.3350,43,0.03549
ENSG00000116661,FBXO2,109,-1.2437,89,-0.7389,430,2.00355
ENSG00000132879,FBXO44,85,1.63952,28,-1.4689,26,-1.5553
ENSG00000011021,CLCN6,68,0.08237,53,-0.3576,74,0.17443
ENSG00000116685,KIAA2013,40,-0.3276,57,0.45607,45,0.09183
ENSG00000116688,MFN2,141,0.49005,89,-0.6192,111,-0.2723
ENSG00000048707,VPS13D,95,0.49070,57,-0.7022,78,-0.2083
ENSG00000116731,PRDM2,326,0.92386,176,-0.7975,168,-0.8752
ENSG00000189337,KAZN,80,-0.3988,132,0.72694,79,-0.1349
ENSG00000142634,EFHD2,80,0.39242,44,-0.8418,78,0.03551
ENSG00000116138,DNAJC16,40,0.41354,34,-0.1481,25,-0.6191
ENSG00000197312,DDI2,59,1.72560,23,-1.1654,12,-2.1860
ENSG00000116786,PLEKHM2,117,0.55570,62,-0.8714,97,-0.1894
ENSG00000065526,SPEN,218,-0.4778,384,0.80809,224,-0.0903
ENSG00000159363,ATP13A2,101,1.84627,12,-2.9641,44,-1.0257
ENSG00000117118,SDHB,40,0.18443,48,0.36282,21,-0.9086
ENSG00000117115,PADI2,13,-4.2693,291,2.90194,219,2.19097
ENSG00000117154,IGSF21,72,2.24483,9,-2.8288,21,-1.6014
ENSG00000127481,UBR4,61,-0.0155,61,-0.0030,63,0.03005
ENSG00000127463,EMC1,40,0.53639,23,-0.7239,31,-0.2650
ENSG00000053372,MRTO4,50,1.95701,9,-2.3248,16,-1.4344
ENSG00000077549,CAPZB,145,0.55668,124,-0.1231,72,-0.9774
ENSG00000173436,MICOS10,261,0.11422,267,0.06206,216,-0.2788
ENSG00000158747,NBL1,146,1.24148,25,-2.4675,98,-0.4150
ENSG00000162545,CAMK2N1,2086,0.38188,1030,-1.0250,2171,0.15218
ENSG00000158828,PINK1,387,0.65130,190,-0.9894,303,-0.2571
ENSG00000189410,SH2D5,43,2.00114,0,-8.2114,21,-0.8183
ENSG00000127483,HP1BP3,319,-0.4112,550,0.79936,297,-0.2241
ENSG00000075151,EIF4G3,311,0.50802,294,0.01715,144,-1.1026
ENSG00000076864,RAP1GAP,127,2.40504,26,-2.0977,21,-2.4210
ENSG00000090686,USP48,96,-0.2859,174,0.91716,61,-0.7907
ENSG00000070831,CDC42,150,-0.2712,239,0.70900,122,-0.3963
ENSG00000004487,KDM1A,69,0.87936,42,-0.6082,33,-1.0045
ENSG00000169641,LUZP1,250,1.73704,46,-2.3140,103,-1.1188
ENSG00000125944,HNRNPR,149,-0.3785,267,0.86773,122,-0.4262
ENSG00000142676,RPL11,328,-1.5510,958,1.23259,965,1.24585
ENSG00000057757,PITHD1,150,0.97082,79,-0.8247,73,-0.9364
ENSG00000189266,PNRC2,46,-0.6546,65,0.35532,82,0.73655
ENSG00000188529,SRSF10,64,-0.2975,117,0.93219,40,-0.7924
ENSG00000001461,NIPAL3,116,-1.0142,389,1.79906,80,-0.8998
ENSG00000133226,SRRM1,218,-0.9748,559,1.29105,299,0.19763
ENSG00000169504,CLIC4,5,-4.6853,204,3.56485,97,1.66317
ENSG00000117614,SYF2,125,-0.2782,181,0.53271,123,-0.1038
ENSG00000117616,RSRP1,70,0.14561,104,0.69865,22,-1.7178
ENSG00000183726,TMEM50A,56,-0.6487,105,0.86441,70,0.17915
ENSG00000204178,MACO1,71,0.13181,71,0.04311,58,-0.2903
ENSG00000117640,MTFR1L,77,1.16535,24,-1.6059,44,-0.6549
ENSG00000117632,STMN1,1129,0.62595,1132,0.13756,331,-1.7708
ENSG00000142684,ZNF593,45,1.52173,22,-0.8614,9,-2.2199
ENSG00000142669,SH3BGRL3,138,-0.0015,141,0.02969,136,-0.0273
ENSG00000198830,HMGN2,112,-1.4546,371,1.53119,243,0.75087
ENSG00000117713,ARID1A,88,-0.1905,96,0.08840,106,0.23920
ENSG00000090273,NUDC,241,0.46176,152,-0.6275,197,-0.2193
ENSG00000253368,TRNP1,46,3.22164,3,-3.4675,6,-2.7258
ENSG00000186501,TMEM222,39,0.28074,24,-0.6628,39,0.08733
ENSG00000158195,WASF2,26,-2.9141,196,2.04124,198,2.06358
ENSG00000126705,AHDC1,71,0.83564,16,-2.0972,63,-0.0219
ENSG00000126709,IFI6,66,-0.1789,58,-0.2507,92,0.48983
ENSG00000117758,STX12,104,0.26089,99,-0.0213,74,-0.4680
ENSG00000126698,DNAJC8,259,-0.1358,355,0.48741,214,-0.3411
ENSG00000130770,ATP5IF1,336,0.94209,147,-1.1179,203,-0.6244
ENSG00000204138,PHACTR4,30,-1.6975,121,1.73600,77,0.87983
ENSG00000198492,YTHDF2,109,0.90721,72,-0.4798,43,-1.2494
ENSG00000116350,SRSF4,77,-0.5344,120,0.56895,104,0.33587
ENSG00000162512,SDC3,81,-0.5283,72,-0.3388,162,1.01684
ENSG00000134644,PUM1,218,0.32511,185,-0.1900,163,-0.3921
ENSG00000121766,ZCCHC17,144,0.14013,137,-0.0537,125,-0.1957
ENSG00000121769,FABP3,55,3.31195,6,-3.0270,5,-3.2620
ENSG00000162517,PEF1,53,1.56309,19,-1.3214,16,-1.5650
ENSG00000121753,ADGRB2,261,1.98280,56,-2.0681,75,-1.6436
ENSG00000184007,PTP4A2,198,-2.1406,1454,2.79036,294,-0.2727
ENSG00000121774,KHDRBS1,156,0.16877,155,0.03523,122,-0.3535
ENSG00000025800,KPNA6,111,0.38597,82,-0.4057,88,-0.2824
ENSG00000084623,EIF3I,97,0.28308,65,-0.5574,94,0.01107
ENSG00000175130,MARCKSL1,65,-3.1085,766,2.91357,357,1.22654
ENSG00000160058,BSDC1,50,-0.2031,66,0.39468,50,-0.0705
ENSG00000162521,RBBP4,132,0.15033,114,-0.2054,124,-0.0621
ENSG00000134684,YARS,102,2.11967,37,-1.2736,9,-3.3008
ENSG00000121905,HPCA,133,2.96315,0,-7.4764,33,-1.8004
ENSG00000134686,PHC2,35,-0.4701,69,1.00991,28,-0.4759
ENSG00000163866,SMIM12,50,2.30224,16,-1.4443,4,-3.5117
ENSG00000116544,DLGAP3,50,0.69467,0,-6.1345,62,0.47778
ENSG00000116560,SFPQ,274,-0.5073,490,0.82850,289,-0.0585
ENSG00000146463,ZMYM4,74,0.19028,57,-0.3551,72,0.00184
ENSG00000142687,KIAA0319L,70,0.84071,38,-0.7778,39,-0.7399
ENSG00000020129,NCDN,430,2.35699,30,-3.6732,137,-1.4718
ENSG00000126067,PSMB2,85,0.71250,50,-0.6968,54,-0.5858
ENSG00000142686,C1orf216,98,2.39746,5,-4.0170,31,-1.4490
