Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9to13,Feature log2 fold change topic 9to13
ENSG00000228794,LINC01128,7,-2.2042,27,-0.1767,38,0.74123,25,-0.3788
ENSG00000188976,NOC2L,23,-1.0004,24,-0.9664,64,1.08331,32,-0.7262
ENSG00000188290,HES4,22,-1.4062,84,0.66426,41,-0.7312,74,0.74930
ENSG00000187608,ISG15,45,0.32251,53,0.60788,28,-0.6059,41,0.28707
ENSG00000188157,AGRN,36,0.34901,50,0.85972,28,-0.0496,24,-0.4114
ENSG00000078808,SDF4,64,0.27091,53,-0.0199,56,0.12725,49,-0.2202
ENSG00000176022,B3GALT6,11,-1.0324,51,1.31872,22,-0.0841,20,-0.2680
ENSG00000160087,UBE2J2,21,-0.4115,26,-0.1493,25,-0.3166,34,0.46705
ENSG00000131584,ACAP3,43,-0.4406,83,0.57364,45,-0.5968,71,0.50523
ENSG00000127054,INTS11,32,-0.2879,19,-1.0567,45,0.42892,37,-0.1403
ENSG00000224051,CPTP,13,-0.6501,18,-0.1984,22,0.28944,19,-0.0881
ENSG00000107404,DVL1,34,-0.3832,56,0.37279,21,-1.5691,71,1.37469
ENSG00000175756,AURKAIP1,137,-0.5504,78,-1.3950,205,0.12950,219,0.28050
ENSG00000221978,CCNL2,54,0.12713,112,1.31403,47,-0.1646,40,-0.4654
ENSG00000242485,MRPL20,122,-0.5709,128,-0.4933,153,-0.3578,225,0.62159
ENSG00000235098,ANKRD65,19,-0.3639,19,-0.3276,21,-0.3000,29,0.48431
ENSG00000179403,VWA1,152,3.17118,10,-1.4711,12,-1.6483,23,-0.3611
ENSG00000205090,TMEM240,6,-2.0808,23,-0.0868,27,0.38486,24,-0.0294
ENSG00000160075,SSU72,83,-0.9059,88,-0.8100,154,0.08254,170,0.30823
ENSG00000228594,FNDC10,3,-2.8552,9,-1.3404,29,0.62889,24,0.01316
ENSG00000272106,AL691432.2,18,-0.1007,18,-0.0948,18,-0.1879,21,0.24868
ENSG00000197530,MIB2,14,-1.2428,29,-0.1422,34,0.19049,33,0.10096
ENSG00000248333,CDK11B,60,0.17909,89,0.81004,57,0.13569,42,-0.5352
ENSG00000189339,SLC35E2B,13,-0.7672,21,-0.0663,26,0.46134,19,-0.2898
ENSG00000008128,CDK11A,52,1.24418,39,0.75544,22,-0.2653,18,-0.5750
ENSG00000008130,NADK,12,-0.7314,8,-1.3200,19,-0.0166,23,0.45389
ENSG00000078369,GNB1,219,-1.3205,385,-0.4709,481,-0.2110,659,0.59468
ENSG00000187730,GABRD,4,-5.6784,120,-0.7554,296,1.41315,130,-0.8613
ENSG00000067606,PRKCZ,64,-1.6123,100,-0.9381,185,-0.0002,226,0.50644
ENSG00000162585,FAAP20,38,0.17057,46,0.46635,28,-0.4511,38,0.24581
ENSG00000157933,SKI,19,-0.5219,60,1.29525,20,-0.6973,30,0.26877
ENSG00000157916,RER1,70,0.36756,36,-0.6769,60,0.18286,52,-0.1505
ENSG00000157911,PEX10,34,0.84764,18,-0.1769,16,-0.5514,22,0.28267
ENSG00000157870,PRXL2B,2,-4.1253,32,-0.0435,36,0.22502,36,0.21231
ENSG00000158109,TPRG1L,29,-2.6255,88,-1.0019,186,0.26681,193,0.32446
ENSG00000130764,LRRC47,45,-0.6506,36,-0.9750,88,0.76053,57,-0.4310
ENSG00000116198,CEP104,62,1.18190,75,1.49753,20,-0.8714,26,-0.3340
ENSG00000196581,AJAP1,20,-1.2435,54,0.24963,56,0.56333,38,-0.4290
ENSG00000069424,KCNAB2,15,-3.6731,91,-1.0631,197,0.19510,219,0.44607
ENSG00000116254,CHD5,34,-2.6887,354,0.84634,239,0.39176,178,-0.3591
ENSG00000116251,RPL22,1155,0.74924,556,-0.4067,454,-1.0699,993,0.84024
ENSG00000116237,ICMT,14,-1.5024,28,-0.5240,47,0.50003,38,-0.0978
ENSG00000097021,ACOT7,66,-1.8634,69,-1.7852,319,1.10340,181,-0.5039
ENSG00000215788,TNFRSF25,2,-2.7354,61,2.12683,13,-0.7000,17,-0.0563
ENSG00000171680,PLEKHG5,5,-1.9872,26,0.49862,19,-0.0637,21,0.23315
ENSG00000162408,NOL9,9,-1.2685,28,0.46057,19,-0.1669,23,0.27584
ENSG00000162413,KLHL21,28,0.24535,18,-0.4166,22,-0.1427,25,0.17844
ENSG00000041988,THAP3,15,-0.2628,7,-1.3838,21,0.52859,16,-0.2071
ENSG00000007923,DNAJC11,18,-0.4430,21,-0.1985,23,-0.0649,26,0.23703
ENSG00000171735,CAMTA1,154,-1.2859,376,0.06926,471,0.83431,264,-0.6696
ENSG00000049245,VAMP3,206,3.39617,15,-1.1527,13,-1.9176,27,-0.4653
ENSG00000049246,PER3,65,0.80494,67,0.85155,32,-0.5148,38,-0.1068
ENSG00000116288,PARK7,193,-1.0514,195,-1.0429,396,0.07204,450,0.37985
ENSG00000116285,ERRFI1,20,-0.2948,36,0.60700,29,0.45895,18,-0.6640
ENSG00000162426,SLC45A1,8,-1.9587,26,-0.1493,43,1.26232,18,-1.0140
ENSG00000142599,RERE,159,0.33358,227,0.90714,109,-0.4112,127,-0.0411
ENSG00000074800,ENO1,340,-0.5290,222,-1.1723,526,0.25856,503,0.11397
ENSG00000171612,SLC25A33,13,-1.7015,27,-0.6725,26,-1.0597,69,1.47048
ENSG00000171603,CLSTN1,133,-2.4639,494,-0.5201,968,1.09024,511,-0.6546
ENSG00000178585,CTNNBIP1,18,-0.7665,32,0.13501,23,-0.6247,39,0.74840
ENSG00000162441,LZIC,107,0.84129,48,-0.4125,48,-0.6434,75,0.42848
ENSG00000130939,UBE4B,31,-0.4260,53,0.38502,46,0.30953,35,-0.3543
ENSG00000054523,KIF1B,488,0.66613,379,0.26069,329,0.06344,267,-0.4097
ENSG00000142657,PGD,38,-0.7096,37,-0.7456,75,0.66148,52,-0.3523
ENSG00000241563,CORT,4,-4.8759,49,-1.1996,58,-1.3773,202,1.99851
ENSG00000160049,DFFA,100,0.88823,62,0.12428,47,-0.4967,61,0.12434
ENSG00000142655,PEX14,6,-1.5692,9,-1.0976,22,0.49439,18,0.02186
ENSG00000120948,TARDBP,108,0.51303,118,0.65665,80,0.06182,62,-0.5074
ENSG00000116649,SRM,42,-0.5540,60,-0.0082,61,0.00995,64,0.13218
ENSG00000171824,EXOSC10,59,0.71105,84,1.30511,37,-0.0830,26,-0.8164
ENSG00000198793,MTOR,20,-1.2579,44,-0.0771,58,0.67600,38,-0.4416
ENSG00000116661,FBXO2,76,-1.1695,79,-1.1101,130,-0.5660,239,1.02849
ENSG00000132879,FBXO44,29,-1.7574,70,-0.4433,104,0.31740,97,0.10357
ENSG00000011021,CLCN6,20,-1.5821,54,-0.0950,66,0.40538,55,-0.0966
ENSG00000116685,KIAA2013,48,0.81920,35,0.28677,28,-0.0788,25,-0.3335
