Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,8,-2.1650,21,-0.7635,39,1.41703
ENSG00000188976,NOC2L,27,-0.7539,24,-0.9242,48,0.91413
ENSG00000188290,HES4,9,-1.7291,41,0.67238,28,0.15978
ENSG00000187608,ISG15,39,0.66984,28,0.11611,24,-0.4736
ENSG00000188157,AGRN,15,-0.2266,20,0.26993,17,-0.0434
ENSG00000078808,SDF4,46,0.09288,42,-0.0604,43,-0.0200
ENSG00000176022,B3GALT6,9,-1.2227,26,0.46685,20,0.20166
ENSG00000160087,UBE2J2,19,-0.7307,26,-0.2717,33,0.53637
ENSG00000131584,ACAP3,39,-0.4232,46,-0.1610,53,0.31934
ENSG00000169972,PUSL1,12,0.34345,10,0.08298,9,-0.2474
ENSG00000127054,INTS11,30,-0.2964,43,0.26193,37,-0.0048
ENSG00000224051,CPTP,8,-0.9511,8,-1.1049,18,1.11522
ENSG00000107404,DVL1,31,-0.4588,77,1.02947,38,-0.4885
ENSG00000175756,AURKAIP1,100,-0.5751,188,0.42673,145,0.00588
ENSG00000221978,CCNL2,56,0.11205,19,-1.5081,56,0.56213
ENSG00000242485,MRPL20,99,-0.5731,194,0.49758,142,-0.0455
ENSG00000235098,ANKRD65,34,0.56102,41,0.84653,21,-0.8278
ENSG00000179403,VWA1,96,2.56557,28,0.27128,14,-2.0867
ENSG00000205090,TMEM240,8,-1.5266,10,-1.1316,25,1.42091
ENSG00000160075,SSU72,66,-0.9292,136,0.21741,124,0.29232
ENSG00000228594,FNDC10,5,-2.1488,20,-0.0781,24,0.87893
ENSG00000272106,AL691432.2,14,-0.2364,15,-0.1618,17,0.22176
ENSG00000197530,MIB2,7,-1.4682,31,0.71038,20,0.06912
ENSG00000248333,CDK11B,110,0.86672,28,-1.2586,64,-0.1132
ENSG00000189339,SLC35E2B,14,-0.7768,39,0.81208,23,-0.2085
ENSG00000008128,CDK11A,73,0.99239,19,-1.1204,39,-0.2539
ENSG00000215790,SLC35E2A,11,-1.2791,32,0.36318,26,0.29962
ENSG00000008130,NADK,15,-0.2778,25,0.50028,18,-0.1721
ENSG00000078369,GNB1,168,-1.5561,710,0.70901,468,0.09079
ENSG00000187730,GABRD,7,-4.1497,55,-1.1759,140,2.15660
ENSG00000067606,PRKCZ,83,-1.2141,169,-0.1194,196,0.63702
ENSG00000162585,FAAP20,44,0.52189,63,1.11578,27,-0.9890
ENSG00000157933,SKI,39,0.55446,40,0.62032,25,-0.6813
ENSG00000157916,RER1,45,-0.1261,48,-0.0140,49,0.07760
ENSG00000157911,PEX10,25,0.49019,41,1.35031,15,-1.1432
ENSG00000149527,PLCH2,14,0.71811,19,1.23453,7,-1.1811
ENSG00000157881,PANK4,5,-0.9733,9,-0.2678,11,0.64243
ENSG00000197921,HES5,1,-3.3018,32,1.96683,9,-0.8722
ENSG00000157870,PRXL2B,13,-1.8464,29,-0.6425,49,1.22828
ENSG00000177133,PRDM16-DT,3,-2.1720,39,1.53950,14,-0.5518
ENSG00000142611,PRDM16,12,-0.0947,22,0.82841,12,-0.4837
ENSG00000158109,TPRG1L,58,-1.7461,120,-0.6489,205,1.19847
ENSG00000116213,WRAP73,7,-0.5293,16,0.73459,10,-0.2364
ENSG00000130764,LRRC47,43,-0.7706,62,-0.2161,75,0.52013
ENSG00000116198,CEP104,102,1.67929,27,-0.5409,32,-1.0004
ENSG00000198912,C1orf174,8,-0.6686,9,-0.5557,13,0.67219
ENSG00000196581,AJAP1,18,-1.3939,17,-1.5528,53,1.58229
ENSG00000069424,KCNAB2,23,-2.7003,151,0.12908,152,0.80532
ENSG00000116254,CHD5,62,-2.0657,132,-0.9331,275,1.50712
ENSG00000116251,RPL22,700,0.52104,908,0.96601,435,-0.8849
ENSG00000116237,ICMT,17,-1.1394,33,-0.1538,39,0.63311
ENSG00000097021,ACOT7,53,-2.0657,67,-1.7226,245,2.01049
ENSG00000215788,TNFRSF25,0,-5.5240,9,-0.3176,12,1.44192
ENSG00000171680,PLEKHG5,2,-3.0756,8,-0.9963,19,1.82839
ENSG00000162408,NOL9,23,-0.2981,24,-0.2607,29,0.31077
ENSG00000162413,KLHL21,26,0.29843,19,-0.2420,22,-0.0543
ENSG00000116273,PHF13,13,-0.2778,12,-0.3280,16,0.33651
ENSG00000041988,THAP3,20,0.28953,11,-0.6311,17,0.12490
ENSG00000007923,DNAJC11,15,-0.9829,23,-0.3275,31,0.68513
ENSG00000171735,CAMTA1,197,-1.3944,355,-0.5001,540,0.96699
ENSG00000049245,VAMP3,104,2.32868,41,0.57450,18,-2.0010
ENSG00000049246,PER3,63,1.08478,50,0.67930,27,-1.0544
ENSG00000116288,PARK7,175,-0.7998,462,0.75963,285,-0.1599
ENSG00000116285,ERRFI1,18,-0.5062,13,-0.9374,27,0.77608
ENSG00000162426,SLC45A1,7,-1.7221,13,-0.8104,25,1.30024
ENSG00000142599,RERE,193,0.47264,192,0.46285,132,-0.5385
ENSG00000074800,ENO1,285,-0.6390,712,0.84581,410,-0.2815
ENSG00000171612,SLC25A33,20,-0.7401,79,1.50425,29,-0.7915
ENSG00000171608,PIK3CD,3,-1.7645,6,-0.7904,12,1.30245
ENSG00000171603,CLSTN1,160,-2.1016,276,-1.2859,739,1.75830
ENSG00000178585,CTNNBIP1,22,-0.2266,34,0.43547,25,-0.1516
ENSG00000162441,LZIC,141,1.21564,71,0.05556,59,-0.8364
ENSG00000162444,RBP7,56,4.10716,6,-0.4149,2,-3.4632
ENSG00000130939,UBE4B,38,-0.1083,28,-0.5733,42,0.36113
ENSG00000054523,KIF1B,688,0.58309,331,-0.5887,475,-0.1015
ENSG00000284642,AL139424.2,8,-0.6137,6,-0.9391,12,0.84102
ENSG00000142657,PGD,42,-0.5684,51,-0.2466,63,0.44300
ENSG00000175279,CENPS,5,-1.2981,15,0.28351,13,0.36714
ENSG00000241563,CORT,12,-1.5100,43,0.44536,34,0.29825
ENSG00000160049,DFFA,102,1.11109,65,0.32833,45,-0.8858
ENSG00000142655,PEX14,5,-1.6314,13,-0.4132,19,0.99237
ENSG00000120948,TARDBP,115,0.44964,65,-0.4599,86,-0.0578
ENSG00000271895,AL109811.2,6,-0.8507,10,-0.1488,12,0.51239
ENSG00000116649,SRM,23,-0.9278,66,0.74534,41,-0.1075
ENSG00000171824,EXOSC10,45,0.68027,25,-0.2251,28,-0.3207
ENSG00000198793,MTOR,21,-1.1171,31,-0.5222,47,0.86716
ENSG00000120942,UBIAD1,24,1.04648,16,0.36048,11,-0.8557
ENSG00000116661,FBXO2,73,-0.9586,312,1.41952,122,-0.6602
ENSG00000132879,FBXO44,20,-1.7568,33,-1.0158,72,1.44844
ENSG00000116670,MAD2L2,15,0.58732,21,1.09092,9,-1.0071
ENSG00000177000,MTHFR,12,-0.6085,7,-1.2916,20,0.99668
ENSG00000011021,CLCN6,34,-0.8806,30,-1.1113,68,1.07887
ENSG00000116685,KIAA2013,57,1.06583,23,-0.4010,28,-0.5379
ENSG00000083444,PLOD1,18,0.37210,18,0.44461,13,-0.4689
ENSG00000116688,MFN2,84,-0.5672,71,-0.8188,131,0.75511
ENSG00000116691,MIIP,14,0.57570,13,0.43443,9,-0.5842
ENSG00000048707,VPS13D,58,-0.4459,36,-1.1713,85,0.84153
ENSG00000162496,DHRS3,28,0.39433,33,0.62191,20,-0.5902
ENSG00000116731,PRDM2,198,-0.5188,127,-1.2030,304,0.90191
ENSG00000189337,KAZN,104,0.69809,69,0.01737,63,-0.4442
ENSG00000142634,EFHD2,26,-2.0176,53,-0.9732,114,1.51824
ENSG00000116138,DNAJC16,29,-0.2028,13,-1.4276,36,0.77199
ENSG00000197312,DDI2,48,0.09256,17,-1.5023,49,0.57546
ENSG00000116786,PLEKHM2,64,-0.7954,170,0.76205,104,-0.1632
ENSG00000065526,SPEN,381,1.13503,115,-0.8208,180,-0.4558
ENSG00000116809,ZBTB17,22,0.22674,19,0.05277,18,-0.1605
ENSG00000037637,FBXO42,18,-0.1149,15,-0.3873,20,0.27375
ENSG00000055070,SZRD1,54,1.20755,43,0.80976,21,-1.2149
ENSG00000157191,NECAP2,23,1.64515,15,0.91401,6,-1.5993
ENSG00000219481,NBPF1,56,1.77205,14,-0.4911,16,-1.0964
ENSG00000058453,CROCC,9,-0.1828,9,-0.2134,10,0.22104
