Feature ID,Feature Name,Feature count topic 1to10,Feature log2 fold change topic 1to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000228794,LINC01128,30,1.69677,12,-1.2312,6,-2.0953
ENSG00000188976,NOC2L,47,0.59346,27,-0.7519,35,-0.3676
ENSG00000188290,HES4,34,-0.5096,85,1.40758,11,-1.6946
ENSG00000187608,ISG15,45,-0.8875,123,1.44739,44,-0.2413
ENSG00000188157,AGRN,25,0.64427,16,-0.5497,15,-0.6441
ENSG00000078808,SDF4,60,-0.4643,99,0.71244,66,0.06098
ENSG00000176022,B3GALT6,27,1.07674,15,-0.7028,10,-1.3817
ENSG00000160087,UBE2J2,36,0.00921,43,0.27125,29,-0.3421
ENSG00000131584,ACAP3,62,0.47890,32,-0.9145,56,-0.0742
ENSG00000127054,INTS11,47,0.05465,48,0.02146,43,-0.1240
ENSG00000224051,CPTP,25,0.37924,17,-0.5364,21,-0.1797
ENSG00000107404,DVL1,48,-0.0117,45,-0.1121,53,0.12540
ENSG00000175756,AURKAIP1,162,0.30744,133,-0.2603,129,-0.3039
ENSG00000221978,CCNL2,65,0.04957,69,0.10531,56,-0.2100
ENSG00000242485,MRPL20,185,0.48644,130,-0.4752,135,-0.4220
ENSG00000235098,ANKRD65,22,-0.6329,15,-0.6488,52,1.29055
ENSG00000179403,VWA1,8,-4.1225,60,0.98484,247,4.19323
ENSG00000197785,ATAD3A,14,-0.2368,20,0.49505,14,-0.1207
ENSG00000205090,TMEM240,29,1.45488,14,-0.8995,6,-2.0467
ENSG00000160075,SSU72,121,0.67935,71,-0.7294,80,-0.5348
ENSG00000228594,FNDC10,22,0.39756,28,0.45990,5,-2.1066
ENSG00000272106,AL691432.2,19,-0.2244,22,0.15038,23,0.25328
ENSG00000197530,MIB2,26,-0.0848,25,-0.0490,30,0.19451
ENSG00000248333,CDK11B,15,-1.1804,47,1.53983,23,0.33441
ENSG00000189339,SLC35E2B,24,-0.0087,31,0.40313,17,-0.5051
ENSG00000215790,SLC35E2A,36,0.66895,30,-0.1774,15,-1.2291
ENSG00000008130,NADK,24,0.32485,16,-0.5189,22,-0.1031
