Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000228794,LINC01128,38,0.63048,10,-1.7872,31,-0.1501
ENSG00000188976,NOC2L,46,-0.1537,27,-0.8489,64,0.52092
ENSG00000188290,HES4,37,0.68009,9,-1.8722,30,-0.1896
ENSG00000187608,ISG15,40,1.92999,29,-0.1290,1,-5.2484
ENSG00000188157,AGRN,15,0.12146,12,-0.2964,15,-0.0073
ENSG00000078808,SDF4,63,0.24476,53,-0.2165,54,-0.2100
ENSG00000176022,B3GALT6,22,0.02495,12,-0.9632,27,0.34834
ENSG00000160087,UBE2J2,41,0.57390,26,-0.5910,29,-0.4613
ENSG00000131584,ACAP3,64,-1.0594,45,-0.9408,179,1.51958
ENSG00000127054,INTS11,42,-0.0943,40,-0.0881,47,0.16908
ENSG00000224051,CPTP,18,0.39957,7,-1.2542,16,-0.0067
ENSG00000107404,DVL1,51,0.50524,27,-0.8452,40,-0.2629
ENSG00000175756,AURKAIP1,161,0.82121,95,-0.6250,89,-0.7856
ENSG00000221978,CCNL2,57,-1.0900,79,0.10500,142,1.25655
ENSG00000242485,MRPL20,147,1.21131,75,-0.7840,57,-1.2677
ENSG00000235098,ANKRD65,37,0.72764,52,0.70477,8,-2.2545
ENSG00000179403,VWA1,24,-1.4254,156,2.70075,21,-0.8788
ENSG00000205090,TMEM240,25,-0.5665,2,-3.5410,56,1.26766
ENSG00000160075,SSU72,163,0.97843,65,-1.1935,91,-0.7320
ENSG00000228594,FNDC10,33,0.72614,2,-3.4980,29,-0.0568
ENSG00000272106,AL691432.2,17,-0.0373,13,-0.4262,20,0.24650
ENSG00000197530,MIB2,33,0.42383,10,-1.6677,32,0.05875
ENSG00000248333,CDK11B,39,-1.5087,71,0.27966,134,1.63283
ENSG00000189339,SLC35E2B,22,0.12162,17,-0.3616,22,0.02222
ENSG00000008128,CDK11A,14,-2.4785,61,0.98597,94,2.23375
ENSG00000215790,SLC35E2A,24,0.40805,12,-0.9428,21,-0.1085
ENSG00000008130,NADK,27,0.59451,15,-0.7236,19,-0.4270
ENSG00000078369,GNB1,604,1.60287,183,-1.5147,206,-1.4322
ENSG00000187730,GABRD,151,1.52240,3,-5.4797,77,-0.7993
ENSG00000067606,PRKCZ,211,0.63744,73,-1.4652,167,-0.2300
ENSG00000162585,FAAP20,39,0.61034,40,0.20940,18,-1.1063
ENSG00000157933,SKI,33,-0.8247,31,-0.3875,72,1.13585
ENSG00000157916,RER1,61,0.84092,53,-0.0283,24,-1.2804
ENSG00000157911,PEX10,23,1.01314,23,0.21450,5,-1.9974
ENSG00000157870,PRXL2B,47,0.73797,20,-1.1048,32,-0.4593
ENSG00000177133,PRDM16-DT,20,0.57838,5,-1.7764,18,-0.0935
ENSG00000158109,TPRG1L,183,1.39077,25,-2.7011,92,-0.8467
ENSG00000130764,LRRC47,84,0.81105,40,-0.9585,52,-0.6091
ENSG00000116198,CEP104,26,-1.5863,78,1.06909,80,1.31619
ENSG00000198912,C1orf174,18,1.08748,11,-0.5285,7,-1.2552
ENSG00000196581,AJAP1,35,-0.3195,15,-1.4033,58,0.82425
ENSG00000069424,KCNAB2,194,1.81510,10,-4.0482,77,-1.1627
ENSG00000116254,CHD5,230,-0.1465,18,-3.8278,373,0.85240
ENSG00000116251,RPL22,502,0.03508,749,0.66064,360,-0.5544
ENSG00000116237,ICMT,36,0.09101,23,-0.6484,40,0.17374
ENSG00000097021,ACOT7,156,1.71946,22,-2.6171,60,-1.2363
ENSG00000215788,TNFRSF25,15,-1.2044,0,-5.4637,52,1.94618
ENSG00000171680,PLEKHG5,24,0.51645,0,-4.6454,25,0.20329
ENSG00000162408,NOL9,34,0.12215,25,-0.4239,34,0.04866
