interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
FGF1_FGFR1,FGF,FGF1,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF1 - FGFR1,FALSE,FGF1,FGF,"Cytoplasm, Secreted, Nucleus, Cytosol, Cell cortex","Developmental protein, Reference proteome, Nucleus, Phosphoprotein, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cytoplasm, Alternative splicing, 3D-structure, Heparin-binding, Acetylation",growth factor,FALSE,FGFR1,"Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Nucleus, Cytosol, Cytoplasmic vesicle, Cell membrane","Kinase, ATP-binding, Receptor, Cytoplasm, Tyrosine-protein kinase, Cytoplasmic vesicle, Holoprosencephaly, Glycoprotein, Disease variant, Kallmann syndrome, Immunoglobulin domain, Transmembrane helix, Cell membrane, Direct protein sequencing, Transcription, Dwarfism, Heparin-binding, Ubl conjugation, Transcription regulation, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative splicing, Hypogonadotropic hypogonadism, Transferase, Chromosomal rearrangement, Signal, Reference proteome, Nucleus, Phosphoprotein, Craniosynostosis, 3D-structure, Nucleotide-binding, Repeat",Receptors,FGFR;Kinase,,,TRUE,CellChatDB v1
FGF1_FGFR2,FGF,FGF1,FGFR2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF1 - FGFR2,FALSE,FGF1,FGF,"Cytoplasm, Secreted, Nucleus, Cytosol, Cell cortex","Developmental protein, Reference proteome, Nucleus, Phosphoprotein, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cytoplasm, Alternative splicing, 3D-structure, Heparin-binding, Acetylation",growth factor,FALSE,FGFR2,"Protein kinase superfamily, Tyr protein kinase","Golgi apparatus, Cytoplasmic vesicle, Cell membrane","Membrane, Intellectual disability, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Apoptosis, Golgi apparatus, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Heparin-binding, Ubl conjugation",Receptors,FGFR;Kinase,,growth factor,TRUE,CellChatDB v1
FGF1_FGFR3,FGF,FGF1,FGFR3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF1 - FGFR3,FALSE,FGF1,FGF,"Cytoplasm, Secreted, Nucleus, Cytosol, Cell cortex","Developmental protein, Reference proteome, Nucleus, Phosphoprotein, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cytoplasm, Alternative splicing, 3D-structure, Heparin-binding, Acetylation",growth factor,FALSE,FGFR3,"Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cytoplasmic vesicle, Cell membrane","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Deafness, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Dwarfism, Ubl conjugation",Receptors,FGFR;Kinase,,growth factor,TRUE,CellChatDB v1
FGF1_FGFR4,FGF,FGF1,FGFR4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF1 - FGFR4,FALSE,FGF1,FGF,"Cytoplasm, Secreted, Nucleus, Cytosol, Cell cortex","Developmental protein, Reference proteome, Nucleus, Phosphoprotein, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Angiogenesis, Cytoplasm, Alternative splicing, 3D-structure, Heparin-binding, Acetylation",growth factor,FALSE,FGFR4,"Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cell membrane, Endosome","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation",Receptors,FGFR;Kinase,,growth factor,TRUE,CellChatDB v1
FGF2_FGFR1,FGF,FGF2,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR1,FALSE,FGF2,FGF,"Secreted, Nucleus","Alternative initiation, Secreted, Differentiation, Growth factor, Methylation, Developmental protein, Reference proteome, Nucleus, Phosphoprotein, Mitogen, Direct protein sequencing, Angiogenesis, Isopeptide bond, 3D-structure, Heparin-binding, Ubl conjugation",growth factor,FALSE,FGFR1,"Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Nucleus, Cytosol, Cytoplasmic vesicle, Cell membrane","Kinase, ATP-binding, Receptor, Cytoplasm, Tyrosine-protein kinase, Cytoplasmic vesicle, Holoprosencephaly, Glycoprotein, Disease variant, Kallmann syndrome, Immunoglobulin domain, Transmembrane helix, Cell membrane, Direct protein sequencing, Transcription, Dwarfism, Heparin-binding, Ubl conjugation, Transcription regulation, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative splicing, Hypogonadotropic hypogonadism, Transferase, Chromosomal rearrangement, Signal, Reference proteome, Nucleus, Phosphoprotein, Craniosynostosis, 3D-structure, Nucleotide-binding, Repeat",Receptors,FGFR;Kinase,,,TRUE,CellChatDB v1
FGF2_FGFR2,FGF,FGF2,FGFR2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR2,FALSE,FGF2,FGF,"Secreted, Nucleus","Alternative initiation, Secreted, Differentiation, Growth factor, Methylation, Developmental protein, Reference proteome, Nucleus, Phosphoprotein, Mitogen, Direct protein sequencing, Angiogenesis, Isopeptide bond, 3D-structure, Heparin-binding, Ubl conjugation",growth factor,FALSE,FGFR2,"Protein kinase superfamily, Tyr protein kinase","Golgi apparatus, Cytoplasmic vesicle, Cell membrane","Membrane, Intellectual disability, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Apoptosis, Golgi apparatus, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Heparin-binding, Ubl conjugation",Receptors,FGFR;Kinase,,growth factor,TRUE,CellChatDB v1
FGF2_FGFR3,FGF,FGF2,FGFR3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR3,FALSE,FGF2,FGF,"Secreted, Nucleus","Alternative initiation, Secreted, Differentiation, Growth factor, Methylation, Developmental protein, Reference proteome, Nucleus, Phosphoprotein, Mitogen, Direct protein sequencing, Angiogenesis, Isopeptide bond, 3D-structure, Heparin-binding, Ubl conjugation",growth factor,FALSE,FGFR3,"Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cytoplasmic vesicle, Cell membrane","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Deafness, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Dwarfism, Ubl conjugation",Receptors,FGFR;Kinase,,growth factor,TRUE,CellChatDB v1
FGF2_FGFR4,FGF,FGF2,FGFR4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF2 - FGFR4,FALSE,FGF2,FGF,"Secreted, Nucleus","Alternative initiation, Secreted, Differentiation, Growth factor, Methylation, Developmental protein, Reference proteome, Nucleus, Phosphoprotein, Mitogen, Direct protein sequencing, Angiogenesis, Isopeptide bond, 3D-structure, Heparin-binding, Ubl conjugation",growth factor,FALSE,FGFR4,"Protein kinase superfamily, Tyr protein kinase","Endoplasmic reticulum, Cell membrane, Endosome","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Nucleotide-binding, Endosome, Ubl conjugation",Receptors,FGFR;Kinase,,growth factor,TRUE,CellChatDB v1
FGF4_FGFR1,FGF,FGF4,FGFR1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF4 - FGFR1,FALSE,FGF4,FGF,Secreted,"Signal, Developmental protein, Reference proteome, Proto-oncogene, Secreted, Differentiation, Mitogen, Growth factor, Alternative splicing, 3D-structure, Heparin-binding",growth factor,FALSE,FGFR1,"Protein kinase superfamily, Tyr protein kinase","Cytoplasm, Nucleus, Cytosol, Cytoplasmic vesicle, Cell membrane","Kinase, ATP-binding, Receptor, Cytoplasm, Tyrosine-protein kinase, Cytoplasmic vesicle, Holoprosencephaly, Glycoprotein, Disease variant, Kallmann syndrome, Immunoglobulin domain, Transmembrane helix, Cell membrane, Direct protein sequencing, Transcription, Dwarfism, Heparin-binding, Ubl conjugation, Transcription regulation, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Alternative splicing, Hypogonadotropic hypogonadism, Transferase, Chromosomal rearrangement, Signal, Reference proteome, Nucleus, Phosphoprotein, Craniosynostosis, 3D-structure, Nucleotide-binding, Repeat",Receptors,FGFR;Kinase,,,TRUE,CellChatDB v1
FGF4_FGFR2,FGF,FGF4,FGFR2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling,FGF4 - FGFR2,FALSE,FGF4,FGF,Secreted,"Signal, Developmental protein, Reference proteome, Proto-oncogene, Secreted, Differentiation, Mitogen, Growth factor, Alternative splicing, 3D-structure, Heparin-binding",growth factor,FALSE,FGFR2,"Protein kinase superfamily, Tyr protein kinase","Golgi apparatus, Cytoplasmic vesicle, Cell membrane","Membrane, Intellectual disability, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Cytoplasmic vesicle, Nucleotide-binding, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, Apoptosis, Golgi apparatus, Craniosynostosis, Ectodermal dysplasia, 3D-structure, Lacrimo-auriculo-dento-digital syndrome, Heparin-binding, Ubl conjugation",Receptors,FGFR;Kinase,,growth factor,TRUE,CellChatDB v1
