Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000228794,LINC01128,10,-1.8711,46,1.35639,21,-0.9308
ENSG00000188976,NOC2L,21,-0.9751,48,1.12074,22,-0.9717
ENSG00000188290,HES4,5,-2.5019,25,-0.4891,51,1.16682
ENSG00000187608,ISG15,41,0.22550,30,-0.6139,49,0.62587
ENSG00000188157,AGRN,14,-0.5298,20,0.05409,22,0.18658
ENSG00000078808,SDF4,58,-0.0668,62,0.10291,58,-0.0949
ENSG00000176022,B3GALT6,13,-0.9541,25,0.25200,25,0.10535
ENSG00000160087,UBE2J2,31,-0.1147,32,-0.1649,38,0.26603
ENSG00000131584,ACAP3,39,-0.8867,73,0.22464,74,0.11537
ENSG00000127054,INTS11,31,-0.3312,43,0.58485,27,-0.5888
ENSG00000224051,CPTP,9,-1.1015,21,0.86961,13,-0.5870
ENSG00000107404,DVL1,24,-1.0349,43,-0.3577,71,0.80527
ENSG00000175756,AURKAIP1,87,-0.8616,163,0.36652,146,-0.0602
ENSG00000221978,CCNL2,70,0.31511,60,0.10864,48,-0.3585
ENSG00000242485,MRPL20,119,-0.4650,165,0.17798,160,0.01036
ENSG00000235098,ANKRD65,56,0.90353,31,-0.2421,27,-0.3598
ENSG00000179403,VWA1,151,3.29431,10,-2.6702,28,-0.1032
ENSG00000205090,TMEM240,1,-4.0862,29,1.69951,12,-0.9855
ENSG00000160075,SSU72,78,-1.0441,172,0.59444,131,-0.2694
ENSG00000228594,FNDC10,4,-2.8149,29,0.56708,27,0.10357
ENSG00000272106,AL691432.2,26,0.12010,25,0.18580,20,-0.3247
ENSG00000197530,MIB2,11,-1.1629,27,0.91816,16,-0.6244
ENSG00000248333,CDK11B,56,0.93499,26,-0.7386,38,0.31295
ENSG00000008128,CDK11A,22,0.41673,17,0.02535,14,-0.3182
ENSG00000215790,SLC35E2A,15,-0.4002,17,-0.4472,28,0.71221
ENSG00000008130,NADK,17,-0.4824,25,0.22653,23,-0.0416
ENSG00000078369,GNB1,267,-1.1774,552,-0.1124,762,0.57461
ENSG00000187730,GABRD,7,-4.6751,232,1.98216,84,-1.2466
ENSG00000067606,PRKCZ,86,-1.1249,198,0.58111,156,-0.2263
ENSG00000162585,FAAP20,29,-0.1680,23,-1.1190,62,1.34470
ENSG00000157933,SKI,31,0.24416,21,-0.9283,44,0.96871
ENSG00000157916,RER1,49,-0.2241,62,0.38176,46,-0.3738
ENSG00000157911,PEX10,25,0.12242,20,-0.4613,30,0.50121
ENSG00000157881,PANK4,9,-0.8175,20,1.39038,6,-1.4622
ENSG00000157870,PRXL2B,11,-2.1638,56,0.86242,40,-0.2981
ENSG00000177133,PRDM16-DT,3,-2.7548,15,-1.2476,51,1.94959
ENSG00000158109,TPRG1L,65,-1.8665,260,0.94769,170,-0.4525
ENSG00000130764,LRRC47,41,-0.9621,84,0.47155,70,-0.1503
ENSG00000116198,CEP104,82,1.58153,26,-0.8506,30,-0.1756
ENSG00000198912,C1orf174,15,-0.1044,18,0.66772,9,-0.8694
ENSG00000196581,AJAP1,23,-1.0713,59,1.32028,23,-1.1989
ENSG00000069424,KCNAB2,32,-2.7779,233,0.72279,195,-0.0642
ENSG00000116254,CHD5,26,-2.8509,191,0.58536,178,0.08778
ENSG00000116251,RPL22,780,0.48564,449,-0.9126,879,0.82409
ENSG00000116237,ICMT,23,-0.8601,46,0.55818,35,-0.2932
ENSG00000097021,ACOT7,52,-2.3111,310,1.82197,105,-1.3733
ENSG00000215788,TNFRSF25,7,-1.5556,24,0.94393,15,-0.5266
ENSG00000171680,PLEKHG5,0,-5.8468,32,1.33469,18,-0.5501
ENSG00000162408,NOL9,28,-0.0205,29,0.04449,28,-0.0456
ENSG00000162413,KLHL21,34,0.00373,33,-0.1727,38,0.21537
ENSG00000116273,PHF13,11,-0.4723,17,0.62494,11,-0.5615
ENSG00000041988,THAP3,14,-0.3401,18,0.23363,16,-0.1172
ENSG00000007923,DNAJC11,21,-0.6809,34,0.17157,35,0.10552
ENSG00000171735,CAMTA1,174,-1.2930,433,0.40108,405,0.03230
ENSG00000049245,VAMP3,152,2.73581,15,-2.3524,44,0.32994
ENSG00000049246,PER3,62,0.29690,41,-0.8519,80,0.85847
ENSG00000116288,PARK7,235,-0.5845,351,0.15021,357,0.09383
ENSG00000116285,ERRFI1,24,-0.1365,28,0.33350,21,-0.3609
ENSG00000162426,SLC45A1,10,-1.5288,38,1.91471,9,-1.8054
ENSG00000142599,RERE,105,-0.1288,109,-0.1845,134,0.29639
ENSG00000074800,ENO1,325,-0.7556,498,-0.2047,699,0.56182
ENSG00000171612,SLC25A33,25,-0.7747,31,-1.0018,80,1.41386
ENSG00000171603,CLSTN1,225,-1.8086,932,1.54289,367,-1.1795
ENSG00000178585,CTNNBIP1,22,-0.5809,28,-0.5719,51,0.90951
ENSG00000162441,LZIC,127,1.12790,45,-1.2177,95,0.74038
ENSG00000130939,UBE4B,74,0.76790,44,-0.2523,41,-0.2128
ENSG00000054523,KIF1B,560,0.59981,348,-0.4522,434,0.19873
ENSG00000284642,AL139424.2,14,0.10462,14,0.08825,12,-0.1800
ENSG00000142657,PGD,57,0.11441,59,0.56481,32,-0.8917
ENSG00000241563,CORT,5,-3.5276,69,0.63841,64,0.08356
ENSG00000160049,DFFA,94,0.89356,44,-0.8042,69,0.42808
ENSG00000142655,PEX14,13,-0.6190,22,0.50414,16,-0.3282
ENSG00000120948,TARDBP,116,0.38929,88,-0.1574,89,-0.0412
ENSG00000271895,AL109811.2,18,-0.0302,19,0.24955,15,-0.3127
ENSG00000116649,SRM,28,-1.0677,59,0.20242,62,0.19639
ENSG00000171824,EXOSC10,41,0.16837,37,0.07969,33,-0.2107
ENSG00000198793,MTOR,35,-0.6118,59,0.66704,38,-0.5437
ENSG00000116661,FBXO2,66,-1.6658,178,-0.3662,312,0.93962
ENSG00000132879,FBXO44,24,-2.0421,114,1.20134,62,-0.7048
