Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to11,Feature log2 fold change topic 3to11
ENSG00000228794,LINC01128,7,-2.3252,21,-0.6859,38,1.39157
ENSG00000188976,NOC2L,21,-1.1722,25,-0.8860,50,1.10190
ENSG00000188290,HES4,4,-2.8100,77,1.55826,28,-0.5192
ENSG00000187608,ISG15,80,-0.6949,577,2.84555,80,-2.0334
ENSG00000188157,AGRN,15,-0.2529,29,0.79976,17,-0.3913
ENSG00000078808,SDF4,44,-0.4037,49,-0.2239,59,0.34229
ENSG00000176022,B3GALT6,8,-1.2074,6,-1.4855,20,1.43416
ENSG00000160087,UBE2J2,12,-1.4650,37,0.16983,35,0.49659
ENSG00000131584,ACAP3,77,0.27032,42,-0.6707,66,0.15133
ENSG00000127054,INTS11,25,-0.4970,25,-0.5039,37,0.54676
ENSG00000224051,CPTP,12,-0.4992,14,-0.2812,17,0.42394
ENSG00000107404,DVL1,30,-0.4175,55,0.52834,39,-0.1308
ENSG00000175756,AURKAIP1,103,-0.4159,64,-1.1415,145,0.80144
ENSG00000221978,CCNL2,61,0.20032,46,-0.2536,54,0.01337
ENSG00000242485,MRPL20,100,-0.4186,114,-0.2087,136,0.34114
ENSG00000235098,ANKRD65,42,0.61302,25,-0.2249,27,-0.2712
ENSG00000179403,VWA1,135,3.33091,24,0.01614,12,-2.7152
ENSG00000197785,ATAD3A,9,-0.2603,8,-0.4167,11,0.36973
ENSG00000205090,TMEM240,12,-0.8903,4,-2.5416,24,1.60518
ENSG00000160075,SSU72,61,-1.2063,90,-0.6170,147,0.95651
ENSG00000228594,FNDC10,2,-3.4097,34,0.42669,28,0.60071
ENSG00000272106,AL691432.2,9,-0.5589,13,-0.0739,14,0.32893
ENSG00000197530,MIB2,12,-1.0881,16,-0.6296,27,0.91190
ENSG00000248333,CDK11B,97,1.31510,47,0.09189,38,-0.9168
ENSG00000189339,SLC35E2B,12,-0.3665,8,-0.8757,16,0.65519
ENSG00000008128,CDK11A,73,1.80650,23,-0.1534,20,-1.2235
ENSG00000215790,SLC35E2A,11,-1.1238,40,0.84591,23,-0.1356
ENSG00000008130,NADK,16,-0.2871,9,-1.0234,20,0.66894
ENSG00000078369,GNB1,191,-1.3515,524,0.20406,484,0.43698
ENSG00000187730,GABRD,6,-4.6330,53,-1.5905,176,2.56680
ENSG00000067606,PRKCZ,86,-1.1288,94,-1.0064,200,1.14786
ENSG00000162585,FAAP20,37,0.37992,35,0.25535,28,-0.3588
ENSG00000157933,SKI,45,0.69769,43,0.61693,26,-0.7534
ENSG00000157916,RER1,57,0.28529,38,-0.3746,48,0.01543
ENSG00000157911,PEX10,25,0.42972,24,0.37482,18,-0.4550
ENSG00000149527,PLCH2,7,-1.0863,23,0.82729,14,-0.1306
ENSG00000157881,PANK4,2,-2.3593,4,-1.6588,14,2.08369
ENSG00000157873,TNFRSF14,0,-5.8273,26,0.97317,14,0.16041
ENSG00000157870,PRXL2B,19,-1.0012,31,-0.3139,40,0.67691
ENSG00000177133,PRDM16-DT,7,-1.4492,49,1.57903,17,-0.7009
ENSG00000142611,PRDM16,8,-0.5479,32,1.74059,9,-1.0457
ENSG00000158109,TPRG1L,39,-2.1487,79,-1.0798,183,1.62450
ENSG00000116213,WRAP73,11,-0.1069,8,-0.5438,12,0.34215
ENSG00000130764,LRRC47,39,-0.7011,34,-0.9014,67,0.86472
ENSG00000116198,CEP104,87,1.50494,35,-0.0358,30,-1.0152
ENSG00000198912,C1orf174,7,-0.6542,6,-0.9511,12,0.86233
ENSG00000196581,AJAP1,30,-0.3766,12,-1.7736,42,1.00114
ENSG00000069424,KCNAB2,36,-2.2184,119,-0.4275,175,1.16372
ENSG00000116254,CHD5,61,-1.9655,179,-0.3542,247,1.04027
ENSG00000116251,RPL22,685,0.72772,547,0.35460,399,-0.6265
ENSG00000116237,ICMT,16,-1.2358,26,-0.5288,40,0.91314
ENSG00000097021,ACOT7,24,-2.9077,36,-2.3331,199,2.72080
ENSG00000215788,TNFRSF25,0,-5.4481,9,-1.2077,23,2.27894
ENSG00000171680,PLEKHG5,0,-7.2755,11,-0.5039,18,1.64087
ENSG00000162408,NOL9,22,-0.3483,18,-0.6536,29,0.53977
ENSG00000162413,KLHL21,26,0.04763,30,0.24574,25,-0.1670
ENSG00000116273,PHF13,10,-0.5606,5,-1.4368,16,1.01422
ENSG00000041988,THAP3,6,-0.9106,8,-0.6733,13,0.85355
