Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to9,Feature log2 fold change topic 4to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000228794,LINC01128,28,-0.3629,9,-1.9910,24,-0.6333,50,1.04406,21,-0.8059,29,-0.4169
ENSG00000188976,NOC2L,57,-0.0154,51,-0.1882,84,0.60368,57,-0.0361,45,-0.3870,57,-0.0221
ENSG00000188290,HES4,111,2.51909,7,-1.8958,10,-1.4233,18,-0.8177,10,-1.4229,30,0.28278
ENSG00000187608,ISG15,31,0.73940,13,-0.6037,1,-4.0644,11,-1.1674,18,-0.1181,40,1.58341
ENSG00000188157,AGRN,9,-0.8277,17,0.03333,1,-3.2201,19,0.47041,18,0.16776,17,0.06797
ENSG00000078808,SDF4,52,-0.3962,52,-0.3798,77,0.21001,63,-0.1406,53,-0.3508,85,0.47032
ENSG00000176022,B3GALT6,7,-1.3432,11,-0.7376,28,0.63411,20,0.16725,24,0.38966,18,-0.1126
ENSG00000160087,UBE2J2,48,0.22401,30,-0.4896,46,0.15308,33,-0.5721,55,0.44560,55,0.53417
ENSG00000131584,ACAP3,31,-1.6370,85,-0.1071,147,0.76556,97,0.17735,99,0.12855,80,-0.2422
ENSG00000127054,INTS11,86,1.00553,49,0.10717,44,-0.0734,35,-0.6184,39,-0.2256,55,0.34639
ENSG00000224051,CPTP,43,0.91437,20,-0.3348,46,0.99557,20,-0.4808,30,0.33622,19,-0.4108
ENSG00000107404,DVL1,67,0.11917,49,-0.3618,85,0.49488,50,-0.5349,95,0.67227,71,0.24359
ENSG00000175756,AURKAIP1,23,-2.2635,113,0.09049,76,-0.5232,95,-0.2924,119,0.18192,161,0.83462
ENSG00000221978,CCNL2,99,0.74643,74,0.28104,78,0.36804,59,-0.1334,55,-0.1904,48,-0.4351
ENSG00000242485,MRPL20,138,0.01388,128,-0.0959,101,-0.4643,129,-0.1505,121,-0.1832,171,0.43808
ENSG00000235098,ANKRD65,0,-5.9356,24,0.29708,22,0.11556,22,0.21148,15,-0.3935,23,0.26661
ENSG00000179403,VWA1,28,-0.2319,98,1.82041,117,2.15635,9,-2.5119,27,-0.2781,34,0.07830
ENSG00000205090,TMEM240,38,0.02055,13,-1.6188,34,-0.1369,38,0.04038,43,0.22359,44,0.28750
ENSG00000160075,SSU72,95,-0.7034,77,-1.0304,178,0.25888,148,-0.0467,148,-0.0300,192,0.46262
ENSG00000228594,FNDC10,0,-5.9497,1,-4.4258,7,-1.8972,27,0.04282,62,1.34597,39,0.70992
ENSG00000272106,AL691432.2,0,-5.8538,26,0.48004,31,0.76011,17,-0.2915,19,-0.0191,23,0.39501
ENSG00000197530,MIB2,26,-0.0799,23,-0.2871,31,0.14690,24,-0.3536,44,0.72264,31,0.19890
ENSG00000248333,CDK11B,209,1.46141,154,0.93814,33,-1.4441,88,0.07164,54,-0.6985,46,-1.0941
ENSG00000189339,SLC35E2B,17,-0.8446,18,-0.8040,19,-0.7127,31,0.07956,45,0.61490,36,0.32586
ENSG00000008128,CDK11A,241,2.64383,169,1.92152,25,-1.1416,35,-1.0065,14,-1.9529,14,-2.2050
ENSG00000215790,SLC35E2A,1,-3.3936,2,-2.9036,0,-6.7988,18,0.28331,25,0.65395,26,0.86850
ENSG00000008130,NADK,14,-0.8136,17,-0.5084,6,-2.0319,24,-0.0035,22,-0.1223,36,0.82729
ENSG00000078369,GNB1,165,-1.2712,135,-1.5629,244,-0.6785,404,0.16882,515,0.48126,485,0.47851
ENSG00000187730,GABRD,46,-1.2596,14,-2.9968,59,-0.9040,141,0.86512,99,-0.1172,108,0.01388
ENSG00000067606,PRKCZ,29,-2.5533,111,-0.5549,203,0.38193,166,0.11027,204,0.38967,177,0.19294
ENSG00000162585,FAAP20,27,-0.3164,50,0.62677,21,-0.7490,20,-1.1312,74,1.26660,48,0.70064
ENSG00000157933,SKI,199,1.76333,74,0.09773,45,-0.6633,55,-0.5511,105,0.66173,48,-0.6332
ENSG00000157916,RER1,17,-1.3956,37,-0.2828,38,-0.2214,46,0.12637,25,-0.8535,59,0.58960
ENSG00000157911,PEX10,17,-0.1022,29,0.73768,11,-0.7483,15,-0.3931,32,0.94310,17,-0.0417
ENSG00000157870,PRXL2B,0,-7.3173,18,-1.6007,52,-0.0329,56,0.14222,35,-0.6369,83,0.90966
ENSG00000177133,PRDM16-DT,0,-4.7618,6,-1.6254,0,-4.7313,12,-0.9796,28,0.70865,43,1.99549
ENSG00000142611,PRDM16,58,1.99157,20,0.15376,10,-0.8311,9,-1.4522,12,-0.6152,26,0.72435
ENSG00000158109,TPRG1L,86,-0.5864,69,-0.9110,53,-1.3222,131,0.08963,126,0.00088,175,0.64124
ENSG00000130764,LRRC47,57,-0.0944,37,-0.7677,97,0.75406,63,0.09309,35,-0.8455,62,0.04045
ENSG00000116198,CEP104,154,1.64170,102,0.92721,56,-0.0349,48,-0.4261,26,-1.1968,39,-0.6870
ENSG00000196581,AJAP1,0,-7.3639,23,-1.2738,25,-1.1746,85,1.56158,44,-0.3461,36,-0.7393
ENSG00000069424,KCNAB2,54,-1.6880,37,-2.2596,99,-0.7900,188,0.34749,177,0.09328,223,0.57183
ENSG00000116254,CHD5,250,-0.6726,110,-1.8961,299,-0.4010,480,0.64146,559,0.58399,312,-0.3937
ENSG00000116251,RPL22,428,-0.0794,595,0.44201,380,-0.2628,374,-0.4620,538,0.28037,556,0.40842
ENSG00000116237,ICMT,55,0.63513,11,-1.7403,46,0.36088,37,-0.0191,31,-0.2648,39,0.08428
ENSG00000097021,ACOT7,48,-1.1108,21,-2.3398,92,-0.1421,133,0.87715,46,-1.1688,100,-0.0131
ENSG00000215788,TNFRSF25,0,-6.6188,3,-3.2994,12,-1.4823,52,1.63224,30,-0.1595,24,-0.5938
ENSG00000171680,PLEKHG5,8,-2.0456,0,-7.4680,14,-1.3536,45,0.81224,33,-0.0561,41,0.32496
ENSG00000162408,NOL9,66,0.69845,31,-0.4823,15,-1.5717,45,0.16044,40,-0.1171,44,0.04773
ENSG00000162413,KLHL21,27,-0.5181,31,-0.2777,66,0.88566,33,-0.3703,34,-0.1566,46,0.36722
ENSG00000116273,PHF13,36,0.97530,16,-0.2961,48,1.46930,14,-0.8246,17,-0.2346,18,-0.1235
ENSG00000007923,DNAJC11,16,-0.9491,27,-0.1905,33,0.10478,29,-0.1834,42,0.49191,37,0.32602
ENSG00000171735,CAMTA1,110,-2.2191,150,-1.7675,335,-0.5621,670,1.05506,367,-0.4246,431,-0.2074
ENSG00000049245,VAMP3,35,0.36862,88,1.93778,84,1.85355,9,-2.2889,21,-0.3953,26,-0.0839
ENSG00000049246,PER3,51,0.24500,51,0.26023,35,-0.3173,39,-0.2597,34,-0.3749,53,0.36778
ENSG00000116288,PARK7,86,-1.1432,128,-0.5488,193,0.08872,167,-0.2229,136,-0.4531,275,0.82824
ENSG00000116285,ERRFI1,116,2.34309,13,-1.2269,1,-4.6302,26,-0.3695,25,-0.2473,26,-0.2571
ENSG00000162426,SLC45A1,20,-0.0533,3,-2.8570,11,-0.9363,24,0.46840,18,-0.2567,24,0.26401
