Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,17,-1.1552,39,1.15529
ENSG00000188976,NOC2L,29,-1.0898,62,1.08985
ENSG00000188290,HES4,71,0.82394,40,-0.8239
ENSG00000187608,ISG15,70,0.46768,51,-0.4676
ENSG00000188157,AGRN,22,-0.2010,25,0.20109
ENSG00000078808,SDF4,71,0.51494,50,-0.5149
ENSG00000176022,B3GALT6,22,-0.1210,24,0.12104
ENSG00000160087,UBE2J2,27,-0.4769,38,0.47695
ENSG00000131584,ACAP3,58,-0.1825,66,0.18257
ENSG00000127054,INTS11,46,0.16229,41,-0.1622
ENSG00000224051,CPTP,11,-0.6322,18,0.63229
ENSG00000107404,DVL1,85,1.25645,35,-1.2564
ENSG00000175756,AURKAIP1,230,0.51457,161,-0.5145
ENSG00000221978,CCNL2,47,-0.1412,52,0.14125
ENSG00000242485,MRPL20,192,0.39998,145,-0.3999
ENSG00000235098,ANKRD65,44,0.79802,25,-0.7980
ENSG00000179403,VWA1,59,1.73362,18,-1.7336
ENSG00000205090,TMEM240,12,-1.1529,28,1.15299
ENSG00000160075,SSU72,165,0.27503,137,-0.2750
ENSG00000228594,FNDC10,23,-0.4948,32,0.49484
ENSG00000197530,MIB2,32,-0.0024,32,0.00241
ENSG00000248333,CDK11B,53,-0.4373,72,0.43736
ENSG00000008128,CDK11A,36,-0.2159,42,0.21594
ENSG00000008130,NADK,23,0.22966,20,-0.2296
ENSG00000078369,GNB1,572,0.26520,476,-0.2652
ENSG00000187730,GABRD,58,-1.7591,199,1.75910
ENSG00000067606,PRKCZ,154,-0.5964,233,0.59640
ENSG00000162585,FAAP20,69,0.95047,36,-0.9504
ENSG00000157933,SKI,43,0.61544,28,-0.6154
ENSG00000157916,RER1,68,0.49032,48,-0.4903
ENSG00000157911,PEX10,39,1.50649,13,-1.5064
ENSG00000157870,PRXL2B,39,-0.2492,46,0.24923
ENSG00000158109,TPRG1L,145,-0.6212,224,0.62123
ENSG00000130764,LRRC47,46,-0.7899,80,0.78997
ENSG00000116198,CEP104,34,0.18573,30,-0.1857
ENSG00000196581,AJAP1,19,-1.6165,60,1.61652
ENSG00000069424,KCNAB2,203,0.31471,163,-0.3147
ENSG00000116254,CHD5,191,-1.0891,407,1.08912
ENSG00000116251,RPL22,940,0.87332,513,-0.8733
ENSG00000116237,ICMT,28,-0.1066,31,0.10665
ENSG00000097021,ACOT7,82,-1.3148,204,1.31483
ENSG00000215788,TNFRSF25,15,-0.4330,20,0.43303
ENSG00000171680,PLEKHG5,21,0.17265,18,-0.1726
ENSG00000162408,NOL9,17,-0.9046,31,0.90463
ENSG00000162413,KLHL21,18,-0.0685,19,0.06856
ENSG00000041988,THAP3,12,-0.5985,19,0.59857
ENSG00000007923,DNAJC11,23,-0.7301,38,0.73012
ENSG00000171735,CAMTA1,269,-1.0441,554,1.04410
ENSG00000049246,PER3,30,0.27265,25,-0.2726
ENSG00000116288,PARK7,440,0.77733,256,-0.7773
ENSG00000116285,ERRFI1,14,-0.5315,20,0.53154
ENSG00000162426,SLC45A1,17,-0.9869,33,0.98698
ENSG00000142599,RERE,170,0.03090,166,-0.0309
ENSG00000074800,ENO1,793,1.17711,350,-1.1771
ENSG00000171612,SLC25A33,43,1.26640,17,-1.2664
ENSG00000171603,CLSTN1,299,-1.4331,808,1.43318
ENSG00000178585,CTNNBIP1,18,-0.4380,25,0.43802
ENSG00000162441,LZIC,63,0.06214,60,-0.0621
ENSG00000130939,UBE4B,38,-0.0869,41,0.08699
ENSG00000054523,KIF1B,252,-0.7787,432,0.77870
ENSG00000142657,PGD,56,-0.2377,67,0.23777
ENSG00000241563,CORT,24,-0.5735,35,0.57354
ENSG00000160049,DFFA,71,0.36116,55,-0.3611
ENSG00000142655,PEX14,14,-0.3186,18,0.31869
ENSG00000120948,TARDBP,63,-0.3845,82,0.38453
ENSG00000116649,SRM,79,0.52183,55,-0.5218
ENSG00000171824,EXOSC10,45,0.48640,32,-0.4864
ENSG00000198793,MTOR,30,-0.5846,46,0.58462
ENSG00000116661,FBXO2,346,1.43919,127,-1.4391
ENSG00000132879,FBXO44,53,-0.8128,94,0.81287
ENSG00000177000,MTHFR,21,-0.0157,21,0.01576
ENSG00000011021,CLCN6,43,-0.6109,65,0.61099
ENSG00000116685,KIAA2013,34,0.22719,29,-0.2271
ENSG00000083444,PLOD1,26,0.51048,18,-0.5104
ENSG00000116688,MFN2,66,-0.8363,118,0.83634
ENSG00000048707,VPS13D,57,-0.2720,69,0.27206
ENSG00000162496,DHRS3,42,1.98478,10,-1.9847
ENSG00000116731,PRDM2,112,-1.5596,331,1.55967
ENSG00000189337,KAZN,41,-0.7696,70,0.76969
