Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to12,Feature log2 fold change topic 6to12
ENSG00000228794,LINC01128,5,-3.1851,60,0.65619,23,-1.0003,47,0.46872
ENSG00000188976,NOC2L,30,-1.0680,52,-0.2375,28,-1.2374,76,0.98794
ENSG00000188290,HES4,10,-1.7147,15,-1.2026,62,1.28372,30,-0.1045
ENSG00000187608,ISG15,17,-0.9381,10,-1.7776,50,0.75399,36,0.39097
ENSG00000188157,AGRN,13,-1.1677,25,-0.2525,23,-0.3527,34,0.61499
ENSG00000078808,SDF4,26,-1.1431,49,-0.2216,67,0.32322,58,0.18369
ENSG00000176022,B3GALT6,17,-0.4368,11,-1.1047,15,-0.6904,29,1.03652
ENSG00000160087,UBE2J2,12,-1.5407,18,-1.0237,32,-0.1089,43,0.90372
ENSG00000131584,ACAP3,74,-0.1342,52,-0.7364,61,-0.4629,95,0.66629
ENSG00000127054,INTS11,52,0.28044,22,-1.1364,38,-0.2430,51,0.55335
ENSG00000224051,CPTP,19,0.05092,11,-0.8978,15,-0.2982,21,0.58289
ENSG00000107404,DVL1,75,0.68249,19,-1.5245,77,0.81157,46,-0.2084
ENSG00000175756,AURKAIP1,87,-0.9399,55,-1.7057,163,0.01650,201,0.94019
ENSG00000221978,CCNL2,51,-0.3542,52,-0.3373,55,-0.2500,71,0.42660
ENSG00000242485,MRPL20,96,-0.5813,69,-1.1438,176,0.41375,155,0.40350
ENSG00000235098,ANKRD65,25,0.13716,7,-1.8975,28,0.37569,25,0.42121
ENSG00000179403,VWA1,106,2.85828,4,-2.4825,28,0.45293,13,-1.3581
ENSG00000205090,TMEM240,16,-0.8796,12,-1.3629,20,-0.6125,39,1.21810
ENSG00000160075,SSU72,83,-0.9215,75,-1.1447,140,-0.1344,186,0.85664
ENSG00000228594,FNDC10,8,-2.0470,16,-1.0707,32,0.07220,38,0.86146
ENSG00000272106,AL691432.2,18,-0.1901,13,-0.7868,39,1.19854,18,-0.4409
