Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000188976,NOC2L,69,1.41323,22,-0.4959,39,0.51998,23,-0.6391
ENSG00000188290,HES4,68,-0.5568,25,-2.2511,82,-0.2881,144,1.47635
ENSG00000187608,ISG15,21,-1.7425,44,-0.7163,61,-0.1271,86,0.89375
ENSG00000078808,SDF4,55,-0.0838,36,-0.8419,65,0.20075,67,0.44967
ENSG00000160087,UBE2J2,19,-0.7905,36,0.16833,35,0.13227,33,-0.0128
ENSG00000131584,ACAP3,162,1.33987,36,-1.2004,52,-0.5531,81,0.38488
ENSG00000127054,INTS11,40,0.18661,34,-0.1069,29,-0.3497,38,0.19778
ENSG00000107404,DVL1,60,-0.2233,24,-1.7689,53,-0.4443,98,1.29538
ENSG00000175756,AURKAIP1,87,-1.1395,120,-0.7590,213,0.26638,220,0.59647
ENSG00000221978,CCNL2,151,1.67973,33,-0.9448,35,-0.7362,58,0.11351
ENSG00000242485,MRPL20,78,-1.1171,114,-0.6361,248,0.77089,172,0.16603
ENSG00000179403,VWA1,11,-1.9650,63,0.89847,18,-1.3118,43,0.11232
ENSG00000205090,TMEM240,30,0.32435,11,-1.3894,48,1.23079,23,-0.1995
ENSG00000160075,SSU72,82,-0.9180,94,-0.8446,222,0.71291,165,0.29331
ENSG00000228594,FNDC10,39,0.58563,5,-2.6708,24,-0.1482,36,1.06983
ENSG00000272106,AL691432.2,23,-0.1996,25,-0.0787,31,0.26060,26,-0.0377
ENSG00000197530,MIB2,40,0.10744,20,-1.0582,26,-0.5861,49,0.92651
ENSG00000248333,CDK11B,133,1.33859,77,0.52368,44,-0.4977,43,-0.7986
ENSG00000008128,CDK11A,143,2.34362,44,0.31284,15,-1.4060,24,-1.0790
ENSG00000078369,GNB1,445,-0.4928,324,-1.1262,598,-0.0390,787,0.85457
ENSG00000187730,GABRD,107,0.34104,27,-1.9616,221,1.87387,68,-0.6154
ENSG00000067606,PRKCZ,131,-0.3376,88,-1.0905,190,0.28104,195,0.59724
ENSG00000162585,FAAP20,31,-0.6886,32,-0.7562,34,-0.6360,66,1.00714
ENSG00000157933,SKI,21,-1.0468,32,-0.4689,25,-0.8681,56,0.98931
ENSG00000157916,RER1,49,-0.4344,27,-1.5158,82,0.41993,81,0.71534
ENSG00000157911,PEX10,25,-0.4179,14,-1.4020,29,-0.1893,45,1.05488
ENSG00000197921,HES5,15,-1.4560,1,-4.9639,10,-2.1257,72,3.40140
ENSG00000157870,PRXL2B,71,0.76104,17,-1.6526,55,0.40312,50,0.35665
ENSG00000177133,PRDM16-DT,14,-1.5442,9,-2.4506,7,-2.6627,72,2.89757
ENSG00000158109,TPRG1L,44,-1.5695,58,-1.3233,174,0.61157,153,0.69815
ENSG00000130764,LRRC47,47,-0.0751,23,-1.2927,99,1.32105,46,-0.1872
ENSG00000116198,CEP104,67,0.76682,78,1.41791,12,-1.9710,29,-0.9158
ENSG00000196581,AJAP1,73,1.35627,30,-0.1401,63,1.25688,16,-1.5424
ENSG00000069424,KCNAB2,177,0.10959,36,-2.5321,175,0.10745,224,1.08030
ENSG00000116254,CHD5,993,1.95840,355,0.22667,140,-1.3260,243,-0.6790
ENSG00000116251,RPL22,451,-1.0434,1191,0.59072,632,-0.5759,900,0.03023
ENSG00000116237,ICMT,37,0.34159,19,-0.8278,43,0.65596,30,-0.0058
ENSG00000097021,ACOT7,54,-0.9041,23,-2.3760,307,2.44189,73,-0.7520
ENSG00000007923,DNAJC11,17,-0.7177,18,-0.7041,35,0.42022,31,0.38690
ENSG00000171735,CAMTA1,638,1.02163,258,-0.5153,347,0.03196,331,-0.0847
ENSG00000049245,VAMP3,22,-1.1616,64,0.62747,24,-1.1045,50,0.20777
ENSG00000049246,PER3,49,0.22868,24,-0.9948,29,-0.6338,55,0.86943
ENSG00000116288,PARK7,202,-1.2115,312,-0.6514,507,0.22424,533,0.57161
ENSG00000142599,RERE,285,1.22973,163,0.38027,89,-0.6871,111,-0.5179
ENSG00000074800,ENO1,323,-1.3471,350,-1.3998,602,-0.4385,1131,1.39671
ENSG00000171612,SLC25A33,33,-1.3315,23,-2.0829,47,-0.8822,127,1.94929
ENSG00000171603,CLSTN1,480,0.48456,190,-1.1067,732,1.39311,289,-0.5326
ENSG00000178585,CTNNBIP1,30,-0.7084,34,-0.6325,40,-0.3021,61,0.77259
ENSG00000162441,LZIC,74,-0.2108,125,0.82283,53,-0.7787,76,-0.2787
ENSG00000130939,UBE4B,22,-0.2509,30,0.25097,41,0.77893,20,-0.6482
ENSG00000054523,KIF1B,301,0.00450,439,0.78808,237,-0.3997,252,-0.4688
ENSG00000142657,PGD,37,-0.1295,28,-0.6454,58,0.64153,41,0.05662
ENSG00000241563,CORT,78,-0.5011,51,-1.3128,150,0.59937,127,0.51788
ENSG00000160049,DFFA,112,0.96013,45,-0.5708,45,-0.5462,68,0.26609
ENSG00000120948,TARDBP,119,0.52391,75,-0.2379,108,0.40985,78,-0.2656
ENSG00000116649,SRM,54,-0.7551,33,-1.7034,95,0.11116,121,1.07684
ENSG00000171824,EXOSC10,93,1.74296,27,-0.3782,36,0.15057,25,-0.7006
ENSG00000198793,MTOR,51,0.70126,20,-0.8909,49,0.70784,31,-0.1581
ENSG00000116661,FBXO2,130,-1.1404,81,-2.0477,230,-0.2964,409,1.55240
ENSG00000132879,FBXO44,94,0.38746,27,-1.7182,120,0.89266,78,0.17887
ENSG00000011021,CLCN6,31,-0.5491,35,-0.4486,45,0.02070,52,0.44516
ENSG00000116685,KIAA2013,33,0.15556,36,0.34326,30,-0.0101,26,-0.3177
ENSG00000116688,MFN2,75,-0.0182,54,-0.6121,121,0.84778,72,-0.1506
ENSG00000048707,VPS13D,77,0.67753,38,-0.5224,64,0.43552,47,-0.1628
ENSG00000116731,PRDM2,381,1.21900,254,0.68637,167,-0.1459,117,-1.0668
ENSG00000189337,KAZN,70,0.28340,69,0.32631,54,-0.1449,53,-0.2751
ENSG00000142634,EFHD2,142,1.28996,80,0.41266,44,-0.6299,51,-0.6069
ENSG00000116786,PLEKHM2,53,-1.4860,76,-1.1016,103,-0.5216,201,1.30468
ENSG00000065526,SPEN,214,0.83751,235,1.36417,72,-0.9315,77,-1.1982
ENSG00000055070,SZRD1,31,-0.2823,37,-0.0084,19,-1.0649,44,0.55074
ENSG00000159363,ATP13A2,58,-0.3386,27,-1.6929,104,0.65359,87,0.58583
ENSG00000117118,SDHB,23,-2.0587,45,-1.2253,130,0.63806,113,0.68487
ENSG00000117115,PADI2,32,-1.5042,143,1.06744,26,-1.8771,87,0.03487
ENSG00000117154,IGSF21,63,0.13191,43,-0.5535,94,0.87720,53,-0.2565
ENSG00000159423,ALDH4A1,21,-1.1276,17,-1.6946,16,-1.6853,73,2.07463
ENSG00000127481,UBR4,56,0.77646,41,0.35611,28,-0.3416,30,-0.4072
ENSG00000127463,EMC1,20,-0.4621,17,-0.7819,42,0.78674,28,0.11080
ENSG00000053372,MRTO4,21,-1.2566,24,-1.1972,60,0.40726,60,0.74801
ENSG00000053371,AKR7A2,24,-1.3796,41,-0.6729,40,-0.6563,81,1.09222
ENSG00000077549,CAPZB,188,-0.3078,115,-1.2148,314,0.56139,265,0.45456
ENSG00000173436,MICOS10,245,-0.9569,502,0.18389,394,-0.2522,491,0.21296
ENSG00000158747,NBL1,163,0.07419,78,-1.2088,162,0.06711,191,0.66593
ENSG00000162545,CAMK2N1,1640,-1.0753,1607,-1.2676,3471,0.08526,4376,0.96978
ENSG00000158828,PINK1,229,-0.7816,264,-0.6636,468,0.37003,433,0.40979
ENSG00000244038,DDOST,35,0.01821,21,-0.8833,48,0.56678,37,0.19715
ENSG00000127483,HP1BP3,363,0.60930,415,1.10344,163,-0.7062,175,-0.8824
ENSG00000075151,EIF4G3,405,1.35181,195,0.17041,253,0.62144,108,-1.1978
ENSG00000076864,RAP1GAP,151,1.45110,26,-1.4963,112,1.06862,50,-0.5865
ENSG00000090686,USP48,125,0.92941,112,0.99099,59,-0.2868,44,-1.1337
ENSG00000070831,CDC42,137,-0.5743,193,-0.0479,282,0.63072,183,-0.2186
ENSG00000173372,C1QA,29,-0.7164,10,-2.4914,29,-0.7513,73,1.87194
ENSG00000159189,C1QC,16,-1.3661,24,-0.8803,13,-1.7571,61,1.63744
ENSG00000173369,C1QB,34,-0.9467,19,-2.0081,33,-1.0283,99,1.90401
ENSG00000004487,KDM1A,58,0.33624,59,0.45720,60,0.45791,34,-0.7828
ENSG00000169641,LUZP1,228,1.47647,96,0.05105,113,0.32821,64,-0.9523
ENSG00000125944,HNRNPR,130,-0.1131,186,0.58151,156,0.20306,112,-0.5698
ENSG00000117318,ID3,23,-1.9131,37,-1.3355,5,-4.0175,137,2.47512
ENSG00000142676,RPL11,413,-1.2133,1159,0.47814,592,-0.7237,981,0.21484
ENSG00000011007,ELOA,77,1.31523,47,0.60965,26,-0.4802,24,-0.8742
