Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000228794,LINC01128,10,-1.7284,21,-0.4067,36,1.48963
ENSG00000188976,NOC2L,24,-0.8212,5,-2.9966,50,1.33583
ENSG00000188290,HES4,21,-0.9874,10,-1.9580,49,1.36561
ENSG00000187608,ISG15,38,0.29956,11,-1.6060,34,0.11800
ENSG00000188157,AGRN,23,0.03792,2,-3.4425,26,0.53134
ENSG00000078808,SDF4,56,-0.2894,6,-3.4007,79,0.84971
ENSG00000160087,UBE2J2,26,-0.6704,12,-1.6068,46,1.02051
ENSG00000131584,ACAP3,54,-0.7803,24,-1.8511,104,1.16178
ENSG00000127054,INTS11,39,-0.1661,10,-2.1890,49,0.63627
ENSG00000107404,DVL1,33,-1.1931,29,-1.1949,85,1.37805
ENSG00000175756,AURKAIP1,98,-0.5300,59,-1.2054,156,0.81475
ENSG00000221978,CCNL2,67,0.49782,13,-2.0909,53,-0.0146
ENSG00000242485,MRPL20,99,-0.3931,94,-0.3913,136,0.47510
ENSG00000235098,ANKRD65,28,0.84455,0,-4.8984,18,-0.2288
ENSG00000179403,VWA1,147,2.85904,11,-2.5304,21,-2.3735
ENSG00000205090,TMEM240,7,-1.6712,5,-1.8984,27,1.94550
ENSG00000160075,SSU72,61,-1.2698,27,-2.2948,168,1.67163
ENSG00000228594,FNDC10,7,-1.9506,7,-1.6835,31,2.11661
ENSG00000197530,MIB2,23,-0.7170,0,-5.3629,44,1.33091
ENSG00000248333,CDK11B,65,0.83003,75,0.84644,30,-1.1635
ENSG00000008128,CDK11A,43,1.02079,22,-0.3924,21,-0.8346
ENSG00000008130,NADK,16,-0.5578,16,-0.4043,24,0.61730
ENSG00000078369,GNB1,211,-1.5196,471,-0.0546,628,1.18545
ENSG00000187730,GABRD,4,-5.0341,36,-1.5088,152,3.64825
ENSG00000067606,PRKCZ,71,-1.5814,81,-1.1408,234,1.66973
ENSG00000162585,FAAP20,45,0.23628,6,-2.6738,43,0.29171
ENSG00000157933,SKI,33,-0.2819,75,1.15551,34,-0.3480
ENSG00000157916,RER1,55,0.14342,23,-1.2278,55,0.20411
ENSG00000157911,PEX10,32,0.29676,20,-0.5630,27,-0.0886
ENSG00000157870,PRXL2B,13,-1.9935,13,-1.6886,59,2.15136
ENSG00000177133,PRDM16-DT,9,-1.8726,14,-1.0318,38,1.84730
ENSG00000158109,TPRG1L,26,-2.9414,103,-0.5797,219,2.26183
ENSG00000130764,LRRC47,46,-0.5877,15,-2.1784,79,1.03214
ENSG00000116198,CEP104,76,1.22917,56,0.33203,28,-1.3150
ENSG00000196581,AJAP1,24,-1.0225,51,0.27835,50,0.68608
ENSG00000069424,KCNAB2,13,-3.7850,127,-0.1417,203,2.26709
ENSG00000116254,CHD5,24,-3.4851,345,0.92369,260,1.31831
ENSG00000116251,RPL22,870,0.65969,620,-0.0676,539,-0.5824
ENSG00000116237,ICMT,21,-0.6536,18,-0.7628,36,0.80952
ENSG00000097021,ACOT7,31,-2.3104,12,-3.3603,182,2.74886
ENSG00000171680,PLEKHG5,2,-3.9649,1,-3.9235,39,4.24429
ENSG00000162408,NOL9,18,-0.5032,28,0.31985,25,0.28302
ENSG00000162413,KLHL21,21,-0.5323,1,-4.7321,36,1.13596
ENSG00000007923,DNAJC11,15,-1.2934,7,-2.2610,44,1.68751
ENSG00000171735,CAMTA1,166,-1.5076,680,0.96102,440,0.57737
ENSG00000049245,VAMP3,169,2.45081,18,-2.0693,33,-1.9956
ENSG00000049246,PER3,73,0.95748,53,0.15074,35,-0.9564
ENSG00000116288,PARK7,205,-0.4268,97,-1.4792,306,0.77713
ENSG00000116285,ERRFI1,10,-1.2610,13,-0.6819,27,1.27091
ENSG00000162426,SLC45A1,5,-2.5336,11,-1.1168,35,2.32189
ENSG00000142599,RERE,124,-0.2449,218,0.72924,135,-0.1260
ENSG00000074800,ENO1,342,-0.5986,151,-1.7256,579,0.97636
