Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to13,Feature log2 fold change topic 7to13
ENSG00000228794,LINC01128,23,-0.7941,37,0.17988,40,0.66315
ENSG00000188976,NOC2L,33,-0.6784,70,0.68976,50,0.36658
ENSG00000188290,HES4,89,0.57390,47,-0.6230,62,-0.4147
ENSG00000187608,ISG15,65,0.67082,45,-0.1642,40,-0.6170
ENSG00000188157,AGRN,34,1.20459,14,-0.6751,15,-1.0514
ENSG00000078808,SDF4,68,0.45098,55,-0.0451,49,-0.4273
ENSG00000176022,B3GALT6,24,0.18229,28,0.39103,20,-0.2999
ENSG00000160087,UBE2J2,41,0.09171,31,-0.3646,39,0.00570
ENSG00000131584,ACAP3,80,0.53119,146,1.31159,43,-1.0899
ENSG00000127054,INTS11,34,-0.0817,35,-0.0017,36,0.07801
ENSG00000107404,DVL1,88,1.22840,41,-0.4916,37,-1.1166
ENSG00000175756,AURKAIP1,155,-0.1129,70,-1.2762,182,0.36545
ENSG00000221978,CCNL2,60,-0.0024,112,1.00255,52,-0.3800
ENSG00000242485,MRPL20,149,-0.1970,90,-0.8930,182,0.38800
ENSG00000235098,ANKRD65,28,0.03075,9,-1.6891,30,0.27373
ENSG00000205090,TMEM240,27,-0.4471,45,0.45332,36,0.26252
ENSG00000160075,SSU72,150,0.10833,87,-0.7636,146,0.07106
ENSG00000228594,FNDC10,25,0.23849,41,0.95803,18,-0.5922
ENSG00000197530,MIB2,40,0.44359,38,0.19440,28,-0.4915
ENSG00000248333,CDK11B,43,0.50007,67,1.01531,25,-0.8881
ENSG00000008128,CDK11A,31,0.89631,69,1.87522,9,-1.9810
ENSG00000215790,SLC35E2A,34,0.31054,25,-0.2487,28,-0.2350
ENSG00000008130,NADK,32,0.28851,21,-0.4487,27,-0.1672
ENSG00000078369,GNB1,584,0.11119,573,0.04453,536,-0.1193
ENSG00000187730,GABRD,58,-1.7285,85,-0.7638,207,1.72895
ENSG00000067606,PRKCZ,162,-0.0185,209,0.38607,158,-0.1056
ENSG00000162585,FAAP20,67,1.42081,30,-0.4959,24,-1.3213
ENSG00000157933,SKI,65,1.47573,35,-0.1485,21,-1.4774
ENSG00000157916,RER1,60,-0.0599,43,-0.5394,65,0.18975
ENSG00000157911,PEX10,29,0.49317,33,0.53683,18,-0.6635
ENSG00000149527,PLCH2,29,0.53201,41,0.87957,17,-0.8534
ENSG00000157870,PRXL2B,36,-0.1769,5,-2.8910,46,0.56317
ENSG00000177133,PRDM16-DT,51,2.20668,9,-1.5131,11,-1.9735
ENSG00000158109,TPRG1L,124,-0.6160,120,-0.4929,201,0.69891
ENSG00000130764,LRRC47,47,-0.8210,63,-0.1454,86,0.79027
ENSG00000116198,CEP104,40,0.21182,87,1.42115,27,-0.8215
ENSG00000196581,AJAP1,39,-0.4261,61,0.37416,52,0.27316
ENSG00000069424,KCNAB2,158,0.10226,69,-1.1935,158,0.14499
ENSG00000116254,CHD5,285,-0.0103,1204,2.52032,156,-1.4887
ENSG00000116251,RPL22,837,0.80223,402,-0.6613,491,-0.6381
ENSG00000116237,ICMT,38,-0.4828,36,-0.4051,56,0.55638
ENSG00000097021,ACOT7,70,-1.9856,105,-0.9554,301,1.98973
ENSG00000215788,TNFRSF25,22,-0.1029,71,1.87416,17,-0.8186
ENSG00000171680,PLEKHG5,19,-0.5662,29,0.27384,28,0.43293
ENSG00000162408,NOL9,32,0.26940,36,0.38109,25,-0.3815
ENSG00000162413,KLHL21,29,0.45552,20,-0.3308,22,-0.3589
ENSG00000007923,DNAJC11,30,-0.2647,43,0.38585,35,0.12324
ENSG00000171735,CAMTA1,318,-0.4578,670,0.86587,403,0.09868
ENSG00000049245,VAMP3,68,1.55946,22,-0.9088,23,-1.3811
ENSG00000049246,PER3,58,0.85343,60,0.56474,28,-1.0529
ENSG00000116288,PARK7,334,-0.1057,169,-1.1025,386,0.33387
ENSG00000116285,ERRFI1,25,-0.5147,42,0.45809,34,0.32035
ENSG00000162426,SLC45A1,9,-1.7899,25,0.05613,35,1.49810
ENSG00000142599,RERE,113,-0.1454,246,1.15567,108,-0.3241
ENSG00000074800,ENO1,609,0.38051,168,-1.7103,511,-0.0690
ENSG00000171612,SLC25A33,70,1.33170,16,-1.4772,29,-1.0551
ENSG00000171603,CLSTN1,296,-1.4467,504,-0.2996,852,1.36313
ENSG00000178585,CTNNBIP1,57,1.42378,47,0.45650,17,-1.6502
ENSG00000162441,LZIC,77,0.79056,54,-0.0643,43,-0.7671
ENSG00000130939,UBE4B,33,-0.3641,44,0.16429,43,0.28913
ENSG00000054523,KIF1B,377,-0.0404,545,0.55644,366,-0.1483
ENSG00000142657,PGD,48,-0.1129,31,-0.7428,55,0.28070
ENSG00000241563,CORT,29,-2.0091,135,0.74112,117,1.31183
ENSG00000160049,DFFA,68,0.34675,124,1.19241,44,-0.8243
ENSG00000142655,PEX14,13,-0.9692,21,-0.0159,27,0.87755
ENSG00000120948,TARDBP,89,0.00069,103,0.24161,86,-0.0746
ENSG00000116649,SRM,76,0.04905,21,-1.8904,81,0.27485
ENSG00000171824,EXOSC10,36,0.28159,47,0.56840,28,-0.4636
ENSG00000198793,MTOR,33,-0.6426,53,0.25406,52,0.50667
ENSG00000116661,FBXO2,202,0.11909,77,-1.3735,201,0.15197
ENSG00000132879,FBXO44,52,-0.8677,71,-0.1627,98,0.83598
ENSG00000011021,CLCN6,45,-0.5026,94,0.78072,61,0.17639
ENSG00000116685,KIAA2013,30,0.03096,32,0.14114,29,-0.0714
ENSG00000116688,MFN2,98,-0.3580,75,-0.6489,132,0.49453
ENSG00000048707,VPS13D,59,-0.3121,104,0.67949,69,0.05202
ENSG00000116731,PRDM2,171,-0.3143,388,1.10234,187,-0.1431
ENSG00000189337,KAZN,62,-0.3768,54,-0.4721,85,0.47404
ENSG00000142634,EFHD2,57,-0.3170,125,1.02389,64,-0.1010
ENSG00000116138,DNAJC16,27,-0.8704,30,-0.4773,53,0.92357
ENSG00000197312,DDI2,30,-0.3978,62,0.84179,37,0.05727
ENSG00000116786,PLEKHM2,168,1.06552,135,0.27461,72,-1.1685
ENSG00000065526,SPEN,123,0.00744,307,1.50763,96,-0.6726
ENSG00000055070,SZRD1,42,1.30677,11,-1.2693,17,-1.0566
ENSG00000159363,ATP13A2,68,-0.7276,102,0.10847,114,0.63000
ENSG00000117118,SDHB,74,-0.5055,20,-2.2651,118,0.84711
ENSG00000117115,PADI2,99,2.36352,40,-0.3193,16,-2.4637
ENSG00000179051,RCC2,24,-0.3023,22,-0.3343,31,0.37242
ENSG00000117154,IGSF21,49,-0.6328,27,-1.3003,82,0.86501
ENSG00000159423,ALDH4A1,48,1.22714,19,-0.6929,20,-1.0715
ENSG00000127481,UBR4,37,-0.0467,116,1.86071,27,-0.8636
ENSG00000127463,EMC1,38,0.13385,38,0.11695,34,-0.1628
ENSG00000053372,MRTO4,42,-0.1561,29,-0.6479,49,0.30365
ENSG00000053371,AKR7A2,59,1.10666,20,-0.9749,28,-0.8944
ENSG00000077549,CAPZB,184,-0.3129,187,-0.1892,235,0.34560
ENSG00000173436,MICOS10,407,0.26861,297,-0.3158,344,-0.1777
ENSG00000158747,NBL1,144,0.08033,141,0.01965,135,-0.0824
ENSG00000169914,OTUD3,13,-1.1211,60,1.58774,24,0.22255
ENSG00000162545,CAMK2N1,3185,0.81373,1324,-0.8727,1882,-0.6114
ENSG00000158828,PINK1,392,-0.2204,221,-1.0223,490,0.43173
ENSG00000244038,DDOST,26,-0.3629,6,-2.3670,38,0.71569
ENSG00000189410,SH2D5,29,-0.4572,6,-2.5085,44,0.81719
ENSG00000127483,HP1BP3,262,0.08337,319,0.36168,237,-0.1941
ENSG00000075151,EIF4G3,151,-1.2031,305,0.18427,353,1.00002
ENSG00000076864,RAP1GAP,64,-1.0539,136,0.38380,133,0.80292
ENSG00000090686,USP48,63,-0.4623,106,0.48675,84,0.26329
ENSG00000070831,CDC42,163,-0.5663,236,0.17135,243,0.46797
ENSG00000173372,C1QA,93,3.00973,10,-2.0674,11,-2.7679
ENSG00000173369,C1QB,83,2.54129,15,-1.4484,14,-2.3523
ENSG00000004487,KDM1A,31,-1.0337,55,0.12726,65,0.88301
ENSG00000169641,LUZP1,99,-0.9097,266,0.88503,176,0.46551
ENSG00000125944,HNRNPR,147,-0.0556,120,-0.3465,157,0.14289
ENSG00000117318,ID3,96,6.08338,0,-5.5993,1,-5.7418
ENSG00000142676,RPL11,925,1.05552,344,-0.9242,459,-0.8501
ENSG00000011007,ELOA,37,0.40435,21,-0.6444,29,-0.2415
ENSG00000057757,PITHD1,106,-0.6949,113,-0.4009,180,0.74798
ENSG00000011009,LYPLA2,21,-0.1160,23,0.08256,22,0.08551
ENSG00000189266,PNRC2,84,0.32575,48,-0.6614,70,-0.1606
ENSG00000188529,SRSF10,85,0.14171,94,0.25183,75,-0.2130
ENSG00000001461,NIPAL3,93,-0.1672,144,0.57294,99,-0.0366
ENSG00000133226,SRRM1,228,0.38892,505,1.57493,127,-1.1088
ENSG00000169504,CLIC4,110,3.90528,18,-1.4042,5,-4.0462
ENSG00000117614,SYF2,165,0.51950,162,0.29868,108,-0.6026
ENSG00000117616,RSRP1,79,0.06302,178,1.38045,61,-0.6483
ENSG00000183726,TMEM50A,103,0.31863,49,-0.9387,88,-0.1051
ENSG00000204178,MACO1,42,-0.3720,102,1.15585,48,-0.1199
ENSG00000117643,MAN1C1,37,-0.6396,34,-0.5809,61,0.74048
ENSG00000162430,SELENON,46,1.17667,14,-1.1733,21,-0.9359
ENSG00000117640,MTFR1L,61,0.14285,62,0.12772,54,-0.1747
ENSG00000117632,STMN1,676,-1.2569,687,-0.9210,1749,1.36672
ENSG00000158008,EXTL1,37,0.13714,54,0.65975,31,-0.3591
ENSG00000142684,ZNF593,28,-0.2249,15,-1.0899,35,0.44658
ENSG00000142669,SH3BGRL3,162,0.24279,69,-1.1412,147,-4.0055
ENSG00000117682,DHDDS,21,-0.2812,36,0.65272,24,0.03526
ENSG00000198830,HMGN2,264,0.85082,126,-0.6416,149,-0.6916
ENSG00000117713,ARID1A,76,0.42699,73,0.20156,54,-0.4772
ENSG00000090273,NUDC,207,-0.0383,184,-0.2095,217,0.09297
ENSG00000253368,TRNP1,35,-0.8007,44,-0.2145,63,0.79248
ENSG00000142784,WDTC1,32,0.80981,31,0.44678,16,-0.9581
ENSG00000186501,TMEM222,39,-0.0043,44,0.21702,38,-0.0618
ENSG00000158195,WASF2,114,2.16378,77,0.41879,18,-2.5839
ENSG00000126705,AHDC1,39,-0.2359,71,0.79608,42,-0.0670
ENSG00000126709,IFI6,110,0.08385,41,-1.4326,113,0.19360
ENSG00000009780,FAM76A,22,-0.2092,27,0.19678,25,0.13671
ENSG00000117758,STX12,96,-0.3156,65,-0.8104,127,0.48597
ENSG00000117751,PPP1R8,32,0.20915,12,-1.3222,30,0.05719
ENSG00000117748,RPA2,50,-0.3918,48,-0.3547,69,0.46045
ENSG00000126698,DNAJC8,233,-0.0585,186,-0.3896,251,0.15561
ENSG00000130770,ATP5IF1,359,-0.9845,288,-1.0588,772,1.15087
ENSG00000204138,PHACTR4,50,1.24545,51,0.74272,16,-1.5810
ENSG00000198492,YTHDF2,65,-0.7546,78,-0.2708,115,0.76737
ENSG00000116350,SRSF4,92,0.17555,163,1.02750,70,-0.5644
ENSG00000116353,MECR,30,-0.0850,16,-0.9642,34,0.29243
ENSG00000162511,LAPTM5,106,2.65988,19,-1.4396,16,-2.4873
ENSG00000162512,SDC3,137,0.74128,78,-0.4247,82,-0.6255
ENSG00000134644,PUM1,133,-0.2021,193,0.44991,147,0.04248
ENSG00000121766,ZCCHC17,119,-0.2420,105,-0.3576,146,0.32176
ENSG00000121769,FABP3,34,-1.5975,18,-2.1229,116,1.87007
ENSG00000162517,PEF1,53,-0.3620,34,-0.8942,73,0.54481
ENSG00000084636,COL16A1,32,0.55647,52,1.13658,17,-1.0137
ENSG00000121753,ADGRB2,126,-0.5029,135,-0.2502,185,0.53592
ENSG00000184007,PTP4A2,333,0.80937,226,-0.1260,184,-0.7694
ENSG00000121774,KHDRBS1,141,-0.0010,137,-0.0521,142,0.01564
ENSG00000025800,KPNA6,74,-0.5271,149,0.74167,100,0.21484
ENSG00000084652,TXLNA,31,0.56863,40,0.76585,18,-0.8384
ENSG00000160050,CCDC28B,25,0.30379,7,-1.6206,22,-0.0020
ENSG00000084623,EIF3I,78,-0.4646,60,-0.7207,114,0.60859
ENSG00000175130,MARCKSL1,308,1.81158,146,-0.2588,79,-1.8229
ENSG00000160058,BSDC1,56,0.24023,83,0.78692,42,-0.5143
ENSG00000160062,ZBTB8A,33,0.77989,14,-0.8580,20,-0.5796
