Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000237491,LINC01409,24,0.95581,14,0.07255,12,-0.2028,12,-0.2426,8,-0.7219,6,-1.2312,14,0.07333,9,-0.6047,23,0.83159
ENSG00000228794,LINC01128,34,0.50687,29,0.23686,31,0.33903,37,0.62676,27,0.14925,10,-1.4180,19,-0.4298,31,0.36777,7,-1.9083
ENSG00000188976,NOC2L,59,0.67307,40,0.02946,45,0.24438,42,0.10920,45,0.23194,24,-0.7361,33,-0.2628,30,-0.3888,33,-0.2759
ENSG00000188290,HES4,56,-0.1932,90,0.56697,89,0.55271,58,-0.1375,49,-0.4232,97,0.70888,57,-0.1778,48,-0.4451,28,-1.2572
ENSG00000187608,ISG15,27,-0.8303,41,-0.1962,52,0.17792,37,-0.3518,14,-1.8440,63,0.48671,40,-0.2329,74,0.77438,71,0.69056
ENSG00000188157,AGRN,30,0.32215,28,0.18026,29,0.26655,21,-0.2554,16,-0.6424,23,-0.1052,8,-1.6584,33,0.46584,34,0.51686
ENSG00000131591,C1orf159,11,0.02752,11,0.05796,14,0.40310,13,0.30970,3,-1.8022,10,-0.1008,11,-0.0201,6,-0.9777,19,0.88393
ENSG00000078808,SDF4,94,0.23125,61,-0.4680,65,-0.3728,61,-0.4776,52,-0.7199,69,-0.2651,115,0.56089,104,0.39102,116,0.58054
ENSG00000176022,B3GALT6,15,-0.6034,22,0.05510,21,-0.0257,22,0.02693,27,0.37097,22,0.06289,17,-0.3652,20,-0.1251,27,0.39037
ENSG00000160087,UBE2J2,50,0.20065,46,0.03755,47,0.09094,37,-0.2800,36,-0.3536,48,0.13348,53,0.29319,37,-0.3054,46,0.06279
ENSG00000162572,SCNN1D,13,0.89535,5,-0.6760,7,-0.2147,9,0.24657,9,0.18678,4,-1.0847,4,-0.9913,7,-0.0828,12,0.68650
ENSG00000131584,ACAP3,86,0.46558,79,0.30739,55,-0.2593,74,0.19930,58,-0.1958,50,-0.4249,42,-0.6988,60,-0.1328,83,0.39733
ENSG00000169972,PUSL1,19,0.64800,17,0.49575,10,-0.4220,9,-0.6102,8,-0.6546,11,-0.2219,19,0.65357,8,-0.7169,14,0.12531
ENSG00000127054,INTS11,68,0.52034,67,0.50196,54,0.14543,56,0.18642,34,-0.6049,35,-0.5239,34,-0.5745,27,-0.9310,70,0.57187
ENSG00000224051,CPTP,4,-1.7702,23,0.66463,19,0.38693,21,0.56624,7,-1.0451,17,0.17178,7,-1.1796,28,1.04268,9,-0.8465
ENSG00000107404,DVL1,44,0.15606,60,0.68204,33,-0.2928,28,-0.5540,31,-0.3738,30,-0.4611,63,0.76550,21,-0.9797,48,0.30247
