Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to11,Feature log2 fold change topic 2to11
ENSG00000228794,LINC01128,7,-2.3252,36,2.32524
ENSG00000188976,NOC2L,21,-1.1722,48,1.17221
ENSG00000188290,HES4,4,-2.8100,33,2.81000
ENSG00000187608,ISG15,80,-0.6949,130,0.69497
ENSG00000188157,AGRN,15,-0.2529,18,0.25290
ENSG00000078808,SDF4,44,-0.4037,58,0.40376
ENSG00000176022,B3GALT6,8,-1.2074,19,1.20745
ENSG00000160087,UBE2J2,12,-1.4650,35,1.46507
ENSG00000131584,ACAP3,77,0.27032,63,-0.2703
ENSG00000127054,INTS11,25,-0.4970,36,0.49708
ENSG00000224051,CPTP,12,-0.4992,17,0.49924
ENSG00000107404,DVL1,30,-0.4175,40,0.41753
ENSG00000175756,AURKAIP1,103,-0.4159,137,0.41599
ENSG00000221978,CCNL2,61,0.20032,53,-0.2003
ENSG00000242485,MRPL20,100,-0.4186,133,0.41862
ENSG00000235098,ANKRD65,42,0.61302,27,-0.6130
ENSG00000179403,VWA1,135,3.33091,13,-3.3309
ENSG00000197785,ATAD3A,9,-0.2603,11,0.26034
ENSG00000205090,TMEM240,12,-0.8903,22,0.89035
ENSG00000160075,SSU72,61,-1.2063,141,1.20630
ENSG00000228594,FNDC10,2,-3.4097,28,3.40977
ENSG00000272106,AL691432.2,9,-0.5589,14,0.55899
ENSG00000197530,MIB2,12,-1.0881,26,1.08816
ENSG00000248333,CDK11B,97,1.31510,39,-1.3151
ENSG00000189339,SLC35E2B,12,-0.3665,15,0.36658
ENSG00000008128,CDK11A,73,1.80650,20,-1.8065
ENSG00000215790,SLC35E2A,11,-1.1238,25,1.12381
ENSG00000008130,NADK,16,-0.2871,19,0.28715
ENSG00000078369,GNB1,191,-1.3515,488,1.35155
ENSG00000187730,GABRD,6,-4.6330,164,4.63304
ENSG00000067606,PRKCZ,86,-1.1288,190,1.12883
ENSG00000162585,FAAP20,37,0.37992,29,-0.3799
ENSG00000157933,SKI,45,0.69769,28,-0.6976
ENSG00000157916,RER1,57,0.28529,47,-0.2852
ENSG00000157911,PEX10,25,0.42972,19,-0.4297
ENSG00000149527,PLCH2,7,-1.0863,15,1.08630
ENSG00000157881,PANK4,2,-2.3593,13,2.35937
ENSG00000157873,TNFRSF14,0,-5.8273,16,5.82730
ENSG00000157870,PRXL2B,19,-1.0012,39,1.00121
ENSG00000177133,PRDM16-DT,7,-1.4492,20,1.44922
ENSG00000142611,PRDM16,8,-0.5479,12,0.54793
ENSG00000158109,TPRG1L,39,-2.1487,173,2.14872
ENSG00000116213,WRAP73,11,-0.1069,11,0.10694
ENSG00000130764,LRRC47,39,-0.7011,64,0.70110
ENSG00000116198,CEP104,87,1.50494,30,-1.5049
ENSG00000198912,C1orf174,7,-0.6542,12,0.65423
ENSG00000196581,AJAP1,30,-0.3766,39,0.37668
ENSG00000069424,KCNAB2,36,-2.2184,169,2.21846
ENSG00000116254,CHD5,61,-1.9655,241,1.96555
ENSG00000116251,RPL22,685,0.72772,414,-0.7277
ENSG00000116237,ICMT,16,-1.2358,39,1.23580
ENSG00000097021,ACOT7,24,-2.9077,183,2.90772
ENSG00000215788,TNFRSF25,0,-5.4481,22,5.44813
ENSG00000171680,PLEKHG5,0,-7.2755,17,7.27559
ENSG00000162408,NOL9,22,-0.3483,28,0.34839
ENSG00000162413,KLHL21,26,0.04763,25,-0.0476
ENSG00000116273,PHF13,10,-0.5606,15,0.56064
ENSG00000041988,THAP3,6,-0.9106,13,0.91061
ENSG00000007923,DNAJC11,20,-0.5683,30,0.56833
ENSG00000171735,CAMTA1,174,-1.3978,459,1.39786
ENSG00000049245,VAMP3,115,2.72299,17,-2.7229
ENSG00000049246,PER3,44,0.48892,31,-0.4889
ENSG00000116288,PARK7,128,-1.1745,289,1.17457
ENSG00000116285,ERRFI1,20,-0.4445,27,0.44454
ENSG00000162426,SLC45A1,7,-1.7565,25,1.75658
ENSG00000142599,RERE,167,0.47733,119,-0.4773
ENSG00000074800,ENO1,182,-1.1422,402,1.14224
