Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000228794,LINC01128,120,1.55393,49,-0.0121,8,-2.6828,21,-1.3214
ENSG00000188976,NOC2L,120,1.40133,54,0.05102,27,-1.0682,10,-2.5402
ENSG00000188290,HES4,120,1.84725,34,-0.8455,19,-1.2302,43,0.01934
ENSG00000187608,ISG15,120,1.64555,35,-1.0136,30,-0.7333,65,0.51212
ENSG00000188157,AGRN,120,2.15570,30,-0.8002,23,-0.7604,13,-1.6234
ENSG00000078808,SDF4,120,0.94633,62,-0.3878,79,0.22814,45,-0.6528
ENSG00000176022,B3GALT6,120,2.50329,23,-1.1261,8,-2.0526,22,-0.5665
ENSG00000160087,UBE2J2,120,1.59563,41,-0.6201,48,-0.0009,21,-1.2690
ENSG00000131584,ACAP3,120,0.11483,112,0.00822,139,0.34888,76,-0.6138
ENSG00000127054,INTS11,120,1.52006,37,-1.0217,63,0.37151,46,-0.1592
ENSG00000224051,CPTP,120,2.34043,26,-0.9336,15,-1.2369,15,-1.2333
ENSG00000107404,DVL1,120,1.05360,51,-0.8262,48,-0.4749,106,0.82601
ENSG00000175756,AURKAIP1,120,-0.1896,139,0.12852,103,-0.4294,159,0.25908
ENSG00000221978,CCNL2,120,0.94088,62,-0.4383,73,0.09210,57,-0.2893
ENSG00000242485,MRPL20,120,-0.0801,123,-0.1039,129,0.03220,149,0.26320
ENSG00000235098,ANKRD65,120,2.27225,20,-1.7390,50,0.58355,29,-0.3189
ENSG00000179403,VWA1,120,1.67066,7,-3.9792,239,3.37402,16,-1.6484
ENSG00000205090,TMEM240,120,1.89186,39,-0.2850,11,-2.0012,11,-1.9466
ENSG00000160075,SSU72,120,-0.2564,154,0.41229,110,-0.3953,116,-0.3101
ENSG00000228594,FNDC10,120,1.55619,44,-0.4707,16,-1.7072,46,-0.1125
ENSG00000272106,AL691432.2,120,2.62893,19,-1.4398,3,-3.4915,35,0.23950
ENSG00000197530,MIB2,120,1.90059,34,-0.7255,31,-0.4466,19,-1.2366
ENSG00000248333,CDK11B,120,1.26120,56,-0.1145,31,-0.9829,32,-0.9397
ENSG00000008128,CDK11A,120,2.63191,18,-1.5530,26,-0.2458,17,-0.9002
ENSG00000215790,SLC35E2A,120,2.83350,17,-1.5606,17,-0.7904,14,-1.0385
ENSG00000008130,NADK,120,2.34451,23,-1.2273,23,-0.6119,23,-0.6166
ENSG00000078369,GNB1,120,-1.9342,461,0.40852,288,-0.6139,635,0.67575
ENSG00000187730,GABRD,120,-0.9848,303,2.10831,31,-2.9910,59,-2.0641
ENSG00000067606,PRKCZ,120,-1.0157,277,1.02538,166,-0.5237,122,-0.9956
ENSG00000162585,FAAP20,120,1.87278,27,-1.4371,49,0.23689,51,0.29218
ENSG00000157933,SKI,120,1.32952,46,-0.7168,34,-0.7610,72,0.42090
ENSG00000157916,RER1,120,1.29384,46,-0.7512,66,0.24927,47,-0.2847
ENSG00000157911,PEX10,120,2.55589,17,-1.7587,25,-0.3428,32,0.05850
ENSG00000157870,PRXL2B,120,1.25025,58,-0.0161,14,-2.1146,41,-0.5519
ENSG00000177133,PRDM16-DT,120,2.46923,14,-2.2157,9,-1.9713,76,1.48419
ENSG00000158109,TPRG1L,120,-0.8095,246,1.15018,112,-0.9221,100,-1.0916
ENSG00000130764,LRRC47,120,0.64477,78,-0.2004,93,0.21627,55,-0.6326
ENSG00000116198,CEP104,120,1.43925,38,-1.1207,83,0.77261,43,-0.3068
ENSG00000196581,AJAP1,120,1.12600,66,0.25441,21,-1.6494,24,-1.4867
ENSG00000069424,KCNAB2,120,-0.6801,220,0.94020,57,-1.8198,167,-0.1674
ENSG00000116254,CHD5,120,-1.5765,445,2.00394,35,-3.3655,176,-1.0049
ENSG00000116251,RPL22,120,-1.6925,302,-0.6617,580,0.80239,731,1.21939
ENSG00000116237,ICMT,120,1.47491,47,-0.3416,32,-0.7605,28,-0.9371
ENSG00000097021,ACOT7,120,-0.8056,252,1.36586,124,-0.7656,49,-2.1575
ENSG00000215788,TNFRSF25,120,2.11668,34,-0.4399,0,-8.1894,17,-1.1830
ENSG00000171680,PLEKHG5,120,2.15657,32,-0.5853,4,-3.2409,19,-1.0289
ENSG00000162408,NOL9,120,1.69203,38,-0.6787,25,-0.9591,40,-0.2275
ENSG00000162413,KLHL21,120,2.09354,28,-1.0161,29,-0.4518,24,-0.7062
ENSG00000007923,DNAJC11,120,1.64057,41,-0.5876,28,-0.8161,35,-0.4789
ENSG00000171735,CAMTA1,120,-1.9414,544,1.52958,171,-1.4154,273,-0.7023
ENSG00000049245,VAMP3,120,1.81689,10,-3.3466,172,2.63766,36,-0.2959
ENSG00000049246,PER3,120,1.07144,48,-1.0143,72,0.19871,98,0.70193
ENSG00000116288,PARK7,120,-0.7851,195,-0.0577,231,0.25399,258,0.43931
ENSG00000116285,ERRFI1,120,2.44591,23,-1.1332,15,-1.1531,19,-0.8532
ENSG00000162426,SLC45A1,120,2.33596,27,-0.7817,14,-1.3231,8,-2.1308
ENSG00000142599,RERE,120,0.01343,119,0.00480,121,0.02680,116,-0.0520
ENSG00000074800,ENO1,120,-1.7137,327,-0.4353,398,0.14162,808,1.38014
