"","t_stat_FALSE","t_stat_TRUE","p_value_FALSE","p_value_TRUE","fdr_FALSE","fdr_TRUE","logFC_FALSE","logFC_TRUE","ensembl","gene"
"ENSG00000241860",1.72564875213875,-1.72564875213875,0.089554311313948,0.0895543113139481,0.28186302547724,0.281863025477241,0.548222201215443,-0.548222201215443,"ENSG00000241860","AL627309.5"
"ENSG00000237491",1.61333674981859,-1.6133367498186,0.111915578850496,0.111915578850496,0.308023571337263,0.308023571337263,0.463262680961491,-0.463262680961491,"ENSG00000237491","LINC01409"
"ENSG00000228794",2.56088805951332,-2.56088805951332,0.0129719709897864,0.0129719709897864,0.132457738376677,0.132457738376677,0.23432933004604,-0.23432933004604,"ENSG00000228794","LINC01128"
"ENSG00000188976",1.77156874693028,-1.77156874693028,0.0815408462542098,0.0815408462542098,0.271833526091474,0.271833526091474,0.139709425477562,-0.139709425477562,"ENSG00000188976","NOC2L"
"ENSG00000187961",1.96423978073393,-1.96423978073393,0.0541362976649184,0.0541362976649185,0.232513697149681,0.232513697149682,0.608256074772312,-0.608256074772311,"ENSG00000187961","KLHL17"
"ENSG00000188290",-2.48198743248213,2.48198743248213,0.0158802923652171,0.0158802923652172,0.145175783053766,0.145175783053767,-0.296488613278835,0.296488613278835,"ENSG00000188290","HES4"
"ENSG00000187608",-3.09356498172742,3.09356498172742,0.0030005177130254,0.00300051771302543,0.0584071752713585,0.0584071752713591,-0.445553012138892,0.445553012138891,"ENSG00000187608","ISG15"
"ENSG00000188157",-1.07220468373655,1.07220468373655,0.287918970349271,0.287918970349271,0.484406431870409,0.48440643187041,-0.142036808672556,0.142036808672556,"ENSG00000188157","AGRN"
"ENSG00000131591",1.38075858195837,-1.38075858195837,0.172471630359681,0.172471630359681,0.375120711373392,0.375120711373392,0.16035705227483,-0.16035705227483,"ENSG00000131591","C1orf159"
"ENSG00000186891",1.47360865480054,-1.47360865480054,0.145810823861736,0.145810823861736,0.346880304687574,0.346880304687575,0.44538661484347,-0.445386614843469,"ENSG00000186891","TNFRSF18"
"ENSG00000078808",0.35884636688511,-0.358846366885111,0.720968851736711,0.72096885173671,0.830146455660448,0.830146455660449,0.0202962311403299,-0.02029623114033,"ENSG00000078808","SDF4"
"ENSG00000176022",1.31601785436088,-1.31601785436088,0.193170587861683,0.193170587861683,0.39617595221246,0.39617595221246,0.0903746474269081,-0.0903746474269081,"ENSG00000176022","B3GALT6"
"ENSG00000160087",2.11542150661726,-2.11542150661726,0.0385517171510626,0.0385517171510626,0.205576648559425,0.205576648559425,0.172557276958363,-0.172557276958363,"ENSG00000160087","UBE2J2"
"ENSG00000162572",1.83946560281486,-1.83946560281486,0.0707922180299248,0.0707922180299248,0.257924565090778,0.257924565090778,0.42302945373524,-0.42302945373524,"ENSG00000162572","SCNN1D"
"ENSG00000131584",0.996553376350498,-0.9965533763505,0.322980815025514,0.322980815025513,0.515630299300252,0.515630299300252,0.0758853593152987,-0.0758853593152988,"ENSG00000131584","ACAP3"
"ENSG00000169972",1.239582075863,-1.239582075863,0.219953346140797,0.219953346140797,0.422083250882015,0.422083250882016,0.123543260482441,-0.123543260482441,"ENSG00000169972","PUSL1"
"ENSG00000127054",0.83499633631373,-0.83499633631373,0.407030096863586,0.407030096863587,0.589779935109714,0.589779935109714,0.0466174947882245,-0.0466174947882245,"ENSG00000127054","INTS11"
"ENSG00000224051",0.992665916563689,-0.992665916563689,0.324856617066399,0.324856617066399,0.517295422492415,0.517295422492415,0.0961885581453575,-0.0961885581453575,"ENSG00000224051","CPTP"
"ENSG00000107404",0.728502874833947,-0.728502874833948,0.46913779125707,0.46913779125707,0.641531798887681,0.64153179888768,0.0529667162048048,-0.0529667162048049,"ENSG00000107404","DVL1"
"ENSG00000162576",-1.45938652306541,1.45938652306541,0.149671184657132,0.149671184657132,0.350762123509527,0.350762123509527,-0.384138942693569,0.384138942693569,"ENSG00000162576","MXRA8"
"ENSG00000175756",1.37721287203868,-1.37721287203868,0.17355941043957,0.173559410439569,0.375609705808925,0.375609705808925,0.0959563463973862,-0.0959563463973863,"ENSG00000175756","AURKAIP1"
"ENSG00000221978",-0.467623191570572,0.46762319157057,0.641746968032618,0.641746968032619,0.776336518268531,0.776336518268533,-0.0260389895991945,0.0260389895991944,"ENSG00000221978","CCNL2"
"ENSG00000224870",-0.646378829041546,0.646378829041546,0.520497268082174,0.520497268082174,0.683511675912467,0.683511675912467,-0.0802644005493415,0.0802644005493414,"ENSG00000224870","MRPL20-AS1"
"ENSG00000242485",1.10601903985226,-1.10601903985226,0.273130329624957,0.273130329624957,0.471239243874678,0.471239243874678,0.0770559118601427,-0.0770559118601427,"ENSG00000242485","MRPL20"
"ENSG00000235098",1.60131791526177,-1.60131791526178,0.114555458494413,0.114555458494413,0.310613588875172,0.310613588875172,0.178464054686351,-0.178464054686351,"ENSG00000235098","ANKRD65"
"ENSG00000179403",-0.460586060535023,0.460586060535022,0.646759542196513,0.646759542196513,0.780034089023177,0.780034089023177,-0.0746079670354343,0.0746079670354342,"ENSG00000179403","VWA1"
"ENSG00000215915",1.41216262026871,-1.41216262026871,0.163064307422671,0.163064307422671,0.365267019283667,0.365267019283667,0.439748979459443,-0.439748979459443,"ENSG00000215915","ATAD3C"
"ENSG00000160072",2.23856128078906,-2.23856128078906,0.0289036626148997,0.0289036626148997,0.18486065968047,0.18486065968047,0.784085839120276,-0.784085839120276,"ENSG00000160072","ATAD3B"
"ENSG00000197785",1.87966268313721,-1.87966268313721,0.0650089665992952,0.0650089665992953,0.250838729647647,0.250838729647647,0.455053353196289,-0.455053353196289,"ENSG00000197785","ATAD3A"
"ENSG00000205090",1.12969066601103,-1.12969066601104,0.263099708162959,0.263099708162959,0.462147165945769,0.462147165945769,0.0951864087283677,-0.0951864087283677,"ENSG00000205090","TMEM240"
"ENSG00000160075",0.895131996150399,-0.895131996150398,0.374291153521443,0.374291153521443,0.562744065546302,0.562744065546303,0.045583834734628,-0.045583834734628,"ENSG00000160075","SSU72"
"ENSG00000215014",1.29016420408047,-1.29016420408047,0.201940559348238,0.201940559348239,0.404182440746508,0.404182440746509,0.421787909879839,-0.421787909879838,"ENSG00000215014","AL645728.1"
"ENSG00000228594",0.956829399269992,-0.956829399269993,0.342490358901774,0.342490358901774,0.532286341664506,0.532286341664506,0.252169431450906,-0.252169431450906,"ENSG00000228594","FNDC10"
"ENSG00000286989",0.917854831876421,-0.91785483187642,0.362367352106037,0.362367352106037,0.551778150704291,0.551778150704291,0.287246400226619,-0.287246400226619,"ENSG00000286989","AL691432.4"
"ENSG00000272106",0.555969063054809,-0.555969063054808,0.580298059182899,0.5802980591829,0.728430535603082,0.728430535603081,0.0559390476719054,-0.0559390476719054,"ENSG00000272106","AL691432.2"
"ENSG00000197530",-0.743179598057108,0.743179598057106,0.460271139707743,0.460271139707744,0.633871632106379,0.633871632106381,-0.0527151575738878,0.0527151575738876,"ENSG00000197530","MIB2"
"ENSG00000248333",-1.19644889406319,1.19644889406319,0.236224737802116,0.236224737802117,0.437169860024693,0.437169860024693,-0.154071084869324,0.154071084869323,"ENSG00000248333","CDK11B"
"ENSG00000189339",1.24308493264973,-1.24308493264973,0.218669038114365,0.218669038114366,0.421319098638999,0.421319098639,0.330363153544163,-0.330363153544162,"ENSG00000189339","SLC35E2B"
"ENSG00000008128",-1.58389249411888,1.58389249411888,0.118471832518218,0.118471832518218,0.316077865190035,0.316077865190035,-0.235509068215163,0.235509068215164,"ENSG00000008128","CDK11A"
"ENSG00000215790",0.855596822245735,-0.855596822245734,0.395622428274976,0.395622428274977,0.579971080893917,0.579971080893917,0.227191621078077,-0.227191621078076,"ENSG00000215790","SLC35E2A"
"ENSG00000008130",-0.0454562747903842,0.045456274790383,0.963894478503998,0.963894478503999,0.981184065562366,0.981184065562367,-0.00365156732829248,0.00365156732829237,"ENSG00000008130","NADK"
"ENSG00000078369",1.41815796764818,-1.41815796764818,0.161314294691856,0.161314294691856,0.362871408930906,0.362871408930906,0.0569119544216648,-0.0569119544216648,"ENSG00000078369","GNB1"
"ENSG00000142609",1.02599922430788,-1.02599922430787,0.309007894149633,0.309007894149634,0.503683804407751,0.503683804407751,0.281694920380292,-0.281694920380292,"ENSG00000142609","CFAP74"
"ENSG00000187730",1.47017404970544,-1.47017404970544,0.146735859709037,0.146735859709038,0.347637702313238,0.347637702313239,0.127106996061281,-0.127106996061281,"ENSG00000187730","GABRD"
"ENSG00000067606",1.99254793729176,-1.99254793729176,0.0508628821704799,0.05086288217048,0.227763831995578,0.227763831995579,0.114316769088186,-0.114316769088186,"ENSG00000067606","PRKCZ"
"ENSG00000162585",0.419821843743066,-0.419821843743065,0.676114129794323,0.676114129794323,0.800133460468017,0.800133460468017,0.0455042521227992,-0.0455042521227992,"ENSG00000162585","FAAP20"
"ENSG00000157933",-0.0776952673590739,0.0776952673590731,0.938328806511906,0.938328806511906,0.96617585458733,0.96617585458733,-0.00899782727053017,0.00899782727053007,"ENSG00000157933","SKI"
"ENSG00000116151",2.01877965870031,-2.01877965870031,0.0479827397232822,0.0479827397232822,0.223198399942317,0.223198399942317,0.684537879929848,-0.684537879929848,"ENSG00000116151","MORN1"
