"","t_stat_FALSE","t_stat_TRUE","p_value_FALSE","p_value_TRUE","fdr_FALSE","fdr_TRUE","logFC_FALSE","logFC_TRUE","ensembl","gene"
"ENSG00000241860",0.720957561039914,-0.720957561039914,0.473678026864888,0.473678026864888,0.663706654919804,0.663706654919804,0.157420299133049,-0.157420299133049,"ENSG00000241860","AL627309.5"
"ENSG00000237491",1.7420330089899,-1.7420330089899,0.0865215166752919,0.0865215166752917,0.222308104885657,0.222308104885656,0.137522874688261,-0.137522874688261,"ENSG00000237491","LINC01409"
"ENSG00000228794",-0.134621586691483,0.134621586691483,0.893352399545838,0.893352399545838,0.942779806866443,0.942779806866443,-0.00720636385264534,0.00720636385264533,"ENSG00000228794","LINC01128"
"ENSG00000188976",0.540370427747801,-0.540370427747801,0.590900842772609,0.590900842772609,0.755916371956462,0.755916371956463,0.0280626085020764,-0.0280626085020764,"ENSG00000188976","NOC2L"
"ENSG00000187961",0.677383163076214,-0.677383163076216,0.500713098433077,0.500713098433076,0.686597569820062,0.686597569820062,0.0594712117572118,-0.0594712117572119,"ENSG00000187961","KLHL17"
"ENSG00000188290",-1.50748614219913,1.50748614219912,0.136826007484445,0.136826007484446,0.30241799460456,0.302417994604561,-0.153907402549345,0.153907402549344,"ENSG00000188290","HES4"
"ENSG00000187608",-0.913327663662909,0.913327663662909,0.364650839035572,0.364650839035572,0.566386662423956,0.566386662423955,-0.117880941936981,0.117880941936981,"ENSG00000187608","ISG15"
"ENSG00000188157",-0.779389582372452,0.77938958237245,0.438750868568982,0.438750868568983,0.633157485400517,0.633157485400518,-0.0574479616321965,0.0574479616321963,"ENSG00000188157","AGRN"
"ENSG00000131591",-1.06856920746194,1.06856920746194,0.28945646520546,0.289456465205461,0.489655286151568,0.489655286151569,-0.0711683594752672,0.071168359475267,"ENSG00000131591","C1orf159"
"ENSG00000186891",-0.746869735003382,0.746869735003382,0.457999157721686,0.457999157721686,0.64937959060999,0.64937959060999,-0.0813583153778028,0.0813583153778027,"ENSG00000186891","TNFRSF18"
"ENSG00000078808",-0.00459641615747725,0.00459641615747559,0.996347538764752,0.996347538764753,0.998013527582225,0.998013527582225,-0.000189865602769796,0.000189865602769727,"ENSG00000078808","SDF4"
"ENSG00000176022",-3.16262567926475,3.16262567926475,0.00243267285281887,0.0024326728528189,0.0187607061961502,0.0187607061961504,-0.130095510783458,0.130095510783458,"ENSG00000176022","B3GALT6"
"ENSG00000160087",-0.735862778464298,0.735862778464296,0.464622504589326,0.464622504589327,0.655244989011364,0.655244989011366,-0.031512506223338,0.0315125062233379,"ENSG00000160087","UBE2J2"
"ENSG00000162572",0.372757763263723,-0.372757763263725,0.710615348935462,0.710615348935461,0.835733421072931,0.83573342107293,0.0279932850009143,-0.0279932850009144,"ENSG00000162572","SCNN1D"
"ENSG00000131584",-0.444067327474601,0.444067327474596,0.65855859708411,0.658558597084114,0.802680532793406,0.802680532793409,-0.0257457323891985,0.0257457323891982,"ENSG00000131584","ACAP3"
"ENSG00000169972",-1.26788402590294,1.26788402590294,0.209637128424276,0.209637128424276,0.399813948239819,0.399813948239818,-0.0795065909481365,0.0795065909481365,"ENSG00000169972","PUSL1"
"ENSG00000127054",-0.560457378613969,0.560457378613968,0.577211526207947,0.577211526207948,0.746607979377031,0.746607979377032,-0.023209505379956,0.023209505379956,"ENSG00000127054","INTS11"
"ENSG00000224051",-1.36644236447621,1.36644236447621,0.17679481595674,0.17679481595674,0.356836281288312,0.356836281288312,-0.079510451394925,0.0795104513949249,"ENSG00000224051","CPTP"
"ENSG00000107404",-4.44570119326943,4.44570119326943,3.75046784406829e-05,3.75046784406836e-05,0.00120243713033565,0.00120243713033566,-0.276070528684628,0.276070528684628,"ENSG00000107404","DVL1"
"ENSG00000162576",-0.894533959531699,0.894533959531699,0.374537414719477,0.374537414719477,0.575412733018401,0.575412733018402,-0.124303891333937,0.124303891333937,"ENSG00000162576","MXRA8"
"ENSG00000175756",-3.79347024528903,3.79347024528903,0.000342491061763389,0.000342491061763389,0.00483207541987001,0.00483207541987001,-0.214681118838891,0.214681118838891,"ENSG00000175756","AURKAIP1"
"ENSG00000221978",3.49381849712377,-3.49381849712377,0.000890598964352219,0.000890598964352217,0.00924540549717558,0.00924540549717556,0.158251275912977,-0.158251275912977,"ENSG00000221978","CCNL2"
"ENSG00000224870",-1.47772790400392,1.47772790400392,0.14460368703702,0.144603687037021,0.313872520267778,0.313872520267778,-0.0992889084106078,0.0992889084106076,"ENSG00000224870","MRPL20-AS1"
"ENSG00000242485",-4.39100102743862,4.39100102743862,4.5427891557908e-05,4.54278915579083e-05,0.00135739576352783,0.00135739576352784,-0.216935247900366,0.216935247900366,"ENSG00000242485","MRPL20"
"ENSG00000272455",-0.558487368427806,0.558487368427804,0.57854730183051,0.578547301830511,0.747720413031011,0.747720413031013,-0.0793032222981934,0.079303222298193,"ENSG00000272455","AL391244.2"
"ENSG00000235098",-1.31535999459612,1.31535999459611,0.193290937073428,0.193290937073428,0.379061715647624,0.379061715647623,-0.126260409883812,0.126260409883812,"ENSG00000235098","ANKRD65"
"ENSG00000179403",2.94213382301871,-2.9421338230187,0.00459673905063263,0.00459673905063266,0.0292616231910867,0.0292616231910869,0.416237893732644,-0.416237893732643,"ENSG00000179403","VWA1"
"ENSG00000215915",2.9641516596553,-2.96415165965529,0.00431904047572812,0.00431904047572814,0.0280505616351318,0.0280505616351319,0.353518582610314,-0.353518582610314,"ENSG00000215915","ATAD3C"
"ENSG00000160072",1.0753563617107,-1.0753563617107,0.286432290690196,0.286432290690196,0.486938227534224,0.486938227534225,0.0861825455867268,-0.0861825455867268,"ENSG00000160072","ATAD3B"
"ENSG00000197785",0.266924243219637,-0.266924243219641,0.790423989843581,0.790423989843578,0.88508797820858,0.885087978208581,0.0158287883084577,-0.0158287883084579,"ENSG00000197785","ATAD3A"
"ENSG00000205090",-0.806620959779532,0.806620959779531,0.423005365855205,0.423005365855206,0.619245787563934,0.619245787563935,-0.0481958242803634,0.0481958242803633,"ENSG00000205090","TMEM240"
"ENSG00000160075",-5.00586348107628,5.00586348107628,4.98928125302251e-06,4.98928125302258e-06,0.00032948123299897,0.000329481232998974,-0.197178428372238,0.197178428372237,"ENSG00000160075","SSU72"
"ENSG00000215014",0.298933196206131,-0.29893319620613,0.766002761796603,0.766002761796604,0.869574966208538,0.869574966208539,0.0267392902764424,-0.0267392902764423,"ENSG00000215014","AL645728.1"
