"","t_stat_FALSE","t_stat_TRUE","p_value_FALSE","p_value_TRUE","fdr_FALSE","fdr_TRUE","logFC_FALSE","logFC_TRUE","ensembl","gene"
"ENSG00000241860",-1.10145641132659,1.10145641132659,0.275017047542328,0.275017047542328,0.351085114900758,0.351085114900758,-0.234374897359434,0.234374897359434,"ENSG00000241860","AL627309.5"
"ENSG00000237491",-2.88037863821145,2.88037863821144,0.0054702460616005,0.00547024606160053,0.0113145817017523,0.0113145817017523,-0.249622029618448,0.249622029618448,"ENSG00000237491","LINC01409"
"ENSG00000228794",-6.85639917333537,6.85639917333537,4.05365271509953e-09,4.05365271509953e-09,4.48598496150116e-08,4.48598496150116e-08,-0.323565116564914,0.323565116564914,"ENSG00000228794","LINC01128"
"ENSG00000188976",-6.51853547700377,6.51853547700376,1.53541304800264e-08,1.53541304800267e-08,1.39588685067543e-07,1.39588685067545e-07,-0.350593562807488,0.350593562807488,"ENSG00000188976","NOC2L"
"ENSG00000187961",-2.65929971130324,2.65929971130324,0.00998392267776819,0.00998392267776822,0.0192691432871218,0.0192691432871219,-0.263740268130148,0.263740268130148,"ENSG00000187961","KLHL17"
"ENSG00000188290",0.765402812792168,-0.765402812792169,0.446977490503556,0.446977490503556,0.528058856074652,0.528058856074652,0.0811882075277012,-0.0811882075277012,"ENSG00000188290","HES4"
"ENSG00000187608",1.4313588397668,-1.43135883976681,0.157421356272034,0.157421356272033,0.217417218514908,0.217417218514908,0.191402168423008,-0.191402168423008,"ENSG00000187608","ISG15"
"ENSG00000188157",0.0901301863233817,-0.0901301863233828,0.928478493012588,0.928478493012587,0.945961571229987,0.945961571229986,0.00719966247716971,-0.0071996624771698,"ENSG00000188157","AGRN"
"ENSG00000131591",-1.25682553927028,1.25682553927028,0.213599075219679,0.21359907521968,0.282647773479743,0.282647773479744,-0.0814348091839906,0.0814348091839905,"ENSG00000131591","C1orf159"
"ENSG00000186891",-4.18810285028445,4.18810285028445,9.18431259887098e-05,9.18431259887107e-05,0.000292912698569336,0.000292912698569339,-0.44990691508573,0.44990691508573,"ENSG00000186891","TNFRSF18"
"ENSG00000078808",0.218009889324639,-0.21800988932464,0.828147682505048,0.828147682505047,0.867887226816664,0.867887226816663,0.00944440111988191,-0.00944440111988195,"ENSG00000078808","SDF4"
"ENSG00000176022",-2.84293408860021,2.8429340886002,0.00606951151184692,0.00606951151184696,0.0123982954292293,0.0123982954292294,-0.114321942629706,0.114321942629705,"ENSG00000176022","B3GALT6"
"ENSG00000160087",-1.90015262641617,1.90015262641617,0.0621331665784885,0.0621331665784887,0.0966838815591427,0.096683881559143,-0.0913748399961706,0.0913748399961705,"ENSG00000160087","UBE2J2"
"ENSG00000162572",0.856883111145916,-0.856883111145918,0.394856983049369,0.394856983049368,0.476638771340357,0.476638771340356,0.0687479089998258,-0.0687479089998259,"ENSG00000162572","SCNN1D"
"ENSG00000131584",0.448714721870089,-0.448714721870092,0.655224426938021,0.655224426938019,0.721887153105745,0.721887153105743,0.0263775860549363,-0.0263775860549365,"ENSG00000131584","ACAP3"
"ENSG00000169972",0.743410629070848,-0.743410629070847,0.460081452631644,0.460081452631645,0.540883668506204,0.540883668506205,0.0437370305611154,-0.0437370305611153,"ENSG00000169972","PUSL1"
"ENSG00000127054",-1.00669366033556,1.00669366033556,0.318051146585192,0.318051146585192,0.397067400201522,0.397067400201523,-0.0447095980693603,0.0447095980693603,"ENSG00000127054","INTS11"
"ENSG00000224051",-2.33239267315965,2.33239267315964,0.0229900121916982,0.0229900121916984,0.0403926764765826,0.0403926764765829,-0.148429315775416,0.148429315775416,"ENSG00000224051","CPTP"
"ENSG00000107404",5.73154561980908,-5.73154561980908,3.26950451108193e-07,3.26950451108192e-07,2.00334020532085e-06,2.00334020532085e-06,0.334486857431235,-0.334486857431235,"ENSG00000107404","DVL1"
"ENSG00000162576",6.569783735467,-6.56978373546699,1.25523067012139e-08,1.25523067012142e-08,1.17956983105097e-07,1.179569831051e-07,1.45974638878791,-1.45974638878791,"ENSG00000162576","MXRA8"
"ENSG00000175756",-0.750689942687013,0.750689942687013,0.455719877676724,0.455719877676724,0.536522491133183,0.536522491133182,-0.0461810485011859,0.0461810485011858,"ENSG00000175756","AURKAIP1"
"ENSG00000221978",-2.70751852632138,2.70751852632138,0.0087781474953161,0.00877814749531615,0.0172031448031405,0.0172031448031406,-0.127146513884764,0.127146513884764,"ENSG00000221978","CCNL2"
"ENSG00000224870",2.41259446942208,-2.41259446942207,0.0188549480177298,0.0188549480177299,0.033990641244321,0.0339906412443212,0.173177105702251,-0.173177105702251,"ENSG00000224870","MRPL20-AS1"
"ENSG00000242485",0.522988242569059,-0.522988242569058,0.602873397767429,0.60287339776743,0.675150850167535,0.675150850167535,0.0279957117205655,-0.0279957117205654,"ENSG00000242485","MRPL20"
"ENSG00000272455",0.496919383184289,-0.496919383184291,0.621028748587147,0.621028748587146,0.691714898415582,0.691714898415582,0.0888920267822907,-0.088892026782291,"ENSG00000272455","AL391244.2"
"ENSG00000235098",2.7474485110956,-2.7474485110956,0.0078822032897456,0.00788220328974563,0.0156175890574952,0.0156175890574952,0.249030496223305,-0.249030496223304,"ENSG00000235098","ANKRD65"
"ENSG00000179403",7.71355591677129,-7.71355591677129,1.35378367268152e-10,1.35378367268154e-10,2.56906738952924e-09,2.56906738952928e-09,0.983083972720973,-0.983083972720973,"ENSG00000179403","VWA1"
"ENSG00000215915",3.76365921093207,-3.76365921093206,0.000377980630408712,0.000377980630408717,0.00103005979743831,0.00103005979743832,0.434230845219769,-0.434230845219768,"ENSG00000215915","ATAD3C"
"ENSG00000160072",-1.90539210004312,1.90539210004311,0.0614362661216418,0.0614362661216421,0.0957805476913372,0.0957805476913377,-0.150733362747155,0.150733362747155,"ENSG00000160072","ATAD3B"
"ENSG00000197785",-2.75638735420318,2.75638735420318,0.00769349161551251,0.00769349161551258,0.0152901790025126,0.0152901790025127,-0.176109419602086,0.176109419602086,"ENSG00000197785","ATAD3A"
"ENSG00000205090",-3.90399246762701,3.90399246762701,0.000238743842809156,0.000238743842809161,0.000684119015944067,0.00068411901594408,-0.250728999582583,0.250728999582583,"ENSG00000205090","TMEM240"
"ENSG00000160075",-1.73242552152761,1.7324255215276,0.0882419179421055,0.0882419179421059,0.131500893058296,0.131500893058297,-0.068498088570033,0.068498088570033,"ENSG00000160075","SSU72"
"ENSG00000215014",0.538248893975136,-0.538248893975135,0.592360149443708,0.592360149443708,0.665426412130119,0.66542641213012,0.0464614698377236,-0.0464614698377235,"ENSG00000215014","AL645728.1"
"ENSG00000228594",-0.615980054126983,0.615980054126981,0.540195103738437,0.540195103738439,0.617112130125507,0.617112130125509,-0.0394455194119144,0.0394455194119142,"ENSG00000228594","FNDC10"
"ENSG00000286989",-0.671330395253003,0.671330395253003,0.504539621945826,0.504539621945826,0.584060265647533,0.584060265647534,-0.120144795569059,0.120144795569059,"ENSG00000286989","AL691432.4"
"ENSG00000272106",2.08328809401698,-2.08328809401698,0.0414150451366915,0.0414150451366916,0.0679189366337122,0.0679189366337123,0.143001953037308,-0.143001953037308,"ENSG00000272106","AL691432.2"
