Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to11,Feature log2 fold change topic 3to11
ENSG00000228794,LINC01128,51,0.45791,37,-0.4579
ENSG00000188976,NOC2L,49,-0.0525,51,0.05254
ENSG00000188290,HES4,18,-1.0728,37,1.07289
ENSG00000187608,ISG15,7,-2.4795,40,2.47953
ENSG00000188157,AGRN,16,-0.6811,25,0.68111
ENSG00000078808,SDF4,34,-0.9362,65,0.93624
ENSG00000176022,B3GALT6,22,-0.2473,26,0.24735
ENSG00000160087,UBE2J2,34,-0.1855,39,0.18556
ENSG00000131584,ACAP3,79,0.05227,76,-0.0522
ENSG00000127054,INTS11,36,-0.3781,48,0.37812
ENSG00000224051,CPTP,19,-0.1872,22,0.18720
ENSG00000107404,DVL1,36,-0.6342,56,0.63423
ENSG00000175756,AURKAIP1,93,-0.9339,178,0.93391
ENSG00000221978,CCNL2,65,0.17569,57,-0.1756
ENSG00000242485,MRPL20,98,-0.7370,163,0.73702
ENSG00000235098,ANKRD65,11,-1.6102,35,1.61024
ENSG00000179403,VWA1,8,-1.3848,22,1.38488
ENSG00000205090,TMEM240,33,0.04866,32,-0.0486
ENSG00000160075,SSU72,112,-0.5542,164,0.55424
ENSG00000228594,FNDC10,22,-0.5296,33,0.52969
ENSG00000197530,MIB2,26,-0.5186,38,0.51867
ENSG00000248333,CDK11B,78,1.11769,36,-1.1176
ENSG00000008128,CDK11A,46,1.25140,19,-1.2514
ENSG00000215790,SLC35E2A,27,-0.6803,43,0.68030
ENSG00000008130,NADK,25,-0.1548,28,0.15481
ENSG00000078369,GNB1,312,-0.8130,549,0.81308
ENSG00000187730,GABRD,183,-0.3439,233,0.34392
ENSG00000067606,PRKCZ,181,-0.4253,243,0.42536
ENSG00000162585,FAAP20,18,-0.9368,36,0.93685
ENSG00000157933,SKI,47,0.13862,43,-0.1386
ENSG00000157916,RER1,44,-0.5049,63,0.50498
ENSG00000157911,PEX10,8,-1.4323,22,1.43234
ENSG00000157870,PRXL2B,26,-0.8471,47,0.84715
ENSG00000158109,TPRG1L,175,-0.4682,242,0.46823
ENSG00000130764,LRRC47,71,-0.3323,90,0.33234
ENSG00000116198,CEP104,44,0.42785,33,-0.4278
ENSG00000196581,AJAP1,71,0.31524,57,-0.3152
ENSG00000069424,KCNAB2,156,-0.6436,244,0.64364
ENSG00000116254,CHD5,530,1.12906,242,-1.1290
ENSG00000116251,RPL22,290,-0.9672,567,0.96721
ENSG00000116237,ICMT,37,-0.4920,52,0.49207
ENSG00000097021,ACOT7,235,-0.2942,288,0.29425
ENSG00000215788,TNFRSF25,34,0.15802,30,-0.1580
ENSG00000171680,PLEKHG5,19,-0.3984,25,0.39849
ENSG00000162408,NOL9,35,0.12654,32,-0.1265
ENSG00000162413,KLHL21,22,-0.9358,43,0.93587
ENSG00000116273,PHF13,16,-0.4960,22,0.49609
ENSG00000041988,THAP3,12,-0.7258,21,0.72586
ENSG00000007923,DNAJC11,52,0.61409,34,-0.6140
ENSG00000171735,CAMTA1,651,0.73428,391,-0.7342
ENSG00000049245,VAMP3,12,-0.8230,21,0.82305
ENSG00000049246,PER3,32,0.02599,31,-0.0259
ENSG00000116288,PARK7,130,-1.3741,338,1.37416
ENSG00000116285,ERRFI1,39,0.31237,32,-0.3123
ENSG00000162426,SLC45A1,17,-0.7773,29,0.77735
ENSG00000142599,RERE,171,0.31142,138,-0.3114
ENSG00000074800,ENO1,244,-1.0483,506,1.04833
ENSG00000171612,SLC25A33,12,-1.3285,31,1.32851
ENSG00000171603,CLSTN1,734,-0.2266,859,0.22664
ENSG00000178585,CTNNBIP1,17,-0.9994,34,0.99941
ENSG00000162441,LZIC,54,0.07209,51,-0.0720
ENSG00000130939,UBE4B,46,-0.0298,47,0.02984
ENSG00000054523,KIF1B,751,0.89738,403,-0.8973
ENSG00000142657,PGD,41,-0.8919,76,0.89191
ENSG00000241563,CORT,13,-2.1921,62,2.19213
ENSG00000160049,DFFA,52,-0.0540,54,0.05409
ENSG00000142655,PEX14,14,-0.7277,24,0.72773
ENSG00000120948,TARDBP,79,-0.2262,92,0.22627
ENSG00000116649,SRM,28,-0.9446,54,0.94463
ENSG00000171824,EXOSC10,44,0.54050,30,-0.5405
ENSG00000198793,MTOR,38,-0.4501,51,0.45012
ENSG00000116661,FBXO2,42,-2.0887,179,2.08875
ENSG00000132879,FBXO44,78,-0.4388,106,0.43884
ENSG00000177000,MTHFR,30,0.53013,21,-0.5301
ENSG00000011021,CLCN6,59,-0.4644,82,0.46440
ENSG00000116685,KIAA2013,30,-0.0677,32,0.06777
ENSG00000083444,PLOD1,11,-1.1238,24,1.12384
ENSG00000116688,MFN2,124,-0.1195,134,0.11956
ENSG00000048707,VPS13D,121,0.68074,75,-0.6807
ENSG00000162496,DHRS3,12,-0.6717,19,0.67171
ENSG00000116731,PRDM2,406,1.04236,197,-1.0423
ENSG00000189337,KAZN,98,0.40271,74,-0.4027
ENSG00000142634,EFHD2,130,0.06199,124,-0.0619
ENSG00000116138,DNAJC16,46,-0.0112,47,0.01124
ENSG00000197312,DDI2,55,0.32498,44,-0.3249
ENSG00000116786,PLEKHM2,79,-0.3876,104,0.38766
ENSG00000065526,SPEN,379,1.38937,144,-1.3893
ENSG00000116809,ZBTB17,19,-0.2128,22,0.21288
ENSG00000037637,FBXO42,28,0.15371,25,-0.1537
ENSG00000055070,SZRD1,19,-0.5066,28,0.50666
ENSG00000159363,ATP13A2,74,-0.7666,127,0.76662
ENSG00000117118,SDHB,28,-1.3751,74,1.37513
ENSG00000117115,PADI2,23,-1.2650,56,1.26508
ENSG00000179051,RCC2,20,-0.4971,28,0.49719
ENSG00000117154,IGSF21,57,-0.4413,77,0.44136
ENSG00000159423,ALDH4A1,4,-2.5933,25,2.59333
ENSG00000127481,UBR4,90,1.82733,25,-1.8273
ENSG00000127463,EMC1,31,-0.3769,41,0.37699
ENSG00000053372,MRTO4,39,-0.2507,46,0.25071
ENSG00000053371,AKR7A2,20,-0.6260,30,0.62605
ENSG00000077549,CAPZB,150,-0.2928,183,0.29289
ENSG00000173436,MICOS10,93,-1.9008,350,1.90084
ENSG00000158747,NBL1,155,-0.3671,201,0.36714
ENSG00000169914,OTUD3,29,0.40437,22,-0.4043
ENSG00000162545,CAMK2N1,979,-0.9560,1899,0.95606
ENSG00000090432,MUL1,21,-0.0851,23,0.08518
ENSG00000183114,FAM43B,30,0.39629,22,-0.3962
ENSG00000158828,PINK1,310,-0.6851,499,0.68510
ENSG00000244038,DDOST,11,-1.3540,30,1.35408
ENSG00000117245,KIF17,23,-0.0580,24,0.05802
ENSG00000189410,SH2D5,29,-0.8319,53,0.83197
ENSG00000127483,HP1BP3,437,0.96243,224,-0.9624
ENSG00000075151,EIF4G3,470,0.92862,247,-0.9286
ENSG00000117298,ECE1,17,-0.0477,18,0.04777
ENSG00000076864,RAP1GAP,141,-0.1226,154,0.12267
ENSG00000090686,USP48,146,1.24496,61,-1.2449
ENSG00000070831,CDC42,163,-0.1746,184,0.17467
ENSG00000133216,EPHB2,23,0.39239,17,-0.3923
ENSG00000004487,KDM1A,80,0.17652,71,-0.1765
ENSG00000169641,LUZP1,425,1.20866,184,-1.2086
ENSG00000125944,HNRNPR,173,0.57701,116,-0.5770
ENSG00000142676,RPL11,155,-1.4256,417,1.42561
ENSG00000011007,ELOA,39,0.56014,26,-0.5601
ENSG00000057757,PITHD1,127,-0.5160,181,0.51607
ENSG00000011009,LYPLA2,15,-0.8147,27,0.81477
ENSG00000189266,PNRC2,41,-0.6932,66,0.69329
ENSG00000188529,SRSF10,81,0.23839,69,-0.2383
ENSG00000001461,NIPAL3,196,0.73041,118,-0.7304
ENSG00000133226,SRRM1,362,1.10719,168,-1.1071
ENSG00000169504,CLIC4,12,-1.0692,25,1.06920
ENSG00000117614,SYF2,111,-0.3128,138,0.31280
