gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig_10,gene,spd,overlap_172
ENSG00000103319,0.9267979028968156,3.3787912763448245,4.946578429435868,1.1112432001152071e-6,0.01553184620801025,4.881428229308606,TRUE,EEF2K,spd01,Not in 172 genes
ENSG00000128641,0.7791799391253105,4.20907973312342,4.582489436818086,6.137003911103895e-6,0.0341224848399646,3.4212913569746943,TRUE,MYO1B,spd01,Not in 172 genes
ENSG00000132744,-1.304230096716795,0.641906471652841,-4.492778305661919,9.196868503203776e-6,0.0341224848399646,3.076721944810269,TRUE,ACY3,spd01,in 172 genes
ENSG00000108219,0.6216709163151339,5.148706454352535,4.4785782712347855,9.79909040981969e-6,0.0341224848399646,3.0227391115140376,TRUE,TSPAN14,spd01,Not in 172 genes
ENSG00000267060,-1.094649677077433,1.3091056084103336,-4.39259088404977,1.4336721673264875e-5,0.0341224848399646,2.6991212662890005,TRUE,PTGES3L,spd01,Not in 172 genes
ENSG00000113369,0.6091685803016986,4.7809283298104495,4.387696070514967,1.4647986623723805e-5,0.0341224848399646,2.6808687672487848,TRUE,ARRDC3,spd01,in 172 genes
ENSG00000235162,-0.882147802124928,2.793868345535112,-4.336513272772604,1.8314831248867873e-5,0.0347309400734884,2.491107436430558,TRUE,C12orf75,spd01,Not in 172 genes
ENSG00000166428,-1.2316716715987384,1.7759439644024082,-4.299132903428832,2.153123749770257e-5,0.0347309400734884,2.3537865677789123,TRUE,PLD4,spd01,in 172 genes
ENSG00000140749,-1.270721988992637,1.3297631874171123,-4.276748133533293,2.370862544703944e-5,0.0347309400734884,2.2720673045121504,TRUE,IGSF6,spd01,in 172 genes
ENSG00000106701,0.656243859262089,5.2780290696311765,4.265800153966023,2.4848637099154614e-5,0.0347309400734884,2.2322402552861655,TRUE,FSD1L,spd01,Not in 172 genes
ENSG00000157617,0.6290245900060882,4.142594877299432,4.232542729917382,2.864155174063107e-5,0.03488630608180516,2.1118211793702715,TRUE,C2CD2,spd01,Not in 172 genes
ENSG00000100029,0.5841984996834508,4.501236055823656,4.222026125162485,2.995175452397954e-5,0.03488630608180516,2.073920012404453,TRUE,PES1,spd01,Not in 172 genes
ENSG00000109794,0.577743042091277,4.107407128395648,4.16151550553076,3.867389031130187e-5,0.04158038191392817,1.8575052124000413,TRUE,FAM149A,spd01,Not in 172 genes
ENSG00000141696,0.6827238931375876,3.533202906817692,4.131152564646377,4.391509645381818e-5,0.04384295022392977,1.7499820765320235,TRUE,P3H4,spd01,Not in 172 genes
ENSG00000166377,0.48257777776838706,4.2221016371747275,4.067498451941042,5.7179931541475694e-5,0.05190398745238701,1.5268934200320992,TRUE,ATP9B,spd01,Not in 172 genes
