Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to10,Feature log2 fold change topic 4to10
ENSG00000228794,LINC01128,11,-1.7568,30,-0.0946,39,1.13661
ENSG00000188976,NOC2L,20,-1.6392,33,-0.7834,68,1.45816
ENSG00000188290,HES4,9,-2.3234,104,1.57983,42,0.02131
ENSG00000187608,ISG15,23,-0.6446,54,0.79402,33,0.00409
ENSG00000188157,AGRN,21,-0.1971,30,0.37021,23,-0.0315
ENSG00000078808,SDF4,62,0.13095,55,-0.0746,57,-0.0704
ENSG00000176022,B3GALT6,10,-1.2124,27,0.38509,24,0.56938
ENSG00000160087,UBE2J2,15,-1.2973,29,-0.2253,39,0.97388
ENSG00000131584,ACAP3,65,-0.3450,141,0.96218,74,-0.2808
ENSG00000127054,INTS11,29,-0.6529,41,-0.0429,47,0.48415
ENSG00000107404,DVL1,28,-1.1160,142,1.63866,50,-0.3951
ENSG00000175756,AURKAIP1,116,-0.8353,184,-0.0436,211,0.60187
ENSG00000221978,CCNL2,50,-0.1292,47,-0.2272,56,0.19253
ENSG00000242485,MRPL20,87,-1.0294,157,-0.0371,182,0.71688
ENSG00000235098,ANKRD65,31,-0.1637,59,0.92905,31,-0.3739
ENSG00000179403,VWA1,114,3.24096,26,-0.3135,10,-3.0887
ENSG00000205090,TMEM240,3,-3.0250,32,0.41646,30,1.18134
ENSG00000160075,SSU72,69,-1.1392,164,0.30617,151,0.58086
ENSG00000228594,FNDC10,12,-1.5025,34,0.24535,34,0.80063
ENSG00000197530,MIB2,27,-0.5535,48,0.38601,39,0.19554
ENSG00000248333,CDK11B,135,0.93411,83,-0.0052,69,-0.7741
ENSG00000008128,CDK11A,94,1.76356,31,-0.4500,27,-1.4208
ENSG00000215790,SLC35E2A,11,-1.3137,41,0.80122,26,0.33506
ENSG00000008130,NADK,15,-0.5076,27,0.48874,20,0.10863
ENSG00000078369,GNB1,212,-1.4193,843,0.87681,529,0.32481
ENSG00000187730,GABRD,8,-4.5109,96,-0.7797,211,2.47361
ENSG00000067606,PRKCZ,76,-1.5910,153,-0.4087,240,1.23689
ENSG00000162585,FAAP20,44,0.25413,94,1.55803,28,-1.0849
ENSG00000157933,SKI,29,-0.0182,51,0.88229,27,-0.4420
ENSG00000157916,RER1,41,-0.4492,50,-0.0743,57,0.36080
ENSG00000157911,PEX10,33,0.39063,29,0.12196,24,-0.3590
ENSG00000157870,PRXL2B,9,-2.3406,85,1.23294,44,0.33107
ENSG00000158109,TPRG1L,53,-2.0411,165,-0.1837,226,1.32160
ENSG00000130764,LRRC47,14,-2.5206,52,-0.4439,87,1.68991
ENSG00000116198,CEP104,94,1.68273,23,-0.9248,30,-1.2254
ENSG00000196581,AJAP1,21,-1.2562,41,-0.1168,52,0.89135
ENSG00000069424,KCNAB2,35,-2.9872,306,0.46196,275,1.13483
ENSG00000116254,CHD5,76,-2.0032,322,0.33450,306,0.94976
ENSG00000116251,RPL22,982,0.76987,876,0.47059,532,-0.8292
ENSG00000116237,ICMT,19,-0.7855,33,0.09559,34,0.49823
ENSG00000097021,ACOT7,50,-2.5858,111,-1.2688,332,2.22348
ENSG00000171680,PLEKHG5,3,-3.2972,39,0.78142,28,0.91537
ENSG00000162408,NOL9,19,-0.1869,24,0.20692,22,0.04326
ENSG00000162413,KLHL21,12,-0.8637,17,-0.2795,23,0.73603
ENSG00000041988,THAP3,8,-1.3987,23,0.23411,23,0.75796
ENSG00000007923,DNAJC11,16,-0.9767,22,-0.4232,34,0.87675
ENSG00000171735,CAMTA1,183,-1.0449,345,0.02461,384,0.69239
ENSG00000049245,VAMP3,108,3.12859,28,-0.1489,10,-3.0254
ENSG00000049246,PER3,40,0.93426,36,0.62733,18,-1.0477
ENSG00000116288,PARK7,161,-1.2275,361,0.11844,381,0.74091
ENSG00000162426,SLC45A1,9,-1.7857,13,-1.0977,33,1.69412
ENSG00000142599,RERE,260,0.89708,153,-0.1064,137,-0.7046
ENSG00000074800,ENO1,231,-1.1651,624,0.49263,504,0.47639
ENSG00000171612,SLC25A33,18,-0.0798,53,1.79232,14,-1.0444
ENSG00000171603,CLSTN1,210,-2.0182,414,-0.8744,916,1.71780
ENSG00000178585,CTNNBIP1,27,-0.2804,55,0.93200,29,-0.3014
ENSG00000162441,LZIC,118,1.32283,77,0.38196,43,-1.2872
ENSG00000130939,UBE4B,38,-0.2550,19,-1.2826,49,0.62991
ENSG00000054523,KIF1B,558,0.57683,311,-0.4401,383,-0.3121
ENSG00000142657,PGD,31,-1.0191,63,0.13926,64,0.61337
ENSG00000241563,CORT,132,1.36626,47,-0.5626,52,-1.0019
ENSG00000160049,DFFA,125,1.28391,68,0.05264,49,-1.1169
ENSG00000142655,PEX14,9,-1.3675,14,-0.5884,25,1.20085
ENSG00000120948,TARDBP,90,0.38692,74,0.01044,68,-0.3103
ENSG00000116649,SRM,45,-0.5890,97,0.69984,63,0.03177
ENSG00000171824,EXOSC10,50,0.46762,38,-0.0285,35,-0.3617
ENSG00000198793,MTOR,24,-0.8873,14,-1.6261,50,1.23752
ENSG00000116661,FBXO2,78,-1.5323,472,1.50357,191,-0.1291
ENSG00000132879,FBXO44,26,-2.3559,99,-0.1938,138,1.45612
ENSG00000011021,CLCN6,29,-1.2002,71,0.25856,68,0.64214
ENSG00000116685,KIAA2013,28,-0.1546,20,-0.6257,33,0.35814
ENSG00000116688,MFN2,90,-0.2871,77,-0.5086,115,0.42102
ENSG00000048707,VPS13D,54,-0.4800,61,-0.2517,78,0.46163
ENSG00000116731,PRDM2,221,-0.3156,196,-0.4712,287,0.42893
ENSG00000189337,KAZN,86,0.44257,44,-0.6866,66,-0.1227
ENSG00000142634,EFHD2,67,-0.9843,54,-1.2174,143,1.19375
ENSG00000116138,DNAJC16,13,-1.3850,6,-2.2262,37,1.78583
ENSG00000197312,DDI2,21,-0.7395,35,0.06876,36,0.48357
ENSG00000116786,PLEKHM2,97,-0.5848,214,0.73964,137,0.00440
ENSG00000065526,SPEN,385,1.37995,159,-0.3248,146,-1.0818
ENSG00000116809,ZBTB17,24,0.21906,22,0.07659,20,-0.2025
ENSG00000055070,SZRD1,32,0.50273,47,1.11975,19,-0.9681
ENSG00000159363,ATP13A2,35,-1.9104,86,-0.4153,138,1.40540
ENSG00000117118,SDHB,35,-1.0868,54,-0.3465,78,0.91057
ENSG00000117115,PADI2,306,4.07160,70,-0.1202,10,-4.4014
ENSG00000179051,RCC2,17,-0.4191,24,0.11705,23,0.24891
ENSG00000117154,IGSF21,19,-2.3026,64,-0.3718,101,1.55480
ENSG00000127481,UBR4,62,0.60469,34,-0.4231,42,-0.3418
ENSG00000127463,EMC1,17,-0.8810,17,-0.8025,34,0.97100
ENSG00000053372,MRTO4,32,-0.5273,59,0.49501,45,0.11730
ENSG00000053371,AKR7A2,26,-0.0392,64,1.53318,21,-0.8687
ENSG00000077549,CAPZB,143,-0.7644,184,-0.3105,252,0.68455
ENSG00000173436,MICOS10,247,-0.5599,396,0.24171,360,0.27824
ENSG00000158747,NBL1,57,-1.6639,230,0.62393,176,0.60928
ENSG00000162545,CAMK2N1,1096,-0.9489,5275,1.77803,1664,-0.5805
ENSG00000158828,PINK1,222,-1.2802,348,-0.4912,566,1.10043
ENSG00000244038,DDOST,16,-0.9392,33,0.21689,32,0.52322
ENSG00000117245,KIF17,4,-2.8759,16,-0.8438,37,2.09390
ENSG00000189410,SH2D5,11,-2.1458,37,-0.1526,50,1.34517
ENSG00000127483,HP1BP3,474,0.94724,235,-0.3378,247,-0.6737
ENSG00000075151,EIF4G3,328,-0.1375,174,-1.1066,388,0.48649
ENSG00000076864,RAP1GAP,32,-2.2957,80,-0.7940,170,1.81359
ENSG00000090686,USP48,152,0.88134,65,-0.6149,85,-0.5342
ENSG00000070831,CDC42,124,-0.4244,109,-0.5864,175,0.55424
ENSG00000004487,KDM1A,38,-0.8364,39,-0.7104,72,0.90357
ENSG00000169641,LUZP1,68,-1.8039,121,-0.8184,255,1.57072
ENSG00000125944,HNRNPR,199,0.46823,118,-0.4341,148,-0.2199
ENSG00000142676,RPL11,869,1.02842,820,0.77168,369,-1.2060
ENSG00000011007,ELOA,42,0.81847,21,-0.3641,24,-0.5493
ENSG00000057757,PITHD1,71,-1.2023,90,-0.7475,174,1.16922
ENSG00000011009,LYPLA2,9,-1.7995,17,-0.7443,34,1.53025
ENSG00000117305,HMGCL,29,0.67631,31,0.71225,16,-0.8713
ENSG00000189266,PNRC2,52,0.00496,78,0.66795,48,-0.3331
ENSG00000188529,SRSF10,94,0.51872,53,-0.4447,67,-0.2602
ENSG00000001461,NIPAL3,419,1.65853,115,-0.7813,135,-1.2329
ENSG00000133226,SRRM1,681,1.60293,197,-0.7332,228,-1.1893
ENSG00000169504,CLIC4,118,3.01960,56,0.79032,8,-3.5188
ENSG00000117614,SYF2,221,0.74456,181,0.30676,125,-0.7332
ENSG00000117616,RSRP1,110,0.70402,46,-0.7830,70,-0.3296
ENSG00000183726,TMEM50A,69,0.39229,57,0.03917,52,-0.3263
ENSG00000204178,MACO1,95,0.58623,43,-0.7506,66,-0.2322
ENSG00000117643,MAN1C1,9,-2.1233,49,0.52259,41,0.85170
ENSG00000162430,SELENON,17,-0.4574,58,1.67266,18,-0.7306
ENSG00000117640,MTFR1L,35,-0.8033,64,0.18961,62,0.45824
ENSG00000117632,STMN1,1026,-0.5752,543,-1.4904,1670,0.94846
ENSG00000158008,EXTL1,11,-2.0464,43,0.09228,49,1.13824
ENSG00000142684,ZNF593,21,-1.0155,49,0.39286,42,0.46146
ENSG00000142669,SH3BGRL3,132,-0.4742,210,0.31497,179,0.18377
ENSG00000117682,DHDDS,12,-0.9409,11,-0.9010,25,1.05118
ENSG00000198830,HMGN2,244,0.96063,218,0.62096,112,-1.0678
ENSG00000117713,ARID1A,94,0.55579,91,0.42894,60,-0.6305
ENSG00000204160,ZDHHC18,17,-0.5728,19,-0.3564,27,0.57228
ENSG00000090273,NUDC,156,-0.9520,259,-0.0869,309,0.69655
ENSG00000253368,TRNP1,7,-3.1009,55,0.08087,65,1.47629
ENSG00000142784,WDTC1,37,0.42200,42,0.58104,25,-0.5978
ENSG00000186501,TMEM222,38,-0.3071,58,0.37276,46,0.04238
ENSG00000158195,WASF2,209,3.16029,75,0.34302,16,-3.3560
ENSG00000126705,AHDC1,23,-1.1129,53,0.29746,49,0.57216
ENSG00000126709,IFI6,48,-1.2690,76,-0.4836,123,1.08987
ENSG00000117758,STX12,93,0.10139,48,-0.9520,93,0.24347
ENSG00000117751,PPP1R8,20,-0.3752,35,0.56707,24,-0.0201
ENSG00000117748,RPA2,18,-1.4530,34,-0.3923,52,1.15154
ENSG00000126698,DNAJC8,325,0.27318,236,-0.2754,274,-0.1090
ENSG00000130770,ATP5IF1,175,-1.9913,584,-0.0216,713,1.19350
ENSG00000204138,PHACTR4,109,2.22832,45,0.17282,20,-2.1205
ENSG00000198492,YTHDF2,60,-0.4386,52,-0.6060,86,0.57215
ENSG00000116350,SRSF4,166,0.87317,94,-0.1892,90,-0.6547
ENSG00000116353,MECR,21,-0.5937,17,-0.8581,34,0.77883
ENSG00000162511,LAPTM5,88,2.62143,65,1.37027,7,-3.5017
ENSG00000162512,SDC3,118,0.06162,176,0.71156,104,-0.3977
ENSG00000134644,PUM1,96,-0.6056,157,0.22921,144,0.31415
ENSG00000121766,ZCCHC17,215,0.16366,198,0.01222,191,-0.1318
ENSG00000121769,FABP3,19,-2.9342,45,-1.5059,162,2.52456
ENSG00000162517,PEF1,29,-1.5614,70,-0.1005,89,1.04492
ENSG00000084636,COL16A1,77,1.46415,34,-0.1565,27,-1.2157
ENSG00000121753,ADGRB2,44,-2.4541,191,-0.0931,249,1.42101
ENSG00000184007,PTP4A2,1403,2.73079,186,-1.3578,214,-2.2151
ENSG00000121774,KHDRBS1,130,-0.0068,145,0.16263,129,-0.0670
ENSG00000025800,KPNA6,93,-0.3622,108,-0.0895,121,0.30639
ENSG00000084652,TXLNA,47,1.26318,28,0.21007,18,-1.1584
ENSG00000084623,EIF3I,83,-0.3217,82,-0.3159,107,0.37316
ENSG00000175130,MARCKSL1,911,3.19768,332,0.38896,66,-3.4435
ENSG00000160058,BSDC1,70,0.27485,81,0.49159,54,-0.4380
ENSG00000176261,ZBTB8OS,21,-1.0715,53,0.45527,44,0.45240
ENSG00000162521,RBBP4,103,-0.2752,88,-0.4930,130,0.40614
ENSG00000134684,YARS,40,-1.6572,65,-0.8096,136,1.48157
ENSG00000160097,FNDC5,8,-2.0813,19,-0.6169,36,1.60703
ENSG00000121905,HPCA,22,-3.3087,230,0.35720,224,1.28915
ENSG00000121900,TMEM54,40,-0.3399,72,0.62421,48,-0.0759
ENSG00000116514,RNF19B,12,-0.8401,6,-1.7889,24,1.23877
ENSG00000004455,AK2,71,1.76909,29,-0.0800,19,-1.5421
ENSG00000142920,AZIN2,23,-0.0765,19,-0.3755,25,0.20859
ENSG00000160094,ZNF362,17,-0.3625,48,1.40702,18,-0.5793
ENSG00000134686,PHC2,54,0.16097,47,-0.0870,48,-0.0892
ENSG00000163866,SMIM12,13,-2.1664,40,-0.3874,64,1.50686
ENSG00000116544,DLGAP3,6,-3.0479,111,1.60391,45,0.12723
ENSG00000116560,SFPQ,462,0.86608,197,-0.6291,261,-0.5164
ENSG00000146463,ZMYM4,59,-0.0856,76,0.33629,61,-0.0928
ENSG00000142687,KIAA0319L,53,-0.6717,84,0.12738,84,0.41004
ENSG00000020129,NCDN,58,-3.5541,449,-0.3453,717,1.92735
ENSG00000126067,PSMB2,44,-1.1643,68,-0.4153,105,0.99221
ENSG00000142686,C1orf216,19,-2.4982,75,-0.3025,113,1.58471
ENSG00000092847,AGO1,50,0.41527,31,-0.3709,38,-0.1951
ENSG00000126070,AGO3,116,1.57651,42,-0.3956,38,-1.2513
ENSG00000054116,TRAPPC3,11,-2.5668,54,-0.0156,67,1.40237
ENSG00000116871,MAP7D1,268,0.41830,233,0.13735,195,-0.3880
ENSG00000054118,THRAP3,258,0.31584,161,-0.4705,214,-0.0786
ENSG00000181817,LSM10,17,-1.6614,57,0.33815,53,0.81028
ENSG00000116898,MRPS15,24,-1.3643,66,0.30774,62,0.69417
ENSG00000163875,MEAF6,37,-1.6288,95,-0.0864,119,1.07000
ENSG00000134697,GNL2,36,0.05133,28,-0.3421,36,0.09509
ENSG00000185090,MANEAL,3,-2.7581,13,-0.5036,24,1.81899
ENSG00000197982,C1orf122,256,0.75202,249,0.59692,138,-0.8754
ENSG00000183431,SF3A3,33,-0.4883,27,-0.7832,50,0.67259
ENSG00000183520,UTP11,27,-0.6378,33,-0.2522,43,0.57220
ENSG00000116954,RRAGC,42,0.12976,38,-0.0573,39,-0.0765
ENSG00000174574,AKIRIN1,66,-0.2226,40,-0.9650,82,0.51837
ENSG00000168653,NDUFS5,265,-1.4706,671,0.07597,743,0.89233
ENSG00000127603,MACF1,785,1.54716,297,-0.3559,264,-1.2342
ENSG00000090621,PABPC4,158,1.36583,104,0.42178,55,-1.3459
ENSG00000116983,HPCAL4,134,-1.2830,528,1.01555,297,0.16467
ENSG00000084072,PPIE,17,-1.1352,24,-0.5610,41,1.04259
ENSG00000131236,CAP1,158,-0.1322,143,-0.2744,178,0.21353
ENSG00000131238,PPT1,47,-1.4288,96,-0.2394,132,1.05509
ENSG00000084073,ZMPSTE24,29,0.05029,9,-1.6892,30,0.44895
ENSG00000049089,COL9A2,114,3.72588,19,-0.6357,7,-3.5575
ENSG00000084070,SMAP2,89,-1.0644,117,-0.5624,197,0.99728
ENSG00000117016,RIMS3,23,-3.0402,269,0.87680,181,0.78706
ENSG00000066136,NFYC,9,-1.8997,40,0.50960,34,0.78328
ENSG00000179862,CITED4,5,-1.9461,29,0.66178,22,0.68535
ENSG00000127124,HIVEP3,28,0.50023,19,-0.1919,20,-0.3285
ENSG00000198815,FOXJ3,20,-0.7901,20,-0.7049,36,0.86837
ENSG00000177181,RIMKLA,7,-2.9662,39,-0.4096,65,1.82085
ENSG00000127125,PPCS,50,-0.1224,93,0.90366,49,-0.3851
ENSG00000186409,CCDC30,72,0.27628,72,0.22409,58,-0.3120
ENSG00000065978,YBX1,270,1.76583,213,0.99735,60,-2.0590
ENSG00000164008,C1orf50,12,-0.8099,30,0.66176,20,0.18120
ENSG00000177868,SVBP,46,0.01375,55,0.30036,44,-0.1474
ENSG00000117394,SLC2A1,35,0.31152,72,1.53579,21,-1.1095
ENSG00000117395,EBNA1BP2,60,-1.0190,70,-0.7025,130,1.02738
ENSG00000179178,TMEM125,154,5.86915,1,-4.4824,2,-5.2150
ENSG00000066322,ELOVL1,150,4.07229,19,-1.0132,7,-3.8421
ENSG00000159479,MED8,15,-0.8237,23,-0.1251,28,0.63553
ENSG00000178922,HYI,35,1.15953,55,1.80804,10,-2.0427
ENSG00000142949,PTPRF,76,-0.2998,122,0.50140,89,-0.0322
ENSG00000126091,ST3GAL3,9,-2.0252,57,0.97443,35,0.46393
ENSG00000117408,IPO13,107,1.14518,65,0.12379,46,-1.0145
ENSG00000117410,ATP6V0B,142,-1.6220,180,-1.1547,476,1.61624
ENSG00000117411,B4GALT2,31,-1.2566,146,1.36474,64,-0.1163
ENSG00000178028,DMAP1,43,-0.7933,57,-0.2912,77,0.69513
ENSG00000117419,ERI3,45,-1.7005,151,0.29546,145,0.85623
ENSG00000187147,RNF220,114,-0.0890,110,-0.1351,123,0.12459
ENSG00000142937,RPS8,2145,0.97260,1804,0.53187,991,-1.0347
ENSG00000070785,EIF2B3,27,-0.3677,19,-0.8564,37,0.60256
ENSG00000126088,UROD,41,-1.1276,81,0.01445,91,0.74559
ENSG00000117450,PRDX1,188,-0.4208,330,0.53111,240,0.02960
