...1,t_stat_ntc,t_stat_scz,p_value_ntc,p_value_scz,fdr_ntc,fdr_scz,logFC_ntc,logFC_scz,ensembl,gene,Length,gencodeID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,passExprsCut,logFC,AveExpr,t,P.Value,adj.P.Val,B,study_sig,SynGO,synGO
ENSG00000227051,-3.25264473488866,3.25264473488866,0.00123823125883213,0.00123823125883212,0.100039065345068,0.100039065345067,-0.131929011493188,0.131929011493188,ENSG00000227051,C14orf132,7775,ENSG00000227051.6,protein_coding,C14orf132,56967,InGen,29.393010774965823,4,"c(""ENST00000555004.2"", ""ENST00000553764.1"", ""ENST00000556728.1"", ""ENST00000553782.1"")",TRUE,0.07491585920338956,7.973119208425077,3.504717522768668,5.154051046793621e-4,0.05064506689014627,-0.9717965711692678,BrainSeq V2,FALSE,FALSE
ENSG00000084676,-3.2491381873629,3.2491381873629,0.0012532037537473,0.0012532037537473,0.100327923356061,0.10032792335606,-0.0979846253630151,0.0979846253630151,ENSG00000084676,NCOA1,8633,ENSG00000084676.15,protein_coding,NCOA1,8648,InGen,23.12920468676678,11,"c(""ENST00000496333.5"", ""ENST00000406961.5"", ""ENST00000469850.5"", ""ENST00000405141.5"", ""ENST00000407230.5"", ""ENST00000483904.5"", ""ENST00000288599.9"", ""ENST00000348332.7"", ""ENST00000395856.3"", ""ENST00000486198.1"", ""ENST00000493773.1"")",TRUE,0.03132903121191934,7.754272921680402,3.394630634709031,7.646438971295878e-4,0.05946372666258233,-1.321938786553308,BrainSeq V2,FALSE,FALSE
ENSG00000087116,-3.21704782760832,3.21704782760833,0.0013982302524189,0.00139823025241887,0.104020712599311,0.104020712599309,-0.498935523030632,0.498935523030633,ENSG00000087116,ADAMTS2,8726,ENSG00000087116.14,protein_coding,ADAMTS2,9509,InGen,0.28269389707704506,5,"c(""ENST00000251582.11"", ""ENST00000522937.1"", ""ENST00000523450.1"", ""ENST00000518335.2"", ""ENST00000274609.5"")",TRUE,0.20241093946639882,1.543446904916437,3.8608820211517596,1.3415570696149464e-4,0.02860257458153479,0.8749660676098721,BrainSeq V2,FALSE,FALSE
ENSG00000123338,3.21373963452508,-3.21373963452509,0.00141403272475274,0.00141403272475271,0.104020712599311,0.104020712599309,0.507369717619177,-0.507369717619177,ENSG00000123338,NCKAP1L,10596,ENSG00000123338.12,protein_coding,NCKAP1L,3071,InGen,1.0502416885097943,8,"c(""ENST00000293373.10"", ""ENST00000548221.5"", ""ENST00000547500.1"", ""ENST00000545638.2"", ""ENST00000552211.5"", ""ENST00000548916.1"", ""ENST00000549451.1"", ""ENST00000548980.1"")",TRUE,-0.20848994554083766,3.23838568629598,-3.2529587852359048,0.0012513169381602918,0.07478294342180108,-1.2565603218507677,BrainSeq V2,FALSE,FALSE
ENSG00000134440,3.22684583967443,-3.22684583967445,0.0013523812122383,0.0013523812122382,0.104020712599311,0.104020712599309,0.0941998719121034,-0.0941998719121039,ENSG00000134440,NARS,4089,ENSG00000134440.11,protein_coding,NARS,4677,InGen,37.36823505573619,12,"c(""ENST00000256854.9"", ""ENST00000589314.1"", ""ENST00000586807.5"", ""ENST00000589001.1"", ""ENST00000411676.6"", ""ENST00000540592.5"", ""ENST00000591599.5"", ""ENST00000588661.5"", ""ENST00000587675.5"", ""ENST00000587194.1"", ""ENST00000590123.1"", ""ENST00000587366.1"")",TRUE,-0.03230190506203963,7.667089502930697,-3.6414093355500294,3.113622012856094e-4,0.040116920499224766,-0.4798351973013686,BrainSeq V2,FALSE,FALSE
ENSG00000104903,3.17332528140326,-3.17332528140325,0.0016208943878714,0.00162089438787142,0.113276204296393,0.113276204296394,0.494081920336781,-0.49408192033678,ENSG00000104903,LYL1,3119,ENSG00000104903.4,protein_coding,LYL1,4066,InGen,0.3601300003136857,3,"c(""ENST00000264824.4"", ""ENST00000590974.1"", ""ENST00000590120.1"")",TRUE,-0.21752751336399112,-0.045846399591855644,-3.382168912388045,7.990449107432026e-4,0.06079646648037478,-0.7237552617011778,BrainSeq V2,FALSE,FALSE
ENSG00000130150,3.12944526311466,-3.12944526311466,0.00187690764105323,0.00187690764105318,0.123872082870127,0.123872082870125,0.253228329873639,-0.25322832987364,ENSG00000130150,MOSPD2,5656,ENSG00000130150.11,protein_coding,MOSPD2,158747,InGen,5.019087657028598,6,"c(""ENST00000380492.7"", ""ENST00000482354.5"", ""ENST00000461777.1"", ""ENST00000497603.2"", ""ENST00000495110.1"", ""ENST00000460386.1"")",TRUE,-0.12403575629079039,5.004015531190836,-3.725918704605721,2.2622254516760465e-4,0.0352654309510464,0.05312644090844554,BrainSeq V2,FALSE,FALSE
ENSG00000106034,3.06505013820978,-3.06505013820978,0.0023206085878221,0.00232060858782209,0.13802189885953,0.138021898859529,0.50085760437743,-0.50085760437743,ENSG00000106034,CPED1,7705,ENSG00000106034.17,protein_coding,CPED1,79974,InGen,0.944229167826271,10,"c(""ENST00000310396.9"", ""ENST00000340646.9"", ""ENST00000428526.5"", ""ENST00000495036.5"", ""ENST00000450913.6"", ""ENST00000520801.5"", ""ENST00000521774.1"", ""ENST00000423795.5"", ""ENST00000443817.1"", ""ENST00000466055.1"")",TRUE,-0.18519878562587314,2.659419237876609,-3.813971111450007,1.6115071902314266e-4,0.030710313381383966,0.660994771193395,BrainSeq V2,FALSE,FALSE
ENSG00000168918,3.02865287907869,-3.02865287907868,0.00261218898257092,0.00261218898257103,0.14603270561787,0.146032705617869,0.40661974919481,-0.406619749194808,ENSG00000168918,INPP5D,8681,ENSG00000168918.13,protein_coding,INPP5D,3635,InGen,1.6531107939870446,14,"c(""ENST00000359570.9"", ""ENST00000451407.4"", ""ENST00000445964.5"", ""ENST00000467393.5"", ""ENST00000474278.2"", ""ENST00000496402.2"", ""ENST00000415617.5"", ""ENST00000493078.1"", ""ENST00000472517.1"", ""ENST00000493632.5"", ""ENST00000480983.1"", ""ENST00000465281.1"", ""ENST00000417661.1"", ""ENST00000491070.1"")",TRUE,-0.1787533604065833,3.787662383728281,-3.740450956479925,2.140022696226491e-4,0.03493764205786454,0.2702308545761021,BrainSeq V2,FALSE,FALSE
ENSG00000119866,2.94709388274302,-2.94709388274301,0.00339144176946602,0.00339144176946615,0.163832563808776,0.163832563808772,0.123956376367757,-0.123956376367757,ENSG00000119866,BCL11A,8375,ENSG00000119866.20,protein_coding,BCL11A,53335,InGen,5.517070925903682,11,"c(""ENST00000356842.8"", ""ENST00000359629.9"", ""ENST00000489516.6"", ""ENST00000479026.1"", ""ENST00000631857.1"", ""ENST00000492272.5"", ""ENST00000335712.10"", ""ENST00000477659.1"", ""ENST00000358510.5"", ""ENST00000409351.4"", ""ENST00000489183.1"")",TRUE,-0.07813228060617541,5.330205896698942,-3.319514534161537,9.94938151836984e-4,0.06738245966781685,-1.3546927560041357,BrainSeq V2,TRUE,TRUE
