Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
ENSG00000228794,LINC01128,8,-2.1650,37,2.16506
ENSG00000188976,NOC2L,27,-0.7539,46,0.75392
ENSG00000188290,HES4,9,-1.7291,29,1.72916
ENSG00000187608,ISG15,39,0.66984,25,-0.6698
ENSG00000188157,AGRN,15,-0.2266,17,0.22667
ENSG00000078808,SDF4,46,0.09288,43,-0.0928
ENSG00000176022,B3GALT6,9,-1.2227,21,1.22271
ENSG00000160087,UBE2J2,19,-0.7307,33,0.73074
ENSG00000131584,ACAP3,39,-0.4232,52,0.42322
ENSG00000169972,PUSL1,12,0.34345,9,-0.3434
ENSG00000127054,INTS11,30,-0.2964,37,0.29647
ENSG00000224051,CPTP,8,-0.9511,17,0.95117
ENSG00000107404,DVL1,31,-0.4588,43,0.45880
ENSG00000175756,AURKAIP1,100,-0.5751,150,0.57518
ENSG00000221978,CCNL2,56,0.11205,52,-0.1120
ENSG00000242485,MRPL20,99,-0.5731,148,0.57311
ENSG00000235098,ANKRD65,34,0.56102,23,-0.5610
ENSG00000179403,VWA1,96,2.56557,16,-2.5655
ENSG00000205090,TMEM240,8,-1.5266,23,1.52660
ENSG00000160075,SSU72,66,-0.9292,125,0.92924
ENSG00000228594,FNDC10,5,-2.1488,23,2.14884
ENSG00000272106,AL691432.2,14,-0.2364,17,0.23640
ENSG00000197530,MIB2,7,-1.4682,22,1.46824
ENSG00000248333,CDK11B,110,0.86672,60,-0.8667
ENSG00000189339,SLC35E2B,14,-0.7768,25,0.77688
ENSG00000008128,CDK11A,73,0.99239,36,-0.9923
ENSG00000215790,SLC35E2A,11,-1.2791,27,1.27911
ENSG00000008130,NADK,15,-0.2778,18,0.27781
ENSG00000078369,GNB1,168,-1.5561,495,1.55619
ENSG00000187730,GABRD,7,-4.1497,130,4.14973
ENSG00000067606,PRKCZ,83,-1.2141,193,1.21417
ENSG00000162585,FAAP20,44,0.52189,31,-0.5218
ENSG00000157933,SKI,39,0.55446,26,-0.5544
ENSG00000157916,RER1,45,-0.1261,49,0.12611
ENSG00000157911,PEX10,25,0.49019,18,-0.4901
ENSG00000149527,PLCH2,14,0.71811,8,-0.7181
ENSG00000157881,PANK4,5,-0.9733,11,0.97333
ENSG00000197921,HES5,1,-3.3018,11,3.30185
ENSG00000157870,PRXL2B,13,-1.8464,47,1.84642
ENSG00000177133,PRDM16-DT,3,-2.1720,17,2.17206
ENSG00000142611,PRDM16,12,-0.0947,13,0.09478
ENSG00000158109,TPRG1L,58,-1.7461,195,1.74610
ENSG00000116213,WRAP73,7,-0.5293,11,0.52939
ENSG00000130764,LRRC47,43,-0.7706,74,0.77061
ENSG00000116198,CEP104,102,1.67929,31,-1.6792
ENSG00000198912,C1orf174,8,-0.6686,13,0.66862
ENSG00000196581,AJAP1,18,-1.3939,49,1.39394
ENSG00000069424,KCNAB2,23,-2.7003,152,2.70033
ENSG00000116254,CHD5,62,-2.0657,259,2.06579
ENSG00000116251,RPL22,700,0.52104,488,-0.5210
ENSG00000116237,ICMT,17,-1.1394,38,1.13942
ENSG00000097021,ACOT7,53,-2.0657,225,2.06577
ENSG00000215788,TNFRSF25,0,-5.5240,12,5.52408
ENSG00000171680,PLEKHG5,2,-3.0756,18,3.07560
ENSG00000162408,NOL9,23,-0.2981,29,0.29814
ENSG00000162413,KLHL21,26,0.29843,21,-0.2984
ENSG00000116273,PHF13,13,-0.2778,15,0.27789
ENSG00000041988,THAP3,20,0.28953,16,-0.2895
ENSG00000007923,DNAJC11,15,-0.9829,30,0.98296
ENSG00000171735,CAMTA1,197,-1.3944,519,1.39442
ENSG00000049245,VAMP3,104,2.32868,20,-2.3286
ENSG00000049246,PER3,63,1.08478,29,-1.0847
ENSG00000116288,PARK7,175,-0.7998,304,0.79981
ENSG00000116285,ERRFI1,18,-0.5062,26,0.50621
ENSG00000162426,SLC45A1,7,-1.7221,24,1.72218
ENSG00000142599,RERE,193,0.47264,139,-0.4726
ENSG00000074800,ENO1,285,-0.6390,443,0.63908
ENSG00000171612,SLC25A33,20,-0.7401,34,0.74014
ENSG00000171608,PIK3CD,3,-1.7645,11,1.76451
ENSG00000171603,CLSTN1,160,-2.1016,688,2.10168
