Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to12,Feature log2 fold change topic 8to12
ENSG00000228794,LINC01128,5,-3.1851,56,0.46174,65,0.69616,21,-1.0125,24,-0.8577,48,0.22193,47,0.31456
ENSG00000188976,NOC2L,30,-1.0680,45,-0.4396,59,-0.0212,32,-0.9365,23,-1.4204,59,-0.0398,83,0.90591
ENSG00000188290,HES4,10,-1.7147,17,-0.9121,12,-1.3749,31,-0.0077,92,1.83223,28,-0.1895,31,-0.0014
ENSG00000187608,ISG15,17,-0.9381,8,-1.9726,12,-1.4372,35,0.13276,64,1.08402,15,-1.1929,45,0.87395
ENSG00000188157,AGRN,13,-1.1677,43,0.62770,7,-2.1126,30,0.04379,17,-0.7968,54,1.16068,26,-0.2640
ENSG00000078808,SDF4,26,-1.1431,62,0.17059,36,-0.6831,87,0.71997,47,-0.2744,65,0.28502,56,0.00776
ENSG00000176022,B3GALT6,17,-0.4368,11,-1.0208,11,-1.0448,12,-0.8746,17,-0.4345,30,0.50400,28,0.60531
ENSG00000160087,UBE2J2,12,-1.5407,15,-1.2300,21,-0.7216,33,-0.0645,32,-0.1348,56,0.87363,38,0.22806
ENSG00000131584,ACAP3,74,-0.1342,82,0.03326,21,-2.0104,52,-0.6639,70,-0.2188,105,0.46936,92,0.32807
ENSG00000127054,INTS11,52,0.28044,22,-1.0471,21,-1.0792,37,-0.2666,39,-0.1796,44,-0.0043,53,0.52215
ENSG00000224051,CPTP,19,0.05092,3,-2.5737,18,-0.0274,12,-0.6121,19,0.00797,33,1.05127,17,-0.1958
ENSG00000107404,DVL1,75,0.68249,17,-1.5801,21,-1.3047,65,0.45218,88,0.94791,72,0.69222,36,-0.7121
ENSG00000175756,AURKAIP1,87,-0.9399,58,-1.5454,53,-1.6812,115,-0.5178,210,0.42178,171,0.10362,213,0.78568
ENSG00000221978,CCNL2,51,-0.3542,78,0.31032,27,-1.3105,72,0.19432,38,-0.7962,56,-0.2264,78,0.52577
ENSG00000242485,MRPL20,96,-0.5813,59,-1.3182,80,-0.8559,115,-0.3020,238,0.86082,134,-0.0708,164,0.42415
ENSG00000235098,ANKRD65,25,0.13716,8,-1.5588,5,-2.0826,22,-0.0290,34,0.64178,33,0.70762,22,-0.0639
