Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000188976,NOC2L,58,-0.2558,27,-1.4349,57,-0.2978,63,-0.1323,90,0.44527,127,1.02922,37,-0.9499,18,-2.0154,84,0.33751,124,0.98180
ENSG00000078808,SDF4,162,1.16261,46,-0.8915,138,0.87630,81,0.00779,88,0.13183,83,0.03184,38,-1.1489,43,-0.9682,55,-0.6095,77,-0.0897
ENSG00000160087,UBE2J2,48,-0.4113,19,-1.8230,190,1.96864,60,-0.0728,70,0.19027,100,0.77412,32,-1.0189,26,-1.3147,20,-1.7295,59,-0.0907
ENSG00000131584,ACAP3,147,-0.0760,46,-1.8314,199,0.41633,80,-1.0201,183,0.28282,153,-0.0133,393,1.62243,24,-2.7573,93,-0.7902,221,0.59374
ENSG00000127054,INTS11,73,0.44043,32,-0.8225,119,1.29768,101,0.99991,61,0.16703,36,-0.6517,48,-0.2172,13,-2.1800,29,-0.9855,40,-0.5130
ENSG00000107404,DVL1,98,0.79645,23,-1.4905,15,-2.0583,16,-1.9613,121,1.16731,64,0.08985,160,1.69087,39,-0.6672,34,-0.8900,33,-0.9315
ENSG00000175756,AURKAIP1,167,0.82612,41,-1.3981,26,-2.0421,132,0.43542,194,1.09358,81,-0.3431,124,0.32845,77,-0.4247,93,-0.1259,75,-0.4633
ENSG00000221978,CCNL2,63,-0.1898,67,-0.0922,225,2.04596,44,-0.7588,47,-0.6382,75,0.08177,34,-1.1307,21,-1.8130,42,-0.8068,93,0.42987
ENSG00000242485,MRPL20,153,0.53021,27,-2.1076,151,0.50032,154,0.53949,133,0.29849,150,0.49223,97,-0.2156,101,-0.1413,87,-0.3880,54,-1.1015
ENSG00000235098,ANKRD65,59,0.24311,47,-0.0955,49,-0.0432,93,1.02192,55,0.12909,90,0.95124,33,-0.6658,43,-0.2499,11,-2.2059,24,-1.1227
ENSG00000179403,VWA1,275,2.14720,161,1.11033,161,1.11567,102,0.33904,24,-1.8859,69,-0.3010,19,-2.2502,4,-4.3643,5,-4.1149,10,-3.0834
ENSG00000160075,SSU72,94,-0.7566,81,-0.9940,156,0.02815,227,0.64719,266,0.91469,198,0.41969,166,0.12583,75,-1.1064,70,-1.2029,199,0.42282
ENSG00000228594,FNDC10,21,-1.2317,0,-9.5658,42,-0.1729,43,-0.1465,135,1.83907,53,0.18231,86,0.99467,24,-1.0492,17,-1.5732,51,0.14037
ENSG00000197530,MIB2,80,0.54503,25,-1.2891,58,0.00311,50,-0.2283,88,0.70004,80,0.52710,106,1.01729,34,-0.7998,11,-2.4208,43,-0.4476
ENSG00000248333,CDK11B,30,-1.6935,133,0.60384,69,-0.4357,52,-0.8652,51,-0.9095,71,-0.4065,133,0.60474,72,-0.3751,198,1.30490,107,0.25252
ENSG00000008128,CDK11A,12,-2.3668,120,1.25832,66,0.23388,27,-1.1393,23,-1.3647,59,0.05227,54,-0.0936,24,-1.2969,76,0.47832,108,1.06924
ENSG00000078369,GNB1,516,0.41303,119,-1.8498,152,-1.4950,243,-0.7803,714,0.96358,280,-0.5620,535,0.47274,758,1.07102,355,-0.1912,332,-0.2974
ENSG00000187730,GABRD,0,-8.6268,3,-5.4369,21,-2.9016,40,-1.9812,348,1.47665,206,0.55143,202,0.52069,118,-0.3465,229,0.73008,302,1.21849
ENSG00000067606,PRKCZ,157,-0.5222,121,-0.9208,333,0.69129,98,-1.2468,400,1.00744,357,0.80963,187,-0.2493,142,-0.6782,89,-1.3813,305,0.53895
ENSG00000162585,FAAP20,49,-0.0648,24,-1.1674,85,0.83095,53,0.04342,59,0.21694,21,-1.3848,132,1.62009,48,-0.1020,5,-3.4687,39,-0.4433
ENSG00000157933,SKI,135,0.75660,50,-0.8315,2,-5.4359,34,-1.4126,61,-0.5348,92,0.11362,162,1.07343,50,-0.8313,153,0.97410,115,0.48471
ENSG00000157916,RER1,102,0.92602,35,-0.7807,86,0.64999,109,1.04924,60,0.05893,92,0.75873,14,-2.1631,8,-2.8991,29,-1.0433,45,-0.4033
ENSG00000157870,PRXL2B,4,-3.6667,10,-2.6163,9,-2.6700,67,0.29166,173,2.00000,36,-0.6614,104,1.03947,48,-0.2249,40,-0.5245,66,0.28002
ENSG00000177133,PRDM16-DT,9,-2.4989,1,-4.8815,1,-5.4158,226,3.04089,91,1.10021,4,-3.4636,60,0.40836,13,-1.8844,43,-0.1479,21,-1.2210
ENSG00000158109,TPRG1L,95,-0.6420,9,-4.0926,56,-1.4377,81,-0.8946,329,1.41412,254,0.94495,113,-0.3828,165,0.21975,129,-0.1699,207,0.59393
ENSG00000130764,LRRC47,79,-0.1482,54,-0.7446,163,1.04907,65,-0.4635,138,0.75887,74,-0.2529,62,-0.5279,65,-0.4434,87,0.00014,82,-0.0898
ENSG00000116198,CEP104,50,-0.0747,106,1.18497,29,-0.9080,23,-1.2274,43,-0.3180,59,0.17757,60,0.22859,37,-0.5512,64,0.30948,53,0.02414
ENSG00000196581,AJAP1,0,-7.2974,10,-2.6021,49,-0.2791,16,-1.9814,50,-0.2531,53,-0.1551,59,0.03401,70,0.30653,171,1.89754,104,0.96595
ENSG00000069424,KCNAB2,124,-0.4076,1,-6.5425,138,-0.2344,85,-0.9834,514,2.08322,120,-0.4566,167,0.06889,154,-0.0666,151,-0.0933,148,-0.1264
ENSG00000116254,CHD5,49,-3.3125,33,-3.8530,526,0.27849,142,-1.7403,408,-0.1314,339,-0.4229,871,1.13668,363,-0.3161,798,0.98186,902,1.20134
ENSG00000116251,RPL22,666,1.11045,409,0.27930,241,-0.5622,291,-0.2649,424,0.33777,153,-1.2489,400,0.24291,472,0.51708,266,-0.4053,118,-1.6380
ENSG00000116237,ICMT,45,0.27890,13,-1.5884,24,-0.7111,37,-0.0060,51,0.50005,38,0.01070,32,-0.2462,48,0.39975,27,-0.5235,60,0.78485
ENSG00000097021,ACOT7,90,0.15271,26,-1.7297,33,-1.3793,0,-8.0787,158,1.10799,239,1.89138,28,-1.6450,119,0.61298,20,-2.1207,103,0.38477
ENSG00000171680,PLEKHG5,2,-4.3173,0,-9.4945,65,0.34177,39,-0.4521,88,0.85134,71,0.50111,75,0.57893,17,-1.6703,98,1.05561,68,0.41694
ENSG00000162408,NOL9,91,1.00573,31,-0.7253,16,-1.6934,24,-1.1422,62,0.36445,19,-1.4453,68,0.50141,57,0.20951,67,0.47812,63,0.36710
ENSG00000007923,DNAJC11,22,-1.2899,8,-2.7408,83,0.80279,64,0.35763,37,-0.4829,99,1.10453,48,-0.1130,58,0.20528,46,-0.1667,46,-0.1694
ENSG00000171735,CAMTA1,215,-1.0526,162,-1.4786,202,-1.1442,221,-1.0092,570,0.48803,554,0.44125,292,-0.5840,850,1.17811,610,0.60110,552,0.43475
ENSG00000049245,VAMP3,304,2.98346,101,0.72841,19,-1.8613,95,0.62326,34,-0.9943,29,-1.2343,13,-2.3395,17,-2.0502,27,-1.3579,9,-2.9779
ENSG00000049246,PER3,6,-3.0631,68,0.53134,44,-0.1573,157,2.06918,39,-0.3636,16,-1.6456,44,-0.1785,37,-0.4606,50,0.03102,29,-0.7978
ENSG00000116288,PARK7,146,0.41107,52,-1.2038,29,-2.0418,134,0.26609,210,1.02690,111,-0.0391,101,-0.1785,190,0.85777,87,-0.4204,74,-0.6703
ENSG00000142599,RERE,9,-4.3400,247,0.56974,35,-2.4433,251,0.59159,107,-0.7604,148,-0.2659,145,-0.2923,264,0.67750,314,0.97755,227,0.42485
ENSG00000074800,ENO1,380,-0.0382,198,-1.0506,253,-0.6720,1202,2.00832,496,0.39558,268,-0.5837,297,-0.4273,329,-0.2637,217,-0.9116,249,-0.7004
ENSG00000171612,SLC25A33,17,-1.5986,12,-2.1539,41,-0.3017,130,1.68631,84,0.88634,8,-2.6586,77,0.72652,51,0.07208,61,0.35739,10,-2.3050
ENSG00000171603,CLSTN1,213,-1.5378,130,-2.2643,330,-0.8726,538,-0.1136,829,0.59062,1186,1.21593,318,-0.9304,672,0.24305,571,-0.0181,992,0.89799
ENSG00000178585,CTNNBIP1,45,-0.3067,18,-1.6550,145,1.70088,47,-0.2316,87,0.76893,48,-0.2041,65,0.27623,37,-0.5974,28,-1.0341,25,-1.2027
ENSG00000162441,LZIC,0,-7.5571,99,0.57846,151,1.31002,137,1.13518,27,-1.4452,22,-1.7419,68,-0.0478,92,0.44790,55,-0.3601,45,-0.6707
ENSG00000130939,UBE4B,22,-0.7756,64,0.91544,58,0.75216,0,-7.3906,48,0.44957,76,1.23039,11,-1.8082,45,0.33593,16,-1.2539,26,-0.5466
ENSG00000054523,KIF1B,331,-0.8205,753,0.48587,639,0.21471,615,0.15258,423,-0.4398,720,0.41084,395,-0.5464,740,0.45666,590,0.08580,386,-0.5818
ENSG00000142657,PGD,82,0.65529,28,-1.0539,70,0.40591,65,0.28109,68,0.35212,46,-0.2805,54,-0.0261,35,-0.6805,9,-2.6664,90,0.82601
ENSG00000160049,DFFA,2,-4.6099,97,0.79191,24,-1.3833,95,0.75769,32,-0.9650,60,-0.0043,94,0.73733,60,0.01003,95,0.75052,40,-0.6264
ENSG00000120948,TARDBP,70,-0.0537,92,0.38887,21,-1.8397,38,-0.9738,64,-0.1904,139,1.09939,54,-0.4526,72,0.00755,71,-0.0226,99,0.52041
ENSG00000116649,SRM,45,-0.5360,16,-2.0968,60,-0.1032,75,0.26017,134,1.25869,129,1.18179,60,-0.0924,31,-1.1213,41,-0.6732,46,-0.4994
ENSG00000171824,EXOSC10,0,-6.9284,61,0.48283,43,-0.0860,44,-0.0340,28,-0.7340,11,-2.0606,79,0.92215,16,-1.5461,67,0.63880,102,1.38890
ENSG00000116661,FBXO2,125,-0.0793,41,-1.7708,38,-1.8811,129,-0.0281,349,1.69937,149,0.20049,143,0.13550,171,0.43074,75,-0.8736,93,-0.5359
ENSG00000132879,FBXO44,122,0.13848,8,-3.9377,49,-1.2719,55,-1.0928,219,1.13163,202,0.98788,116,0.06646,40,-1.5547,86,-0.4191,220,1.13884
ENSG00000011021,CLCN6,17,-1.9064,23,-1.4842,106,0.95244,14,-2.1423,96,0.77086,89,0.64501,46,-0.4028,76,0.38218,42,-0.5646,90,0.66971
ENSG00000116685,KIAA2013,58,-0.0721,62,0.02682,148,1.51306,41,-0.6242,76,0.35347,53,-0.2357,29,-1.1218,21,-1.6373,52,-0.2374,70,0.22566
ENSG00000116688,MFN2,64,-1.0419,102,-0.3297,116,-0.1332,142,0.19543,156,0.34550,170,0.48824,109,-0.2189,149,0.27170,116,-0.1249,134,0.09780
ENSG00000048707,VPS13D,78,-0.4000,71,-0.5590,87,-0.2437,206,1.19975,51,-1.0458,125,0.34400,75,-0.4680,77,-0.4215,132,0.43930,108,0.10172
ENSG00000162496,DHRS3,13,-1.7057,26,-0.7112,21,-1.0297,149,2.32973,55,0.45987,18,-1.2221,62,0.66734,25,-0.7511,21,-1.0067,21,-1.0431
ENSG00000116731,PRDM2,175,-0.9110,190,-0.7890,274,-0.2140,122,-1.4558,210,-0.6344,285,-0.1570,348,0.16516,357,0.20468,709,1.38968,472,0.67015
ENSG00000189337,KAZN,120,0.74878,125,0.82144,143,1.05303,14,-2.5486,59,-0.4082,69,-0.1601,55,-0.5015,90,0.26033,42,-0.9360,45,-0.8063
ENSG00000142634,EFHD2,45,-0.8913,13,-2.6605,145,0.98698,30,-1.5020,68,-0.2530,302,2.44385,58,-0.5065,54,-0.6118,12,-2.8687,72,-0.1568
ENSG00000197312,DDI2,9,-2.4634,38,-0.4202,21,-1.2959,83,0.85145,38,-0.4272,70,0.54873,48,-0.0681,63,0.39491,67,0.47651,60,0.29493
ENSG00000116786,PLEKHM2,48,-2.0006,82,-1.2144,76,-1.3220,101,-0.8942,268,0.65922,178,-0.0130,445,1.56600,221,0.33478,276,0.70548,100,-0.9049
ENSG00000065526,SPEN,122,-1.3144,647,1.38693,287,0.00104,210,-0.4944,73,-2.0899,119,-1.3544,234,-0.3207,172,-0.8027,686,1.49689,320,0.17597
ENSG00000055070,SZRD1,148,1.28041,35,-1.0616,19,-1.9624,119,0.88307,27,-1.4615,42,-0.7662,85,0.31539,62,-0.1692,83,0.28311,76,0.13199
ENSG00000159363,ATP13A2,12,-2.9110,10,-3.2061,162,1.03758,53,-0.7684,204,1.45582,117,0.48148,55,-0.7178,79,-0.1525,35,-1.3958,143,0.82034
ENSG00000117115,PADI2,477,1.81587,378,1.36634,268,0.75858,89,-1.0025,91,-0.9634,92,-0.9469,175,0.05518,75,-1.2625,29,-2.6435,19,-3.2278
ENSG00000117154,IGSF21,51,0.05145,4,-3.5465,0,-6.6870,4,-3.7131,75,0.68227,200,2.60116,54,0.14036,42,-0.2493,25,-1.0417,38,-0.3925
ENSG00000159423,ALDH4A1,31,-0.3954,20,-1.0388,1,-4.8073,137,2.21368,65,0.80725,30,-0.4356,67,0.85420,6,-2.8684,30,-0.4700,12,-1.7706
ENSG00000127481,UBR4,48,-0.7733,93,0.27496,182,1.43763,95,0.30573,21,-1.9536,20,-2.0199,58,-0.4686,44,-0.9043,121,0.72063,101,0.41043
ENSG00000127463,EMC1,31,-0.2700,17,-1.2151,6,-2.5943,24,-0.6753,56,0.67527,63,0.87765,17,-1.1584,57,0.71203,46,0.36864,52,0.54788
