Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to10,Feature log2 fold change topic 4to10
ENSG00000228794,LINC01128,18,-0.9943,18,-1.0134,35,0.04287,39,0.70912
ENSG00000188976,NOC2L,20,-0.8743,32,-0.1567,41,0.22838,37,0.26452
ENSG00000188290,HES4,59,-0.1527,118,1.00382,24,-1.4854,64,-0.0764
ENSG00000187608,ISG15,67,0.37907,76,0.60885,23,-1.2904,52,-0.0989
ENSG00000188157,AGRN,27,-0.0595,23,-0.2593,30,0.12245,28,0.07504
ENSG00000131591,C1orf159,10,-0.0327,4,-1.3878,20,1.01064,10,-0.1456
ENSG00000078808,SDF4,80,0.13792,82,0.17800,104,0.57846,66,-0.4105
ENSG00000176022,B3GALT6,11,-1.1865,22,-0.2056,11,-1.1760,29,0.95258
ENSG00000160087,UBE2J2,41,0.03218,38,-0.0781,35,-0.1841,41,0.09514
ENSG00000162572,SCNN1D,11,0.32957,11,0.32398,14,0.62667,8,-0.5834
ENSG00000131584,ACAP3,59,-0.2681,73,0.05608,99,0.55443,68,-0.1896
ENSG00000169972,PUSL1,1,-2.6439,15,0.59701,7,-0.6296,11,0.53427
ENSG00000127054,INTS11,46,-0.0993,38,-0.3925,54,0.13972,51,0.13253
ENSG00000224051,CPTP,15,-0.7195,29,0.32066,16,-0.6625,26,0.35748
ENSG00000107404,DVL1,50,0.10826,68,0.61305,46,-0.0272,43,-0.3326
ENSG00000175756,AURKAIP1,108,-0.8699,221,0.25961,142,-0.4512,202,0.36354
ENSG00000221978,CCNL2,80,0.13264,64,-0.2309,61,-0.3058,76,0.15780
ENSG00000224870,MRPL20-AS1,12,0.49843,6,-0.6183,4,-0.9780,9,0.31252
ENSG00000242485,MRPL20,148,-0.4980,187,-0.1299,125,-0.7572,224,0.54702
ENSG00000235098,ANKRD65,33,0.25838,37,0.46485,17,-0.7672,27,-0.0785
ENSG00000179403,VWA1,113,2.42440,21,-0.5380,48,0.78448,17,-1.8395
ENSG00000160072,ATAD3B,14,0.03588,8,-0.8024,11,-0.4291,15,0.45339
ENSG00000197785,ATAD3A,14,0.01943,16,0.24234,4,-1.8378,14,0.38163
ENSG00000205090,TMEM240,5,-2.2267,32,0.47920,30,0.39404,24,0.10667
ENSG00000160075,SSU72,95,-0.5902,141,0.04198,119,-0.2336,146,0.30377
ENSG00000228594,FNDC10,12,-1.1460,26,0.08366,19,-0.4325,28,0.52724
ENSG00000272106,AL691432.2,19,-0.0367,24,0.32256,27,0.50053,18,-0.3645
ENSG00000197530,MIB2,26,-0.2563,26,-0.2271,39,0.39146,30,0.00682
ENSG00000248333,CDK11B,34,1.51364,31,1.29927,12,-0.2980,9,-1.4447
ENSG00000189339,SLC35E2B,14,-0.8674,16,-0.7108,21,-0.2489,29,0.71989
ENSG00000008128,CDK11A,20,1.10077,16,0.72114,10,-0.0261,8,-0.9074
ENSG00000215790,SLC35E2A,27,-0.5978,39,-0.0351,52,0.45144,40,0.01295
ENSG00000008130,NADK,26,0.03353,26,0.02928,18,-0.4953,26,0.16160
ENSG00000078369,GNB1,297,-0.7869,622,0.38536,474,-0.0559,502,0.11307
ENSG00000187730,GABRD,25,-2.5255,121,-0.1741,67,-1.0847,162,1.18759
ENSG00000067606,PRKCZ,78,-1.0418,145,-0.0846,169,0.16224,163,0.31199
ENSG00000162585,FAAP20,42,0.31994,56,0.77842,39,0.17171,30,-0.5959
ENSG00000157933,SKI,35,0.94958,29,0.64684,14,-0.4855,17,-0.6277
ENSG00000157916,RER1,76,0.09844,70,-0.0364,59,-0.3117,73,0.09597
ENSG00000157911,PEX10,29,0.43195,32,0.58526,16,-0.5396,21,-0.2926
